"Date"	"Lineage"	"Frequency"	"% Frequency"
2024-02-12	"JN.1"	293	"34%"
2024-02-12	"JN.1.1"	32	"4%"
2024-02-12	"JN.1.11.1"	3	"0%"
2024-02-12	"JN.1.13.1"	3	"0%"
2024-02-12	"JN.1.16"	3	"0%"
2024-02-12	"JN.1.18"	3	"0%"
2024-02-12	"JN.1.22"	30	"3%"
2024-02-12	"JN.1.31"	27	"3%"
2024-02-12	"JN.1.32"	6	"1%"
2024-02-12	"JN.1.4"	151	"17%"
2024-02-12	"JN.1.4.5"	34	"4%"
2024-02-12	"JN.1.7"	20	"2%"
2024-02-12	"JN.1.7.2"	2	"0%"
2024-02-12	"JN.1.8.1"	44	"5%"
2024-02-12	"KP.1.1"	0	"0%"
2024-02-12	"KP.1.1.1"	0	"0%"
2024-02-12	"KP.2"	1	"0%"
2024-02-12	"KP.3"	0	"0%"
2024-02-12	"KP.3.1"	0	"0%"
2024-02-12	"KP.3.1.4"	0	"0%"
2024-02-12	"KP.3.2"	0	"0%"
2024-02-12	"KP.3.2.3"	0	"0%"
2024-02-12	"KS.1"	0	"0%"
2024-02-12	"LB.1"	0	"0%"
2024-02-12	"other lineages"	221	"25%"
2024-02-12	"XDP"	1	"0%"
2024-02-19	"JN.1"	312	"31%"
2024-02-19	"JN.1.1"	34	"3%"
2024-02-19	"JN.1.11.1"	2	"0%"
2024-02-19	"JN.1.13.1"	4	"0%"
2024-02-19	"JN.1.16"	0	"0%"
2024-02-19	"JN.1.18"	7	"1%"
2024-02-19	"JN.1.22"	28	"3%"
2024-02-19	"JN.1.31"	32	"3%"
2024-02-19	"JN.1.32"	8	"1%"
2024-02-19	"JN.1.4"	166	"17%"
2024-02-19	"JN.1.4.5"	32	"3%"
2024-02-19	"JN.1.7"	37	"4%"
2024-02-19	"JN.1.7.2"	9	"1%"
2024-02-19	"JN.1.8.1"	59	"6%"
2024-02-19	"KP.1.1"	0	"0%"
2024-02-19	"KP.1.1.1"	0	"0%"
2024-02-19	"KP.2"	0	"0%"
2024-02-19	"KP.3"	0	"0%"
2024-02-19	"KP.3.1"	0	"0%"
2024-02-19	"KP.3.1.4"	0	"0%"
2024-02-19	"KP.3.2"	0	"0%"
2024-02-19	"KP.3.2.3"	0	"0%"
2024-02-19	"KS.1"	0	"0%"
2024-02-19	"LB.1"	0	"0%"
2024-02-19	"other lineages"	261	"26%"
2024-02-19	"XDP"	2	"0%"
2024-02-26	"JN.1"	234	"29%"
2024-02-26	"JN.1.1"	24	"3%"
2024-02-26	"JN.1.11.1"	10	"1%"
2024-02-26	"JN.1.13.1"	4	"1%"
2024-02-26	"JN.1.16"	3	"0%"
2024-02-26	"JN.1.18"	4	"1%"
2024-02-26	"JN.1.22"	27	"3%"
2024-02-26	"JN.1.31"	18	"2%"
2024-02-26	"JN.1.32"	9	"1%"
2024-02-26	"JN.1.4"	124	"16%"
2024-02-26	"JN.1.4.5"	25	"3%"
2024-02-26	"JN.1.7"	17	"2%"
2024-02-26	"JN.1.7.2"	9	"1%"
2024-02-26	"JN.1.8.1"	41	"5%"
2024-02-26	"KP.1.1"	0	"0%"
2024-02-26	"KP.1.1.1"	1	"0%"
2024-02-26	"KP.2"	4	"1%"
2024-02-26	"KP.3"	0	"0%"
2024-02-26	"KP.3.1"	0	"0%"
2024-02-26	"KP.3.1.4"	0	"0%"
2024-02-26	"KP.3.2"	0	"0%"
2024-02-26	"KP.3.2.3"	0	"0%"
2024-02-26	"KS.1"	0	"0%"
2024-02-26	"LB.1"	0	"0%"
2024-02-26	"other lineages"	228	"29%"
2024-02-26	"XDP"	12	"2%"
2024-03-04	"JN.1"	200	"27%"
2024-03-04	"JN.1.1"	19	"3%"
2024-03-04	"JN.1.11.1"	14	"2%"
2024-03-04	"JN.1.13.1"	3	"0%"
2024-03-04	"JN.1.16"	2	"0%"
2024-03-04	"JN.1.18"	20	"3%"
2024-03-04	"JN.1.22"	13	"2%"
2024-03-04	"JN.1.31"	20	"3%"
2024-03-04	"JN.1.32"	8	"1%"
2024-03-04	"JN.1.4"	126	"17%"
2024-03-04	"JN.1.4.5"	32	"4%"
2024-03-04	"JN.1.7"	44	"6%"
2024-03-04	"JN.1.7.2"	15	"2%"
2024-03-04	"JN.1.8.1"	33	"4%"
2024-03-04	"KP.1.1"	3	"0%"
2024-03-04	"KP.1.1.1"	0	"0%"
2024-03-04	"KP.2"	3	"0%"
2024-03-04	"KP.3"	2	"0%"
2024-03-04	"KP.3.1"	0	"0%"
2024-03-04	"KP.3.1.4"	0	"0%"
2024-03-04	"KP.3.2"	0	"0%"
2024-03-04	"KP.3.2.3"	0	"0%"
2024-03-04	"KS.1"	2	"0%"
2024-03-04	"LB.1"	0	"0%"
2024-03-04	"other lineages"	191	"25%"
2024-03-04	"XDP"	4	"1%"
2024-03-11	"JN.1"	173	"23%"
2024-03-11	"JN.1.1"	22	"3%"
2024-03-11	"JN.1.11.1"	19	"3%"
2024-03-11	"JN.1.13.1"	4	"1%"
2024-03-11	"JN.1.16"	1	"0%"
2024-03-11	"JN.1.18"	20	"3%"
2024-03-11	"JN.1.22"	18	"2%"
2024-03-11	"JN.1.31"	20	"3%"
2024-03-11	"JN.1.32"	14	"2%"
2024-03-11	"JN.1.4"	132	"18%"
2024-03-11	"JN.1.4.5"	34	"5%"
2024-03-11	"JN.1.7"	30	"4%"
2024-03-11	"JN.1.7.2"	25	"3%"
2024-03-11	"JN.1.8.1"	44	"6%"
2024-03-11	"KP.1.1"	2	"0%"
2024-03-11	"KP.1.1.1"	1	"0%"
2024-03-11	"KP.2"	10	"1%"
2024-03-11	"KP.3"	19	"3%"
2024-03-11	"KP.3.1"	0	"0%"
2024-03-11	"KP.3.1.4"	3	"0%"
2024-03-11	"KP.3.2"	2	"0%"
2024-03-11	"KP.3.2.3"	0	"0%"
2024-03-11	"KS.1"	1	"0%"
2024-03-11	"LB.1"	0	"0%"
2024-03-11	"other lineages"	151	"20%"
2024-03-11	"XDP"	6	"1%"
2024-03-18	"JN.1"	152	"23%"
2024-03-18	"JN.1.1"	7	"1%"
2024-03-18	"JN.1.11.1"	15	"2%"
2024-03-18	"JN.1.13.1"	17	"3%"
2024-03-18	"JN.1.16"	4	"1%"
2024-03-18	"JN.1.18"	13	"2%"
2024-03-18	"JN.1.22"	14	"2%"
2024-03-18	"JN.1.31"	9	"1%"
2024-03-18	"JN.1.32"	9	"1%"
