"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"	"Highlight"	"lineType"	"reference"
"JN.1.18.6"	0.08919806	0.06371	0.11468	56	"Ontario"	0	"dashed"	"KP.3.1.1"
"MU.1"	0.08616833	0.02276	0.14957	11	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.8.1"	0.05519996	0.03267	0.07773	38	"Ontario"	0	"dashed"	"KP.3.1.1"
"LY*"	0.05445443	0.03889	0.07002	81	"Ontario"	0	"dashed"	"KP.3*"
"XEC"	0.05070871	0.04051	0.06091	235	"Alberta"	0	"dashed"	"KP.3.1.1"
"XEC"	0.0485134	0.04237	0.05466	422	"British Columbia"	0	"dashed"	"KP.3.1.1"
"XEC*"	0.04810092	0.04203	0.05417	428	"British Columbia"	0	"dashed"	"KP.3*"
"XEC"	0.04801589	0.02857	0.06746	39	"Quebec"	0	"dashed"	"KP.3.1.1"
"XEC*"	0.04801589	0.02857	0.06746	39	"Quebec"	0	"dashed"	"KP.3*"
"XEC"	0.04774603	0.04429	0.0512	1440	"Canada"	0	"dashed"	"KP.3.1.1"
"XEC*"	0.04726101	0.03766	0.05686	244	"Alberta"	0	"dashed"	"KP.3*"
"XEC*"	0.04704724	0.04364	0.05046	1456	"Canada"	0	"dashed"	"KP.3*"
"XEC"	0.04599098	0.04077	0.05122	714	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEC*"	0.04597326	0.04075	0.0512	715	"Ontario"	0	"dashed"	"KP.3*"
"MC.11"	0.04334137	0.0214	0.06528	29	"New Brunswick"	0	"dashed"	"KP.3.1.1"
"MC.11*"	0.04334137	0.0214	0.06528	29	"New Brunswick"	0	"dashed"	"KP.3*"
"MC.14"	0.04055036	0.02236	0.05874	43	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.4"	0.03986873	0.00928	0.07046	15	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.1"	0.03961758	0.02978	0.04946	187	"Alberta"	0	"dashed"	"KP.3.1.1"
"KP.3.3.2"	0.03859354	0.02534	0.05184	62	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.8.1"	0.03684098	0.02329	0.0504	61	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.8*"	0.03615613	0.02165	0.05066	62	"Ontario"	0	"dashed"	"KP.3*"
"MC.1"	0.0359663	0.02979	0.04214	366	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEC"	0.03389595	0	0.15517	20	"New Brunswick"	0	"dashed"	"KP.3.1.1"
"XEC*"	0.03389595	0	0.15517	20	"New Brunswick"	0	"dashed"	"KP.3*"
"JN.1.18.6"	0.03388498	0.02196	0.04581	74	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.1"	0.03177159	0.02812	0.03542	816	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.1"	0.03163936	0.01551	0.04776	36	"Quebec"	0	"dashed"	"KP.3.1.1"
"MC.9"	0.02811558	0.01335	0.04288	56	"New Brunswick"	0	"dashed"	"KP.3.1.1"
"KP.3.3.2"	0.02779003	0.01548	0.0401	81	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.1"	0.02762073	0.02121	0.03403	207	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.14"	0.02735675	0.01513	0.03958	60	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.13.1"	0.02452259	0	0.05237	14	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.8*"	0.02425754	0.01514	0.03337	101	"Canada"	0	"dashed"	"KP.3*"
"KP.3.2.5"	0.02262661	0	0.04593	19	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.11"	0.02226264	0	0.05054	11	"Newfoundland and Labrador"	0	"dashed"	"KP.3.1.1"
"MC.11*"	0.02226264	0	0.05054	11	"Newfoundland and Labrador"	0	"dashed"	"KP.3*"
"KP.1.1.3"	0.02176508	0	0.05268	11	"New Brunswick"	0	"dashed"	"KP.3.1.1"
"MK.1"	0.02127171	0.00996	0.03258	73	"Ontario"	0	"dashed"	"KP.3.1.1"
"KP.3.3.1"	0.02122624	0	0.04691	15	"Alberta"	0	"dashed"	"KP.3.1.1"
"LY*"	0.02038277	0.01219	0.02858	114	"Canada"	0	"dashed"	"KP.3*"
"MV.1"	0.01870032	0	0.04298	15	"Ontario"	0	"dashed"	"KP.3.1.1"
"LY.1"	0.01703145	0	0.03549	25	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.8"	0.01651177	0	0.03524	24	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.8*"	0.01585492	0	0.03451	17	"British Columbia"	0	"dashed"	"KP.3*"
"MC.10"	0.01452788	0.0037	0.02535	73	"Alberta"	0	"dashed"	"KP.3.1.1"
"MK.1"	0.01432549	0.00551	0.02314	85	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.13"	0.01303256	0.00648	0.01959	135	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.13*"	0.01227046	0.00586	0.01868	139	"British Columbia"	0	"dashed"	"KP.3*"
"LF.8.1.1"	0.01196518	0	0.03322	14	"Canada"	0	"dashed"	"KP.3.1.1"
"MT.1"	0.01136665	0	0.02941	19	"Canada"	0	"dashed"	"KP.3.1.1"
"LB.1.2.2"	0.01079366	0.00034	0.02125	69	"Ontario"	0	"dashed"	"KP.3.1.1"
"LF.8.1.1"	0.01047691	0	0.03639	11	"Ontario"	0	"dashed"	"KP.3.1.1"
"MV.1"	0.01025659	0	0.02477	29	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.8"	0.01023208	0	0.02255	40	"Canada"	0	"dashed"	"KP.3.1.1"
"LZ.1.1"	0.00993292	0	0.02751	19	"Nova Scotia"	0	"dashed"	"KP.3.1.1"
"LZ.1*"	0.00993292	0	0.02751	19	"Nova Scotia"	0	"dashed"	"KP.3*"
"LZ*"	0.00993292	0	0.02751	19	"Nova Scotia"	0	"dashed"	"KP.3*"
"MC.13*"	0.00929387	0.00044	0.01815	97	"Alberta"	0	"dashed"	"KP.3*"
"MC.6"	0.00896764	0.00266	0.01527	132	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.3"	0.00857683	0	0.01949	43	"British Columbia"	0	"dashed"	"KP.3.1.1"
"LB.1.2.2"	0.00772079	0.00002	0.01543	97	"Canada"	0	"dashed"	"KP.3.1.1"
"MT.1"	0.00734238	0	0.02804	16	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEC.1"	0.00731829	0	0.02681	16	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.13"	0.00719869	0	0.01648	83	"Alberta"	0	"dashed"	"KP.3.1.1"
"LB.1.4.3"	0.00712388	0	0.03192	11	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.4"	0.00700069	0	0.02031	32	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.9"	0.00629461	0.00217	0.01042	338	"Canada"	0	"dashed"	"KP.3.1.1"
"MV*"	0.00599336	0	0.02273	24	"Ontario"	0	"dashed"	"KP.3*"
"MC.11"	0.00564952	0	0.02697	11	"Quebec"	0	"dashed"	"KP.3.1.1"
"MC.11*"	0.00564952	0	0.02697	11	"Quebec"	0	"dashed"	"KP.3*"
"MC.10"	0.00520373	0.00165	0.00876	446	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.16"	0.00473001	0	0.01893	25	"Quebec"	0	"dashed"	"KP.3.1.1"
"MC.16"	0.0036987	0	0.01139	79	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MU*"	0.00333713	0	0.02298	16	"Alberta"	0	"dashed"	"KP.3*"
"LY.1"	0.00333211	0	0.01476	40	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.10"	0.00332963	0	0.00889	208	"Ontario"	0	"dashed"	"KP.3.1.1"
"KP.3.3.2"	0.00326868	0	0.00824	215	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.13.1"	0.00322355	0	0.02018	17	"Quebec"	0	"dashed"	"KP.3.1.1"
"MU.1"	0.00313127	0	0.01991	16	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.13"	0.00248525	0	0.00566	544	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.13*"	0.00188515	0	0.00485	625	"Canada"	0	"dashed"	"KP.3*"
"MC.13*"	0.0017601	0	0.01154	55	"Quebec"	0	"dashed"	"KP.3*"
"LP.4"	0.00161675	0	0.01372	35	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.9"	0.00143145	0	0.00881	83	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.16"	0.00140147	0	0.01922	26	"New Brunswick"	0	"dashed"	"KP.3.1.1"
"MV*"	0.0013265	0	0.01124	51	"Canada"	0	"dashed"	"KP.3*"
"MU*"	0.00126607	0	0.01687	18	"British Columbia"	0	"dashed"	"KP.3*"
"MC.13"	0.00111657	0	0.01262	38	"Quebec"	0	"dashed"	"KP.3.1.1"
"MC.10"	0.00096316	0	0.01431	51	"New Brunswick"	0	"dashed"	"KP.3.1.1"
"KP.2.3.6"	0.00054127	0	0.01951	14	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.9"	0.00042739	0	0.00651	172	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEF.16*"	0.00017605	0	0.02612	12	"New Brunswick"	0	"dashed"	"KP.3*"
