"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"
"FL.3.1"	0.03966753	0.02636	0.05298	36	"Canada"
"FL.5"	0.03952741	0.0254	0.05366	31	"Alberta"
"XBB.1.5.3"	0.03947885	0.0192	0.05976	16	"Quebec"
"XBB.1.18.1.1.1*"	0.03932208	0.02649	0.05215	40	"Quebec"
"XBB.1.9*"	0.03929476	0.02144	0.05715	30	"Nova Scotia"
"FD.2"	0.03915783	0.0197	0.05862	17	"Ontario"
"XBB.2.3*"	0.03912511	0.02854	0.04971	122	"British Columbia"
"XBB.1.9.2.1*"	0.03900499	0.03353	0.04448	222	"Canada"
"XBB.2.3.2"	0.0389315	0.0162	0.06166	16	"Manitoba"
"XBB.1.9.2*"	0.03880305	0.03165	0.04595	138	"Quebec"
"XBB.1.16.1*"	0.03866831	0.01167	0.06567	17	"British Columbia"
"XBB.1.16.2"	0.03856576	0.00783	0.0693	13	"British Columbia"
"FD.1.1"	0.03840851	0.03552	0.04129	898	"Canada"
"XBB.1.5.15.1*"	0.03791922	0.03506	0.04078	907	"Canada"
"EG.1"	0.03771638	0.03057	0.04486	125	"Canada"
"XBB.2*"	0.03767239	0.02725	0.0481	123	"British Columbia"
"XBB.1.9*"	0.0376684	0.03556	0.03978	1875	"Canada"
"FE.1.2"	0.03761581	0.02097	0.05426	23	"Ontario"
"XBB.1.9.1*"	0.03738628	0.03314	0.04163	391	"Ontario"
"FD.1.1"	0.03729504	0.00645	0.06814	20	"New Brunswick"
"XBB.1.5.15.1*"	0.03729504	0.00645	0.06814	20	"New Brunswick"
"XBB.1.5.67"	0.03723172	0.02615	0.04832	53	"Ontario"
"XBB.1.9.1.2*"	0.03673454	0.0195	0.05397	21	"Ontario"
"XBB.1.9.1*"	0.03628189	0.02851	0.04405	234	"British Columbia"
"XBB.1.5.13*"	0.03608522	0.02314	0.04903	75	"British Columbia"
"XBB.1.16.1*"	0.03580106	0.02095	0.05065	26	"Alberta"
"XBB.2.3"	0.03573023	0.01894	0.05252	20	"Alberta"
"XBB.1.5.10"	0.03557857	0.022	0.04915	33	"Canada"
"XBB.1.5.1"	0.03546833	0.02637	0.04457	82	"Alberta"
"XBB.1.9.2.1*"	0.03527836	0.01545	0.05511	14	"Alberta"
"XBB.1.5.2"	0.03491651	0.02073	0.04911	60	"British Columbia"
"XBB.1.5.49"	0.034838	0.02622	0.04345	85	"Quebec"
"XBB.1.18.1.1.1*"	0.03462869	0.02611	0.04314	84	"Canada"
"XBB.1.5.46*"	0.03456227	0.01327	0.05586	26	"British Columbia"
"GB.1"	0.03456227	0.01327	0.05586	26	"British Columbia"
"XBB.1.5.47"	0.03448183	0.02662	0.04235	100	"Canada"
"XBB.1.9*"	0.03430209	0.0305	0.0381	560	"Quebec"
"EG.4"	0.03413113	0.00936	0.0589	19	"British Columbia"
"XBB.1.9.1*"	0.03384368	0.03149	0.0362	1340	"Canada"
"XBB.1.18.1.1*"	0.0336182	0.02359	0.04365	63	"Ontario"
"XBB.2.3*"	0.03356877	0.01377	0.05337	18	"Manitoba"
"XBB.2*"	0.03356877	0.01377	0.05337	18	"Manitoba"
"XBB.1.5.30"	0.03349713	0.02341	0.04358	59	"Canada"
"XBB.1.9*"	0.03316967	0.02769	0.03864	282	"Alberta"
"XBB.2.3"	0.0330059	0.02616	0.03985	129	"Canada"
"XBB.1.9.1"	0.03300115	0.02938	0.03662	502	"Canada"
"XBB.1.5.26*"	0.03285974	0.01849	0.04723	29	"Quebec"
"XBB.1.9.1*"	0.03284879	0.02863	0.03707	420	"Quebec"
"XBB.1.9.1.4*"	0.03272621	0.00767	0.05778	18	"British Columbia"
"XBB.1.18.1*"	0.0326509	0.02303	0.04227	68	"Ontario"
"XBB.1.9.2.1*"	0.03199774	0.02326	0.04073	80	"Quebec"
"XBB.1.5.30"	0.03195962	0.01509	0.04883	36	"Newfoundland and Labrador"
"XBB.1.18.1.1*"	0.0317489	0.02551	0.03798	156	"Canada"
"FE.1.1.1"	0.03163279	0.01788	0.04539	31	"Quebec"
"FU.1"	0.03163212	0.0085	0.05477	11	"Canada"
"XBB.1.5.50"	0.0315447	0.02034	0.04275	47	"Alberta"
"FD.1.1"	0.03146799	0.02821	0.03472	804	"Quebec"
"XBB.1.5.15.1*"	0.03146799	0.02821	0.03472	804	"Quebec"
"XBB.1.5.39*"	0.0314267	-0.00019	0.06304	11	"British Columbia"
"XBB.1.5.66"	0.03116636	0.0195	0.04284	45	"Ontario"
"FL.13"	0.03104361	0.00917	0.05292	12	"Quebec"
"FE.1.2"	0.03101986	0.01728	0.04476	31	"Canada"
"XBB.1.5.10"	0.03101116	0.00816	0.05386	11	"Quebec"
"XBB.1.18.1.1.1*"	0.03097079	0.01831	0.04363	38	"Ontario"
"GB.1"	0.03060085	0.01769	0.04351	35	"Canada"
"XBB.1.16.2"	0.03053893	0.02436	0.03672	157	"Canada"
"XBB.1.5.46*"	0.03048759	0.01896	0.04202	44	"Canada"
"XBB.1.5.69"	0.03037809	0.01458	0.04618	45	"British Columbia"
"FL.13"	0.03023032	0.01829	0.04217	41	"Alberta"
"FE.1.1.1"	0.03018591	0.02111	0.03926	71	"Canada"
"XBB.1.18.1*"	0.0301802	0.02421	0.03615	168	"Canada"
"XBB.1.5.10"	0.03016644	0.01199	0.04835	18	"Ontario"
"FL.10"	0.03003792	0.01302	0.04705	20	"Canada"
"XBB.1.5.63"	0.02988869	0.01552	0.04425	28	"Canada"
"XBB.1.9.1"	0.02967273	0.02311	0.03624	144	"Quebec"
"XBB.1.16.1"	0.02965059	0.01395	0.04535	22	"Alberta"
"XBB.1.5.86"	0.02950346	0.01817	0.04084	45	"Canada"
"FE.1.1.1"	0.02937035	0.01628	0.04246	35	"Ontario"
"XBB.1.5.7"	0.029276	0.01259	0.04596	40	"British Columbia"
"XBB.1.5.15*"	0.02904514	0.02597	0.03212	889	"Quebec"
"XBB.1.9.1*"	0.02889761	0.02308	0.03471	225	"Alberta"
"XBB.1.5.15*"	0.028802	0.02641	0.03119	1185	"Canada"
"FL.4"	0.02864427	0.00282	0.05447	16	"British Columbia"
"XBB.1.9.1.4*"	0.02822881	0.02359	0.03287	277	"Canada"
"XBB.1.11.1*"	0.02785325	0.00814	0.04756	15	"Ontario"
"FL.4"	0.02771466	0.02303	0.0324	271	"Canada"
"FE.1"	0.0276996	0.00954	0.04586	33	"British Columbia"
"XBB.1.5.37"	0.02765885	0.00403	0.05129	19	"British Columbia"
"XBB.1.5.36"	0.02765554	0.00909	0.04623	17	"Ontario"
"XBB.1.5.62"	0.02721206	0.01761	0.03682	62	"Canada"
"XBB.1.5.26"	0.02698882	0.00868	0.04529	17	"Canada"
"XBB.1.5.56"	0.02693372	0.01306	0.04081	29	"Quebec"
"XBB.1.5.68"	0.02691868	0.00963	0.04421	19	"Canada"
"FL.12"	0.02679651	0.00571	0.04789	13	"Canada"
"XBB.1.5.56"	0.02671557	0.01544	0.03799	45	"Canada"
"XBB.1.9.1.3*"	0.02662124	0.00543	0.04781	13	"Ontario"
"XBB.1.5.11"	0.026366	0.00565	0.04708	12	"Alberta"
"XBB.1.5.30"	0.02633231	0.00595	0.04672	14	"Ontario"
"XBB.1.18.1.1*"	0.02632979	0.00951	0.04315	38	"British Columbia"
"XBB.1.9.1.4*"	0.02593805	0.0144	0.03748	42	"Alberta"
"FE.1"	0.02557949	0.01389	0.03727	41	"Canada"
"XBB.2.3.3*"	0.025487	-0.00374	0.05471	12	"British Columbia"
"XBB.1.5.19"	0.02547338	0.00818	0.04276	35	"British Columbia"
"XBB.2.3"	0.02531374	0.01296	0.03767	71	"British Columbia"
"XBB.1.5.4"	0.0252983	0.01811	0.03249	111	"Canada"
"XBB.1.5.26"	0.02505514	0.0061	0.04401	15	"Quebec"
"XBB.1.5.77"	0.02453531	0.01235	0.03672	36	"Quebec"
"XBB.1.17.1"	0.02443046	0.00971	0.03915	26	"Canada"
"XBB.1.5.15*"	0.02399234	-0.00288	0.05086	25	"New Brunswick"
"FK.1*"	0.02393311	0.00112	0.04675	11	"Ontario"
"EG.4"	0.02387559	0.01082	0.03693	33	"Canada"
"XBB.1.5.77"	0.02380432	0.0138	0.03381	56	"Canada"
"XBB.1.5.15*"	0.02350202	0.01744	0.02957	164	"Ontario"
"FL.4"	0.02348852	0.01149	0.03549	38	"Alberta"
"XBB.1.5.20"	0.02345683	0.01088	0.03603	67	"British Columbia"
"XBB.1.9.1"	0.0225597	0.0147	0.03042	93	"Alberta"
"FK.1*"	0.02240628	0.01182	0.03299	50	"Canada"
"XBB.1.17.1"	0.02176608	0.00308	0.04046	15	"Quebec"
"XBB.1.5.12"	0.02166809	0.01169	0.03165	60	"Ontario"
"XBB.1.5.49"	0.02163786	0.01189	0.03139	112	"British Columbia"
"XBB.1.11.1*"	0.02144364	0.00483	0.03805	20	"Canada"
"CH.1.1.11"	0.02133307	0.00856	0.0341	33	"Alberta"
"XBB.1.5.13"	0.02112837	0.0019	0.04036	14	"Alberta"
"XBB.1.5.73"	0.02111598	0.01146	0.03077	60	"Canada"
"EG.1"	0.02097253	0.00569	0.03625	43	"British Columbia"
"CH.1.1.15"	0.02069347	0.00084	0.04054	14	"Canada"
"XBB.1.5.17"	0.02058131	0.00459	0.03658	39	"British Columbia"
"XBB.1.5.17*"	0.02058131	0.00459	0.03658	39	"British Columbia"
"XBB.1.5.38"	0.02045404	0.00469	0.03622	22	"Canada"
"XBB.1.5.49"	0.02040691	0.00701	0.03381	30	"Alberta"
"XBB.1.5.49"	0.02023599	0.01616	0.02431	351	"Canada"
"XBB.1.5.20"	0.01938942	0.01357	0.0252	183	"Ontario"
"XBB.1.5.1"	0.01925493	0.01011	0.0284	119	"British Columbia"
"XBB.1.5.78"	0.01909614	0.00589	0.0323	32	"Canada"
"XBB.1.5.2"	0.01900969	0.00831	0.02971	46	"Quebec"
"XBB.1.19.1"	0.01889109	-0.00079	0.03858	15	"Ontario"
"XBL*"	0.01882462	0.00076	0.03689	17	"Canada"
"XBB.1.5.62"	0.01871973	0.00373	0.0337	23	"Quebec"
"XBB.1.18.1*"	0.01871151	0.0032	0.03422	41	"British Columbia"
"XBB.1.5.35"	0.01866982	0.00965	0.02769	69	"Canada"
"CH.1.1.15"	0.01863875	-0.00069	0.03797	14	"Alberta"
"XBB.1.5.13"	0.0184419	0.01351	0.02337	236	"Canada"
"XBB.1.5.69"	0.01836046	0.00699	0.02973	46	"Ontario"
"FL.13"	0.01834778	-0.00978	0.04648	12	"British Columbia"
"XBB.1.5.13*"	0.01833974	-0.00018	0.03686	15	"Alberta"
"XBB.1.5.1"	0.01821242	0.01417	0.02226	359	"Canada"
"XBB.1.5.15.1*"	0.01802531	0.00105	0.035	18	"Alberta"
"FL.4"	0.01798546	0.011	0.02497	109	"Quebec"
"XBB.1.9.1.4*"	0.01798546	0.011	0.02497	109	"Quebec"
"XBB.1.5.32"	0.01798104	0.01005	0.02591	97	"Alberta"
"DV.1.1"	0.01763548	-0.00747	0.04274	15	"British Columbia"
"DV.1*"	0.01763548	-0.00747	0.04274	15	"British Columbia"
"XBB.1.5.4"	0.01733838	0.00618	0.0285	47	"Ontario"
"XBB.1.5.75"	0.01709329	0.00273	0.03145	27	"Canada"
"XBB.1.5.13*"	0.01682969	0.01204	0.02162	250	"Canada"
"XBB.1.5.35"	0.01608541	0.00557	0.0266	47	"Quebec"
"XBB.1.5.13"	0.01587531	0.00496	0.02679	50	"Ontario"
"EL.1"	0.0156741	-0.001	0.03235	20	"Canada"
"XBB.1.5.66"	0.01545866	0.00609	0.02483	64	"Canada"
"XBB.1.16.2"	0.01533764	0.0067	0.02398	82	"Ontario"
"XBB.1.5.18"	0.015147	0.0012	0.0291	28	"Alberta"
"XBB.1.5.31"	0.01496379	-0.00055	0.03048	39	"British Columbia"
"XBB.1.5.38"	0.01494862	-0.00768	0.03758	18	"British Columbia"
"XBB.1.5.3"	0.01487316	0.00476	0.02498	55	"Canada"
"XBB.1.18.1"	0.01481848	-0.0083	0.03794	12	"Canada"
"XBB.1.5.19"	0.01467422	0.00094	0.0284	27	"Quebec"
"XBB.1.5.2"	0.01460463	0.00981	0.0194	252	"Canada"
"BM*"	0.01451194	0.00648	0.02254	91	"Alberta"
"XBB.1.5.20"	0.0143566	0.00992	0.01879	296	"Canada"
"XBB.1.5.69"	0.01430947	0.00708	0.02154	109	"Canada"
"CH.1.1*"	0.01425455	0.00175	0.02676	54	"Newfoundland and Labrador"
"BM*"	0.01425455	0.00175	0.02676	54	"Newfoundland and Labrador"
"XBB.1.5.24"	0.01425079	-0.00447	0.03297	15	"Alberta"
"XBB.1.17.1*"	0.01421143	0.00099	0.02743	32	"Canada"
"XBB.1.5.13*"	0.01393131	0.00318	0.02468	52	"Ontario"
"CH.1.1*"	0.01366999	0.00538	0.02196	84	"Alberta"
"DV.1*"	0.01352772	0.00933	0.01772	333	"Canada"
"FK.1.1"	0.0133633	-0.00083	0.02756	28	"Canada"
"BA.2.75*"	0.0132806	0.00539	0.02117	95	"Alberta"
"DV.1.1"	0.01314083	0.00889	0.0174	323	"Canada"
"BA.2.75*"	0.01303454	0.00069	0.02538	55	"Newfoundland and Labrador"
"XBB.1.5.49"	0.01256633	0.00497	0.02017	105	"Ontario"
"XBB.1.5.63"	0.0124784	-0.00736	0.03231	13	"Manitoba"
"XBB.1.5.19"	0.01227711	0.00341	0.02115	72	"Canada"
"XBB.1.5.32"	0.01217838	0.00616	0.0182	298	"British Columbia"
"XBB.1.5.1"	0.01217323	0.00528	0.01907	132	"Ontario"
"XBB.1.5.12"	0.01204767	0.00517	0.01892	121	"Canada"
"XBB.1.9*"	0.01187738	-0.00691	0.03066	14	"Manitoba"
"XBB.1.9.1*"	0.01186527	-0.00757	0.0313	13	"Manitoba"
"XBB.1.5.32"	0.01180833	0.00319	0.02043	70	"Quebec"
"XBB.1.5.61"	0.01180201	0.00176	0.02185	60	"Canada"
"FL.13"	0.01157372	0.00512	0.01803	137	"Canada"
"XBB.1.5.2"	0.01142313	0.00353	0.01932	96	"Alberta"
"XBB.1.5.24*"	0.0111833	-0.00709	0.02946	16	"Alberta"
"XBB.1.5.1"	0.01114597	-0.00514	0.02744	19	"Quebec"
"CH.1.1.11"	0.01100177	0.0013	0.0207	61	"Canada"
"XBB.1.5.15"	0.01073163	0.00277	0.01869	82	"Quebec"
"XBB.1.17.1*"	0.01069154	-0.00603	0.02742	18	"Quebec"
"XBB.1.5.32"	0.01046957	0.00754	0.0134	727	"Canada"
"XBB.1.19.1"	0.01037525	-0.00371	0.02446	29	"Canada"
"DV.1*"	0.01014903	0.00567	0.01463	288	"Quebec"
"DV*"	0.01004343	0.0056	0.01449	293	"Quebec"
"XBB.1.5.24*"	0.01002063	-0.00958	0.02962	13	"Quebec"
"XBB.1.5.51"	0.0099392	-0.0184	0.03828	11	"British Columbia"
"DV.1.1"	0.00981387	0.00527	0.01436	278	"Quebec"
"XBB.1.5.12"	0.00948517	-0.00562	0.0246	23	"Alberta"
"DV*"	0.00924882	0.00534	0.01316	391	"Canada"
"FL.5"	0.00873989	-0.00763	0.0251	33	"British Columbia"
"XBB.1.5.12"	0.00871542	-0.00647	0.0239	22	"Quebec"
"XBB.1.5.35"	0.00860314	-0.00943	0.02663	19	"Ontario"
"XBB.1.5.15*"	0.00855023	-0.00475	0.02185	31	"Alberta"
"XBB.1.5.68"	0.0081035	-0.01418	0.03039	12	"Ontario"
"XBB.1.5.14*"	0.00803605	-0.01419	0.03026	11	"Alberta"
"FD.4"	0.00788036	-0.01627	0.03203	11	"Ontario"
"XBB.1.5.32"	0.00784205	0.00011	0.01558	115	"Manitoba"
"BQ.1.1.45"	0.00776577	-0.01457	0.0301	11	"Alberta"
"XBB.1.5.50"	0.00733709	0.00268	0.01199	274	"Canada"
"XBB.1.5.13"	0.00725949	-0.00037	0.01489	89	"Quebec"
"XBB.1.5.13*"	0.00725949	-0.00037	0.01489	89	"Quebec"
"XBB.1.5.17*"	0.00657259	0.00162	0.01152	243	"Canada"
"CH.1.1*"	0.00641474	0.00248	0.01034	382	"Quebec"
"BM*"	0.00627902	0.00235	0.0102	383	"Quebec"
"XBB.1.5.17*"	0.00604372	-0.0041	0.01618	50	"Quebec"
"XBR"	0.00581669	-0.01366	0.02529	18	"Canada"
"FK.1*"	0.00574117	-0.01195	0.02343	28	"British Columbia"
"EG.1.3"	0.00541993	-0.01148	0.02232	18	"Quebec"
"BA.2.75*"	0.00535779	0.00146	0.00925	390	"Quebec"
"XBB.1.5.17*"	0.0052417	-0.00595	0.01644	47	"Alberta"
"BQ.1.1.63"	0.00444345	-0.01698	0.02587	11	"Quebec"
"XBB.1.5.15"	0.00434667	-0.00113	0.00983	199	"Canada"
"XBR"	0.00432791	-0.01251	0.02117	18	"Quebec"
