"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"
"XBB.1.9.2.5.1*"	0.15117392	0.09134	0.21101	13	"Ontario"
"EG.1.3"	0.14268312	0.10042	0.18494	24	"Ontario"
"XBB.2.3*"	0.11989539	0.06056	0.17923	14	"Manitoba"
"XBB.2*"	0.11989539	0.06056	0.17923	14	"Manitoba"
"XBB.2.3.11"	0.11893357	0.06874	0.16913	11	"Ontario"
"XBB.1.9.2.5.1*"	0.11720118	0.08755	0.14685	25	"Canada"
"XBB.1.9.2.5*"	0.11635872	0.09442	0.1383	66	"Ontario"
"XBB.1.5.72"	0.10979359	0.07004	0.14954	12	"Canada"
"EG.5.2"	0.10962661	0.08678	0.13247	53	"Ontario"
"GJ.1"	0.10574201	0.07335	0.13814	17	"Canada"
"XBB.2.3.5"	0.10464253	0.07984	0.12944	39	"Ontario"
"FL.5"	0.10463981	0.08538	0.1239	67	"Ontario"
"XBB.1.16.9"	0.10446659	0.0713	0.13763	16	"Canada"
"XBB.1.16.9"	0.10129782	0.05827	0.14432	12	"Quebec"
"EY.1"	0.09738398	0.05848	0.13629	22	"British Columbia"
"XBB.1.9.2.5*"	0.09530098	0.08068	0.10992	79	"Canada"
"XBB.2.3.11"	0.09164296	0.04211	0.14118	12	"British Columbia"
"XBB.2.3.3*"	0.08917231	0.05056	0.12779	11	"Ontario"
"XBB.2.3.3*"	0.08753368	0.05476	0.12031	16	"Quebec"
"EG.1.4"	0.08715339	0.05957	0.11474	38	"British Columbia"
"EG.5.2"	0.08552293	0.0696	0.10144	54	"Canada"
"XBB.2.3.2"	0.08416739	0.04936	0.11898	22	"British Columbia"
"XBB.1.16.3"	0.0808446	0.0656	0.09609	66	"Ontario"
"XBB.2.3.3"	0.08012946	0.04649	0.11377	13	"Quebec"
"XBB.2.3*"	0.07978145	0.06768	0.09188	105	"Ontario"
"XBB.1.16"	0.07926698	0.07207	0.08647	343	"Ontario"
"XBB.2.3.5"	0.07825992	0.06109	0.09543	40	"Canada"
"XBB.1.16.1"	0.07711345	0.05853	0.0957	43	"Quebec"
"XBB.1.5.28"	0.07661153	0.05183	0.10139	18	"Canada"
"EG.6.1"	0.07565249	0.05672	0.09458	36	"Ontario"
"XBB.2*"	0.07547523	0.06409	0.08686	107	"Ontario"
"XBB.1.16.6"	0.074491	0.04795	0.10103	15	"Canada"
"XBB.1.5.37"	0.07160465	0.05194	0.09127	30	"Ontario"
"XBB.1.9.2.1*"	0.07104793	0.05462	0.08748	43	"Ontario"
"XBB.1.16.1*"	0.0709306	0.05464	0.08722	49	"Quebec"
"XBB.1.16.1"	0.06920361	0.05946	0.07895	127	"Ontario"
"XBB.1.16*"	0.06918841	0.06105	0.07732	235	"Quebec"
"EG.6.1"	0.06856432	0.05268	0.08445	39	"Canada"
"XBB.1.16.1*"	0.06771513	0.05834	0.07709	133	"Ontario"
"XBB.1.9.2*"	0.0667257	0.05888	0.07457	194	"Ontario"
"XBB.1.5.86"	0.06641801	0.04717	0.08567	27	"Ontario"
"XBB.1.22.1*"	0.06593421	0.04553	0.08634	22	"Canada"
"XBB.1.16"	0.06587588	0.05632	0.07543	142	"Quebec"
"FE.1.1"	0.06580361	0.03937	0.09224	13	"Canada"
"XBB.2.3.11"	0.06576319	0.04725	0.08428	27	"Canada"
"EU.1.1"	0.06535048	0.04562	0.08508	26	"Ontario"
"XBB.1.5.26.1.1*"	0.06535048	0.04562	0.08508	26	"Ontario"
"XBB.2.3.2"	0.0652545	0.03541	0.0951	11	"Ontario"
"XBB.1.5.26.1*"	0.06517966	0.04584	0.08452	27	"Ontario"
"CH.1.1.29"	0.06508943	0.03709	0.09309	21	"Newfoundland and Labrador"
"XBB.1.9.1.1*"	0.06507179	0.04974	0.0804	39	"Canada"
"XBB.1.16"	0.06478142	0.06115	0.06842	984	"Canada"
"XBB.1.9.2"	0.06462893	0.04665	0.08261	29	"Alberta"
"XBB.1.16*"	0.06453136	0.05986	0.0692	636	"Ontario"
"XBB.1.5.73"	0.06433331	0.04106	0.0876	18	"Ontario"
"FL.3"	0.06413179	0.0393	0.08896	17	"Quebec"
"CH.1.1.29"	0.06380029	0.04597	0.08163	28	"Canada"
"XBB.1.5.4"	0.06372637	0.04016	0.08729	19	"Quebec"
"XBB.1.16.3"	0.06254399	0.0513	0.07378	72	"Canada"
"XBB.1.16*"	0.06230372	NA	NA	54	"Nova Scotia"
"XBB.1.5.61"	0.06210487	0.0409	0.08331	41	"British Columbia"
"XBB.1.9.2"	0.06192296	0.02519	0.09865	13	"British Columbia"
"XBB.1.16"	0.06146001	0.05328	0.06964	227	"Alberta"
"XBB.1.16"	0.0612702	0.05065	0.07189	185	"British Columbia"
"XBB.1.5.26*"	0.06108021	0.04291	0.07925	28	"Ontario"
"XBB.1.16*"	0.06088347	0.05349	0.06827	303	"Alberta"
"XBB.1.16*"	0.060769	0.05782	0.06371	1512	"Canada"
"XBB.1.16"	0.06012724	NA	NA	11	"Newfoundland and Labrador"
"XBB.1.16"	0.05957668	NA	NA	42	"Nova Scotia"
