"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"	"Highlight"	"lineType"	"reference"
"KP.3.3"	0.11056049	0.09372	0.1274	587	"Canada"	0	"dashed"	"JN.1"
"KP.3.3.2"	0.11024734	0.099222606	0.121272074	35	"Ontario"	0	"solid"	"JN.1"
"KS.1*"	0.11023082	0.05518	0.16528	28	"Quebec"	0	"dashed"	"JN.1*"
"KP.3.1.6"	0.10997635	0.08032	0.13964	78	"British Columbia"	0	"dashed"	"JN.1"
"KS.1"	0.10932853	0.05357	0.16509	23	"Quebec"	0	"dashed"	"JN.1"
"JN.1.50*"	0.10929974	0.05595	0.16265	26	"Ontario"	0	"dashed"	"JN.1*"
"KP.4*"	0.10848085	0.06916	0.1478	56	"Ontario"	0	"dashed"	"JN.1*"
"LF*"	0.10816418	0	0.22672	25	"Nova Scotia"	0	"dashed"	"JN.1*"
"KP.3.2.4"	0.10810255	0.03008	0.18612	26	"British Columbia"	0	"dashed"	"JN.1"
"LB.1.4"	0.10793586	0.04392	0.17195	19	"British Columbia"	0	"dashed"	"JN.1"
"JN.1.30*"	0.10748083	0.06282	0.15214	21	"British Columbia"	0	"dashed"	"JN.1*"
"MK*"	0.10660916	0.06426	0.14895	46	"Ontario"	0	"dashed"	"JN.1*"
"KP.3.1.6"	0.10632229	0.05406	0.15858	32	"Ontario"	0	"dashed"	"JN.1"
"LA.1"	0.10552522	0.0513	0.15975	12	"British Columbia"	0	"dashed"	"JN.1"
"LA*"	0.10552522	0.0513	0.15975	12	"British Columbia"	0	"dashed"	"JN.1*"
"KP.4.1*"	0.10548035	0.06209	0.14887	37	"Ontario"	0	"dashed"	"JN.1*"
"KP.3.3.1"	0.10486199	0.094375791	0.115348189	69	"Canada"	0	"solid"	"JN.1"
"JN.1.16.1"	0.10473146	0	0.22366	22	"Nova Scotia"	0	"dashed"	"JN.1"
"KP.2.14"	0.10390919	0	0.23092	11	"British Columbia"	0	"dashed"	"JN.1"
"LY*"	0.1038917	0	0.31562	13	"British Columbia"	0	"dashed"	"JN.1*"
"KP.3.1.1"	0.10376151	0.0066	0.20092	41	"Nova Scotia"	0	"dashed"	"JN.1"
"MC*"	0.10376151	0.0066	0.20092	41	"Nova Scotia"	0	"dashed"	"JN.1*"
"ML*"	0.10359101	0.05404	0.15314	27	"Ontario"	0	"dashed"	"JN.1*"
"MH*"	0.10345255	0.093107295	0.113797805	20	"British Columbia"	0	"solid"	"JN.1*"
"LB.1"	0.1027503	0.05165	0.15385	34	"Quebec"	0	"dashed"	"JN.1"
"LB.1*"	0.10154633	0	0.21452	26	"Nova Scotia"	0	"dashed"	"JN.1*"
"JN.1.9*"	0.10154633	0	0.21452	26	"Nova Scotia"	0	"dashed"	"JN.1*"
"LB*"	0.10154633	0	0.21452	26	"Nova Scotia"	0	"dashed"	"JN.1*"
"KP.3.3.3"	0.10141504	0.05218	0.15065	24	"Ontario"	0	"dashed"	"JN.1"
"KP.3.1"	0.10096666	0.07939	0.12254	293	"British Columbia"	0	"dashed"	"JN.1"
"KP.1"	0.10023655	0.090212895	0.110260205	15	"British Columbia"	0	"solid"	"JN.1"
"KP.1.1.5"	0.10000445	0.01561	0.1844	22	"Ontario"	0	"dashed"	"JN.1"
"KP.2.3"	0.09929773	0	0.21836	15	"Nova Scotia"	0	"dashed"	"JN.1"
"KP.2.3*"	0.09929773	0	0.21836	15	"Nova Scotia"	0	"dashed"	"JN.1*"
"KP.1.1"	0.09926514	0.03865	0.15988	17	"Quebec"	0	"dashed"	"JN.1"
"KP.2.2"	0.09842816	0.07604	0.12081	186	"British Columbia"	0	"dashed"	"JN.1"
"KP.3.2.4"	0.09841019	0.088569171	0.108251209	12	"Ontario"	0	"solid"	"JN.1"
"LB.1.3*"	0.09817142	0.07124	0.1251	128	"British Columbia"	0	"dashed"	"JN.1*"
"KP.3.3.3"	0.09776844	0.087991596	0.107545284	11	"British Columbia"	0	"solid"	"JN.1"
"ML*"	0.09776844	0.087991596	0.107545284	11	"British Columbia"	0	"solid"	"JN.1*"
"LW*"	0.09756725	0.07281	0.12232	126	"British Columbia"	0	"dashed"	"JN.1*"
"KP.3.2.3"	0.09753579	0.07276	0.12231	123	"British Columbia"	0	"dashed"	"JN.1"
"LB.1.3*"	0.09723366	0.06499	0.12948	172	"Ontario"	0	"dashed"	"JN.1*"
"KP.1.1.5"	0.09722881	0.087505929	0.106951691	31	"Canada"	0	"solid"	"JN.1"
"MG*"	0.09625206	0.02724	0.16527	12	"Quebec"	0	"dashed"	"JN.1*"
"LB.1.3"	0.09574781	0.06825	0.12324	107	"British Columbia"	0	"dashed"	"JN.1"
"KP.3.2"	0.09548	0.03678	0.15418	14	"Quebec"	0	"dashed"	"JN.1"
"KP.1.1.1"	0.09507756	0.02505	0.1651	11	"Quebec"	0	"dashed"	"JN.1"
"KP.1*"	0.09413037	0.05509	0.13317	80	"Quebec"	0	"dashed"	"JN.1*"
"LZ*"	0.09369566	0.084326094	0.103065226	27	"Ontario"	0	"solid"	"JN.1*"
"MB.1.1"	0.09363433	0.084270897	0.102997763	17	"British Columbia"	0	"solid"	"JN.1"
"JN.1.49*"	0.09363433	0.084270897	0.102997763	17	"British Columbia"	0	"solid"	"JN.1*"
"KP.1.1*"	0.09355047	0.05493	0.13217	76	"Quebec"	0	"dashed"	"JN.1*"
"LW.1"	0.09322726	0.04474	0.14172	13	"Ontario"	0	"dashed"	"JN.1"
"KP.2.15"	0.09285172	0.06093	0.12477	47	"British Columbia"	0	"dashed"	"JN.1"
"KP.4.1.3"	0.09265253	0.04527	0.14003	22	"Ontario"	0	"dashed"	"JN.1"
"ML*"	0.09255844	0.07061	0.11451	67	"Canada"	0	"dashed"	"JN.1*"
"KP.3.1*"	0.09247504	0.0756	0.10935	1419	"British Columbia"	0	"dashed"	"JN.1*"
"KS*"	0.09170549	0.04486	0.13855	29	"Quebec"	0	"dashed"	"JN.1*"
"JN.1.13*"	0.09170549	0.04486	0.13855	29	"Quebec"	0	"dashed"	"JN.1*"
"KP.4.1"	0.0908855	0.04645	0.13532	15	"Ontario"	0	"dashed"	"JN.1"
"LZ.1*"	0.09086425	0.01399	0.16774	25	"Ontario"	0	"dashed"	"JN.1*"
"KP.3.2.4"	0.09080569	0.063	0.11861	57	"Canada"	0	"dashed"	"JN.1"
"LR.1"	0.09078461	0.081706149	0.099863071	25	"Ontario"	0	"solid"	"JN.1"
"JN.1.58*"	0.09078461	0.081706149	0.099863071	25	"Ontario"	0	"solid"	"JN.1*"
"MK.1"	0.09060338	0	0.184	14	"Ontario"	0	"dashed"	"JN.1"
"KP.3.5"	0.09053734	0.06927	0.1118	75	"Canada"	0	"dashed"	"JN.1"
"XDK.5"	0.09001258	0.05755	0.12247	29	"Canada"	0	"dashed"	"JN.1"
"KP.3.3.3"	0.08962961	0.06658	0.11268	64	"Canada"	0	"dashed"	"JN.1"
"LB.1.3"	0.08949836	0.05802	0.12098	108	"Ontario"	0	"dashed"	"JN.1"
"KP.3.2.1"	0.08946214	0	0.17967	11	"Ontario"	0	"dashed"	"JN.1"
"LP*"	0.0893768	0.06117	0.11758	175	"Ontario"	0	"dashed"	"JN.1*"
"KP.2.3"	0.08909376	0.07715	0.10104	1072	"Canada"	0	"dashed"	"JN.1"
"LF*"	0.08898181	0.06441	0.11355	108	"British Columbia"	0	"dashed"	"JN.1*"
"KP.3.3.2"	0.08884279	0.00887	0.16882	48	"Canada"	0	"dashed"	"JN.1"
"KP.3.2.1"	0.08848663	0.03739	0.13959	11	"British Columbia"	0	"dashed"	"JN.1"
"KP.2.3*"	0.08806538	0.07641	0.09972	1121	"Canada"	0	"dashed"	"JN.1*"
"MC.1"	0.08777173	0.078994557	0.096548903	20	"Ontario"	0	"solid"	"JN.1"
"KP.2.3*"	0.08764548	0.06461	0.11068	376	"Ontario"	0	"dashed"	"JN.1*"
"JN.1.7*"	0.087642	0.02727	0.14801	15	"Quebec"	0	"dashed"	"JN.1*"
"MF*"	0.08750662	0.05286	0.12215	26	"Canada"	0	"dashed"	"JN.1*"
"LP.1*"	0.08692401	0.05568	0.11817	65	"Ontario"	0	"dashed"	"JN.1*"
"JN.1.7.4"	0.08689568	0	0.21372	12	"Nova Scotia"	0	"dashed"	"JN.1"
"KR.1"	0.08681024	0.04663	0.12699	14	"British Columbia"	0	"dashed"	"JN.1"
"LB.1.2*"	0.08640629	0.04098	0.13183	22	"Ontario"	0	"dashed"	"JN.1*"
"KP.2.3.4"	0.08633103	0.077697927	0.094964133	25	"Canada"	0	"solid"	"JN.1"
"KP.2.3"	0.08626553	0.06314	0.10939	348	"Ontario"	0	"dashed"	"JN.1"
"LP.1"	0.08618913	0.05481	0.11757	60	"Ontario"	0	"dashed"	"JN.1"
"LW.1"	0.08544328	0.04932	0.12156	19	"Canada"	0	"dashed"	"JN.1"
"KP.4.2"	0.08528822	0.04561	0.12496	18	"Ontario"	0	"dashed"	"JN.1"
"KP.3.4*"	0.0850406	0.01993	0.15015	13	"Ontario"	0	"dashed"	"JN.1*"
"LB.1.2"	0.08490866	0.03785	0.13196	16	"Ontario"	0	"dashed"	"JN.1"
"LB.1.7*"	0.08483994	0.0565	0.11318	45	"British Columbia"	0	"dashed"	"JN.1*"
"MH*"	0.08446926	0.06138	0.10756	52	"Canada"	0	"dashed"	"JN.1*"
"MB.1.1"	0.08440014	0.05315	0.11565	30	"Canada"	0	"dashed"	"JN.1"
"KP.1.1.3"	0.08431613	0.05478	0.11385	110	"Ontario"	0	"dashed"	"JN.1"
"KP.4.2*"	0.0842477	0.04534	0.12315	19	"Ontario"	0	"dashed"	"JN.1*"
"JN.1.65.1"	0.08419848	0.05409	0.11431	18	"Canada"	0	"dashed"	"JN.1"
"KP.3.1.5"	0.08417518	0.075757662	0.092592698	14	"Canada"	0	"solid"	"JN.1"
"KP.3*"	0.08400868	0.06933	0.09869	2514	"British Columbia"	0	"dashed"	"JN.1*"
"JN.1.18*"	0.08396858	0.05655	0.11139	46	"British Columbia"	0	"dashed"	"JN.1*"
"KP.3.4"	0.08380635	0.075425715	0.092186985	12	"Ontario"	0	"solid"	"JN.1"
"JN.1.50*"	0.08351685	0.06237	0.10466	50	"Canada"	0	"dashed"	"JN.1*"
"MH*"	0.08313964	0.074825676	0.091453604	12	"Ontario"	0	"solid"	"JN.1*"
"MC.1"	0.08301767	0.074715903	0.091319437	42	"Canada"	0	"solid"	"JN.1"
"LB.1.3*"	0.08301159	0.0697	0.09632	384	"Canada"	0	"dashed"	"JN.1*"
"MK*"	0.08292779	0.06758	0.09827	154	"Canada"	0	"dashed"	"JN.1*"
"LB.1.7"	0.08290725	0.05494	0.11087	43	"British Columbia"	0	"dashed"	"JN.1"
"LF.2"	0.08277037	0.03919	0.12635	13	"Ontario"	0	"dashed"	"JN.1"
"JN.1.50"	0.08269098	0.05838	0.107	40	"Canada"	0	"dashed"	"JN.1"
"LB.1.1"	0.0825965	0.05487	0.11032	32	"British Columbia"	0	"dashed"	"JN.1"
"KP.3.3"	0.08248457	0.05545	0.10952	123	"Alberta"	0	"dashed"	"JN.1"
"KP.3.2.4"	0.08248241	0.03598	0.12899	16	"Alberta"	0	"dashed"	"JN.1"
"KR.1*"	0.08247716	0.04553	0.11943	20	"British Columbia"	0	"dashed"	"JN.1*"
"MK.1"	0.08227651	0.05627	0.10829	25	"Canada"	0	"dashed"	"JN.1"
"KP.2.3.3"	0.08201833	0.05092	0.11311	22	"Canada"	0	"dashed"	"JN.1"
"LB.1.2*"	0.08188122	0.06403	0.09973	95	"Canada"	0	"dashed"	"JN.1*"
"LB.1.3.2"	0.08169192	0.05982	0.10357	42	"Canada"	0	"dashed"	"JN.1"
"KP.3*"	0.08136195	0	0.22307	199	"Newfoundland and Labrador"	0	"dashed"	"JN.1*"
"JN.1.16.1"	0.08037783	0.05581	0.10494	68	"British Columbia"	0	"dashed"	"JN.1"
"KP.1.1.3"	0.08034315	0.06628	0.09441	251	"Canada"	0	"dashed"	"JN.1"
"KP.3.2.1"	0.0803062	0.05527	0.10534	29	"Canada"	0	"dashed"	"JN.1"
"LB.1.3"	0.07994445	0.06611	0.09378	272	"Canada"	0	"dashed"	"JN.1"
"LB.1.2"	0.07990949	0.06194	0.09788	82	"Canada"	0	"dashed"	"JN.1"
"KP.3.1.6"	0.07983153	0.06431	0.09535	125	"Canada"	0	"dashed"	"JN.1"
"LF.1*"	0.07977815	0.04313	0.11643	16	"British Columbia"	0	"dashed"	"JN.1*"
"MA.1"	0.07954613	0.05194	0.10715	18	"Canada"	0	"dashed"	"JN.1"
"LB.1.8"	0.07940651	0.04455	0.11426	15	"Canada"	0	"dashed"	"JN.1"
"LF.1"	0.07935916	0.04226	0.11646	14	"British Columbia"	0	"dashed"	"JN.1"
"JN.1.49*"	0.07917519	0.05369	0.10466	36	"Canada"	0	"dashed"	"JN.1*"
"KP.3.1"	0.07890074	0.03596	0.12184	25	"Quebec"	0	"dashed"	"JN.1"
"LB.1.3.2"	0.07837868	0.0205	0.13626	11	"Ontario"	0	"dashed"	"JN.1"
"LQ.1*"	0.07782331	0.04747	0.10817	21	"British Columbia"	0	"dashed"	"JN.1*"
"KP.3.4*"	0.07745827	0.04079	0.11412	20	"Canada"	0	"dashed"	"JN.1*"
"KP.3"	0.07730015	0.05952	0.09508	387	"British Columbia"	0	"dashed"	"JN.1"
"LB.1.7"	0.07729714	0.04442	0.11017	35	"Alberta"	0	"dashed"	"JN.1"
"LB.1.7*"	0.07729714	0.04442	0.11017	35	"Alberta"	0	"dashed"	"JN.1*"
"LB.1.7"	0.07728178	0.06229	0.09227	130	"Canada"	0	"dashed"	"JN.1"
"JN.1.49*"	0.07721603	0.03663	0.1178	12	"Ontario"	0	"dashed"	"JN.1*"
"KW.1.1*"	0.07710083	0.045	0.1092	21	"British Columbia"	0	"dashed"	"JN.1*"
"LB.1.2.1"	0.0770821	0.06937389	0.08479031	13	"Canada"	0	"solid"	"JN.1"
"KR.1*"	0.07699337	0.03846	0.11553	14	"Ontario"	0	"dashed"	"JN.1*"
"KP.2.2"	0.07685277	0.06515	0.08856	378	"Canada"	0	"dashed"	"JN.1"
"KP.3.3*"	0.07660844	0.05303	0.10018	152	"Alberta"	0	"dashed"	"JN.1*"
"KP.3.1*"	0.07644337	0.0047	0.14819	92	"Nova Scotia"	0	"dashed"	"JN.1*"
"KP.2"	0.07638965	0.02963	0.12315	36	"Quebec"	0	"dashed"	"JN.1"
"KP*"	0.0761851	0	0.20392	222	"Newfoundland and Labrador"	0	"dashed"	"JN.1*"
"LB.1"	0.07593926	0.05111	0.10077	171	"Ontario"	0	"dashed"	"JN.1"
"LQ.1.1"	0.07591725	0.04585	0.10598	20	"British Columbia"	0	"dashed"	"JN.1"
"KP.4.1*"	0.07581572	0.04959	0.10204	37	"British Columbia"	0	"dashed"	"JN.1*"
"KP*"	0.07578939	0.04905	0.10252	909	"Quebec"	0	"dashed"	"JN.1*"
"LF*"	0.07575291	0.02819	0.12332	23	"Quebec"	0	"dashed"	"JN.1*"
"LF.1.1*"	0.07558573	0.03948	0.11169	15	"Ontario"	0	"dashed"	"JN.1*"
"LB.1*"	0.07553851	0.06145	0.08962	929	"British Columbia"	0	"dashed"	"JN.1*"
"LB*"	0.07553851	0.06145	0.08962	929	"British Columbia"	0	"dashed"	"JN.1*"
"KP.4.1.3"	0.07539849	0.05247	0.09833	32	"Canada"	0	"dashed"	"JN.1"
"KP.3.5"	0.07538914	0.03391	0.11687	22	"Alberta"	0	"dashed"	"JN.1"
"LR.1"	0.0751898	0.06767082	0.08270878	25	"Canada"	0	"solid"	"JN.1"
"LS*"	0.07505207	0.04271	0.10739	14	"Canada"	0	"dashed"	"JN.1*"
"KR.1"	0.07498551	0.03618	0.11379	12	"Ontario"	0	"dashed"	"JN.1"
"KP.3.2*"	0.07486839	0.05769	0.09204	358	"British Columbia"	0	"dashed"	"JN.1*"
"JN.1.18.5"	0.07475334	0.03704	0.11247	12	"Canada"	0	"dashed"	"JN.1"
"KP.3.2*"	0.07461223	0	0.22758	114	"Newfoundland and Labrador"	0	"dashed"	"JN.1*"
"LY*"	0.07440904	0.04476	0.10406	20	"Canada"	0	"dashed"	"JN.1*"
"LB.1"	0.0741787	0.0596	0.08875	653	"British Columbia"	0	"dashed"	"JN.1"
"MA*"	0.07413821	0.05201	0.09626	27	"Canada"	0	"dashed"	"JN.1*"
"XDY"	0.07401649	0.04249	0.10554	31	"Canada"	0	"dashed"	"JN.1"
"JN.1.9*"	0.07401244	0.06021	0.08782	931	"British Columbia"	0	"dashed"	"JN.1*"
"LZ.1*"	0.07377218	0.05375	0.09379	40	"Canada"	0	"dashed"	"JN.1*"
"KP.3.1"	0.0733276	0.00422	0.14244	36	"Nova Scotia"	0	"dashed"	"JN.1"
"KS.1*"	0.07313985	0.04952	0.09676	77	"British Columbia"	0	"dashed"	"JN.1*"
"KP.1"	0.0727964	0.04991	0.09568	21	"Canada"	0	"dashed"	"JN.1"
"KP.3*"	0.07270095	0.04556	0.09984	678	"Quebec"	0	"dashed"	"JN.1*"
"LZ*"	0.07268281	0.05382	0.09155	50	"Canada"	0	"dashed"	"JN.1*"
"KP.4*"	0.07238117	0.04787	0.0969	48	"British Columbia"	0	"dashed"	"JN.1*"
"LZ.1"	0.07212669	0.05235	0.0919	38	"Canada"	0	"dashed"	"JN.1"
"KP*"	0.07162055	0.0587	0.08454	3713	"British Columbia"	0	"dashed"	"JN.1*"
"KP.3.2.3"	0.07136691	0	0.22894	96	"Newfoundland and Labrador"	0	"dashed"	"JN.1"
"LW*"	0.07136691	0	0.22894	96	"Newfoundland and Labrador"	0	"dashed"	"JN.1*"
"LP*"	0.07049816	0.05921	0.08179	400	"Canada"	0	"dashed"	"JN.1*"
"LB.1*"	0.07037421	0.04864	0.09211	522	"Ontario"	0	"dashed"	"JN.1*"
"LB.1.7*"	0.07037002	0.0571	0.08364	135	"Canada"	0	"dashed"	"JN.1*"
"KP.2*"	0.07001342	0.05598	0.08405	806	"British Columbia"	0	"dashed"	"JN.1*"
"LF.1*"	0.06989921	0.03809	0.1017	16	"Ontario"	0	"dashed"	"JN.1*"
"LY.1"	0.06984182	0.04285	0.09683	14	"Canada"	0	"dashed"	"JN.1"
"KP.3.1*"	0.06977374	0.06229	0.07725	4391	"Canada"	0	"dashed"	"JN.1*"
"KP.4.1"	0.06968936	0.04014	0.09924	23	"British Columbia"	0	"dashed"	"JN.1"
"LB.1"	0.06964837	0.06047	0.07883	1092	"Canada"	0	"dashed"	"JN.1"
"KP.3.2.2"	0.0696294	0.03704	0.10221	11	"British Columbia"	0	"dashed"	"JN.1"
"JN.1.9*"	0.06920647	0.04772	0.09069	525	"Ontario"	0	"dashed"	"JN.1*"
"LB*"	0.06920647	0.04772	0.09069	525	"Ontario"	0	"dashed"	"JN.1*"
"KP.2*"	0.06918645	0.05071	0.08766	679	"Ontario"	0	"dashed"	"JN.1*"
"KP.3.1*"	0.06909168	0.05494	0.08325	1280	"Ontario"	0	"dashed"	"JN.1*"
"KP.3"	0.0688704	0.05897	0.07877	811	"Canada"	0	"dashed"	"JN.1"
"LG.1"	0.06882144	0.04552	0.09212	22	"Canada"	0	"dashed"	"JN.1"
"LB.1*"	0.068743	0.0602	0.07728	2002	"Canada"	0	"dashed"	"JN.1*"
"LB*"	0.06841417	0.0599	0.07693	2005	"Canada"	0	"dashed"	"JN.1*"
"LP*"	0.06837342	0.04769	0.08905	108	"British Columbia"	0	"dashed"	"JN.1*"
"KP.3.1*"	0.06823625	0.04153	0.09495	561	"Quebec"	0	"dashed"	"JN.1*"
"JN.1.48*"	0.06794491	0.04018	0.09571	28	"British Columbia"	0	"dashed"	"JN.1*"
"JN.1.9*"	0.06779567	0.05936	0.07623	2007	"Canada"	0	"dashed"	"JN.1*"
"LF.2"	0.06729435	0.05087	0.08372	83	"Canada"	0	"dashed"	"JN.1"
"KP.3.1"	0.06679557	0.05797	0.07562	963	"Canada"	0	"dashed"	"JN.1"
"LF.1.1.1"	0.06618875	0.04743	0.08495	39	"Canada"	0	"dashed"	"JN.1"
"KP.3.2"	0.06573957	0.04746	0.08402	177	"British Columbia"	0	"dashed"	"JN.1"
"KP.3*"	0.06560188	0	0.13675	161	"Nova Scotia"	0	"dashed"	"JN.1*"
"KP.3"	0.06559715	0.04729	0.08391	179	"Ontario"	0	"dashed"	"JN.1"
"JN.1.1*"	0.0653692	0.03374	0.097	18	"Ontario"	0	"dashed"	"JN.1*"
"LW*"	0.06507126	0.04299	0.08716	128	"Alberta"	0	"dashed"	"JN.1*"
"KP.3.2.3"	0.06502983	0.04293	0.08713	127	"Alberta"	0	"dashed"	"JN.1"
"KP.2.2"	0.06490288	0.04196	0.08785	88	"Alberta"	0	"dashed"	"JN.1"
"KW.1*"	0.06473589	0.03752	0.09195	24	"British Columbia"	0	"dashed"	"JN.1*"
"LQ.1*"	0.06447063	0.04819	0.08076	53	"Canada"	0	"dashed"	"JN.1*"
"KP.3*"	0.06427975	0.05714	0.07142	8074	"Canada"	0	"dashed"	"JN.1*"
"KP.3.1.4"	0.0641871	0.04036	0.08802	65	"Ontario"	0	"dashed"	"JN.1"
"MM*"	0.0641871	0.04036	0.08802	65	"Ontario"	0	"dashed"	"JN.1*"
