"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"	"Highlight"	"lineType"	"reference"
"XEC"	0.05566137	0.03516	0.07616	63	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.1"	0.0551354	0.03479	0.07548	63	"Alberta"	0	"dashed"	"KP.3.1.1"
"XEC"	0.0533884	0.04428	0.0625	228	"Canada"	0	"dashed"	"KP.3.1.1"
"XEC*"	0.05143291	0.0426	0.06026	233	"Canada"	0	"dashed"	"KP.3*"
"LZ*"	0.05018302	0	0.14563	12	"Nova Scotia"	0	"dashed"	"KP.3*"
"LZ.1.1"	0.05018302	0	0.14563	12	"Nova Scotia"	0	"dashed"	"KP.3.1.1"
"LZ.1*"	0.05018302	0	0.14563	12	"Nova Scotia"	0	"dashed"	"KP.3*"
"XEC*"	0.04769435	0.02966	0.06573	68	"Alberta"	0	"dashed"	"KP.3*"
"MC.1"	0.03708159	0.0291	0.04506	209	"Canada"	0	"dashed"	"KP.3.1.1"
"XEC"	0.03704818	0.02563	0.04846	160	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEC*"	0.03704818	0.02563	0.04846	160	"Ontario"	0	"dashed"	"KP.3*"
"MC.1"	0.0328251	0.02008	0.04557	117	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.10"	0.02924308	0.01088	0.0476	41	"Alberta"	0	"dashed"	"KP.3.1.1"
"MV*"	0.02700823	0	0.05866	16	"Ontario"	0	"dashed"	"KP.3*"
"MV.1"	0.02348627	0	0.04961	14	"Canada"	0	"dashed"	"KP.3.1.1"
"XDY"	0.02275398	0	0.05232	21	"British Columbia"	0	"dashed"	"KP.3.1.1"
"KP.3.3.2"	0.02163958	0.00143	0.04185	28	"Alberta"	0	"dashed"	"KP.3.1.1"
"MV*"	0.02086313	0.00323	0.0385	29	"Canada"	0	"dashed"	"KP.3*"
"MC.11*"	0.01990936	0.00596	0.03386	72	"Ontario"	0	"dashed"	"KP.3*"
"MC.11"	0.01903722	0.00513	0.03294	71	"Ontario"	0	"dashed"	"KP.3.1.1"
"MB.1.1.1"	0.018933	0	0.04294	15	"Canada"	0	"dashed"	"KP.3.1.1"
"LB.1.2.2"	0.0178381	0.00266	0.03301	37	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.14"	0.0173699	0	0.03738	21	"Canada"	0	"dashed"	"KP.3.1.1"
"KP.2.3.4"	0.01719629	0	0.04424	14	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.13*"	0.01667375	0.00282	0.03053	55	"Alberta"	0	"dashed"	"KP.3*"
"MC.10"	0.01577104	0	0.03948	29	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.9"	0.01549485	0.0082	0.02279	159	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.16"	0.01397865	0	0.04306	13	"Quebec"	0	"dashed"	"KP.3.1.1"
"MC.13"	0.01339721	0	0.02749	49	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.8.1"	0.01312797	0	0.03867	12	"Canada"	0	"dashed"	"KP.3.1.1"
"LB.1.2.2"	0.0123859	0	0.03268	28	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.9"	0.01231236	0.00195	0.02268	114	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.13*"	0.01139383	0	0.03177	27	"Quebec"	0	"dashed"	"KP.3*"
"MC.1"	0.01124106	0	0.04366	14	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.8*"	0.01088765	0	0.02784	26	"Canada"	0	"dashed"	"KP.3*"
"MC.9"	0.01076375	0	0.03574	24	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MB.1.1*"	0.01047394	0	0.0397	17	"British Columbia"	0	"dashed"	"KP.3*"
"XEE.49*"	0.01047394	0	0.0397	17	"British Columbia"	0	"dashed"	"KP.3*"
"MC.13"	0.01011621	0.00475	0.01548	270	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.8"	0.00996573	0	0.0328	14	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.13*"	0.00945867	0.00445	0.01447	310	"Canada"	0	"dashed"	"KP.3*"
"MC.13"	0.00886744	0	0.03291	18	"Quebec"	0	"dashed"	"KP.3.1.1"
"MC.11"	0.00780367	0.00061	0.015	140	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.2"	0.00762647	0	0.02441	37	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.11"	0.00736336	0	0.02859	31	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MB.1.1*"	0.00693963	0	0.02361	36	"Ontario"	0	"dashed"	"KP.3*"
"KP.3.1.7"	0.00673696	0	0.0212	49	"Ontario"	0	"dashed"	"KP.3.1.1"
"MB.1.1*"	0.00666126	0	0.01724	62	"Canada"	0	"dashed"	"KP.3*"
"MC.11*"	0.0066461	0	0.01367	144	"Canada"	0	"dashed"	"KP.3*"
"LF.7"	0.00615944	0	0.02001	36	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.2*"	0.00533184	0	0.02049	43	"Ontario"	0	"dashed"	"KP.3*"
"MC.13.1"	0.00491988	0	0.01792	40	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.2"	0.00308927	0	0.01286	69	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.6"	0.00308544	0	0.02467	28	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.11*"	0.00215717	0	0.02163	34	"British Columbia"	0	"dashed"	"KP.3*"
"MC.10"	0.00127137	0	0.00735	177	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.16"	0.0010129	0	0.0132	50	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.2*"	0.00085056	0	0.00962	83	"Canada"	0	"dashed"	"KP.3*"
"MC.16"	0.0007251	0	0.00633	210	"Canada"	0	"dashed"	"KP.3.1.1"
"XEE.49*"	0.00052978	0	0.01571	37	"Ontario"	0	"dashed"	"KP.3*"
