"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"	"Highlight"	"reference"
"MC*"	0.08500281	0	0.17798	139	"Alberta"	0	"JN.1*"
"KP.3.1"	0.08499277	0.06651	0.10348	108	"British Columbia"	0	"JN.1"
"KP.2.2"	0.0846636	0.06235	0.10698	58	"British Columbia"	0	"JN.1"
"LB.1"	0.08418097	0.07001	0.09835	291	"British Columbia"	0	"JN.1"
"KP.3.3*"	0.08347282	0.05624	0.11071	120	"Alberta"	0	"JN.1*"
"KP.3*"	0.08272595	0.03064	0.13481	154	"Newfoundland and Labrador"	0	"JN.1*"
"KP.3.3"	0.08202623	0.05546	0.10859	97	"Alberta"	0	"JN.1"
"KP.3.1*"	0.08195921	0.06738	0.09654	235	"British Columbia"	0	"JN.1*"
"LP.1"	0.08174582	0.05342	0.11007	34	"Ontario"	0	"JN.1"
"KR.1*"	0.08158313	0.02858	0.13459	13	"Ontario"	0	"JN.1*"
"LB.1"	0.0815294	0.07286	0.0902	639	"Canada"	0	"JN.1"
"LB.1*"	0.08137203	0.07358	0.08916	1052	"Canada"	0	"JN.1*"
"LB*"	0.08126566	0.07349	0.08904	1055	"Canada"	0	"JN.1*"
"LA.1"	0.08109568	NA	NA	11	"British Columbia"	0	"JN.1"
"KP.4.1.3"	0.08103721	0	0.19146	17	"Ontario"	0	"JN.1"
"KP.3.2*"	0.0809352	0.02759	0.13428	102	"Newfoundland and Labrador"	0	"JN.1*"
"KP.3.5"	0.08090532	0	0.20004	12	"British Columbia"	0	"JN.1"
"KU.2"	0.08043186	0	0.20318	20	"British Columbia"	0	"JN.1"
"KU*"	0.08043186	0	0.20318	20	"British Columbia"	0	"JN.1*"
"KP.3.2.3"	0.08036432	0.02649	0.13424	89	"Newfoundland and Labrador"	0	"JN.1"
"LW*"	0.08036432	0.02649	0.13424	89	"Newfoundland and Labrador"	0	"JN.1*"
"KP.3.1.1"	0.08024792	0.0564	0.1041	137	"Alberta"	0	"JN.1"
"KP.2*"	0.0799502	0.05571	0.10419	123	"Quebec"	0	"JN.1*"
"KS.1"	0.07988528	0.05441	0.10536	41	"British Columbia"	0	"JN.1"
"KP.3*"	0.07968097	0.06919	0.09017	742	"British Columbia"	0	"JN.1*"
"KP.3.1.6"	0.07961022	NA	NA	32	"Ontario"	0	"JN.1"
"KP.4.2*"	0.07936547	0.03015	0.12858	19	"Ontario"	0	"JN.1*"
"LB.1.3"	0.07929111	0.04155	0.11703	26	"Ontario"	0	"JN.1"
"KS.1.1"	0.07900745	0.05737	0.10065	61	"Ontario"	0	"JN.1"
"KP.1.1.3"	0.078895	0.05709	0.1007	58	"Ontario"	0	"JN.1"
"KS.1*"	0.07877837	0.05268	0.10488	42	"British Columbia"	0	"JN.1*"
"LB.1.3*"	0.07809879	0.0445	0.1117	37	"Ontario"	0	"JN.1*"
"KP.3.1*"	0.07785414	0.06459	0.09111	551	"Ontario"	0	"JN.1*"
"KP.3.3.3"	0.07746275	NA	NA	18	"Ontario"	0	"JN.1"
"LF*"	0.07708214	0.03886	0.1153	22	"Quebec"	0	"JN.1*"
"LB.1.3"	0.07675835	0.0496	0.10392	24	"British Columbia"	0	"JN.1"
"LB.1.3*"	0.07675835	0.0496	0.10392	24	"British Columbia"	0	"JN.1*"
"LP*"	0.07657646	0.04661	0.10655	36	"Quebec"	0	"JN.1*"
"KP.3.2*"	0.07649807	0.06165	0.09135	176	"British Columbia"	0	"JN.1*"
"LB.1.3*"	0.07576673	0.0627	0.08883	125	"Canada"	0	"JN.1*"
"KP.2.2"	0.07553688	0.06396	0.08711	156	"Canada"	0	"JN.1"
"KP.1*"	0.07525936	0.06121	0.08931	316	"Ontario"	0	"JN.1*"
"KP.3.1"	0.07507633	0.04007	0.11009	21	"Quebec"	0	"JN.1"
"LW*"	0.07479589	0.06096	0.08863	363	"Ontario"	0	"JN.1*"
"JN.1.65.1"	0.07478773	NA	NA	11	"Ontario"	0	"JN.1"
"MF*"	0.07478773	NA	NA	11	"Ontario"	0	"JN.1*"
"KP.4.1"	0.07476227	0.04225	0.10728	16	"Ontario"	0	"JN.1"
"MG*"	0.07459063	0.05712	0.09206	124	"Ontario"	0	"JN.1*"
"KP.3.2.3"	0.0744627	0.06059	0.08833	351	"Ontario"	0	"JN.1"
"JN.1.50"	0.07419532	NA	NA	16	"Ontario"	0	"JN.1"
"KP.3.1*"	0.07408851	0.0677	0.08047	1779	"Canada"	0	"JN.1*"
"LB.1*"	0.07406906	0	0.15371	28	"Newfoundland and Labrador"	0	"JN.1*"
"JN.1.9*"	0.07406906	0	0.15371	28	"Newfoundland and Labrador"	0	"JN.1*"
"LB*"	0.07406906	0	0.15371	28	"Newfoundland and Labrador"	0	"JN.1*"
"MK*"	0.07390706	0.05932	0.0885	95	"Canada"	0	"JN.1*"
"KP.3*"	0.07390204	0.05675	0.09105	518	"Quebec"	0	"JN.1*"
"LF.2"	0.07377682	0.03066	0.1169	11	"Ontario"	0	"JN.1"
"LF.2"	0.07369679	0.05845	0.08895	70	"Canada"	0	"JN.1"
"JN.1.7*"	0.07351637	0	0.14812	75	"Nova Scotia"	0	"JN.1*"
"KP.1.1.1"	0.07349702	0.05605	0.09095	120	"Ontario"	0	"JN.1"
"KP.1.1*"	0.07349439	0.05954	0.08744	303	"Ontario"	0	"JN.1*"
"LF*"	0.07348149	0.05334	0.09362	60	"British Columbia"	0	"JN.1*"
"JN.1.30*"	0.07309519	0.04075	0.10544	21	"British Columbia"	0	"JN.1*"
"KP.3.2.3"	0.07293225	0.05252	0.09335	94	"Alberta"	0	"JN.1"
"LW*"	0.07293225	0.05252	0.09335	94	"Alberta"	0	"JN.1*"
"LB.1.3"	0.07253342	0.05893	0.08614	96	"Canada"	0	"JN.1"
"LB.1*"	0.07252778	0.05747	0.08759	253	"Alberta"	0	"JN.1*"
"LB*"	0.07252778	0.05747	0.08759	253	"Alberta"	0	"JN.1*"
"LA*"	0.07222622	0.03011	0.11434	12	"British Columbia"	0	"JN.1*"
"LB.1.4*"	0.07192925	0.05254	0.09132	80	"Ontario"	0	"JN.1*"
"KP.3.1.4"	0.07182786	0.04848	0.09518	60	"Alberta"	0	"JN.1"
"MM*"	0.07182786	0.04848	0.09518	60	"Alberta"	0	"JN.1*"
"KP.3.1.4"	0.07153473	0.05103	0.09204	54	"Ontario"	0	"JN.1"
"MM*"	0.07153473	0.05103	0.09204	54	"Ontario"	0	"JN.1*"
"KP.1.1*"	0.07148969	0	0.14332	15	"Nova Scotia"	0	"JN.1*"
"KP.1*"	0.07148969	0	0.14332	15	"Nova Scotia"	0	"JN.1*"
"KP.1.1.1"	0.07148969	0	0.14332	15	"Nova Scotia"	0	"JN.1"
"MG*"	0.07148969	0	0.14332	15	"Nova Scotia"	0	"JN.1*"
"LB.1.4"	0.07134992	0.05204	0.09066	79	"Ontario"	0	"JN.1"
"KP.3.1.6"	0.07123733	0.05539	0.08708	79	"Canada"	0	"JN.1"
"KP.3.1"	0.07103379	0.06343	0.07863	625	"Canada"	0	"JN.1"
"KP.2.3"	0.07076142	0.05534	0.08618	203	"Alberta"	0	"JN.1"
"KP.3.1*"	0.07062502	0.05333	0.08792	419	"Quebec"	0	"JN.1*"
"LB.1"	0.07058927	0.05424	0.08694	157	"Alberta"	0	"JN.1"
"KP.3"	0.07048745	0.05814	0.08283	242	"British Columbia"	0	"JN.1"
"KP.3"	0.07048599	0.05354	0.08743	152	"Alberta"	0	"JN.1"
"KS.1.1"	0.07037941	0.05771	0.08305	114	"Canada"	0	"JN.1"
"LW*"	0.07030752	0.06303	0.07759	682	"Canada"	0	"JN.1*"
"KP.3.2*"	0.07025364	0.05846	0.08205	692	"Ontario"	0	"JN.1*"
"KW.1.1*"	0.07018776	0.03621	0.10417	11	"British Columbia"	0	"JN.1*"
"KP.3.2.3"	0.07006255	0.06278	0.07735	668	"Canada"	0	"JN.1"
"KP.2.2"	0.07002638	0.04991	0.09014	41	"Ontario"	0	"JN.1"
"ML*"	0.06992877	NA	NA	42	"Canada"	0	"JN.1*"
"JN.1.7"	0.06992412	0	0.14379	51	"Nova Scotia"	0	"JN.1"
"KP.1.1.5"	0.06990267	NA	NA	15	"Ontario"	0	"JN.1"
"JN.1.9*"	0.06965644	0.05539	0.08393	254	"Alberta"	0	"JN.1*"
"JN.1.9*"	0.06930821	0.06288	0.07574	1087	"Canada"	0	"JN.1*"
"KP.3*"	0.0691688	0.06422	0.07412	4450	"Canada"	0	"JN.1*"
"LF.1.1.1"	0.06876025	0.04978	0.08774	29	"Canada"	0	"JN.1"
"MM*"	0.06861451	0.05086	0.08637	308	"Quebec"	0	"JN.1*"
"KP.3.1.4"	0.06858066	0.05082	0.08634	307	"Quebec"	0	"JN.1"
"KP.1.2"	0.06846526	0.03422	0.10271	11	"Ontario"	0	"JN.1"
"KP.3*"	0.06825411	0.05786	0.07865	1315	"Alberta"	0	"JN.1*"
"KP.1.1.3"	0.06808726	0.03585	0.10033	19	"Quebec"	0	"JN.1"
"LB.1.2*"	0.0679295	0.04855	0.08731	40	"Canada"	0	"JN.1*"
"KP.2.2"	0.06790031	0.04198	0.09382	33	"Alberta"	0	"JN.1"
"JN.1.49*"	0.06765542	NA	NA	11	"Canada"	0	"JN.1*"
"KP*"	0.06764255	0.05287	0.08241	712	"Quebec"	0	"JN.1*"
"KP.2.3*"	0.06762056	0.05322	0.08202	207	"Alberta"	0	"JN.1*"
"JN.1.50"	0.06750983	0.02297	0.11205	25	"Canada"	0	"JN.1"
"LP.1*"	0.06747105	0.05569	0.07926	99	"Canada"	0	"JN.1*"
"LP.1"	0.0671587	0.05535	0.07897	97	"Canada"	0	"JN.1"
"KP.3.2*"	0.06706887	0.06125	0.07289	1679	"Canada"	0	"JN.1*"
"JN.1.4.3"	0.06688536	0	0.13935	11	"Alberta"	0	"JN.1"
"KP.3.1"	0.0667846	0.05268	0.08089	189	"Ontario"	0	"JN.1"
"LP.1"	0.0667169	0.04286	0.09058	37	"British Columbia"	0	"JN.1"
"LP.1*"	0.0667169	0.04286	0.09058	37	"British Columbia"	0	"JN.1*"
"KP.2.15"	0.06657417	0.03941	0.09374	20	"Ontario"	0	"JN.1"
"KP.3.2"	0.06646234	0.05076	0.08216	103	"British Columbia"	0	"JN.1"
"JN.1.11.1"	0.06616356	0	0.142	18	"Nova Scotia"	0	"JN.1"
"LB.1.7"	0.06614739	0.04725	0.08505	46	"Canada"	0	"JN.1"
"LZ.1*"	0.06613256	0.04477	0.08749	17	"Canada"	0	"JN.1*"
"LB.1.1"	0.06603358	0.05326	0.0788	84	"Canada"	0	"JN.1"
"LP*"	0.06595363	0.05683	0.07508	234	"Canada"	0	"JN.1*"
"KP.5"	0.06565493	0.04171	0.0896	17	"Ontario"	0	"JN.1"
"KP.1.1.5"	0.06563906	NA	NA	19	"Canada"	0	"JN.1"
"LB.1.2"	0.06556216	0.04833	0.08279	39	"Canada"	0	"JN.1"
"MM*"	0.06548489	0.05797	0.073	520	"Canada"	0	"JN.1*"
"LF.1*"	0.06547801	0.02747	0.10348	11	"British Columbia"	0	"JN.1*"
"KP.3.1.4"	0.06538508	0.05788	0.0729	518	"Canada"	0	"JN.1"
"JN.1.18*"	0.06534327	0.03817	0.09252	35	"Quebec"	0	"JN.1*"
"KP.3.5"	0.06520698	0.02155	0.10886	11	"Alberta"	0	"JN.1"
"KP.3.1.5"	0.06519217	NA	NA	14	"Canada"	0	"JN.1"
"KS*"	0.06515083	0.0371	0.09321	29	"Quebec"	0	"JN.1*"
"JN.1.13*"	0.06515083	0.0371	0.09321	29	"Quebec"	0	"JN.1*"
"KP.3.2.4"	0.06499092	NA	NA	24	"Canada"	0	"JN.1"
"LB.1.7*"	0.06475646	0.05071	0.0788	49	"Canada"	0	"JN.1*"
"LZ.1"	0.06465593	NA	NA	15	"Canada"	0	"JN.1"
"MM*"	0.06422616	0.04602	0.08243	69	"British Columbia"	0	"JN.1*"
"MA*"	0.06408635	NA	NA	19	"Canada"	0	"JN.1*"
"KW.1*"	0.06393301	0.03334	0.09453	14	"British Columbia"	0	"JN.1*"
"KP*"	0.06391525	0.05515	0.07268	2428	"Ontario"	0	"JN.1*"
"KP.3.2.4"	0.06378928	NA	NA	12	"Alberta"	0	"JN.1"
"KP.3.1.4"	0.06367236	0.04552	0.08183	68	"British Columbia"	0	"JN.1"
"KP.3.3.3"	0.06348361	0.03293	0.09404	20	"Alberta"	0	"JN.1"
"ML*"	0.06348361	0.03293	0.09404	20	"Alberta"	0	"JN.1*"
"JN.1.16.1"	0.06335749	0.04223	0.08449	38	"British Columbia"	0	"JN.1"
"KP.1.1.3"	0.06324365	0.05313	0.07336	135	"Canada"	0	"JN.1"
"KP.2*"	0.06322778	0.05277	0.07369	482	"Ontario"	0	"JN.1*"
"KP.3.1*"	0.06273684	0.05153	0.07394	462	"Alberta"	0	"JN.1*"
"LB.1.7"	0.06263428	0.01707	0.1082	13	"Alberta"	0	"JN.1"
"LB.1.7*"	0.06263428	0.01707	0.1082	13	"Alberta"	0	"JN.1*"
"LF*"	0.06252506	0.05425	0.0708	280	"Canada"	0	"JN.1*"
"JN.1.65.1"	0.06242641	NA	NA	15	"Canada"	0	"JN.1"
"LB.1.7"	0.06239501	0.03813	0.08666	13	"Ontario"	0	"JN.1"
"LB.1.7*"	0.06239501	0.03813	0.08666	13	"Ontario"	0	"JN.1*"
"KP*"	0.06211492	0.05777	0.06646	7395	"Canada"	0	"JN.1*"
"JN.1.4*"	0.06200671	0	0.12742	58	"Nova Scotia"	0	"JN.1*"
"KP.3.2"	0.06178984	0.05565	0.06793	950	"Canada"	0	"JN.1"
"KP.3*"	0.06132683	0.05236	0.0703	1558	"Ontario"	0	"JN.1*"
"LP*"	0.06117369	0.04116	0.08119	47	"Alberta"	0	"JN.1*"
"KP.1.2"	0.06068737	0.04473	0.07665	36	"Canada"	0	"JN.1"
"XDV.1"	0.06067446	0.034	0.08735	11	"Ontario"	0	"JN.1"
"JN.1.16*"	0.06062841	0.04757	0.07369	145	"British Columbia"	0	"JN.1*"
"KR.1*"	0.06047655	0.04947	0.07148	109	"Canada"	0	"JN.1*"
"KP*"	0.06043548	0.05279	0.06808	1417	"British Columbia"	0	"JN.1*"
"KP.3.2"	0.06042084	0.04857	0.07228	313	"Ontario"	0	"JN.1"
"MH*"	0.06032794	0.04017	0.08048	15	"Canada"	0	"JN.1*"
"KP.3.2*"	0.06029527	0.04953	0.07106	569	"Alberta"	0	"JN.1*"
"LB.1.1"	0.06022744	0.03493	0.08553	20	"Ontario"	0	"JN.1"
"KR.1*"	0.05996496	0.02942	0.09051	13	"British Columbia"	0	"JN.1*"
"KS.1"	0.05991815	0.03354	0.0863	17	"Alberta"	0	"JN.1"
"LQ.1.1"	0.05991104	0.04274	0.07708	25	"Canada"	0	"JN.1"
"XDK.5"	0.05985467	0.01945	0.10026	11	"Canada"	0	"JN.1"
"JN.1.9*"	0.05973809	0.05043	0.06904	390	"British Columbia"	0	"JN.1*"
"LF.1*"	0.05970697	0.04517	0.07425	46	"Canada"	0	"JN.1*"
"KQ*"	0.05954961	0.03365	0.08544	19	"Alberta"	0	"JN.1*"
"KP.1.1*"	0.05912919	0.04448	0.07378	119	"Alberta"	0	"JN.1*"
"KP*"	0.05909277	0.04981	0.06837	2343	"Alberta"	0	"JN.1*"
"KP.1.1.3"	0.05905886	0.03857	0.07954	39	"Alberta"	0	"JN.1"
"KP.4.1.3"	0.05894831	0.03789	0.08001	18	"Canada"	0	"JN.1"
"LB.1.4*"	0.0588142	0.0483	0.06933	101	"Canada"	0	"JN.1*"
"LB.1.4"	0.05870392	0.0482	0.06921	100	"Canada"	0	"JN.1"
"LF.1.1*"	0.05858836	0.0422	0.07497	32	"Canada"	0	"JN.1*"
"LQ.1*"	0.05845961	0.04186	0.07506	26	"Canada"	0	"JN.1*"
"LF*"	0.05836513	0.04208	0.07465	76	"Alberta"	0	"JN.1*"
"LB.1.3.2"	0.0579866	0.01725	0.09872	12	"Canada"	0	"JN.1"
"KP.3.2"	0.05791444	0.04694	0.06889	460	"Alberta"	0	"JN.1"
"KR.1"	0.05786825	0.02539	0.09034	11	"British Columbia"	0	"JN.1"
"KP.1*"	0.05782861	0.04392	0.07173	132	"Alberta"	0	"JN.1*"
"LG*"	0.05775536	0.03501	0.0805	15	"Canada"	0	"JN.1*"
"KP.1.1"	0.05763037	0.0429	0.07236	99	"British Columbia"	0	"JN.1"
"KP.2.14"	0.05749292	0.04291	0.07208	34	"Canada"	0	"JN.1"
"KQ.1"	0.05748071	0.0245	0.09046	11	"British Columbia"	0	"JN.1"
"KR.1"	0.05731253	0.04616	0.06846	94	"Canada"	0	"JN.1"
"KP.2.15"	0.057206	0.04148	0.07293	31	"Canada"	0	"JN.1"
"KS.1*"	0.0570759	0.04002	0.07413	65	"Alberta"	0	"JN.1*"
"KP.3.1"	0.05673818	0.04505	0.06843	248	"Alberta"	0	"JN.1"
"LB.1.1"	0.05661692	0.03785	0.07538	43	"Alberta"	0	"JN.1"
"KP.2*"	0.05635211	0.05146	0.06125	1806	"Canada"	0	"JN.1*"
"LF.2"	0.05633968	0.037	0.07568	42	"Alberta"	0	"JN.1"
"LZ*"	0.05618991	0.0404	0.07198	27	"Canada"	0	"JN.1*"
"KP.1*"	0.05618682	0.05022	0.06216	797	"Canada"	0	"JN.1*"
"LB.1.3*"	0.05609868	0.03455	0.07764	26	"Alberta"	0	"JN.1*"
"KP.2.4"	0.05609122	0.03005	0.08213	14	"Ontario"	0	"JN.1"
"KP.2"	0.0559145	0.03138	0.08044	38	"Quebec"	0	"JN.1"
"KP.3"	0.05571866	0.04972	0.06172	596	"Canada"	0	"JN.1"
"KP*"	0.05554586	0.01564	0.09546	183	"Newfoundland and Labrador"	0	"JN.1*"
"KP.1*"	0.05524175	0.03706	0.07343	67	"Quebec"	0	"JN.1*"
"JN.1.16*"	0.05508673	0.0301	0.08007	35	"Quebec"	0	"JN.1*"
"KP.1.1*"	0.05506697	0.04911	0.06102	754	"Canada"	0	"JN.1*"
"KW.1.1*"	0.05424229	0.03751	0.07097	26	"Canada"	0	"JN.1*"
"KP.1.1*"	0.05416739	0.03613	0.07221	63	"Quebec"	0	"JN.1*"
"KP.5"	0.05405105	0.04201	0.06609	51	"Canada"	0	"JN.1"
"MG*"	0.0539055	0.04638	0.06143	274	"Canada"	0	"JN.1*"
"LF.1*"	0.053797	0.03324	0.07435	13	"Ontario"	0	"JN.1*"
"KP.2.13"	0.05377915	0.03985	0.0677	40	"Canada"	0	"JN.1"
"JN.1.18*"	0.0537254	0.03683	0.07062	59	"Ontario"	0	"JN.1*"
"LF.1.1*"	0.05367821	0.0329	0.07445	12	"Ontario"	0	"JN.1*"
"LF*"	0.05364229	0.04001	0.06727	86	"Ontario"	0	"JN.1*"
"JN.1.16.1"	0.05360187	0.03463	0.07258	29	"Alberta"	0	"JN.1"
"KP.2*"	0.053502	0.0446	0.0624	361	"British Columbia"	0	"JN.1*"
"KP.1.1.1"	0.05343281	0.04591	0.06096	269	"Canada"	0	"JN.1"
"KS.1.1"	0.05329462	0.03545	0.07114	48	"Alberta"	0	"JN.1"
"KP.2*"	0.05306869	0.04306	0.06308	733	"Alberta"	0	"JN.1*"
"XDK*"	0.05295094	0	0.13245	29	"Nova Scotia"	0	"JN.1*"
"XDK"	0.05295094	0	0.13245	29	"Nova Scotia"	0	"JN.1"
"KU.2"	0.05289019	0.03627	0.06951	26	"Canada"	0	"JN.1"
"KS.1*"	0.05262018	0.04144	0.0638	292	"Ontario"	0	"JN.1*"
"KP.2.16"	0.05261377	0.03182	0.07341	15	"Canada"	0	"JN.1"
"JN.1.16.1"	0.05199215	0.04343	0.06055	149	"Canada"	0	"JN.1"
"JN.1.16*"	0.05197956	0.03908	0.06488	101	"Ontario"	0	"JN.1*"
"LB.1.3"	0.0518686	0.02988	0.07386	19	"Alberta"	0	"JN.1"
"JN.1.13*"	0.05182251	0.04084	0.0628	338	"Ontario"	0	"JN.1*"
"KP.1.1.1"	0.05178936	0.03535	0.06822	51	"Alberta"	0	"JN.1"
"MG*"	0.05178936	0.03535	0.06822	51	"Alberta"	0	"JN.1*"
"KS*"	0.05162933	0.04067	0.06259	336	"Ontario"	0	"JN.1*"
"KP.1.1"	0.05159997	0.03645	0.06675	67	"Ontario"	0	"JN.1"
"JN.1.16*"	0.05135525	0.04504	0.05767	471	"Canada"	0	"JN.1*"
"JN.1.16*"	0.05105127	0.03817	0.06393	108	"Alberta"	0	"JN.1*"
