"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"	"Highlight"	"lineType"	"reference"
"MC.11*"	0.00650999	0	0.02734	11	"Quebec"	0	"dashed"	"KP.3*"
"MC.13*"	0.00643918	0.00266	0.01021	467	"Canada"	0	"dashed"	"KP.3*"
"MC.13"	0.00621561	0.00218	0.01025	403	"Canada"	0	"dashed"	"KP.3.1.1"
"MV*"	0.00579702	0	0.02675	18	"Ontario"	0	"dashed"	"KP.3*"
"MC.16"	0.0056537	0	0.01952	25	"Quebec"	0	"dashed"	"KP.3.1.1"
"MC.2"	0.00519644	0	0.02173	25	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.13.1"	0.0042073	0	0.02073	17	"Quebec"	0	"dashed"	"KP.3.1.1"
"MC.2*"	0.00358897	0	0.01792	32	"Alberta"	0	"dashed"	"KP.3*"
"MC.9"	0.00342703	0	0.00897	198	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.11*"	0.0033922	0	0.0128	87	"Ontario"	0	"dashed"	"KP.3*"
"MC.11"	0.00308169	0	0.01251	86	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.13*"	0.00284341	0	0.01236	55	"Quebec"	0	"dashed"	"KP.3*"
"LF.3.1*"	0.00263782	0	0.02838	11	"Ontario"	0	"dashed"	"KP.3*"
"KP.2.5"	0.00252812	0	0.02537	11	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.11"	0.00249051	0	0.01448	61	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.13"	0.00221152	0	0.0134	38	"Quebec"	0	"dashed"	"KP.3.1.1"
"MC.16"	0.00218594	0	0.01163	75	"Alberta"	0	"dashed"	"KP.3.1.1"
"LY.1"	0.00181125	0	0.0149	33	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.10"	0.00178735	0	0.00646	269	"Canada"	0	"dashed"	"KP.3.1.1"
"LF.3.1*"	0.00151362	0	0.02271	13	"Canada"	0	"dashed"	"KP.3*"
"MT.1"	0.00138123	0	0.02673	11	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.2"	0.00108099	0	0.00854	102	"Canada"	0	"dashed"	"KP.3.1.1"
"XDY"	0.00100929	0	0.01675	34	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MB.1.1.1"	0.00083115	0	0.01754	20	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.16"	0.00045213	0	0.01582	35	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.16"	0.00042056	0	0.00478	306	"Canada"	0	"dashed"	"KP.3.1.1"
