"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"	"Highlight"	"lineType"	"reference"
"MC.11"	0.01821577	0	0.04377	13	"Newfoundland and Labrador"	0	"dashed"	"KP.3.1.1"
"MC.11*"	0.01821577	0	0.04377	13	"Newfoundland and Labrador"	0	"dashed"	"KP.3*"
"MC.13.1"	0.01811769	0.01163	0.02461	143	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.2*"	0.01733525	0	0.03467	15	"Quebec"	0	"dashed"	"KP.3*"
"MC.13"	0.01680567	0.00941	0.02421	120	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.10*"	0.01659412	0.00955	0.02364	132	"Alberta"	0	"dashed"	"KP.3*"
"MC.8*"	0.01576546	0	0.03483	17	"British Columbia"	0	"dashed"	"KP.3*"
"MC.13*"	0.01568793	0.00849	0.02289	124	"British Columbia"	0	"dashed"	"KP.3*"
"MC.8"	0.01529873	0.00539	0.02521	58	"Canada"	0	"dashed"	"KP.3.1.1"
"XEC.1"	0.01483081	0	0.0326	19	"Alberta"	0	"dashed"	"KP.3.1.1"
"NP*"	0.01436594	0.00757	0.02116	139	"Alberta"	0	"dashed"	"KP.3*"
"NH*"	0.01433021	0	0.02925	25	"Canada"	0	"dashed"	"KP.3*"
"MC.10*"	0.01390987	0	0.03059	15	"Quebec"	0	"dashed"	"KP.3*"
"MU.1"	0.01282455	0	0.03468	12	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.18"	0.01268904	0	0.0271	29	"Ontario"	0	"dashed"	"KP.3.1.1"
"LY*"	0.01250063	0.00051	0.02449	42	"Ontario"	0	"dashed"	"KP.3*"
"MC.10*"	0.01206855	0.00871	0.01542	496	"Canada"	0	"dashed"	"KP.3*"
"LG.1"	0.01194993	0	0.03455	11	"Alberta"	0	"dashed"	"KP.3.1.1"
"LF.7*"	0.01178129	0.00473	0.01884	107	"Canada"	0	"dashed"	"KP.3*"
"MC.9"	0.01125225	0	0.03112	14	"Alberta"	0	"dashed"	"KP.3.1.1"
"KP.3.2.7"	0.0104538	0	0.02223	42	"Ontario"	0	"dashed"	"KP.3.1.1"
"MK.1"	0.01036348	0.00209	0.01864	85	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.6"	0.01029174	0.00363	0.01695	130	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MK.1"	0.0092524	0.00205	0.01645	98	"Canada"	0	"dashed"	"KP.3.1.1"
"MV.1"	0.00861287	0	0.0268	17	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.19"	0.008609	0	0.01899	61	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.3"	0.00811457	0	0.01939	43	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.4"	0.00798827	0	0.01753	55	"Canada"	0	"dashed"	"KP.3.1.1"
"KP.3.2.9"	0.00794171	0	0.01895	47	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.13*"	0.00781833	0.0052	0.01044	763	"Canada"	0	"dashed"	"KP.3*"
"MC.13"	0.00748432	0.00089	0.01408	124	"Alberta"	0	"dashed"	"KP.3.1.1"
"MG.2"	0.00738945	0	0.02933	11	"British Columbia"	0	"dashed"	"KP.3.1.1"
"KP.3.3.2"	0.00720441	0.00014	0.01427	109	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.19"	0.00699793	0	0.01881	39	"Ontario"	0	"dashed"	"KP.3.1.1"
"NP*"	0.00699694	0.00267	0.01133	269	"Canada"	0	"dashed"	"KP.3*"
"MC.10*"	0.00681315	0.00192	0.01171	236	"Ontario"	0	"dashed"	"KP.3*"
"MC.13*"	0.00677544	0.00058	0.01298	140	"Alberta"	0	"dashed"	"KP.3*"
"LY*"	0.00646393	0	0.01537	61	"Canada"	0	"dashed"	"KP.3*"
"MC.10*"	0.00579029	0	0.01397	79	"British Columbia"	0	"dashed"	"KP.3*"
"MC.2"	0.0057185	0	0.0172	38	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.14"	0.0057105	0	0.02521	13	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.13*"	0.00542676	0.00167	0.00919	393	"Ontario"	0	"dashed"	"KP.3*"
"MC.16"	0.0053667	0	0.01361	77	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.13"	0.00526179	0.00241	0.00812	614	"Canada"	0	"dashed"	"KP.3.1.1"
"KP.3.1.6"	0.00519386	0	0.01825	30	"British Columbia"	0	"dashed"	"KP.3.1.1"
"KW.1.1*"	0.00476034	0	0.02489	12	"Alberta"	0	"dashed"	"KP.3*"
"JN.1.18.6"	0.00440058	0	0.05402	21	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.2*"	0.00386169	0	0.01424	45	"Alberta"	0	"dashed"	"KP.3*"
"MC.10"	0.00382087	0	0.0111	94	"Alberta"	0	"dashed"	"KP.3.1.1"
"KP.3.2.8"	0.00376342	0	0.02769	15	"New Brunswick"	0	"dashed"	"KP.3.1.1"
"MV.1"	0.0036659	0	0.01529	34	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.16"	0.0036472	0	0.01395	34	"Quebec"	0	"dashed"	"KP.3.1.1"
"MC.10"	0.00315885	0	0.0069	342	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.16"	0.00296688	0	0.02126	25	"New Brunswick"	0	"dashed"	"KP.3.1.1"
"KP.3.3.2"	0.00272713	0	0.00723	231	"Canada"	0	"dashed"	"KP.3.1.1"
"MU.1"	0.00223321	0	0.01972	16	"British Columbia"	0	"dashed"	"KP.3.1.1"
"LY.1"	0.00216976	0	0.01627	25	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.10"	0.00201096	0	0.01052	69	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.18"	0.00173376	0	0.01068	56	"Canada"	0	"dashed"	"KP.3.1.1"
"LB.1.2.2"	0.00168067	0	0.00994	74	"Ontario"	0	"dashed"	"KP.3.1.1"
"LP.4"	0.00142762	0	0.01288	34	"Canada"	0	"dashed"	"KP.3.1.1"
"LB.1.2.2"	0.00102658	0	0.00763	103	"Canada"	0	"dashed"	"KP.3.1.1"
"LY.1"	0.00062708	0	0.01113	40	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.9"	0.00041637	0	0.00812	83	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MK*"	0.00034103	0	0.01223	34	"British Columbia"	0	"dashed"	"KP.3*"
"MV.2"	0.00027195	0	0.01587	17	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.16"	0.00012452	0	0.00314	504	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.13*"	0.00000903	0	0.00727	71	"Quebec"	0	"dashed"	"KP.3*"
"KP.3.2.5"	0.00000648	0	0.01462	21	"Alberta"	0	"dashed"	"KP.3.1.1"
