"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"
"BQ.1.1*"	2.990704	2.108	3.874	464	"New Brunswick"
"CM.8*"	2.940748	2.188	3.693	93	"Canada"
"CM.8.1"	2.923579	2.168	3.679	92	"Canada"
"CQ*"	2.883284	0.947	4.82	14	"Ontario"
"CK.1"	2.871328	1.051	4.691	17	"Quebec"
"BN.1.7"	2.833408	0.74	4.927	11	"Canada"
"BQ.1.14"	2.807714	-0.908	6.523	23	"Newfoundland and Labrador"
"XBB.1"	2.797895	2.405	3.191	416	"Canada"
"BW.1.1"	2.760436	2.088	3.433	131	"Ontario"
"BE.9"	2.737372	1.468	4.007	30	"Canada"
"CM.8.1"	2.729388	1.84	3.619	71	"Ontario"
"CM.8*"	2.729388	1.84	3.619	71	"Ontario"
"BQ.1.13"	2.677305	1.518	3.837	52	"Quebec"
"BQ.1.1.1"	2.665559	0.161	5.17	32	"Nova Scotia"
"BQ.1.2"	2.651976	0.576	4.728	15	"New Brunswick"
"BW.1.1"	2.637093	1.058	4.216	23	"Alberta"
"BA.2*"	2.634791	2.192	3.078	613	"Alberta"
"BW.1.1"	2.62095	2.156	3.086	265	"Canada"
"BQ.1.1.1"	2.599925	0.585	4.615	16	"New Brunswick"
"BQ.1.13"	2.580216	1.287	3.873	35	"Alberta"
"BW.1*"	2.561386	1.02	4.102	24	"Alberta"
"BQ.1.1.4"	2.416223	1.536	3.297	89	"Alberta"
"CK.1"	2.393806	0.307	4.481	12	"Alberta"
"BQ.1.15"	2.367487	0.475	4.26	14	"Ontario"
"BQ.1.22"	2.353595	1.657	3.05	103	"Canada"
"BW.1*"	2.341621	1.729	2.954	153	"Ontario"
"BQ.1.11"	2.336504	0.913	3.76	30	"Quebec"
"BQ.1.1.8"	2.333744	1.351	3.317	54	"Ontario"
"BA.2.10.1"	2.328933	0.254	4.404	13	"Quebec"
"CH.1.1*"	2.287961	1.097	3.478	39	"Alberta"
"BQ.1.19"	2.258069	0.502	4.014	15	"Canada"
"BQ.1.25"	2.197209	1.785	2.61	333	"Canada"
"BR.2.1"	2.150174	0.446	3.854	18	"Alberta"
"BQ.1.1"	2.140071	1.752	2.528	1545	"Alberta"
"BF.26"	2.123035	0.781	3.465	36	"Quebec"
"BQ.1.1.8"	2.122878	0.778	3.468	31	"Alberta"
"BF.3"	2.117174	1.613	2.621	214	"Canada"
"BR.2.1"	2.09632	1.264	2.929	69	"Canada"
"BQ.1.1"	2.0881	-0.908	5.084	32	"Manitoba"
"XBB.1"	2.068252	1.575	2.562	257	"Ontario"
"BA.2*"	2.06016	-0.029	4.149	47	"Nova Scotia"
"CH.1.1"	2.05099	0.831	3.271	36	"Alberta"
"BQ.1.1"	2.041338	1.584	2.499	2886	"Quebec"
"BW.1*"	2.027933	1.613	2.443	319	"Canada"
"BF.7.8"	1.990555	0.39	3.591	18	"Canada"
"BE.1.2.1"	1.952915	0.213	3.692	29	"New Brunswick"
"BE.1.2*"	1.952915	0.213	3.692	29	"New Brunswick"
"BQ.1.1*"	1.943225	1.572	2.315	2018	"Alberta"
"BQ.1.1.8"	1.936004	1.214	2.658	92	"Canada"
"BQ.1.1.18"	1.934587	-0.232	4.102	12	"New Brunswick"
"BQ.1.1.18"	1.934116	1.32	2.548	147	"Ontario"
"BE.9"	1.932233	0.535	3.33	25	"Ontario"
"BF.7.8"	1.915362	-0.002	3.833	13	"Ontario"
"CL.1"	1.900666	0.031	3.77	13	"Canada"
"BQ.1.1*"	1.889148	1.44	2.338	3703	"Quebec"
"BR.2.1"	1.876391	0.852	2.9	48	"Ontario"
"BQ.1.22"	1.87157	1.002	2.741	68	"Ontario"
"BQ.1.1.15"	1.826882	1.06	2.593	81	"Canada"
"BQ.1.8*"	1.822047	0.207	3.437	23	"Quebec"
"BN.3.1"	1.816762	0.271	3.363	19	"Canada"
"BM*"	1.795082	0.673	2.917	42	"Alberta"
"BQ.1.1.7"	1.793926	0.778	2.81	69	"Quebec"
"BQ.1.1.3"	1.743436	0.838	2.649	93	"Quebec"
"BQ.1.1"	1.596479	1.433	1.76	11337	"Canada"
"BQ.1.1*"	1.590208	1.43	1.751	14997	"Canada"
"BQ.1.1.19"	1.587059	0.33	2.844	41	"Quebec"
"BN*"	1.546982	-0.527	3.621	12	"New Brunswick"
"BA.5.1.22"	1.541776	-0.429	3.512	11	"New Brunswick"
"DJ.1.1"	1.508965	-0.172	3.19	16	"Canada"
"BQ.1.5"	1.485262	-0.013	2.983	35	"New Brunswick"
"BN.1.2.1"	1.46355	-0.079	3.006	19	"Canada"
"BQ.1.1.18"	1.451426	1.035	1.868	303	"Canada"
"BQ.1.1.3"	1.441282	1.061	1.821	384	"Canada"
"BQ.1.1.5"	1.430249	0.739	2.121	108	"Ontario"
"BQ.1.1*"	1.380427	1.155	1.606	8229	"Ontario"
"BQ.1.1.18"	1.375874	0.131	2.621	43	"Quebec"
"BA.2.3.20"	1.365322	0.162	2.568	37	"Alberta"
"BQ.1.1.1"	1.349104	0.954	1.745	430	"Ontario"
"BF.3"	1.348081	0.813	1.884	209	"Ontario"
"BQ.1.1"	1.342563	1.114	1.571	6303	"Ontario"
"BQ.1.1.7"	1.337498	0.909	1.766	288	"Canada"
"BF.7.4"	1.328071	-0.156	2.812	32	"New Brunswick"
"BA.5.2.22"	1.326791	-0.85	3.504	13	"New Brunswick"
"BN.1*"	1.324509	0.18	2.469	44	"Quebec"
"BA.5.3.1"	1.303012	0.323	2.283	48	"Canada"
"BA.5.2.24"	1.296979	0.614	1.98	103	"Canada"
"CM.8*"	1.287781	-0.746	3.322	12	"Alberta"
"BQ.1.1.5"	1.278848	-0.668	3.226	16	"Quebec"
"BN*"	1.272604	0.152	2.393	46	"Quebec"
"BQ.1.1.1"	1.268169	0.978	1.559	743	"Canada"
"CK*"	1.265372	-0.068	2.599	33	"Quebec"
"BQ.1.14"	1.260013	0.074	2.446	75	"New Brunswick"
"BQ.1.1.1"	1.259025	0.471	2.047	125	"Quebec"
"BQ.1.3"	1.254703	0.855	1.654	347	"Canada"
"BQ.1.25"	1.249789	0.8	1.7	299	"Ontario"
"BQ.1.1.18"	1.238229	0.403	2.073	84	"Alberta"
"BM.1.1*"	1.233124	0.42	2.046	70	"Canada"
"BA.2.75*"	1.223791	0.999	1.449	1407	"Canada"
"BN.3.1"	1.221345	-0.496	2.938	16	"Ontario"
"BA.2.10.1"	1.21931	0.241	2.198	48	"Canada"
"DG*"	1.163723	-0.071	2.399	30	"Canada"
"XBB.1"	1.163452	-0.788	3.115	16	"New Brunswick"
"CK.1"	1.161878	0.539	1.785	124	"Canada"
"BQ.1.1.23"	1.158016	-0.773	3.089	12	"Canada"
"CK.2.1.1"	1.137233	-0.168	2.442	27	"Canada"
"BQ.1.10"	1.134312	0.664	1.604	235	"Canada"
"BN.1.4"	1.132158	-0.773	3.038	13	"Ontario"
"BQ.1.1.5"	1.081227	0.668	1.494	303	"Canada"
"BQ.1.1.10"	1.08077	0.637	1.525	275	"Canada"
"BQ.1.1.4"	1.071872	0.498	1.646	359	"Quebec"
"BU.1"	1.018556	-0.391	2.428	23	"Canada"
"BQ.1.1.6"	0.983677	0	1.967	48	"Canada"
"BQ.1.1.4"	0.951796	0.673	1.231	836	"Canada"
"BQ.1.1.4"	0.934128	0.48	1.389	295	"Ontario"
"BQ.1.10.1"	0.930225	0.166	1.694	152	"Quebec"
"BN.1.5"	0.903026	-0.378	2.184	29	"Ontario"
"CM.8.1"	0.897739	-1.23	3.026	11	"Alberta"
"BW.1.1"	0.896304	-1.118	2.91	15	"Quebec"
"CK*"	0.889844	0.465	1.314	293	"Canada"
"BQ.1.13"	0.860186	0.529	1.192	514	"Canada"
"BQ.1.1*"	0.857345	-1.415	3.13	50	"Newfoundland and Labrador"
"BQ.1.10"	0.851419	0.2	1.503	128	"Ontario"
"BQ.1.6"	0.837333	-0.848	2.522	16	"Canada"
"BQ.1.1.7"	0.79476	0.274	1.316	209	"Ontario"
"BQ.1.3"	0.765282	0.248	1.283	224	"Ontario"
"BN.1.3"	0.753858	0.178	1.33	147	"Canada"
"BQ.1.1.3"	0.749479	0.193	1.306	173	"Ontario"
"BQ.1.10*"	0.744484	0.066	1.422	224	"Quebec"
"DB.1"	0.742536	-0.422	1.907	50	"Quebec"
"BN.1.4"	0.731273	-0.862	2.324	18	"Canada"
"BF.13"	0.711972	-0.906	2.33	23	"Quebec"
"XBB.2"	0.692738	-0.185	1.571	61	"Canada"
"BQ.1.2"	0.687654	-0.095	1.47	125	"Quebec"
"BQ.1.10*"	0.653275	0.331	0.976	588	"Canada"
"BA.2.75*"	0.636692	0.35	0.923	946	"Ontario"
"BQ.1.1.4"	0.596077	-1.639	2.831	27	"Nova Scotia"
"BE.1.2*"	0.589932	-0.773	1.953	28	"Alberta"
"BE.1.2.1"	0.558938	-0.878	1.996	25	"Alberta"
"CM*"	0.550493	-1.238	2.339	19	"Quebec"
"BA.2.3*"	0.550493	-1.238	2.339	19	"Quebec"
"DF.1"	0.536881	-0.753	1.827	28	"Canada"
"BQ.1.1.15"	0.522229	-0.472	1.517	50	"Ontario"
"BN.1.3.1"	0.514185	-1.002	2.03	23	"Alberta"
"BQ.1.12"	0.501159	0.011	0.991	416	"Alberta"
"BN.1.3*"	0.477716	-0.019	0.974	207	"Canada"
"BN.1"	0.465902	-0.135	1.067	138	"Canada"
"CK.1"	0.453575	-0.32	1.227	86	"Ontario"
"BQ.1.1.19"	0.429611	-0.643	1.502	41	"Canada"
"BN.1*"	0.423805	0.087	0.76	515	"Canada"
"BA.5.2.24"	0.40916	-0.319	1.138	98	"Ontario"
"BN*"	0.396042	0.069	0.724	548	"Canada"
"BA.5.2.13"	0.390399	-2.487	3.268	12	"Nova Scotia"
"BQ.1.1*"	0.385622	-1.034	1.805	191	"Nova Scotia"
"BA.2.75*"	0.376369	-0.26	1.012	171	"Alberta"
"BA.2.10.1"	0.372366	-0.825	1.57	34	"Ontario"
"BQ.1.1"	0.364917	-1.34	2.07	61	"Nova Scotia"
"BF.7.4*"	0.35809	-0.91	1.626	49	"New Brunswick"
"BQ.1.13"	0.344912	-1.179	1.869	22	"New Brunswick"
"BQ.1.10"	0.344724	-0.673	1.362	72	"Quebec"
"BQ.1.5"	0.322412	-0.017	0.661	516	"Canada"
"BQ.1.14"	0.319562	-1.064	1.703	35	"Quebec"
"BN.1.2*"	0.319218	-0.498	1.137	72	"Canada"
"BQ.1.1.13"	0.309136	-1.918	2.536	22	"Nova Scotia"
"BQ.1.10.1"	0.296645	-0.1	0.693	353	"Canada"
"BN.1.3*"	0.281352	-0.859	1.421	44	"Alberta"
"CK*"	0.274914	-0.243	0.793	217	"Ontario"
"BQ.1.1"	0.254206	-2.056	2.565	29	"Newfoundland and Labrador"
"BQ.1.12"	0.252053	-0.227	0.731	248	"Ontario"
"BN.1*"	0.24892	-0.664	1.162	74	"Alberta"
"BN*"	0.247827	-0.65	1.145	77	"Alberta"
"BQ.1.10*"	0.236434	-0.211	0.684	321	"Ontario"
"DG*"	0.231521	-1.625	2.088	14	"Ontario"
"BQ.1.2"	0.22741	-0.207	0.662	698	"Alberta"
"BN.1.3"	0.188364	-0.496	0.873	111	"Ontario"
"BM.1.1*"	0.185238	-1.886	2.256	14	"Quebec"
"BQ.1.11"	0.164341	-0.398	0.727	158	"Canada"
"BQ.1.1.1"	0.148671	-0.549	0.846	134	"Alberta"
"BQ.1.14"	0.148338	-0.235	0.532	379	"Canada"
"BM.1.1"	0.13757	-1.768	2.043	13	"Canada"
"BA.2.3*"	0.108302	-0.486	0.703	149	"Ontario"
"BF.26"	0.098744	-1.38	1.577	39	"New Brunswick"
"BA.5.3.1"	0.092099	-1.436	1.62	21	"Ontario"
"BQ.1.1.10"	0.085872	-0.411	0.583	255	"Ontario"
"BQ.1.6"	0.080423	-1.725	1.886	15	"Ontario"
"CK.2.1.1"	0.078277	-1.935	2.091	12	"Ontario"
"BQ.1.1.6"	0.066625	-1.13	1.263	35	"Ontario"
"BA.2.3*"	0.058617	-0.383	0.5	269	"Canada"
"CM*"	0.05054	-0.552	0.653	145	"Ontario"
"BN.1.3*"	0.032051	-0.591	0.656	139	"Ontario"
"BA.2.3*"	0.027689	-0.809	0.864	89	"Alberta"
"BQ.1.13"	0.024628	-0.374	0.423	388	"Ontario"
"BQ.1.3"	0.006853	-1.022	1.035	66	"Quebec"
"BN.1.3"	0.000911	-1.609	1.611	21	"Alberta"
