"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"
"EG.10.1"	0.06480929	0.02697	0.10265	17	"Ontario"
"EG.10*"	0.06480929	0.02697	0.10265	17	"Ontario"
"FU.2.1"	0.06458046	0.02757	0.10159	18	"Ontario"
"EG.5.1.6"	0.06369981	0.02612	0.10128	14	"British Columbia"
"EG.5*"	0.06332026	NA	NA	327	"British Columbia"
"EG.5.1.4"	0.06274869	0.03947	0.08603	40	"British Columbia"
"EG.5.1*"	0.06270806	NA	NA	318	"British Columbia"
"BA.2.86"	0.06264685	0.02439	0.1009	26	"Alberta"
"EG.5.1"	0.06253951	0.04731	0.07777	68	"Quebec"
"HV*"	0.06250674	0.03426	0.09075	67	"Nova Scotia"
"XBB.1.16.6"	0.06238198	NA	NA	42	"Quebec"
"EG*"	0.06166092	0.05125	0.07207	500	"Quebec"
"GK.2"	0.06160488	0.03163	0.09158	20	"British Columbia"
"FL.20"	0.06074124	0.0463	0.07519	147	"Ontario"
"HK.3"	0.06043832	-0.01614	0.13702	15	"Nova Scotia"
"FL.10.1"	0.0602119	0.01891	0.10151	13	"New Brunswick"
"FL.10*"	0.0602119	0.01891	0.10151	13	"New Brunswick"
"GK.2"	0.05977625	0.04024	0.07931	61	"Ontario"
"HN*"	0.05967521	0.04439	0.07496	62	"Quebec"
"FL.1.5.1"	0.05912566	0.04377	0.07448	60	"Quebec"
"EG.5.1"	0.05890016	0.03912	0.07868	52	"British Columbia"
"FL.1.5.1"	0.05821141	0.03145	0.08497	22	"British Columbia"
"HN*"	0.05821141	0.03145	0.08497	22	"British Columbia"
"EG.6.1"	0.05773333	0.04322	0.07225	110	"Ontario"
"EG.5.1.6"	0.05720712	0.02768	0.08674	40	"Nova Scotia"
"HY.1"	0.05678924	0.04009	0.07349	40	"Canada"
"GK.1*"	0.05671811	0.03812	0.07531	18	"Quebec"
"EG.5.1.4"	0.05667605	0.04517	0.06819	177	"Ontario"
"EG*"	0.05634983	NA	NA	478	"British Columbia"
"FU.2*"	0.05621709	0.02983	0.08261	26	"Ontario"
"XBB.1.5.70"	0.05583273	0.03429	0.07738	11	"Quebec"
"XBB.1.5.59"	0.0554278	0.01015	0.10071	14	"Nova Scotia"
"EG.5.1*"	0.05432779	0.03606	0.07259	94	"New Brunswick"
"EG.5*"	0.05432779	0.03606	0.07259	94	"New Brunswick"
"JA*"	0.05391662	NA	NA	11	"Ontario"
"XBB.1.22.1"	0.05380749	0.02824	0.07937	14	"Canada"
"XBB.1.16.14"	0.05380478	0.02301	0.0846	13	"British Columbia"
"EG.6.1"	0.05369361	0.02286	0.08453	20	"New Brunswick"
"EG.5.1.3"	0.05336756	0.04343	0.06331	226	"Ontario"
"EG.5.1*"	0.05317708	NA	NA	1654	"Ontario"
"EG.5.1.6"	0.05310147	0.04489	0.06132	199	"Canada"
"XBB.1.16.9"	0.05283195	0.00013	0.10554	30	"Ontario"
"XBB.1.16.14"	0.05278774	NA	NA	14	"Ontario"
"EG.5*"	0.05269603	NA	NA	1706	"Ontario"
"EG.5.1.3"	0.05245582	0.0463	0.05862	439	"Canada"
"FL.1.5*"	0.05244875	0.03933	0.06557	75	"Quebec"
"EG.5.1*"	0.05231215	0.04881	0.05581	3760	"Canada"
"DV*"	0.05208168	0.03641	0.06776	23	"Quebec"
"GK*"	0.05160251	0.03852	0.06469	48	"Quebec"
"XBB.1.16.15"	0.05145669	0.03757	0.06534	48	"Canada"
"HV.1"	0.05143779	0.02335	0.07952	27	"Nova Scotia"
"EG.5*"	0.05141223	0.04797	0.05485	3859	"Canada"
"GA*"	0.05115458	NA	NA	12	"Alberta"
"HS.1"	0.05084393	0.01773	0.08396	21	"Alberta"
"HS*"	0.05084393	0.01773	0.08396	21	"Alberta"
"FL.1.5*"	0.05036871	0.02972	0.07102	61	"Nova Scotia"
"GA.4"	0.05026363	NA	NA	11	"Alberta"
"BA.2.86"	0.0502613	NA	NA	29	"Canada"
"EG.5.1.4"	0.05019907	0.04363	0.05677	315	"Canada"
"FL.1.5.1"	0.05009258	0.02946	0.07072	60	"Nova Scotia"
"HN*"	0.05009258	0.02946	0.07072	60	"Nova Scotia"
"HK*"	0.05003694	0.03613	0.06394	155	"British Columbia"
"GN.1.1"	0.04996342	0.02647	0.07346	14	"Canada"
"FL.1.5*"	0.0498153	NA	NA	183	"Alberta"
"FL.1.5.1"	0.04976081	0.04466	0.05486	647	"Canada"
"FL.1*"	0.04957495	0.03705	0.0621	78	"Quebec"
"HN*"	0.04944956	NA	NA	179	"Alberta"
"XBB.1.16.6"	0.04925635	0.03358	0.06493	72	"British Columbia"
"EG.5.1.1"	0.04905263	0.03517	0.06293	149	"British Columbia"
"EG.5.1.1"	0.04901838	0.01839	0.07965	17	"New Brunswick"
"HN*"	0.04898413	0.04402	0.05395	671	"Canada"
"FL.1.5.1"	0.0489238	NA	NA	174	"Alberta"
"FL.1*"	0.04861617	NA	NA	184	"Alberta"
"XBB.1.9*"	0.04857892	0.03976	0.0574	798	"Quebec"
"EG.5.1.3"	0.0485788	0.02956	0.0676	81	"Alberta"
"HK*"	0.04844932	0.04236	0.05454	744	"Ontario"
"XBB.1.16.6"	0.04788805	0.03988	0.05589	298	"Ontario"
"GJ.1.2.1"	0.04785316	0.02977	0.06594	23	"Canada"
"FL.1.5.1"	0.04775674	0.03949	0.05602	278	"Ontario"
"EG.5.1.4"	0.04773444	0.00244	0.09303	19	"Newfoundland and Labrador"
"FL.20"	0.04750456	0.03923	0.05578	163	"Canada"
"DV*"	0.04747101	0.01544	0.07951	20	"Alberta"
"DV.7.1"	0.04747101	0.01544	0.07951	20	"Alberta"
"DV.7*"	0.04747101	0.01544	0.07951	20	"Alberta"
"XBB.1.5.72"	0.04729435	0.03011	0.06448	20	"Quebec"
"EG.5.1*"	0.04675812	NA	NA	865	"Alberta"
"HV*"	0.04669823	NA	NA	229	"Alberta"
"GW.5"	0.04660546	0.02457	0.06865	14	"Canada"
"EG.5.1.1"	0.04651519	0.0404	0.05263	656	"Ontario"
"XBB.1.42*"	0.04649472	-0.00018	0.09317	13	"Newfoundland and Labrador"
"XBB.1.42"	0.04649472	-0.00018	0.09317	13	"Newfoundland and Labrador"
"EG.10*"	0.0464924	0.0297	0.06328	26	"Canada"
"EG.5.1*"	0.046404	0.03172	0.06109	223	"Nova Scotia"
"GD.1"	0.04634822	0.02335	0.06934	19	"British Columbia"
"FL.1.5*"	0.04615774	0.0384	0.05391	303	"Ontario"
"EG.5*"	0.04593992	NA	NA	885	"Alberta"
"FL.1.5*"	0.04590971	0.04131	0.05051	701	"Canada"
"GJ.1.2*"	0.04564287	0.03559	0.0557	138	"Ontario"
"HN*"	0.04559414	0.03784	0.05335	295	"Ontario"
"GJ.1.2"	0.04548356	0.03544	0.05553	137	"Ontario"
"EG.5.1.2"	0.04520721	0.02187	0.06855	12	"Canada"
"EG.10.1"	0.04506581	0.02841	0.06172	25	"Canada"
"XBB.2.3"	0.04487486	0.02918	0.06057	47	"Ontario"
"HK*"	0.04432712	0.04068	0.04797	1691	"Canada"
"EG*"	0.04418458	NA	NA	2033	"Ontario"
"EG*"	0.04412495	0.04113	0.04712	4857	"Canada"
"GJ.1*"	0.04382842	0.03423	0.05343	140	"Ontario"
"XBB.1.5.59"	0.04375423	0.02522	0.06229	11	"Quebec"
"GK.2"	0.04374124	0.02923	0.05826	19	"Quebec"
"EG.5*"	0.04353225	0.02946	0.0576	227	"Nova Scotia"
"EG.5.2.1"	0.04335135	0.02092	0.06578	12	"Canada"
"GJ*"	0.04332803	0.03434	0.05232	161	"Ontario"
"GK.2"	0.04307051	0.03528	0.05086	134	"Canada"
"XBB.1.16.6"	0.04286313	0.03826	0.04747	597	"Canada"
"HR.1"	0.04281994	0.03169	0.05395	54	"Canada"
"HR.1"	0.04265533	0.02403	0.06128	27	"Ontario"
"GJ.4"	0.04265468	0.02511	0.0602	20	"Canada"
"EG.5.1.1"	0.04259728	0.03893	0.04627	1518	"Canada"
"GK*"	0.04257936	0.0371	0.04805	329	"Canada"
"EG.5.1.3"	0.04233473	0.02042	0.06425	25	"Nova Scotia"
"EG.5.1"	0.04199209	0.03765	0.04633	706	"Canada"
"GK*"	0.04186489	0.03326	0.05047	159	"Ontario"
"FK.1.1*"	0.04184296	0.02498	0.05871	35	"Ontario"
"EG*"	0.04179686	0.02733	0.05627	123	"New Brunswick"
"EG.5.1.5"	0.04165493	0.01739	0.06591	12	"Canada"
"DV.7*"	0.04163915	0.03455	0.04872	158	"Canada"
"XBB.1.9.2"	0.04162087	0.01791	0.06533	14	"British Columbia"
"EG.1"	0.04148199	0.02424	0.05872	31	"British Columbia"
"HF.1"	0.04125	0.02454	0.05796	14	"Quebec"
"XBB.1.42.2"	0.04111282	0.01638	0.06585	13	"British Columbia"
"FL.1.5*"	0.04090747	0.02177	0.06005	25	"British Columbia"
"GK.1*"	0.04090007	0.03412	0.04768	165	"Canada"
"FL.1*"	0.04089573	0.02445	0.05734	63	"Nova Scotia"
"EG.6.1"	0.04054579	0.03586	0.04523	510	"Canada"
"XBB.1.16.8"	0.04046787	0.03226	0.04868	99	"Canada"
"GK.1*"	0.04002721	0.01241	0.06764	13	"Nova Scotia"
"HK*"	0.04002592	NA	NA	359	"Alberta"
"EG*"	0.03982506	0.02642	0.05323	281	"Nova Scotia"
"XBB.2.3"	0.03980076	0.02473	0.05487	28	"Quebec"
"EG.5.1"	0.0397661	0.0331	0.04643	333	"Ontario"
"FU.2.1"	0.03960865	0.02663	0.05259	79	"British Columbia"
"XBB.2.3*"	0.03960567	0.02785	0.05137	98	"Quebec"
"FT.3.1.1"	0.03952905	0.01634	0.06272	13	"Canada"
"FL.1*"	0.03921986	0.03524	0.0432	745	"Canada"
"GK.1.1"	0.03906318	0.0103	0.06783	11	"Nova Scotia"
"XBB.1.5.10"	0.03893097	0.02312	0.05475	27	"Quebec"
"XBB.1.16.8"	0.03884222	0.02299	0.05469	33	"Ontario"
"HF*"	0.03872769	0.0228	0.05466	16	"Quebec"
"EG.1*"	0.03872521	0.02369	0.05377	48	"British Columbia"
"FK.1.1"	0.03862401	0.02082	0.05643	27	"Ontario"
"EG.5.1.1"	0.03858357	NA	NA	326	"Alberta"
"XBB.1.9*"	0.03854737	NA	NA	676	"British Columbia"
"FL.1*"	0.0384741	0.03189	0.04505	321	"Ontario"
"FL.2.2.1"	0.03839165	-0.16936	0.24615	12	"Canada"
"FU.2*"	0.0381923	0.02568	0.0507	86	"British Columbia"
"GE.1"	0.03783572	0.02669	0.04898	69	"Ontario"
"HK.3"	0.03780626	0.01798	0.05764	33	"Alberta"
"EG*"	0.03773738	NA	NA	1156	"Alberta"
"XBB.1.5.44"	0.03766872	0.01775	0.05758	29	"British Columbia"
"EG.5.2*"	0.03736624	0.02499	0.04975	50	"Ontario"
"GK.3*"	0.03704997	0.01426	0.05984	13	"Canada"
"GK.2"	0.03699545	0.01389	0.0601	23	"Alberta"
"GK.1.1"	0.03674177	0.01555	0.05794	25	"Alberta"
"EG.2"	0.03663884	0.01697	0.05631	19	"British Columbia"
"EG.5.1.4"	0.03657277	0.01077	0.06237	12	"Nova Scotia"
"GK*"	0.03640758	0.01388	0.05893	18	"Nova Scotia"
"GK*"	0.03626213	0.0198	0.05273	53	"Alberta"
"EG.7"	0.03619571	0.0215	0.05089	34	"Ontario"
"EG.5.1"	0.03609367	0.01842	0.05377	40	"Nova Scotia"
"XBB.1.5.70"	0.03602302	0.01943	0.05262	17	"Canada"
"DV*"	0.03578093	0.02971	0.04185	170	"Canada"
"XBB.1.41"	0.03577107	0.01449	0.05705	13	"Canada"
"CH.1.1*"	0.03559598	0.02362	0.04757	42	"Quebec"
"BA.2.75*"	0.03559598	0.02362	0.04757	42	"Quebec"
"GE.1"	0.03558925	0.01739	0.05379	12	"Quebec"
"XBB.1.16.11"	0.0353414	0.02944	0.04124	184	"Canada"
"XBB.1.16.9"	0.03515823	0.01401	0.05631	25	"Alberta"
"HS.1"	0.03512385	0.02336	0.04688	34	"Canada"
"EG.5.2"	0.03497706	0.02267	0.04728	45	"Ontario"
"FL.6"	0.03492824	0.01006	0.0598	12	"Ontario"
"GJ.1*"	0.03490804	0.0203	0.04952	42	"Quebec"
"EG.5.1"	0.03479159	0.02275	0.04683	141	"Alberta"
"GK.1*"	0.03461548	0.02538	0.04385	85	"Ontario"
"GK.1*"	0.03460175	0.01556	0.05364	29	"Alberta"
"GM.2"	0.03451716	0.01958	0.04946	33	"Ontario"
"XBB.1.16.9"	0.03447713	0.02612	0.04284	77	"Canada"
"XBB.2.3*"	0.03444124	0.02898	0.0399	473	"Ontario"
"GJ.1.2"	0.03440211	0.01956	0.04925	37	"Quebec"
"GJ.1.2*"	0.03440211	0.01956	0.04925	37	"Quebec"
"XBB.1.42"	0.03426996	0.01757	0.05097	16	"Canada"
"FL*"	0.03415754	0.02463	0.04368	292	"Quebec"
"XBB.1.9*"	0.03402302	NA	NA	1434	"Alberta"
"GK.1"	0.03400604	0.01721	0.05081	18	"Canada"
"HF.1"	0.0335453	0.01446	0.05263	19	"British Columbia"
"DV.7*"	0.03353746	0.02522	0.04186	110	"Ontario"
"GJ*"	0.03342588	0.01909	0.04776	43	"Quebec"
"HS*"	0.03333164	0.02213	0.04453	35	"Canada"
"FY.5"	0.03309088	0.01162	0.05456	13	"British Columbia"
"XBB.1.9*"	0.03296006	0.03041	0.03551	6791	"Canada"
"XBB.2.3.2"	0.03269542	0.01929	0.0461	35	"Ontario"
"XBB.1.9*"	0.03247971	0.02856	0.0364	2880	"Ontario"
"HK*"	0.03241668	0.01766	0.04718	79	"Nova Scotia"
"FL.6"	0.03237796	0.01376	0.051	12	"Canada"
"XBB.1.9.2"	0.03233378	0.02158	0.04309	57	"Ontario"
"GN*"	0.03224617	0.01636	0.04813	14	"Quebec"
"EG.6.1"	0.0321257	0.02087	0.04338	209	"Alberta"
"EG.5.1.4"	0.03211999	0.01682	0.04742	46	"Alberta"
"EG.5.1.1"	0.03206423	-0.00413	0.06826	26	"Newfoundland and Labrador"
"HK*"	0.03206423	-0.00413	0.06826	26	"Newfoundland and Labrador"
"XBB.2.3.11"	0.03154857	0.00667	0.05643	12	"Alberta"
"XBB.2.3.8"	0.03112433	0.01849	0.04376	42	"Ontario"
"GM.2"	0.03105683	0.0196	0.04252	33	"Canada"
"FK.1*"	0.03101213	0.01837	0.04366	40	"Ontario"
"XBB.1.16.14"	0.03076222	0.01977	0.04175	35	"Canada"
"DV*"	0.03068016	0.02299	0.03837	115	"Ontario"
"GJ.1.2*"	0.02992109	0.02571	0.03413	414	"Canada"
"HF*"	0.02988176	0.01195	0.04782	20	"British Columbia"
"GE.1"	0.02963323	0.02359	0.03567	137	"Canada"
"GJ.1*"	0.02947214	0.02532	0.03362	426	"Canada"
"GA*"	0.02933512	0.01808	0.04059	30	"Canada"
"EG.1.7"	0.02931768	0.00583	0.0528	12	"British Columbia"
"GJ.1*"	0.02922837	0.01532	0.04314	49	"British Columbia"
"HN.1"	0.02907657	0.01653	0.04162	24	"Canada"
"XBB.1.9*"	0.02894086	0.01746	0.04042	399	"Nova Scotia"
"GN.1*"	0.0288271	0.01705	0.0406	28	"Canada"
"GJ.1.2"	0.02882339	0.0246	0.03304	391	"Canada"
"EG.5.1.1"	0.02873465	0.01344	0.04402	64	"Nova Scotia"
"XBB.1.5.59"	0.02850878	0.01842	0.0386	38	"Canada"
"FL.15"	0.02836959	0.01205	0.04469	18	"Quebec"
"GJ.1.2*"	0.02811435	0.01413	0.0421	47	"British Columbia"
"GJ.1.2.1"	0.02800036	0.00892	0.04708	21	"Alberta"
"FL.1.5"	0.02793456	0.01019	0.04568	13	"Quebec"
"XBB.1.16.1"	0.02792225	0.01183	0.04402	31	"British Columbia"
"XBB.1.16.11"	0.0278659	0.00596	0.04978	13	"Alberta"
"XBB.1.16*"	0.02771283	0.01933	0.0361	280	"Quebec"
"HH*"	0.02759564	0.01647	0.03872	43	"Ontario"
"GJ*"	0.02757204	0.01426	0.04088	57	"British Columbia"
"GJ.1.2"	0.02749646	0.01346	0.04154	46	"British Columbia"
"GJ*"	0.02744228	0.02353	0.03135	476	"Canada"
"HL*"	0.02728599	0.00949	0.04508	23	"British Columbia"
"XBB.1.16.6"	0.02724279	0.01598	0.03851	100	"Alberta"
"EG.7"	0.02714092	0.00931	0.04498	21	"British Columbia"
"GV.1"	0.02671632	0.01322	0.04021	20	"Canada"
"XBB.1.16.8"	0.02652999	0.01404	0.03902	56	"Alberta"
"FU*"	0.02648065	0.01934	0.03362	129	"Ontario"
"GM*"	0.02627211	0.01413	0.03841	37	"Ontario"
"FY.4.1*"	0.02622113	0.01038	0.04206	14	"Canada"
"EG.7"	0.02601822	0.01919	0.03285	88	"Canada"
"XBB.2.3.8"	0.02597415	0.01722	0.03473	52	"Canada"
"EG.5.2*"	0.02593845	0.01938	0.0325	94	"Canada"
"FL.15"	0.02570665	0.0042	0.04722	16	"New Brunswick"
"CH.1.1*"	0.02566324	0.01949	0.03184	171	"Ontario"
"XBB.1.42*"	0.02563991	0.00907	0.04221	30	"British Columbia"
"XBB.2.3*"	0.02562725	0.02246	0.0288	1140	"Canada"
"FY*"	0.02560363	0.00832	0.04289	17	"Quebec"
"XBB.1.22*"	0.02560363	0.00832	0.04289	17	"Quebec"
"FU*"	0.02555293	0.0152	0.03591	156	"British Columbia"
"FT.3*"	0.02543139	0.01093	0.03994	16	"Canada"
"EG.5.1.6"	0.02542915	0.01322	0.03764	63	"Alberta"
"BA.2.75*"	0.0254276	0.01929	0.03157	172	"Ontario"
"FL.1*"	0.02532182	0.01103	0.03962	44	"British Columbia"
"FY*"	0.02530759	0.01073	0.03989	31	"British Columbia"
"EG.5.1*"	0.02506243	-0.00298	0.0531	73	"Newfoundland and Labrador"
"EG.5*"	0.02506243	-0.00298	0.0531	73	"Newfoundland and Labrador"
"XBB.1.16*"	0.02501416	0.02069	0.02933	1053	"Ontario"
"FL.10.1"	0.02476601	0.01764	0.03189	80	"Canada"
"XBB.1.17.1"	0.02466314	0.00457	0.04476	11	"Quebec"
"GA*"	0.02466314	0.00457	0.04476	11	"Quebec"
"XBB.1.16*"	0.02425383	NA	NA	505	"British Columbia"
"FU.2.1"	0.02425344	0.01829	0.03022	124	"Canada"
"EG.5.2"	0.02423532	0.01716	0.03131	75	"Canada"
"FU.1"	0.02418077	0.01916	0.0292	163	"Canada"
"FU.1"	0.02395161	0.01098	0.03692	28	"Ontario"
"FL*"	0.02388225	NA	NA	269	"Alberta"
"XBB.1.9.1"	0.02370572	0.00036	0.04705	13	"New Brunswick"
"XBB.2.3.2"	0.02352773	0.01684	0.03021	88	"Canada"
"HR*"	0.02328691	0.01616	0.03041	71	"Canada"
"EG.1.8"	0.0232045	0.00791	0.0385	14	"Canada"
"XBB.1.42.1"	0.02314775	0.01201	0.03429	27	"Canada"
"GB.1"	0.02310776	0.00239	0.04382	12	"Quebec"
"CH.1.1*"	0.02304057	0.00757	0.03851	24	"Alberta"
"BA.2.75*"	0.02304057	0.00757	0.03851	24	"Alberta"
"EG.5.1"	0.02299926	0.00354	0.04246	28	"New Brunswick"
"FU.1"	0.02298359	0.01314	0.03282	91	"Alberta"
"FL.10*"	0.02294647	0.01653	0.02936	99	"Canada"
"XBB.1.16"	0.02285634	0.01216	0.03355	94	"Quebec"
"FU.2*"	0.02276484	0.01744	0.02809	157	"Canada"
"EG.6.1"	0.02256421	0.00527	0.03986	32	"Nova Scotia"
"GS*"	0.02254671	0.0034	0.04169	13	"Alberta"
"GS*"	0.02253109	0.0159	0.02916	80	"Canada"
"XBB.2.3.11"	0.02251764	0.01575	0.02928	76	"Canada"
"XBB.1.9.2"	0.02242564	0.0169	0.02795	128	"Canada"
"XBB.1.22*"	0.02240438	0.00843	0.03637	34	"British Columbia"
"XBB.1.42.2"	0.02227987	0.0067	0.03786	18	"Ontario"
"CH.1.1*"	0.022169	0.01809	0.02625	290	"Canada"
"HT*"	0.02210284	0.00519	0.03902	15	"Ontario"
"BA.2.75*"	0.02207808	0.01801	0.02615	291	"Canada"
"XBB.1.16*"	0.02191874	0.01927	0.02456	2756	"Canada"
"GZ.1"	0.02188988	0.00492	0.03886	11	"Canada"
"GZ.1"	0.02161858	0.00221	0.04103	11	"Ontario"
"XBB.1.16.1"	0.02132497	0.01321	0.02944	74	"Ontario"
"HP.1.1"	0.02099588	0.00995	0.03205	27	"Canada"
"FU*"	0.02069363	0.01724	0.02414	558	"Canada"
"FY.2*"	0.0204731	0.00312	0.03783	13	"Ontario"
"HT.1"	0.02036741	0.00202	0.03871	12	"Ontario"
"XBB.2.3*"	0.01978058	0.00806	0.0315	157	"British Columbia"
"EG.7"	0.01956652	0.00522	0.03391	26	"Alberta"
"HP*"	0.01952518	0.00879	0.03026	28	"Canada"
"XBB.1.16.6"	0.01947569	0.00395	0.035	34	"Nova Scotia"
"FL.1.5"	0.01947556	0.00938	0.02957	30	"Canada"
"HH*"	0.01946511	0.01407	0.02486	140	"Canada"
"HF.1"	0.01942122	0.01286	0.02598	83	"Canada"
"FL.15"	0.01936484	0.01155	0.02718	78	"Ontario"
"HP.1.1"	0.01927039	0.00606	0.03248	24	"Ontario"
"GD.1"	0.01926271	0.00983	0.0287	37	"Canada"
"GV*"	0.01913877	0.0078	0.03048	24	"Canada"
"FL.2.5"	0.01906802	0.00483	0.0333	15	"Canada"
"GJ.1*"	0.01901381	0.00884	0.02919	177	"Alberta"
"GJ.1.2*"	0.01877287	0.0086	0.02895	175	"Alberta"
"XBB.1.5.62"	0.01869103	-0.00171	0.0391	14	"Quebec"
"FK.1.1.2"	0.01840697	0.00469	0.03213	16	"Canada"
"FL*"	0.01829067	0.01414	0.02244	846	"Ontario"
"XBB.1.9.2"	0.01828757	0.00223	0.03435	17	"Nova Scotia"
"FY.2"	0.01819118	0.00001	0.03637	11	"Ontario"
"FU*"	0.01814718	0.00927	0.02703	176	"Alberta"
"FL*"	0.0181265	0.01551	0.02075	1896	"Canada"
"GK.1.3"	0.01811008	0.00925	0.02697	41	"Canada"
"HZ*"	0.01806386	0.00469	0.03144	17	"Canada"
"XBB.2.3*"	0.01803021	0.00318	0.03288	34	"Nova Scotia"
"XBB.1.5.10"	0.01792795	0.0131	0.02275	185	"Canada"
"FU.2*"	0.01770815	-0.00171	0.03713	12	"Quebec"
"HY*"	0.01758206	0.01071	0.02445	66	"Canada"
"FE.1.2"	0.01751361	0.00685	0.02818	27	"Canada"
"XBB.1.16.19"	0.01747513	0.00494	0.03001	19	"Canada"
"XBB.1.42.2"	0.0174683	0.00961	0.02533	54	"Canada"
"HP*"	0.0173006	0.00462	0.02998	25	"Ontario"
"XBB.2.3.2"	0.01727519	-0.0027	0.03725	14	"British Columbia"
"FU.2"	0.01708107	0.0075	0.02666	33	"Canada"
"XBB.1.16*"	0.01693973	NA	NA	610	"Alberta"
"HN.1"	0.01682114	0.00201	0.03163	17	"Ontario"
"HF*"	0.01665296	0.01051	0.0228	93	"Canada"
"GM*"	0.01663447	0.00836	0.02491	48	"Canada"
"XBB.1.42.2"	0.01663159	-0.00226	0.03553	11	"Alberta"
"HL*"	0.01663159	-0.00226	0.03553	11	"Alberta"
"XBB.1.5.49"	0.01657817	-0.00166	0.03482	15	"Nova Scotia"
"HT*"	0.01657817	-0.00166	0.03482	15	"Nova Scotia"
"FD.1.1"	0.0164309	0.00691	0.02595	42	"Ontario"
"GJ.1.2"	0.01642227	0.00626	0.02659	154	"Alberta"
"XBB.1.9.1"	0.01637175	-0.00113	0.03387	15	"Nova Scotia"
"FL.2*"	0.01586575	0.00526	0.02647	33	"Ontario"
"FL.2*"	0.01576548	-0.0003	0.03183	26	"Quebec"
"GN.1"	0.01575561	0.00128	0.03023	14	"Canada"
"FL*"	0.01571641	0.00479	0.02665	118	"Nova Scotia"
"GJ*"	0.01560513	0.00587	0.02534	187	"Alberta"
"HZ.2"	0.01546103	0.00044	0.03048	13	"Canada"
"FL.15"	0.01532593	0.01041	0.02024	158	"Canada"
"XBB.1.42*"	0.0152911	0.001	0.02958	24	"Alberta"
"HF.1"	0.0152619	0.00463	0.02589	35	"Ontario"
"XBB.1.5.67"	0.01523805	-0.0003	0.03078	12	"Canada"
"EG.5.2*"	0.01509482	0.00008	0.03011	19	"Alberta"
"XBB.1.16.1"	0.01496736	0.01056	0.01937	231	"Canada"
"XBB.1.16*"	0.01484243	0.00333	0.02635	86	"New Brunswick"
"XBB.1.42*"	0.01473762	0.00921	0.02026	121	"Canada"
"FL.10*"	0.01469922	-0.00146	0.03085	14	"Alberta"
"GY*"	0.01453606	-0.00128	0.03035	25	"British Columbia"
"XBB.1.9*"	0.01438792	0.00628	0.0225	238	"New Brunswick"
"XBB.1.5.10"	0.01431054	0.00283	0.02579	52	"Alberta"
"HQ.1"	0.01419308	0.00067	0.02772	16	"Canada"
"FL.10.1"	0.01407495	-0.00239	0.03054	13	"Ontario"
