"Date"	"Lineage"	"Frequency"	"% Frequency"
2022-12-12	" other lineages"	1125	"37%"
2022-12-12	"BA.5.2.1"	67	"2%"
2022-12-12	"BF.7"	76	"2%"
2022-12-12	"BQ.1"	208	"7%"
2022-12-12	"BQ.1.1"	871	"29%"
2022-12-12	"BQ.1.1.1"	51	"2%"
2022-12-12	"BQ.1.1.10"	64	"2%"
2022-12-12	"BQ.1.1.3"	29	"1%"
2022-12-12	"BQ.1.1.35"	17	"1%"
2022-12-12	"BQ.1.1.40"	58	"2%"
2022-12-12	"BQ.1.1.5"	21	"1%"
2022-12-12	"BQ.1.1.55"	17	"1%"
2022-12-12	"BQ.1.1.7"	28	"1%"
2022-12-12	"BQ.1.10.1"	23	"1%"
2022-12-12	"BQ.1.12"	64	"2%"
2022-12-12	"BQ.1.13"	65	"2%"
2022-12-12	"BQ.1.14"	34	"1%"
2022-12-12	"BQ.1.2"	113	"4%"
2022-12-12	"BQ.1.3"	24	"1%"
2022-12-12	"BQ.1.5"	34	"1%"
2022-12-12	"CH.1.1"	7	"0%"
2022-12-12	"EE.3"	30	"1%"
2022-12-12	"XBB.1.5"	13	"0%"
2022-12-12	"XBB.1.5.39"	0	"0%"
2022-12-12	"XBB.1.5.7"	3	"0%"
2022-12-12	"XBB.1.9.1"	0	"0%"
2022-12-19	" other lineages"	1057	"35%"
2022-12-19	"BA.5.2.1"	37	"1%"
2022-12-19	"BF.7"	60	"2%"
2022-12-19	"BQ.1"	238	"8%"
2022-12-19	"BQ.1.1"	860	"29%"
2022-12-19	"BQ.1.1.1"	44	"1%"
2022-12-19	"BQ.1.1.10"	46	"2%"
2022-12-19	"BQ.1.1.3"	29	"1%"
2022-12-19	"BQ.1.1.35"	15	"1%"
2022-12-19	"BQ.1.1.40"	77	"3%"
2022-12-19	"BQ.1.1.5"	22	"1%"
2022-12-19	"BQ.1.1.55"	13	"0%"
2022-12-19	"BQ.1.1.7"	16	"1%"
2022-12-19	"BQ.1.10.1"	43	"1%"
2022-12-19	"BQ.1.12"	62	"2%"
2022-12-19	"BQ.1.13"	38	"1%"
2022-12-19	"BQ.1.14"	41	"1%"
2022-12-19	"BQ.1.2"	122	"4%"
2022-12-19	"BQ.1.3"	26	"1%"
2022-12-19	"BQ.1.5"	57	"2%"
2022-12-19	"CH.1.1"	15	"1%"
2022-12-19	"EE.3"	50	"2%"
2022-12-19	"XBB.1.5"	23	"1%"
2022-12-19	"XBB.1.5.39"	0	"0%"
2022-12-19	"XBB.1.5.7"	2	"0%"
2022-12-19	"XBB.1.9.1"	0	"0%"
2022-12-26	" other lineages"	1109	"36%"
2022-12-26	"BA.5.2.1"	36	"1%"
2022-12-26	"BF.7"	78	"3%"
2022-12-26	"BQ.1"	193	"6%"
2022-12-26	"BQ.1.1"	895	"29%"
2022-12-26	"BQ.1.1.1"	40	"1%"
2022-12-26	"BQ.1.1.10"	48	"2%"
2022-12-26	"BQ.1.1.3"	28	"1%"
2022-12-26	"BQ.1.1.35"	28	"1%"
2022-12-26	"BQ.1.1.40"	59	"2%"
2022-12-26	"BQ.1.1.5"	27	"1%"
2022-12-26	"BQ.1.1.55"	29	"1%"
2022-12-26	"BQ.1.1.7"	27	"1%"
2022-12-26	"BQ.1.10.1"	46	"1%"
2022-12-26	"BQ.1.12"	57	"2%"
2022-12-26	"BQ.1.13"	29	"1%"
2022-12-26	"BQ.1.14"	41	"1%"
2022-12-26	"BQ.1.2"	107	"3%"
2022-12-26	"BQ.1.3"	40	"1%"
2022-12-26	"BQ.1.5"	56	"2%"
2022-12-26	"CH.1.1"	17	"1%"
2022-12-26	"EE.3"	26	"1%"
2022-12-26	"XBB.1.5"	79	"3%"
2022-12-26	"XBB.1.5.39"	0	"0%"
2022-12-26	"XBB.1.5.7"	2	"0%"
2022-12-26	"XBB.1.9.1"	0	"0%"
2023-01-02	" other lineages"	1040	"32%"
2023-01-02	"BA.5.2.1"	30	"1%"
2023-01-02	"BF.7"	77	"2%"
2023-01-02	"BQ.1"	190	"6%"
2023-01-02	"BQ.1.1"	964	"30%"
2023-01-02	"BQ.1.1.1"	63	"2%"
2023-01-02	"BQ.1.1.10"	39	"1%"
2023-01-02	"BQ.1.1.3"	51	"2%"
2023-01-02	"BQ.1.1.35"	21	"1%"
2023-01-02	"BQ.1.1.40"	80	"2%"
2023-01-02	"BQ.1.1.5"	34	"1%"
2023-01-02	"BQ.1.1.55"	28	"1%"
2023-01-02	"BQ.1.1.7"	36	"1%"
2023-01-02	"BQ.1.10.1"	36	"1%"
2023-01-02	"BQ.1.12"	70	"2%"
2023-01-02	"BQ.1.13"	36	"1%"
