"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"
"BQ.1.1.3"	3.399427	2.224	4.575	46	"Alberta"
"BR.2.1"	3.287252	1.998	4.576	46	"Ontario"
"BQ.1.1.1"	3.231914	0.887	5.577	14	"New Brunswick"
"BQ.1.1*"	3.170329	2.269	4.072	388	"New Brunswick"
"BQ.1.8"	3.165763	1.071	5.261	15	"Quebec"
"BR.2.1"	3.157395	2.187	4.127	67	"Canada"
"BA.2*"	3.157204	2.073	4.241	92	"New Brunswick"
"BQ.1.1.18"	3.110734	0.684	5.537	12	"New Brunswick"
"XBB.1"	3.079042	2.638	3.52	377	"Canada"
"BE.9"	3.075967	1.517	4.635	25	"Canada"
"BW.1.1"	3.019703	2.464	3.576	224	"Canada"
"XBB.1"	2.995522	2.061	3.93	73	"Alberta"
"BA.2*"	2.973446	2.809	3.138	5406	"Canada"
"BW.1.1"	2.951664	2.064	3.839	98	"Ontario"
"BQ.1.1.1"	2.931281	0.284	5.579	27	"Nova Scotia"
"BQ.1.13"	2.867233	1.682	4.052	49	"Quebec"
"BW.1.1"	2.814613	1.292	4.337	23	"Alberta"
"BQ.1.14"	2.812817	-0.903	6.529	23	"Newfoundland and Labrador"
"BQ.1.2"	2.776393	0.665	4.888	15	"New Brunswick"
"BF.3"	2.753826	2.195	3.313	211	"Canada"
"BW.1*"	2.744826	1.26	4.229	24	"Alberta"
"BQ.1.1.4"	2.683883	1.038	4.329	30	"New Brunswick"
"BA.5.2.22"	2.627588	0.191	5.064	13	"New Brunswick"
"BQ.1.25"	2.603289	2.13	3.077	296	"Canada"
"CL.1"	2.561575	0.411	4.712	12	"Canada"
"BN.1.2.1"	2.55858	0.845	4.272	19	"Canada"
"BN.1"	2.505142	0.288	4.722	11	"Quebec"
"BQ.1.13"	2.503698	1.301	3.707	36	"Alberta"
"BE.1.2.1"	2.494134	0.778	4.21	31	"New Brunswick"
"BF.3"	2.464852	1.834	3.095	204	"Ontario"
"XBB.2"	2.462173	0.739	4.185	17	"Alberta"
"XBB.1"	2.458517	1.872	3.045	227	"Ontario"
"BW.1*"	2.453611	1.68	3.227	121	"Ontario"
"BE.9"	2.44941	0.68	4.218	21	"Ontario"
"BA.2*"	2.436373	2.219	2.653	3340	"Ontario"
"BQ.1.1.4"	2.429705	1.608	3.251	91	"Alberta"
"BA.2*"	2.343676	1.95	2.737	640	"Alberta"
"BQ.1.1.8"	2.325853	1.035	3.617	31	"Alberta"
"BQ.1.1"	2.319178	1.958	2.68	1567	"Alberta"
"BW.1*"	2.31851	1.844	2.793	277	"Canada"
"BF.7.4"	2.269581	0.686	3.853	31	"New Brunswick"
"CH.1.1*"	2.269342	1.158	3.381	40	"Alberta"
"CK*"	2.238774	0.897	3.581	26	"Alberta"
"BQ.1.1.15"	2.237102	1.355	3.119	71	"Canada"
"BQ.1.19"	2.190305	0.428	3.953	17	"Canada"
"CK.1"	2.172094	0.205	4.14	14	"Quebec"
"BQ.1.1.7"	2.133063	1.153	3.113	69	"Quebec"
"BE.1.2*"	2.121354	0.501	3.742	32	"New Brunswick"
"BQ.1.1.8"	2.114864	0.875	3.354	42	"Ontario"
"BA.2*"	2.10661	-0.011	4.224	37	"Nova Scotia"
"BQ.1.1.1"	2.103766	1.648	2.559	394	"Ontario"
"BQ.1.1*"	2.087336	1.745	2.43	2058	"Alberta"
"DJ.1.1"	2.0543	0.302	3.806	17	"Canada"
"CH.1.1"	2.046994	0.91	3.184	37	"Alberta"
"BQ.1.1.7"	2.04479	1.583	2.506	278	"Canada"
"BQ.1.5"	2.034303	0.578	3.491	37	"New Brunswick"
"BQ.1.1.3"	2.034092	1.619	2.45	358	"Canada"
"BQ.1.1.19"	1.991975	0.762	3.222	40	"Quebec"
"BQ.1.1.10"	1.970079	1.494	2.446	268	"Canada"
"BQ.1.1"	1.946772	1.542	2.351	2890	"Quebec"
"BA.2.75*"	1.907314	1.36	2.455	229	"Quebec"
"BU.1"	1.897313	0.371	3.423	22	"Canada"
"BQ.1.11"	1.888725	0.522	3.255	30	"Quebec"
"BA.2.75*"	1.888271	0.391	3.385	26	"New Brunswick"
"BQ.1.1*"	1.873265	1.471	2.275	3708	"Quebec"
"BQ.1.1.5"	1.863126	1.046	2.68	96	"Ontario"
"XBB.1"	1.843151	-0.126	3.812	17	"New Brunswick"
"BQ.1.1.18"	1.841965	1.11	2.574	123	"Ontario"
"BQ.1.14"	1.833924	0.672	2.996	76	"New Brunswick"
"BQ.1.1*"	1.828345	1.677	1.98	14395	"Canada"
"BQ.1.1*"	1.799867	1.571	2.029	7550	"Ontario"
"BQ.1.1"	1.785363	1.631	1.94	10938	"Canada"
"BQ.1.1.1"	1.778283	1.474	2.083	709	"Canada"
"BN.1.5"	1.770717	0.367	3.175	30	"Ontario"
"BQ.1.3"	1.767137	1.362	2.172	360	"Canada"
"BQ.1.22"	1.755003	1.073	2.437	112	"Canada"
"BA.2*"	1.750817	-1.224	4.725	12	"Newfoundland and Labrador"
"BQ.1.1.3"	1.744209	0.831	2.658	87	"Quebec"
"BQ.1.8*"	1.734419	0.18	3.289	23	"Quebec"
"BQ.1.1.1"	1.734144	0.982	2.486	125	"Quebec"
"BQ.1.10"	1.718881	1.241	2.196	245	"Canada"
"BQ.1.1"	1.698529	1.466	1.931	5786	"Ontario"
"BM*"	1.693472	0.666	2.721	44	"Alberta"
"BQ.1.1.6"	1.670353	0.663	2.678	50	"Canada"
"BQ.1.25"	1.643137	1.117	2.169	264	"Ontario"
"BA.5.2.24"	1.632106	0.931	2.334	106	"Canada"
"BQ.1.1.7"	1.628443	1.043	2.214	199	"Ontario"
"BA.2.10.1"	1.621124	-0.393	3.635	13	"Quebec"
"BQ.1.1.18"	1.619984	0.469	2.771	45	"Quebec"
"BQ.1.10"	1.582862	0.882	2.284	133	"Ontario"
"BQ.1.3"	1.579655	1.024	2.135	230	"Ontario"
"CM.8*"	1.579089	-0.341	3.499	12	"Alberta"
"BQ.1.1.23"	1.539341	-0.405	3.483	13	"Canada"
"BQ.1.1.18"	1.522146	1.083	1.961	286	"Canada"
"CK.1"	1.502548	0.861	2.144	125	"Canada"
"BF.7.8"	1.484795	-0.693	3.663	12	"Ontario"
"BQ.1.1.4"	1.481078	0.97	1.993	275	"Ontario"
"BN.1.7"	1.479575	-0.454	3.413	13	"Canada"
"BR*"	1.456941	0.431	2.483	55	"Ontario"
"DG*"	1.441046	0.224	2.658	33	"Canada"
"BQ.1.1.4"	1.425893	-0.78	3.631	26	"Nova Scotia"
"BQ.1.1.5"	1.381031	-0.407	3.169	17	"Quebec"
"DG*"	1.373873	-0.635	3.383	14	"Ontario"
"CK.2.1.1"	1.367279	0.097	2.638	30	"Canada"
"BQ.1.6"	1.33459	-0.35	3.019	17	"Canada"
"BF.7.8"	1.317797	-0.362	2.998	17	"Canada"
"BQ.1.1.3"	1.301002	0.671	1.931	157	"Ontario"
"BQ.1.1.4"	1.288091	1.004	1.573	811	"Canada"
"BA.5.6*"	1.281006	0.069	2.493	31	"Alberta"
"BA.2.10.1"	1.27196	0.287	2.257	50	"Canada"
"BR*"	1.239323	-0.177	2.655	22	"Alberta"
"CM.8.1"	1.23419	-0.757	3.226	11	"Alberta"
"BQ.1.1.19"	1.22246	0.122	2.322	40	"Canada"
"BQ.1.6"	1.205344	-0.723	3.134	15	"Ontario"
"CK.2.1.1"	1.192858	-0.95	3.335	12	"Ontario"
"CK*"	1.186456	0.766	1.607	304	"Canada"
"BQ.1.1*"	1.183881	-0.37	2.737	90	"Manitoba"
"BQ.1.1.8"	1.181814	0.437	1.927	89	"Canada"
"BQ.1.1.15"	1.17411	0.058	2.29	46	"Ontario"
"XBB.2"	1.16012	0.297	2.023	65	"Canada"
"CK.1"	1.13943	0.318	1.961	87	"Ontario"
"BA.5.3.1"	1.125809	0.164	2.088	52	"Canada"
"BQ.1.1.5"	1.123585	0.684	1.563	273	"Canada"
"BA.2.3.20"	1.119176	0.042	2.196	40	"Alberta"
"BN.1*"	1.105358	-0.926	3.137	12	"New Brunswick"
"BQ.1.1.10"	1.103403	0.57	1.637	248	"Ontario"
"BQ.1.2"	1.102773	0.365	1.841	125	"Quebec"
"BF.26"	1.090669	-0.027	2.209	44	"Quebec"
"BN.1.3"	1.079063	0.508	1.65	152	"Canada"
"BQ.1.1.18"	1.067571	0.318	1.817	90	"Alberta"
"BN.1.2*"	1.061429	0.231	1.892	70	"Canada"
"BQ.1.1.4"	1.051613	0.521	1.582	368	"Quebec"
"CK.1"	1.045502	-0.634	2.725	15	"Alberta"
"BQ.1.10*"	1.034283	0.723	1.345	617	"Canada"
"BU.1"	1.024589	-0.825	2.874	16	"Ontario"
"DF.1"	0.987583	-0.266	2.241	30	"Canada"
"BN.1"	0.973171	0.368	1.578	137	"Canada"
"BW.1.1"	0.971072	-1.001	2.943	14	"Quebec"
"CK.2*"	0.968477	-0.608	2.545	22	"Ontario"
"BA.5.2.13"	0.950856	-1.901	3.803	11	"Nova Scotia"
"BQ.1.10*"	0.948938	0.483	1.415	323	"Ontario"
"BN.1.2.1"	0.943916	-1.176	3.064	12	"Ontario"
"DB.1"	0.934929	-0.144	2.013	51	"Quebec"
"CK*"	0.919994	0.382	1.458	220	"Ontario"
"BF.26"	0.919509	-0.496	2.335	41	"New Brunswick"
"BN.1.3.1"	0.904537	-0.502	2.311	23	"Alberta"
"BN.1.3*"	0.89432	0.409	1.379	215	"Canada"
"BA.2.75*"	0.888666	0.68	1.097	1468	"Canada"
"CM*"	0.879652	-0.74	2.499	20	"Quebec"
"BA.2.3*"	0.879652	-0.74	2.499	20	"Quebec"
"BA.5.2.24"	0.867019	0.109	1.625	100	"Ontario"
"BQ.1.5"	0.863923	0.529	1.199	520	"Canada"
"BQ.1.1*"	0.860852	-1.411	3.133	50	"Newfoundland and Labrador"
"BA.5.3.1"	0.852115	-0.791	2.495	20	"Ontario"
"BN.1*"	0.812005	0.486	1.138	531	"Canada"
"BR*"	0.799929	0.099	1.501	96	"Canada"
"BF.7.4*"	0.793948	-0.426	2.014	52	"New Brunswick"
"CK.2.1*"	0.771569	-0.949	2.492	18	"Ontario"
"BQ.1.1.13"	0.758683	-1.443	2.961	20	"Nova Scotia"
"BQ.1.22"	0.750353	-0.069	1.57	79	"Ontario"
"BQ.1.1.6"	0.737098	-0.474	1.948	37	"Ontario"
"BN.1.3*"	0.720039	-0.329	1.77	44	"Alberta"
"BN.1*"	0.707466	-0.134	1.549	74	"Alberta"
"BN.3.1"	0.699549	-0.785	2.184	21	"Canada"
"BQ.1.23"	0.669902	-0.062	1.402	90	"Canada"
"BQ.1.12"	0.654213	0.21	1.098	436	"Alberta"
"BW.1"	0.649597	-0.865	2.164	23	"Ontario"
"BN*"	0.637957	0.325	0.95	575	"Canada"
"BN*"	0.635189	-1.248	2.518	14	"New Brunswick"
"BQ.1.1"	0.633847	-1.05	2.317	69	"Manitoba"
"BA.5.2.35"	0.622492	-0.104	1.349	91	"Canada"
"BQ.1.10"	0.604742	-0.299	1.509	77	"Quebec"
"BQ.1.10.1"	0.585621	0.207	0.964	372	"Canada"
"CK.2.1*"	0.581608	-0.434	1.597	45	"Canada"
"BQ.1.13"	0.576791	0.264	0.89	549	"Canada"
"BQ.1.10*"	0.567705	-0.013	1.148	249	"Quebec"
"BN.1.3"	0.562686	-0.121	1.246	117	"Ontario"
"BQ.1.10.1"	0.560359	-0.089	1.21	172	"Quebec"
"BN.1.2"	0.550743	-0.407	1.508	51	"Canada"
"BN.1.3*"	0.547843	-0.075	1.171	145	"Ontario"
"BN.1*"	0.54183	0.117	0.967	366	"Ontario"
"BA.2.10.1"	0.530206	-0.679	1.739	36	"Ontario"
"BN*"	0.527927	-0.509	1.565	49	"Quebec"
"BN.1.4"	0.521349	-1.278	2.32	16	"Ontario"
"BQ.1.1*"	0.519125	-0.82	1.859	170	"Nova Scotia"
"BN.1*"	0.508287	-0.552	1.568	47	"Quebec"
"BQ.1.10.1"	0.48427	-0.082	1.051	190	"Ontario"
"BA.5.6*"	0.481688	0.109	0.855	362	"Canada"
"BN.1.3.1"	0.476759	-0.898	1.852	28	"Ontario"
"BN.1.3"	0.470434	-1	1.941	21	"Alberta"
"BQ.1.14"	0.439929	-0.826	1.706	36	"Quebec"
"BQ.1.23"	0.428865	-0.5	1.358	63	"Ontario"
"BN.1.3.1"	0.423873	-0.44	1.288	63	"Canada"
"BQ.1.2"	0.415521	0.022	0.809	731	"Alberta"
"CA.7"	0.409062	-0.894	1.712	27	"Canada"
"BN*"	0.396672	-0.411	1.204	81	"Alberta"
"CA.7"	0.383186	-1.468	2.235	15	"Ontario"
"BQ.1.5"	0.379938	-0.025	0.785	430	"Ontario"
"BA.2.75*"	0.373374	0.102	0.645	981	"Ontario"
"BN.1"	0.371211	-1.351	2.094	15	"Alberta"
"BQ.1.12"	0.354768	-0.122	0.831	257	"Ontario"
"BU*"	0.348818	-0.837	1.534	33	"Canada"
"BN*"	0.34787	-0.058	0.753	398	"Ontario"
"CA.5"	0.338263	-1.106	1.783	22	"Canada"
"CK*"	0.334199	-0.933	1.602	34	"Quebec"
"BQ.1.12"	0.333494	0.057	0.61	771	"Canada"
"BQ.1.11"	0.316302	-0.255	0.888	148	"Canada"
"CP.1"	0.311437	-1.426	2.049	15	"Canada"
"BA.2.75*"	0.305807	-0.259	0.871	186	"Alberta"
"BQ.1.14"	0.298604	-0.064	0.661	400	"Canada"
"BN.1.4"	0.290476	-1.149	1.73	22	"Canada"
"BN.1"	0.288855	-0.437	1.015	107	"Ontario"
"BQ.1.1.1"	0.259076	-0.369	0.887	143	"Alberta"
"BQ.1.1"	0.256856	-2.054	2.568	29	"Newfoundland and Labrador"
"BQ.1.1"	0.251394	-1.304	1.807	55	"Nova Scotia"
"BA.5.1.27"	0.243583	-0.753	1.24	47	"Canada"
"BA.2.3*"	0.242493	-0.512	0.997	93	"Alberta"
"DB.1"	0.225715	-0.718	1.169	52	"Canada"
"CM*"	0.192602	-0.567	0.952	92	"Alberta"
"CK.3"	0.18301	-1.832	2.198	11	"Canada"
"DF.1"	0.17472	-1.606	1.956	16	"Ontario"
"BN.1.5"	0.099689	-0.761	0.961	62	"Canada"
"BE.1.1.2"	0.087892	-2.153	2.329	11	"New Brunswick"
"CC*"	0.087892	-2.153	2.329	11	"New Brunswick"
"BF.11.1"	0.085816	-0.689	0.861	79	"Canada"
"BQ.1.2"	0.082721	-0.149	0.314	1310	"Canada"
"BQ.1.8"	0.033464	-0.606	0.673	114	"Canada"
"XBB.2"	0.02126	-1.118	1.16	39	"Ontario"
"BQ.1.13"	0.016909	-1.644	1.678	20	"New Brunswick"
