"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"
"XBB.1.11.1"	0.27538505	0.13835	0.41242	14	"Ontario"
"XBB.1.11.1"	0.26382572	0.15018	0.37747	15	"Canada"
"XBB.1.16*"	0.11851057	0.05203	0.18499	12	"Quebec"
"XBB.1.5.36"	0.11116967	0.06514	0.1572	18	"Ontario"
"XBB.1.16"	0.0943789	0.042	0.14676	16	"Alberta"
"XBB.1.16*"	0.08438509	0.07209	0.09668	175	"Canada"
"XBB.1.16"	0.0841458	0.07058	0.09771	142	"Canada"
"XBB.1.16.1"	0.08392901	0.04937	0.11849	21	"Ontario"
"XBB.1.16*"	0.08056255	0.06677	0.09435	133	"Ontario"
"XBB.1.16*"	0.07991685	0.03963	0.12021	21	"Alberta"
"XBB.1.16"	0.07949402	0.06467	0.09431	112	"Ontario"
"XBB.1.5.12"	0.06979346	0.04684	0.09275	38	"Ontario"
"Unassigned"	0.06695448	0.03686	0.09705	47	"Manitoba"
"XBB.1.5.2"	0.06237872	0.03192	0.09284	21	"Quebec"
"XBB.1.5.1"	0.05690749	0.01716	0.09666	11	"Quebec"
"XBB.2.3*"	0.04873303	0.02866	0.0688	34	"Canada"
"XBB.2.3"	0.04790222	0.01083	0.08497	13	"Alberta"
"XBB.2.3*"	0.04790222	0.01083	0.08497	13	"Alberta"
"XBB.1.5.1"	0.04745509	0.01962	0.07529	23	"Alberta"
"XBB.1.9.1"	0.0473147	-0.00771	0.10234	11	"British Columbia"
"XBB.2.3"	0.0462512	0.02571	0.06679	31	"Canada"
"XBB.1.5.12"	0.04575607	0.01172	0.0798	12	"Quebec"
"XBB.1.5.30"	0.04496258	0.02027	0.06965	21	"Canada"
"FD.1.1"	0.04379224	0.01166	0.07592	12	"Ontario"
"XBB.1.5.10"	0.04354046	0.0158	0.07129	16	"Canada"
"EL*"	0.04273295	0.01913	0.06634	22	"Canada"
"XBB.1.5.35"	0.04181921	0.01359	0.07004	15	"Ontario"
"XBB.1.5.35"	0.04151208	0.02183	0.0612	31	"Canada"
"XBB.1.5.3"	0.04114402	0.02294	0.05935	36	"Canada"
"XBB.1.5.14"	0.04106747	0.01231	0.06982	14	"Canada"
"DR.2"	0.04070907	0.0128	0.06862	15	"Canada"
"EG*"	0.04053961	0.02222	0.05886	38	"Quebec"
"XBB.2.3*"	0.03964056	0.00993	0.06935	13	"Ontario"
"FD.1.1"	0.0392273	0.03279	0.04567	287	"Canada"
"XBB.1.9.1"	0.03911281	NA	NA	11	"New Brunswick"
"XBB.1.9*"	0.03911281	NA	NA	11	"New Brunswick"
"XBB.1.19.1"	0.03899284	0.00656	0.07143	11	"Canada"
"XBB.1.5.1"	0.03891849	0.03015	0.04769	151	"Canada"
"XBB.1.5.3"	0.03868693	0.02015	0.05722	33	"Ontario"
"FD.1.1"	0.03787605	0.03066	0.04509	251	"Quebec"
"XBB.1.9*"	0.03742386	-0.01005	0.0849	12	"British Columbia"
"XBB.1.5.12"	0.03645573	0.0252	0.04771	87	"Canada"
"EG*"	0.03639245	0.02538	0.04741	91	"Canada"
"XBB.1.5.35"	0.03628312	0.00942	0.06314	16	"Quebec"
"XBB.1.5.1"	0.03575983	0.0258	0.04572	110	"Ontario"
"XBB.1.19*"	0.0355536	0.00549	0.06561	12	"Canada"
"XBB.2.3"	0.03520369	0.00558	0.06483	12	"Ontario"
"EG*"	0.03386409	0.01692	0.05081	36	"Ontario"
"FD.1.1"	0.03276623	0.00955	0.05599	22	"New Brunswick"
"XBB.1.19*"	0.03233943	0.00211	0.06257	11	"Ontario"
"FD*"	0.03164832	0.02534	0.03795	295	"Quebec"
"XBB.1.9.2"	0.02960278	0.01511	0.0441	46	"Canada"
"XBB.1.9.1"	0.02808118	0.02073	0.03543	178	"Ontario"
"XBB.1.9.1"	0.02714587	0.02231	0.03198	414	"Canada"
"XBB.1.9.1"	0.0269005	0.01796	0.03584	126	"Quebec"
"XBB.1.5.30"	0.02653235	-0.016	0.06906	12	"Newfoundland and Labrador"
"XBB.1.5.17"	0.02643598	0.00619	0.04668	28	"Alberta"
"FH*"	0.02643598	0.00619	0.04668	28	"Alberta"
"XBB.1.9*"	0.02638239	0.02183	0.03093	464	"Canada"
"XBB.1.9.2"	0.02612907	0.00761	0.04465	26	"Ontario"
"XBB.1.9*"	0.02608101	0.01937	0.03279	207	"Ontario"
"XBB.1.9*"	0.02600628	0.01736	0.03465	133	"Quebec"
"CH.1.1*"	0.02590141	0.00238	0.04942	17	"Nova Scotia"
"XBB.1.5.32"	0.02413299	0.00789	0.04038	42	"Alberta"
"Unassigned"	0.02329284	0.00975	0.03684	47	"Canada"
"FD*"	0.02252487	0.00334	0.04171	28	"New Brunswick"
"BM*"	0.02216986	0.00036	0.04398	18	"Nova Scotia"
"FD*"	0.02160966	-0.00163	0.04485	19	"Alberta"
"BQ.1.1.45"	0.02143398	0.00124	0.04163	20	"Ontario"
"FD*"	0.02070497	0.01641	0.025	470	"Canada"
"XBB.1.5.36"	0.02027538	0.00659	0.03396	44	"Canada"
"XBB.1.5.23"	0.02001657	0.00555	0.03448	38	"Ontario"
"XBB.1.5.21"	0.02001238	0.00378	0.03624	39	"Alberta"
"XBB.1.9*"	0.01981852	0.00837	0.03126	80	"Alberta"
"XBB.1.5.20"	0.01857899	0.01078	0.02637	129	"Ontario"
"XBB.1.5.18"	0.01856092	-0.0075	0.04462	14	"Alberta"
"XBB.1.5.31"	0.01803778	0.00646	0.02962	77	"Alberta"
"XBB.1.9.1"	0.01735308	0.00584	0.02887	75	"Alberta"
"XBB.1.5.23"	0.01678235	0.00389	0.02967	47	"Canada"
"FH*"	0.01620608	0.00777	0.02464	106	"Ontario"
"DV.1.1"	0.01598188	0.00984	0.02213	207	"Canada"
"XBB.1.5.17"	0.01592302	0.00747	0.02438	105	"Ontario"
"DV.1.1"	0.01577242	0.00885	0.02269	178	"Quebec"
"XBB.1.5.20"	0.01489765	0.00805	0.02174	162	"Canada"
"XBB.1.5.5"	0.01398307	0.00233	0.02563	58	"Quebec"
"XBB.1.5.17"	0.01394116	0.00772	0.02016	195	"Canada"
"FH*"	0.01363226	0.00746	0.01981	197	"Canada"
"BQ.1.1.45"	0.01189973	-0.00294	0.02674	33	"Canada"
"XBB.1.22"	0.01125981	-0.00722	0.02974	22	"Quebec"
"XBB.1.22*"	0.01125981	-0.00722	0.02974	22	"Quebec"
"DV*"	0.01089618	0.00442	0.01737	188	"Quebec"
"XBB.1.5.4"	0.01065706	-0.00042	0.02173	58	"Canada"
"XBB.1.5.2"	0.01059645	0.00307	0.01812	126	"Canada"
"XBB.1.5.17"	0.00943066	-0.00312	0.02198	47	"Quebec"
"XBB.1.5.7"	0.00886527	-0.00229	0.02003	59	"Quebec"
"EM*"	0.00886527	-0.00229	0.02003	59	"Quebec"
"CH.1.1"	0.00871079	-0.02738	0.0448	23	"Newfoundland and Labrador"
"CH.1.1*"	0.00871079	-0.02738	0.0448	23	"Newfoundland and Labrador"
"BM*"	0.00871079	-0.02738	0.0448	23	"Newfoundland and Labrador"
"XBB.1.5.5"	0.0081762	-0.00188	0.01823	68	"Canada"
"XBB.1.5.4"	0.00809256	-0.00398	0.02016	45	"Ontario"
"XBB.1.5.16"	0.007912	-0.00959	0.02541	21	"Canada"
"FH*"	0.00770894	-0.00456	0.01998	48	"Quebec"
"XBB.1.5.13"	0.00683831	-0.00438	0.01806	51	"Ontario"
"XBB.1.5.39"	0.00679296	-0.00061	0.01419	136	"Quebec"
"BQ.1.1.8"	0.00620646	-0.01379	0.0262	21	"New Brunswick"
"DR.2"	0.00585332	-0.01494	0.02664	14	"Ontario"
"XBB.1.5.34"	0.00575587	-0.01487	0.02638	16	"Ontario"
"XBB.1.5.15"	0.00569815	-0.00724	0.01864	42	"Quebec"
"EK*"	0.00565148	-0.00515	0.01646	54	"Ontario"
"XBB.1.22*"	0.0054334	-0.00547	0.01634	56	"Canada"
"CH.1.1.1"	0.0051929	-0.01966	0.03005	21	"British Columbia"
"DV*"	0.0051929	-0.01966	0.03005	21	"British Columbia"
"FG*"	0.00465864	-0.01501	0.02433	16	"Ontario"
"XBB.1.5.32"	0.0045508	-0.02152	0.03062	18	"British Columbia"
"FG*"	0.00437586	-0.00506	0.01381	73	"Canada"
"XBB.1.5.24"	0.00398762	-0.00696	0.01494	54	"Canada"
"XBB.1.5.2"	0.003904	-0.00756	0.01537	58	"Alberta"
"FD*"	0.0035927	-0.00433	0.01152	99	"Ontario"
"DV*"	0.00335433	-0.00138	0.00809	293	"Canada"
"EY*"	0.00277218	-0.00677	0.01232	70	"Canada"
"ED.2"	0.00265705	-0.00652	0.01183	71	"Ontario"
"EF.1.1.1"	0.00242245	-0.00723	0.01208	68	"Canada"
"XBB.1.5.12"	0.00200898	-0.01731	0.02132	19	"Alberta"
"XBB.1.5.11"	0.00180237	-0.02373	0.02733	18	"British Columbia"
"BA.2.75*"	0.00156643	-0.01369	0.01683	22	"Nova Scotia"
"EF.1.1.1"	0.00123754	-0.0083	0.01078	66	"Ontario"
"EY*"	0.00123754	-0.0083	0.01078	66	"Ontario"
"FG*"	0.00110137	-0.01038	0.01259	51	"Quebec"
"XBB.1.5.16"	0.00098835	-0.02044	0.02241	13	"Ontario"
"XBB.1.5.15"	0.00081537	-0.00567	0.0073	150	"Canada"
"XBB.1.5.15"	0.00012297	-0.00854	0.00879	79	"Ontario"
"DV.1.1"	0.00004753	-0.01602	0.01611	23	"Ontario"
