"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"
"XBB.1.5.14"	0.03346803	0.00831	0.05863	14	"Canada"
"CH.1.1.10"	0.03276969	0.00439	0.06115	11	"Canada"
"FD.1.1"	0.0327654	0.00954	0.05599	22	"New Brunswick"
"XBB.1.5.15.1*"	0.0327654	0.00954	0.05599	22	"New Brunswick"
"XBB.1.5.1"	0.03236062	0.02496	0.03976	162	"Canada"
"XBB.2.3"	0.03233078	0.00776	0.0569	14	"Ontario"
"XBB.1.9.2*"	0.03214005	0.02283	0.04145	101	"Canada"
"XBB.1.5.12"	0.03154187	0.02194	0.04114	94	"Canada"
"XBB.1.5.15*"	0.03066578	0.0251	0.03623	338	"Quebec"
"XBB.1.9.2*"	0.02994795	0.01582	0.04408	41	"Ontario"
"XBB.1.9.2"	0.02958198	0.01701	0.04215	53	"Canada"
"XBB.1.5.3"	0.0294713	0.01433	0.04461	36	"Canada"
"XBB.1.5.1"	0.02933039	0.02103	0.03763	120	"Ontario"
"XBB.1.19.1"	0.02874884	0.00188	0.05562	11	"Ontario"
"XBB.1.9*"	0.02805943	0.02095	0.03517	187	"Quebec"
"CH.1.1.10"	0.02732043	0.00071	0.05393	11	"Ontario"
"XBB.1.9.2"	0.02702252	0.01121	0.04283	31	"Ontario"
"XBB.1.9.1"	0.02630736	0.01844	0.03417	145	"Quebec"
"XBB.1.5.17"	0.02622026	0.00586	0.04658	28	"Alberta"
"XBB.1.5.17*"	0.02622026	0.00586	0.04658	28	"Alberta"
"XBB.1.5.3"	0.02612228	0.01091	0.04133	33	"Ontario"
"XBB.1.19*"	0.02590384	0.00071	0.0511	12	"Ontario"
"XBB.1.9*"	0.02462497	0.02076	0.02849	550	"Canada"
"CH.1.1*"	0.02391183	0.00331	0.04451	20	"Nova Scotia"
"XBB.1.5.32"	0.02390131	0.00755	0.04025	42	"Alberta"
"XBB.1.9.1"	0.02385085	0.0196	0.0281	445	"Canada"
"XBB.1.9.1"	0.02315389	0.01687	0.02944	192	"Ontario"
"XBB.1.9*"	0.02300836	0.01732	0.0287	236	"Ontario"
"XBB.1.5.15*"	0.02252487	0.00334	0.04171	28	"New Brunswick"
"XBB.1.5.15*"	0.02133341	-0.00209	0.04475	19	"Alberta"
"BM*"	0.02060175	0.00126	0.03995	21	"Nova Scotia"
"XBB.1.5.15*"	0.02041307	0.01658	0.02425	520	"Canada"
"XBB.1.9*"	0.01986413	0.00841	0.03132	82	"Alberta"
"XBB.1.5.20"	0.01916308	0.01209	0.02624	147	"Ontario"
"XBB.1.5.20"	0.01845621	0.01222	0.02469	183	"Canada"
"XBB.1.5.18"	0.0182803	-0.00802	0.04458	14	"Alberta"
"XBB.2*"	0.01822464	-0.00335	0.0398	16	"Quebec"
"XBB.1.5.31"	0.0177021	0.00601	0.0294	77	"Alberta"
"XBB.1.9*"	0.01729895	-0.02119	0.05579	14	"British Columbia"
"XBB.1.9.1"	0.01700466	0.00538	0.02863	75	"Alberta"
"XBB.1.5.36"	0.01528672	0.00301	0.02756	45	"Canada"
"BQ.1.1.45"	0.01395026	-0.00374	0.03164	20	"Ontario"
"XBB.1.5.23"	0.0126689	-0.00011	0.02545	38	"Ontario"
"XBB.1.17.1"	0.01164328	-0.01332	0.03661	11	"Quebec"
"XBB.1.5.17*"	0.01149508	0.00398	0.01901	110	"Ontario"
"XBB.1.5.17"	0.01133831	0.0038	0.01888	109	"Ontario"
"DV.1.1"	0.01112451	0.00553	0.01672	210	"Canada"
"XBB.1.5.23"	0.01078895	-0.00086	0.02244	47	"Canada"
"XBB.1.22*"	0.01069151	-0.00608	0.02746	24	"Quebec"
"XBB.1.5.2"	0.01020901	0.00333	0.01709	136	"Canada"
"DV.1.1"	0.01003739	0.00374	0.01634	180	"Quebec"
"XBB.1.5.17"	0.00994717	0.00424	0.01566	198	"Canada"
"BQ.1.1.45"	0.00984251	-0.00419	0.02387	32	"Canada"
"XBB.1.5.17*"	0.00967664	0.004	0.01535	200	"Canada"
"XBB.1.5.15"	0.00922647	-0.00296	0.02141	45	"Quebec"
"XBB.1.5.5"	0.00901396	-0.00162	0.01965	59	"Quebec"
"BQ.1.1.63"	0.00859393	-0.01592	0.03311	11	"Quebec"
"XBB.1.22*"	0.00847787	-0.00173	0.01869	60	"Canada"
"XBB.1.22"	0.0082476	-0.00864	0.02514	23	"Quebec"
"XBB.1.5.4"	0.00787008	-0.00235	0.01809	60	"Canada"
"XBB.1.5.13"	0.00655256	-0.00398	0.01709	52	"Ontario"
"DV*"	0.00624757	0.00028	0.01221	191	"Quebec"
"BQ.1.1.8"	0.00620836	-0.01379	0.0262	21	"New Brunswick"
"BA.2.75*"	0.00605812	-0.00928	0.0214	24	"Nova Scotia"
"XBB.1.5.16"	0.00599516	-0.01111	0.0231	21	"Canada"
"XBB.1.5.5"	0.00550662	-0.00386	0.01487	70	"Canada"
"XBB.1.22"	0.0053668	-0.0056	0.01633	51	"Canada"
"XBB.1.5.4"	0.00531529	-0.0057	0.01634	47	"Ontario"
"XBB.1.5.13*"	0.00528188	-0.00489	0.01546	55	"Ontario"
"DR.2"	0.00459788	-0.01437	0.02357	15	"Ontario"
"XBB.1.5.7"	0.00458537	-0.00572	0.01489	60	"Quebec"
"XBB.1.5.7*"	0.00458537	-0.00572	0.01489	60	"Quebec"
"ED.2"	0.00429476	-0.00483	0.01342	67	"Ontario"
"XBB.1.5.17"	0.00409192	-0.00752	0.01571	47	"Quebec"
"XBB.1.5.39"	0.00393423	-0.0029	0.01077	141	"Quebec"
"XBB.1.5.15*"	0.00368768	-0.00358	0.01096	107	"Ontario"
"XBB.1.5.16*"	0.00336879	-0.01488	0.02162	17	"Ontario"
"XBB.1.5.2"	0.00322591	-0.00845	0.01491	58	"Alberta"
"XBB.1.5.16"	0.00321432	-0.0172	0.02362	14	"Ontario"
"XBB.1.5.17*"	0.00257055	-0.00884	0.01398	48	"Quebec"
"XBB.1.5.24"	0.00219311	-0.00832	0.0127	55	"Canada"
"XBB.1.5.16*"	0.00144449	-0.00747	0.01036	74	"Canada"
"XBB.1.5.13"	0.00133991	-0.00503	0.00771	145	"Canada"
"XBB.1.5.12"	0.00121425	-0.01848	0.02091	19	"Alberta"
"XBB.1.5.15"	0.00108717	-0.00505	0.00722	157	"Canada"
"DV*"	0.00069308	-0.0038	0.00518	296	"Canada"
"FG.2"	0.00056748	-0.01005	0.01118	51	"Canada"
