"Date"	"Lineage"	"Frequency"	"% Frequency"
2023-08-21	"BA.2.86.1"	0	"0%"
2023-08-21	"DV.7.1"	8	"1%"
2023-08-21	"EG.5.1"	71	"5%"
2023-08-21	"EG.5.1.1"	177	"13%"
2023-08-21	"EG.5.1.3"	32	"2%"
2023-08-21	"EG.5.1.4"	26	"2%"
2023-08-21	"EG.5.1.6"	21	"2%"
2023-08-21	"EG.5.1.8"	0	"0%"
2023-08-21	"EG.6.1"	85	"6%"
2023-08-21	"EG.7"	3	"0%"
2023-08-21	"FL.1.5.1"	63	"5%"
2023-08-21	"FL.1.5.2"	0	"0%"
2023-08-21	"FL.15"	4	"0%"
2023-08-21	"FL.20"	46	"3%"
2023-08-21	"FU.1"	10	"1%"
2023-08-21	"FU.2.1"	30	"2%"
2023-08-21	"GA.4.1"	0	"0%"
2023-08-21	"GE.1"	12	"1%"
2023-08-21	"GJ.1.2"	26	"2%"
2023-08-21	"GK.1"	2	"0%"
2023-08-21	"GK.1.1"	7	"1%"
2023-08-21	"GK.2"	11	"1%"
2023-08-21	"GK.3.1"	0	"0%"
2023-08-21	"GS.4.1"	1	"0%"
2023-08-21	"HF.1"	5	"0%"
2023-08-21	"HK.1"	0	"0%"
2023-08-21	"HK.3"	7	"1%"
2023-08-21	"HK.3.2"	0	"0%"
2023-08-21	"HK.6"	2	"0%"
2023-08-21	"HR.1"	6	"0%"
2023-08-21	"HV.1"	18	"1%"
2023-08-21	"JD.1.1"	2	"0%"
2023-08-21	"JD.1.1.1"	0	"0%"
2023-08-21	"JF.1"	5	"0%"
2023-08-21	"JG.3"	2	"0%"
2023-08-21	"JN.1"	0	"0%"
2023-08-21	"JN.2"	0	"0%"
2023-08-21	"other lineages"	380	"28%"
2023-08-21	"XBB.1.16"	50	"4%"
2023-08-21	"XBB.1.16.1"	15	"1%"
2023-08-21	"XBB.1.16.11"	35	"3%"
2023-08-21	"XBB.1.16.15"	6	"0%"
2023-08-21	"XBB.1.16.17"	1	"0%"
2023-08-21	"XBB.1.16.6"	88	"6%"
2023-08-21	"XBB.1.16.8"	5	"0%"
2023-08-21	"XBB.1.16.9"	7	"1%"
2023-08-21	"XBB.1.5"	36	"3%"
2023-08-21	"XBB.1.5.72"	27	"2%"
2023-08-21	"XBB.1.9.2"	11	"1%"
2023-08-21	"XBB.2.3"	13	"1%"
2023-08-21	"XCH.1"	3	"0%"
2023-08-28	"BA.2.86.1"	0	"0%"
2023-08-28	"DV.7.1"	25	"2%"
2023-08-28	"EG.5.1"	97	"7%"
2023-08-28	"EG.5.1.1"	215	"15%"
2023-08-28	"EG.5.1.3"	64	"4%"
2023-08-28	"EG.5.1.4"	70	"5%"
2023-08-28	"EG.5.1.6"	44	"3%"
2023-08-28	"EG.5.1.8"	0	"0%"
2023-08-28	"EG.6.1"	69	"5%"
2023-08-28	"EG.7"	2	"0%"
2023-08-28	"FL.1.5.1"	80	"5%"
2023-08-28	"FL.1.5.2"	0	"0%"
2023-08-28	"FL.15"	2	"0%"
2023-08-28	"FL.20"	40	"3%"
2023-08-28	"FU.1"	14	"1%"
2023-08-28	"FU.2.1"	29	"2%"
2023-08-28	"GA.4.1"	0	"0%"
2023-08-28	"GE.1"	10	"1%"
2023-08-28	"GJ.1.2"	59	"4%"
2023-08-28	"GK.1"	0	"0%"
2023-08-28	"GK.1.1"	17	"1%"
2023-08-28	"GK.2"	15	"1%"
2023-08-28	"GK.3.1"	2	"0%"
2023-08-28	"GS.4.1"	2	"0%"
2023-08-28	"HF.1"	2	"0%"
2023-08-28	"HK.1"	0	"0%"
2023-08-28	"HK.3"	13	"1%"
2023-08-28	"HK.3.2"	0	"0%"
2023-08-28	"HK.6"	1	"0%"
2023-08-28	"HR.1"	3	"0%"
2023-08-28	"HV.1"	35	"2%"
2023-08-28	"JD.1.1"	1	"0%"
2023-08-28	"JD.1.1.1"	1	"0%"
2023-08-28	"JF.1"	18	"1%"
2023-08-28	"JG.3"	0	"0%"
2023-08-28	"JN.1"	0	"0%"
2023-08-28	"JN.2"	1	"0%"
2023-08-28	"other lineages"	286	"19%"
2023-08-28	"XBB.1.16"	40	"3%"
2023-08-28	"XBB.1.16.1"	26	"2%"
2023-08-28	"XBB.1.16.11"	18	"1%"
2023-08-28	"XBB.1.16.15"	9	"1%"
2023-08-28	"XBB.1.16.17"	1	"0%"
2023-08-28	"XBB.1.16.6"	70	"5%"
2023-08-28	"XBB.1.16.8"	4	"0%"
2023-08-28	"XBB.1.16.9"	32	"2%"
2023-08-28	"XBB.1.5"	18	"1%"
2023-08-28	"XBB.1.5.72"	14	"1%"
2023-08-28	"XBB.1.9.2"	18	"1%"
2023-08-28	"XBB.2.3"	10	"1%"
2023-08-28	"XCH.1"	1	"0%"
2023-09-04	"BA.2.86.1"	0	"0%"
2023-09-04	"DV.7.1"	40	"2%"
2023-09-04	"EG.5.1"	111	"6%"
2023-09-04	"EG.5.1.1"	265	"15%"
2023-09-04	"EG.5.1.3"	87	"5%"
2023-09-04	"EG.5.1.4"	82	"5%"
2023-09-04	"EG.5.1.6"	75	"4%"
2023-09-04	"EG.5.1.8"	2	"0%"
2023-09-04	"EG.6.1"	77	"4%"
2023-09-04	"EG.7"	12	"1%"
2023-09-04	"FL.1.5.1"	100	"6%"
2023-09-04	"FL.1.5.2"	1	"0%"
2023-09-04	"FL.15"	8	"0%"
2023-09-04	"FL.20"	40	"2%"
2023-09-04	"FU.1"	10	"1%"
2023-09-04	"FU.2.1"	19	"1%"
2023-09-04	"GA.4.1"	2	"0%"
2023-09-04	"GE.1"	14	"1%"
2023-09-04	"GJ.1.2"	60	"3%"
2023-09-04	"GK.1"	4	"0%"
2023-09-04	"GK.1.1"	12	"1%"
2023-09-04	"GK.2"	25	"1%"
2023-09-04	"GK.3.1"	4	"0%"
2023-09-04	"GS.4.1"	2	"0%"
2023-09-04	"HF.1"	10	"1%"
2023-09-04	"HK.1"	1	"0%"
2023-09-04	"HK.3"	21	"1%"
2023-09-04	"HK.3.2"	1	"0%"
2023-09-04	"HK.6"	0	"0%"
2023-09-04	"HR.1"	6	"0%"
2023-09-04	"HV.1"	84	"5%"
2023-09-04	"JD.1.1"	5	"0%"
2023-09-04	"JD.1.1.1"	0	"0%"
2023-09-04	"JF.1"	21	"1%"
2023-09-04	"JG.3"	3	"0%"
2023-09-04	"JN.1"	0	"0%"
2023-09-04	"JN.2"	1	"0%"
2023-09-04	"other lineages"	321	"18%"
2023-09-04	"XBB.1.16"	50	"3%"
2023-09-04	"XBB.1.16.1"	17	"1%"
2023-09-04	"XBB.1.16.11"	34	"2%"
2023-09-04	"XBB.1.16.15"	4	"0%"
2023-09-04	"XBB.1.16.17"	4	"0%"
2023-09-04	"XBB.1.16.6"	67	"4%"
2023-09-04	"XBB.1.16.8"	25	"1%"
2023-09-04	"XBB.1.16.9"	9	"1%"
2023-09-04	"XBB.1.5"	16	"1%"
2023-09-04	"XBB.1.5.72"	6	"0%"
2023-09-04	"XBB.1.9.2"	15	"1%"
2023-09-04	"XBB.2.3"	10	"1%"
2023-09-04	"XCH.1"	1	"0%"
2023-09-11	"BA.2.86.1"	0	"0%"
2023-09-11	"DV.7.1"	29	"1%"
2023-09-11	"EG.5.1"	143	"7%"
2023-09-11	"EG.5.1.1"	312	"15%"
2023-09-11	"EG.5.1.3"	102	"5%"
2023-09-11	"EG.5.1.4"	70	"3%"
2023-09-11	"EG.5.1.6"	44	"2%"
2023-09-11	"EG.5.1.8"	2	"0%"
2023-09-11	"EG.6.1"	70	"3%"
2023-09-11	"EG.7"	18	"1%"
2023-09-11	"FL.1.5.1"	163	"8%"
2023-09-11	"FL.1.5.2"	5	"0%"
2023-09-11	"FL.15"	12	"1%"
2023-09-11	"FL.20"	8	"0%"
