"Date"	"Lineage"	"Frequency"	"% Frequency"
2021-12-27	"BA.5.1"	7	"19%"
2021-12-27	"BA.5.1.7"	1	"3%"
2021-12-27	"BA.5.2"	5	"14%"
2021-12-27	"BA.5.2.1"	7	"19%"
2021-12-27	"BA.5.5"	1	"3%"
2021-12-27	"BA.5.6"	1	"3%"
2021-12-27	"BF.10"	1	"3%"
2021-12-27	"BF.7"	0	"0%"
2021-12-27	"BQ.1"	0	"0%"
2021-12-27	"BQ.1.1"	0	"0%"
2021-12-27	"BQ.1.1.40"	0	"0%"
2021-12-27	"BQ.1.2.3"	0	"0%"
2021-12-27	"other lineages"	13	"36%"
2022-04-11	"BA.5.1"	0	"0%"
2022-04-11	"BA.5.1.7"	0	"0%"
2022-04-11	"BA.5.2"	0	"0%"
2022-04-11	"BA.5.2.1"	0	"0%"
2022-04-11	"BA.5.5"	0	"0%"
2022-04-11	"BA.5.6"	0	"0%"
2022-04-11	"BF.10"	0	"0%"
2022-04-11	"BF.7"	0	"0%"
2022-04-11	"BQ.1"	0	"0%"
2022-04-11	"BQ.1.1"	0	"0%"
2022-04-11	"BQ.1.1.40"	0	"0%"
2022-04-11	"BQ.1.2.3"	0	"0%"
2022-04-11	"other lineages"	2	"100%"
2022-04-25	"BA.5.1"	0	"0%"
2022-04-25	"BA.5.1.7"	0	"0%"
2022-04-25	"BA.5.2"	0	"0%"
2022-04-25	"BA.5.2.1"	2	"67%"
2022-04-25	"BA.5.5"	0	"0%"
2022-04-25	"BA.5.6"	0	"0%"
2022-04-25	"BF.10"	0	"0%"
2022-04-25	"BF.7"	0	"0%"
2022-04-25	"BQ.1"	0	"0%"
2022-04-25	"BQ.1.1"	0	"0%"
2022-04-25	"BQ.1.1.40"	0	"0%"
2022-04-25	"BQ.1.2.3"	0	"0%"
2022-04-25	"other lineages"	1	"33%"
2022-05-02	"BA.5.1"	1	"33%"
2022-05-02	"BA.5.1.7"	0	"0%"
2022-05-02	"BA.5.2"	0	"0%"
2022-05-02	"BA.5.2.1"	0	"0%"
2022-05-02	"BA.5.5"	0	"0%"
2022-05-02	"BA.5.6"	0	"0%"
2022-05-02	"BF.10"	0	"0%"
2022-05-02	"BF.7"	0	"0%"
2022-05-02	"BQ.1"	0	"0%"
2022-05-02	"BQ.1.1"	0	"0%"
2022-05-02	"BQ.1.1.40"	0	"0%"
2022-05-02	"BQ.1.2.3"	0	"0%"
2022-05-02	"other lineages"	2	"67%"
2022-05-09	"BA.5.1"	1	"8%"
2022-05-09	"BA.5.1.7"	1	"8%"
2022-05-09	"BA.5.2"	0	"0%"
2022-05-09	"BA.5.2.1"	1	"8%"
2022-05-09	"BA.5.5"	0	"0%"
2022-05-09	"BA.5.6"	0	"0%"
2022-05-09	"BF.10"	0	"0%"
2022-05-09	"BF.7"	0	"0%"
2022-05-09	"BQ.1"	0	"0%"
2022-05-09	"BQ.1.1"	0	"0%"
2022-05-09	"BQ.1.1.40"	0	"0%"
2022-05-09	"BQ.1.2.3"	0	"0%"
2022-05-09	"other lineages"	9	"75%"
2022-05-16	"BA.5.1"	11	"28%"
2022-05-16	"BA.5.1.7"	7	"18%"
2022-05-16	"BA.5.2"	0	"0%"
2022-05-16	"BA.5.2.1"	8	"20%"
2022-05-16	"BA.5.5"	3	"8%"
2022-05-16	"BA.5.6"	0	"0%"
2022-05-16	"BF.10"	0	"0%"
2022-05-16	"BF.7"	0	"0%"
2022-05-16	"BQ.1"	0	"0%"
2022-05-16	"BQ.1.1"	0	"0%"
2022-05-16	"BQ.1.1.40"	0	"0%"
2022-05-16	"BQ.1.2.3"	0	"0%"
2022-05-16	"other lineages"	11	"28%"
2022-05-23	"BA.5.1"	24	"25%"
2022-05-23	"BA.5.1.7"	0	"0%"
2022-05-23	"BA.5.2"	2	"2%"
2022-05-23	"BA.5.2.1"	14	"15%"
2022-05-23	"BA.5.5"	10	"10%"
2022-05-23	"BA.5.6"	0	"0%"
2022-05-23	"BF.10"	2	"2%"
2022-05-23	"BF.7"	0	"0%"
2022-05-23	"BQ.1"	0	"0%"
2022-05-23	"BQ.1.1"	0	"0%"
2022-05-23	"BQ.1.1.40"	0	"0%"
2022-05-23	"BQ.1.2.3"	0	"0%"
2022-05-23	"other lineages"	44	"46%"
2022-05-30	"BA.5.1"	57	"26%"
