"Date"	"Lineage"	"Frequency"	"% Frequency"
2021-10-25	"BA.1"	0	"0%"
2021-10-25	"BA.1.1"	1	"50%"
2021-10-25	"BA.1.1.10"	0	"0%"
2021-10-25	"BA.1.1.16"	0	"0%"
2021-10-25	"BA.1.1.18"	0	"0%"
2021-10-25	"BA.1.1.6"	0	"0%"
2021-10-25	"BA.1.15"	1	"50%"
2021-10-25	"BA.1.17"	0	"0%"
2021-10-25	"BA.1.17.2"	0	"0%"
2021-10-25	"BA.1.18"	0	"0%"
2021-10-25	"BA.1.20"	0	"0%"
2021-10-25	"BA.1.3"	0	"0%"
2021-10-25	"other lineages"	0	"0%"
2021-11-15	"BA.1"	0	"0%"
2021-11-15	"BA.1.1"	0	"0%"
2021-11-15	"BA.1.1.10"	0	"0%"
2021-11-15	"BA.1.1.16"	0	"0%"
2021-11-15	"BA.1.1.18"	0	"0%"
2021-11-15	"BA.1.1.6"	0	"0%"
2021-11-15	"BA.1.15"	2	"100%"
2021-11-15	"BA.1.17"	0	"0%"
2021-11-15	"BA.1.17.2"	0	"0%"
2021-11-15	"BA.1.18"	0	"0%"
2021-11-15	"BA.1.20"	0	"0%"
2021-11-15	"BA.1.3"	0	"0%"
2021-11-15	"other lineages"	0	"0%"
2021-11-22	"BA.1"	8	"29%"
2021-11-22	"BA.1.1"	10	"36%"
2021-11-22	"BA.1.1.10"	0	"0%"
2021-11-22	"BA.1.1.16"	0	"0%"
2021-11-22	"BA.1.1.18"	0	"0%"
2021-11-22	"BA.1.1.6"	0	"0%"
2021-11-22	"BA.1.15"	3	"11%"
2021-11-22	"BA.1.17"	2	"7%"
2021-11-22	"BA.1.17.2"	2	"7%"
2021-11-22	"BA.1.18"	0	"0%"
2021-11-22	"BA.1.20"	0	"0%"
2021-11-22	"BA.1.3"	0	"0%"
2021-11-22	"other lineages"	3	"11%"
2021-11-29	"BA.1"	11	"11%"
2021-11-29	"BA.1.1"	28	"29%"
2021-11-29	"BA.1.1.10"	0	"0%"
2021-11-29	"BA.1.1.16"	0	"0%"
2021-11-29	"BA.1.1.18"	0	"0%"
2021-11-29	"BA.1.1.6"	1	"1%"
2021-11-29	"BA.1.15"	11	"11%"
2021-11-29	"BA.1.17"	5	"5%"
2021-11-29	"BA.1.17.2"	12	"12%"
2021-11-29	"BA.1.18"	0	"0%"
2021-11-29	"BA.1.20"	0	"0%"
2021-11-29	"BA.1.3"	1	"1%"
2021-11-29	"other lineages"	29	"30%"
2021-12-06	"BA.1"	126	"11%"
2021-12-06	"BA.1.1"	370	"33%"
2021-12-06	"BA.1.1.10"	4	"0%"
2021-12-06	"BA.1.1.16"	0	"0%"
2021-12-06	"BA.1.1.18"	0	"0%"
2021-12-06	"BA.1.1.6"	17	"1%"
2021-12-06	"BA.1.15"	48	"4%"
2021-12-06	"BA.1.17"	80	"7%"
2021-12-06	"BA.1.17.2"	395	"35%"
2021-12-06	"BA.1.18"	6	"1%"
2021-12-06	"BA.1.20"	49	"4%"
2021-12-06	"BA.1.3"	0	"0%"
2021-12-06	"other lineages"	42	"4%"
2021-12-13	"BA.1"	993	"23%"
2021-12-13	"BA.1.1"	872	"20%"
2021-12-13	"BA.1.1.10"	20	"0%"
2021-12-13	"BA.1.1.16"	163	"4%"
2021-12-13	"BA.1.1.18"	7	"0%"
2021-12-13	"BA.1.1.6"	35	"1%"
2021-12-13	"BA.1.15"	379	"9%"
2021-12-13	"BA.1.17"	103	"2%"
2021-12-13	"BA.1.17.2"	1133	"27%"
2021-12-13	"BA.1.18"	15	"0%"
2021-12-13	"BA.1.20"	426	"10%"
2021-12-13	"BA.1.3"	20	"0%"
2021-12-13	"other lineages"	104	"2%"
2021-12-20	"BA.1"	1686	"25%"
2021-12-20	"BA.1.1"	1508	"22%"
2021-12-20	"BA.1.1.10"	138	"2%"
2021-12-20	"BA.1.1.16"	161	"2%"
2021-12-20	"BA.1.1.18"	26	"0%"
2021-12-20	"BA.1.1.6"	77	"1%"
2021-12-20	"BA.1.15"	775	"12%"
2021-12-20	"BA.1.17"	88	"1%"
2021-12-20	"BA.1.17.2"	1321	"20%"
2021-12-20	"BA.1.18"	191	"3%"
2021-12-20	"BA.1.20"	434	"6%"
2021-12-20	"BA.1.3"	58	"1%"
2021-12-20	"other lineages"	254	"4%"
2021-12-27	"BA.1"	1535	"22%"
2021-12-27	"BA.1.1"	2095	"30%"
2021-12-27	"BA.1.1.10"	126	"2%"
2021-12-27	"BA.1.1.16"	176	"2%"
2021-12-27	"BA.1.1.18"	60	"1%"
2021-12-27	"BA.1.1.6"	61	"1%"
2021-12-27	"BA.1.15"	857	"12%"
2021-12-27	"BA.1.17"	138	"2%"
2021-12-27	"BA.1.17.2"	1060	"15%"
