"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"
"XBB.1.17.1"	0.01161564	-0.01581	0.03904	13	"Canada"
"XBB.1.5.2"	0.01064513	-0.00792	0.02921	37	"Alberta"
"DV.1.1"	0.00991778	-0.01334	0.03317	17	"Ontario"
"XBB.1.5.36"	0.00961627	-0.01672	0.03595	18	"Quebec"
"XBB.1.5.16"	0.00909705	-0.01961	0.0378	11	"Ontario"
"DV.1.1"	0.00898212	-0.0006	0.01857	109	"Canada"
"XBB.1.5.15"	0.00898158	-0.00047	0.01843	112	"Canada"
"XBB.1.5.4"	0.00837273	-0.00765	0.0244	38	"Canada"
"EF.1.1*"	0.00723385	-0.00364	0.0181	82	"Canada"
"XBB.1.5.4"	0.00721119	-0.00966	0.02409	31	"Ontario"
"CH.1.1.1"	0.00663989	-0.02494	0.03822	11	"Alberta"
"EF.1.1*"	0.00646	-0.00437	0.01729	75	"Ontario"
"XBB.1.5.24"	0.00611854	-0.01053	0.02277	34	"Canada"
"CH.1.1.2"	0.00602363	-0.01039	0.02244	32	"Ontario"
"XBB.1.5.16"	0.00543565	-0.02049	0.03136	14	"Canada"
"XBB.1.17*"	0.00461658	-0.02096	0.03019	14	"Canada"
"XBB.1.5.31"	0.00295619	-0.00459	0.01051	162	"Canada"
"XBB.1.5.15"	0.00268623	-0.01785	0.02322	27	"Quebec"
"XBB.1.5.20"	0.00261938	-0.00803	0.01327	72	"Ontario"
"BA.2.75*"	0.00245053	-0.02975	0.03465	17	"Newfoundland and Labrador"
"BQ.1.9"	0.00208957	-0.01342	0.0176	37	"Canada"
"DV*"	0.00195215	-0.00875	0.01265	101	"Quebec"
"XBF"	0.00184581	-0.00766	0.01135	90	"Ontario"
"XBB.1.5.24"	0.0017268	-0.01441	0.01786	31	"Ontario"
"XBB.1.22*"	0.00166734	-0.01363	0.01696	38	"Canada"
"XBB.1.5.32"	0.00164951	-0.02406	0.02736	15	"Alberta"
"XBB.1.5.20"	0.00148971	-0.00821	0.01119	94	"Canada"
"XBB.1.5.7"	0.00122391	-0.0176	0.02005	32	"Quebec"
"XBB.1.5.39"	0.00045128	-0.02614	0.02704	14	"Alberta"
"DT.2"	0.00025962	-0.03017	0.03069	12	"Quebec"
