Canada	Newfoundland and Labrador	Prince Edward Island	Nova Scotia	New Brunswick	Quebec	Ontario	Manitoba	Saskatchewan	Alberta	British Columbia	Yukon	Northwest Territories	Nunavut
"39,858,480"	"533,710"	"176,113"	"1,047,232"	"831,618"	"8,831,257"	"15,500,632"	"1,444,190"	"1,221,439"	"4,703,772"	"5,437,722"	"44,412"	"45,668"	"40,715"
