"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"	"Highlight"	"reference"
"JN.1.20"	0.09354035	0.07393	0.11315	22	"Canada"	0	"HV.1*"
"JN.1"	0.09335765	0.06736	0.11936	179	"Nova Scotia"	0	"HV.1*"
"JN.1.1"	0.09308074	0.05381	0.13235	19	"New Brunswick"	0	"HV.1*"
"JN.1.1*"	0.09308074	0.05381	0.13235	19	"New Brunswick"	0	"HV.1"
"JN.1.4*"	0.09249042	0.0814	0.10358	351	"British Columbia"	0	"HV.1"
"JN.1.4"	0.09219845	0.08111	0.10328	347	"British Columbia"	0	"HV.1*"
"JN.1.2"	0.09193828	0.04597	0.13791	13	"Newfoundland and Labrador"	0	"HV.1*"
"JN.1.8.1"	0.09049856	0.07461	0.10638	88	"Alberta"	0	"HV.1*"
"JN.1.8*"	0.09046248	0.07559	0.10533	108	"Alberta"	0	"HV.1"
"JN.1.8*"	0.08957273	0.07634	0.10281	154	"British Columbia"	0	"HV.1"
"JN.1.6"	0.08947048	0.07319	0.10575	42	"Canada"	0	"HV.1*"
"XDP"	0.08926971	0.0709	0.10764	56	"Alberta"	0	"HV.1*"
"JN.1.8.1"	0.0891329	0.07581	0.10245	148	"British Columbia"	0	"HV.1*"
"JN.1.4*"	0.08802853	0.08166	0.09439	1044	"Ontario"	0	"HV.1"
"JN.1.4"	0.08790847	0.08154	0.09427	1036	"Ontario"	0	"HV.1*"
"JN*"	0.08779138	0.0812	0.09438	2733	"British Columbia"	0	"HV.1"
"BA.2.86*"	0.08779138	0.0812	0.09438	2733	"British Columbia"	0	"HV.1"
"JN.1.6*"	0.08778499	0.07189	0.10368	43	"Canada"	0	"HV.1"
"JN.1.9"	0.08759426	NA	NA	26	"British Columbia"	0	"HV.1*"
"JN.1.9*"	0.08759426	NA	NA	26	"British Columbia"	0	"HV.1"
"JN.1.22"	0.08722172	0.08159	0.09286	768	"Canada"	0	"HV.1*"
"JN.1.9*"	0.0869296	0.06628	0.10758	34	"Alberta"	0	"HV.1"
"JN.1.6"	0.08451059	NA	NA	25	"British Columbia"	0	"HV.1*"
"JN.1.6*"	0.08451059	NA	NA	25	"British Columbia"	0	"HV.1"
"JN.1.4*"	0.08383076	0.07972	0.08795	2067	"Canada"	0	"HV.1"
"JN.1"	0.0836824	0.07893	0.08843	2847	"Ontario"	0	"HV.1*"
"JN.1*"	0.08354393	0.05822	0.10886	119	"Newfoundland and Labrador"	0	"HV.1"
"JN.1.4"	0.08354229	0.07943	0.08766	2039	"Canada"	0	"HV.1*"
"JN.1.5"	0.08305358	0.05965	0.10645	26	"British Columbia"	0	"HV.1*"
"JN*"	0.08286207	0.05764	0.10808	127	"Newfoundland and Labrador"	0	"HV.1"
"BA.2.86*"	0.08286207	0.05764	0.10808	127	"Newfoundland and Labrador"	0	"HV.1"
"JN.1*"	0.08282553	0.07867	0.08698	5623	"Ontario"	0	"HV.1"
"JN.1.22"	0.08166703	0.06254	0.1008	35	"Alberta"	0	"HV.1*"
"JN.1.8*"	0.08107208	0.06832	0.09383	77	"Ontario"	0	"HV.1"
"XDD"	0.08096239	0.06667	0.09526	41	"Canada"	0	"HV.1*"
"JN.1.4*"	0.08093931	0.07058	0.09129	247	"Alberta"	0	"HV.1"
"JN.1"	0.08076884	0.07772	0.08382	6455	"Canada"	0	"HV.1*"
"JN.1.8"	0.08067019	0.07039	0.09095	100	"Canada"	0	"HV.1*"
"XDD*"	0.08020934	NA	NA	19	"Alberta"	0	"HV.1"
"JN.2.5"	0.08010924	0.07417	0.08605	508	"Canada"	0	"HV.1*"
"JN.1.4"	0.08000784	0.06968	0.09034	234	"Alberta"	0	"HV.1*"
"JN.1*"	0.0796088	0.07694	0.08228	12297	"Canada"	0	"HV.1"
"JN*"	0.07939414	0.07539	0.0834	5996	"Ontario"	0	"HV.1"
"BA.2.86*"	0.07936765	0.07537	0.08337	6007	"Ontario"	0	"HV.1"
"HK.19"	0.0792312	NA	NA	13	"British Columbia"	0	"HV.1*"
"XDD*"	0.07825857	0.06451	0.092	43	"Canada"	0	"HV.1"
"JN.1.9"	0.07810454	0.0458	0.11041	31	"Alberta"	0	"HV.1*"
"JN.2.5"	0.07727226	0.0678	0.08674	343	"British Columbia"	0	"HV.1*"
"JN.1.9*"	0.07648378	0.06819	0.08478	165	"Canada"	0	"HV.1"
"JN.1.9"	0.07584496	0.06751	0.08418	161	"Canada"	0	"HV.1*"
"JN.1.3"	0.0757898	0.05727	0.09431	22	"Canada"	0	"HV.1*"
"JN*"	0.07556898	0.07303	0.07811	13396	"Canada"	0	"HV.1"
"BA.2.86*"	0.07556163	0.07302	0.0781	13413	"Canada"	0	"HV.1"
"JN.1.22"	0.07496691	0.05822	0.09172	267	"Quebec"	0	"HV.1*"
"JN.1.22"	0.07493801	0.06001	0.08987	71	"British Columbia"	0	"HV.1*"
"JN.1.1*"	0.07483626	0.06388	0.08579	200	"British Columbia"	0	"HV.1"
"JN.1.1*"	0.07480673	0.03299	0.11662	16	"Nova Scotia"	0	"HV.1"
"JN.1.1"	0.07451837	0.06353	0.08551	197	"British Columbia"	0	"HV.1*"
"JN.1*"	0.07396162	0.05701	0.09092	351	"Nova Scotia"	0	"HV.1"
"JN.1.8"	0.07392924	0.05282	0.09504	20	"Alberta"	0	"HV.1*"
"KP*"	0.07392106	0.05917	0.08867	70	"Ontario"	0	"HV.1"
"JN.1.11*"	0.07392106	0.05917	0.08867	70	"Ontario"	0	"HV.1"
"JN.2*"	0.07308209	0.06422	0.08195	390	"British Columbia"	0	"HV.1"
"JN.1.9*"	0.07305348	0.06174	0.08437	99	"Ontario"	0	"HV.1"
"JN.1.9"	0.07262316	0.06131	0.08394	98	"Ontario"	0	"HV.1*"
"JN.1*"	0.07256569	0.06681	0.07832	2348	"Alberta"	0	"HV.1"
"JN.1.1"	0.07183906	0.03003	0.11364	15	"Nova Scotia"	0	"HV.1*"
"JN.1.2"	0.07121739	0.06458	0.07785	545	"Ontario"	0	"HV.1*"
"JN.1.15"	0.07051697	0.04735	0.09368	12	"Canada"	0	"HV.1*"
"JN.1.4*"	0.07025566	0.05342	0.08709	157	"Quebec"	0	"HV.1"
"JN.1.4"	0.07001528	0.05315	0.08688	155	"Quebec"	0	"HV.1*"
"JN.1"	0.06962595	0.06368	0.07557	1559	"Alberta"	0	"HV.1*"
"JN.2.5"	0.06922748	0.05859	0.07986	117	"Ontario"	0	"HV.1*"
"HR.1.1"	0.06910801	0.01825	0.11997	14	"Nova Scotia"	0	"HV.1*"
"BA.2.86*"	0.06898909	0.05323	0.08475	367	"Nova Scotia"	0	"HV.1"
"JN*"	0.06890333	0.05315	0.08465	366	"Nova Scotia"	0	"HV.1"
"JN.1.19"	0.06741214	0.05062	0.0842	33	"Ontario"	0	"HV.1*"
"JN*"	0.06568229	0.0604	0.07097	2534	"Alberta"	0	"HV.1"
"BA.2.86*"	0.06568229	0.0604	0.07097	2534	"Alberta"	0	"HV.1"
"JN.1*"	0.06561003	0.05263	0.07859	810	"Quebec"	0	"HV.1"
"JN.1.8"	0.06520677	0.05107	0.07935	46	"Ontario"	0	"HV.1*"
"BA.2.86*"	0.06514091	0.05213	0.07815	827	"Quebec"	0	"HV.1"
"JN*"	0.06512402	0.05211	0.07814	826	"Quebec"	0	"HV.1"
"JN.1.1*"	0.06488817	0.05857	0.0712	473	"Ontario"	0	"HV.1"
"JN.1.1"	0.06486818	0.05853	0.0712	468	"Ontario"	0	"HV.1*"
"JN.1.1*"	0.06469092	0.06047	0.06891	1023	"Canada"	0	"HV.1"
"JN.1.1"	0.06446504	0.06023	0.0687	1006	"Canada"	0	"HV.1*"
"JN.1"	0.06413729	0.04964	0.07863	250	"Quebec"	0	"HV.1*"
"JG.3.2"	0.06347289	0.0434	0.08355	41	"New Brunswick"	0	"HV.1*"
"JN.1.4"	0.06220553	0.03672	0.08769	40	"Newfoundland and Labrador"	0	"HV.1*"
"JN.1.4*"	0.06220553	0.03672	0.08769	40	"Newfoundland and Labrador"	0	"HV.1"
"JN.1.2"	0.06210062	0.04942	0.07478	85	"British Columbia"	0	"HV.1*"
"JN.1.10"	0.06198399	0.03996	0.08401	13	"Canada"	0	"HV.1*"
"JN.1.2"	0.06180957	0.0572	0.06641	771	"Canada"	0	"HV.1*"
"JN.1.1*"	0.05946161	0.05035	0.06857	207	"Alberta"	0	"HV.1"
"JF.1.1.2"	0.0592315	0.03581	0.08265	16	"Ontario"	0	"HV.1*"
"JN.1.1"	0.05894039	0.04975	0.06813	200	"Alberta"	0	"HV.1*"
"JN.1.1"	0.05814248	0.03848	0.07781	77	"Quebec"	0	"HV.1*"
"JN.1.1*"	0.05814248	0.03848	0.07781	77	"Quebec"	0	"HV.1"
"BA.2.86.1"	0.05691022	0.04608	0.06774	90	"Ontario"	0	"HV.1*"
"JN.1.22"	0.0563029	0.03173	0.08088	36	"Nova Scotia"	0	"HV.1*"
"JG.3.2"	0.05543653	0.04613	0.06474	144	"Alberta"	0	"HV.1*"
"JN.1.19"	0.05521527	0.04351	0.06693	55	"Canada"	0	"HV.1*"
"JN.2*"	0.05504326	0.0509	0.05918	824	"Canada"	0	"HV.1"
"EG.5.1.4"	0.05388228	0.04044	0.06733	55	"British Columbia"	0	"HV.1*"
"JJ*"	0.05388228	0.04044	0.06733	55	"British Columbia"	0	"HV.1"
"KR*"	0.05343115	NA	NA	11	"Canada"	0	"HV.1"
"JN.1.2"	0.05211456	0.0367	0.06753	30	"Alberta"	0	"HV.1*"
"JN.1.2"	0.05129003	0.02463	0.07795	18	"Quebec"	0	"HV.1*"
"JN.1.2"	0.05061772	0.02334	0.0779	18	"Nova Scotia"	0	"HV.1*"
"JG.3.2"	0.04859039	0.03557	0.06162	64	"British Columbia"	0	"HV.1*"
"EG.5.1.8"	0.04825339	0.03265	0.06385	40	"Ontario"	0	"HV.1*"
"KB*"	0.04825339	0.03265	0.06385	40	"Ontario"	0	"HV.1"
"XDD"	0.04652713	0.0186	0.07445	11	"Ontario"	0	"HV.1*"
"XDD*"	0.04652713	0.0186	0.07445	11	"Ontario"	0	"HV.1"
"BA.2.86.1"	0.04637274	0.02143	0.07132	16	"New Brunswick"	0	"HV.1*"
"EG.5.1.16"	0.04572835	0.01831	0.07315	12	"Ontario"	0	"HV.1*"
"JN.2*"	0.04497101	0.03766	0.05228	241	"Ontario"	0	"HV.1"
"JN.13*"	0.04407352	0.01864	0.0695	12	"Ontario"	0	"HV.1"
"KC.1"	0.043759	0.0344	0.05312	154	"Ontario"	0	"HV.1*"
"KC*"	0.043759	0.0344	0.05312	154	"Ontario"	0	"HV.1"
"JG.3*"	0.04354763	0.02908	0.05801	87	"New Brunswick"	0	"HV.1"
"BA.2.86.1"	0.04226901	0.0357	0.04884	202	"Canada"	0	"HV.1*"
"JN.9"	0.04216137	0.01867	0.06566	13	"Canada"	0	"HV.1*"
"JN.3"	0.04176131	0.01491	0.06861	13	"Ontario"	0	"HV.1*"
"JN.2*"	0.04122165	0.01256	0.06989	11	"Quebec"	0	"HV.1"
"HK.26"	0.04116604	0.02598	0.05635	46	"Ontario"	0	"HV.1*"
"JG*"	0.04072234	0.0267	0.05474	89	"New Brunswick"	0	"HV.1"
"JN.3*"	0.04032372	0.01504	0.06561	15	"Ontario"	0	"HV.1"
"KL.1.1"	0.04012147	0.02636	0.05388	57	"Ontario"	0	"HV.1*"
"JN.3"	0.03914765	0.02052	0.05777	22	"Canada"	0	"HV.1*"
"JN.2"	0.038641	0.02406	0.05322	47	"British Columbia"	0	"HV.1*"
"GK.2.1"	0.03853039	0.01601	0.06105	15	"Canada"	0	"HV.1*"
"JN.3*"	0.03774222	0.01972	0.05577	24	"Canada"	0	"HV.1"
"JG.3*"	0.03736812	0.03042	0.04432	254	"Alberta"	0	"HV.1"
"HK.13"	0.03717057	0.01668	0.05766	20	"British Columbia"	0	"HV.1*"
"FY.5.1.1"	0.03629196	0.01421	0.05837	16	"Canada"	0	"HV.1*"
"KH*"	0.03582154	0.02138	0.05026	39	"Canada"	0	"HV.1"
"JG.3.1"	0.03538358	0.01478	0.05599	16	"Alberta"	0	"HV.1*"
"JG.3.2"	0.03493703	0.03138	0.03849	1018	"Canada"	0	"HV.1*"
"JG*"	0.03406909	0.02739	0.04074	271	"Alberta"	0	"HV.1"
"JN.1.19"	0.03331528	0.00921	0.05742	14	"British Columbia"	0	"HV.1*"
"JD.1.1.1"	0.03318341	0.01275	0.05362	21	"British Columbia"	0	"HV.1*"
"EG.5.1.8"	0.03282637	0.01934	0.04631	47	"Canada"	0	"HV.1*"
"JG.3.2"	0.03194878	0.0136	0.0503	51	"Nova Scotia"	0	"HV.1*"
"HK.3.4"	0.03176478	0.00676	0.05677	17	"Ontario"	0	"HV.1*"
"BA.2.86.1"	0.03155529	0.02021	0.0429	66	"British Columbia"	0	"HV.1*"
"JG.3*"	0.03103766	0.02146	0.04062	130	"British Columbia"	0	"HV.1"
"JG.3.2"	0.03100914	0.02583	0.03619	692	"Ontario"	0	"HV.1*"
"KL.1*"	0.03066206	0.02318	0.03814	249	"Ontario"	0	"HV.1"
"JG.3"	0.03062367	0.01098	0.05027	43	"New Brunswick"	0	"HV.1*"
"HK.3"	0.03051827	0.01629	0.04475	116	"New Brunswick"	0	"HV.1*"
"FY*"	0.02995752	0.01444	0.04548	36	"Canada"	0	"HV.1"
"JN.2*"	0.02965436	0.02187	0.03744	156	"Alberta"	0	"HV.1"
"JG.3*"	0.0288399	0.02572	0.03196	1530	"Canada"	0	"HV.1"
"JF.1.1*"	0.02875548	0.00937	0.04814	30	"Ontario"	0	"HV.1"
"KL.1.1"	0.02871499	0.01633	0.0411	60	"Canada"	0	"HV.1*"
"JN.13*"	0.02819106	0.0036	0.05279	14	"Canada"	0	"HV.1"
"JG*"	0.02798323	0.01864	0.03733	137	"British Columbia"	0	"HV.1"
"KC.1"	0.02797059	0.02024	0.0357	174	"Canada"	0	"HV.1*"
"KC*"	0.02761698	0.01989	0.03534	175	"Canada"	0	"HV.1"
"KL.1"	0.02705479	0.0188	0.03531	192	"Ontario"	0	"HV.1*"
"JG*"	0.02693476	0.02387	0.03	1594	"Canada"	0	"HV.1"
"HK.3*"	0.02689134	0.01308	0.04071	128	"New Brunswick"	0	"HV.1"
"FL.1.5*"	0.02684784	0	0.0551	11	"Nova Scotia"	0	"HV.1"
"JG.3*"	0.02657238	0.02186	0.03128	927	"Ontario"	0	"HV.1"
"JE.1*"	0.02602618	0.01239	0.03966	50	"Canada"	0	"HV.1"
"XBB.1.5*"	0.02589488	0	0.0586	17	"Newfoundland and Labrador"	0	"HV.1"
"HR.1.1"	0.02545673	0.0072	0.04371	28	"Canada"	0	"HV.1*"
"HV.1.1"	0.02535702	0.01122	0.0395	49	"British Columbia"	0	"HV.1*"
"FY*"	0.02535205	0.00613	0.04457	20	"Alberta"	0	"HV.1"
"JG*"	0.02533586	0.02068	0.02999	956	"Ontario"	0	"HV.1"
"BA.2.86.1"	0.02523662	0.00631	0.04416	21	"Alberta"	0	"HV.1*"
"FY.5*"	0.02522907	0.00761	0.04285	30	"Canada"	0	"HV.1"
"GW.5*"	0.0250356	0	0.05728	11	"Ontario"	0	"HV.1"
"FL.1.5*"	0.02477942	0.01677	0.03279	233	"Ontario"	0	"HV.1"
"JG.3"	0.02471346	0.0162	0.03323	179	"Ontario"	0	"HV.1*"
"HK.13*"	0.02465365	0.00816	0.04115	34	"British Columbia"	0	"HV.1"
"GJ*"	0.02394497	0.00533	0.04256	26	"British Columbia"	0	"HV.1"
"GJ.1.2*"	0.02394497	0.00533	0.04256	26	"British Columbia"	0	"HV.1"
"JE.1*"	0.02394497	0.00533	0.04256	26	"British Columbia"	0	"HV.1"
"KH*"	0.02394497	0.00533	0.04256	26	"British Columbia"	0	"HV.1"
"JD.1.1.3"	0.02350839	0.00692	0.04009	35	"Canada"	0	"HV.1*"
"KL*"	0.02279572	0.01584	0.02975	316	"Ontario"	0	"HV.1"
"HK.3.1"	0.0227822	0.00182	0.04374	22	"Canada"	0	"HV.1*"
"HV.1.5"	0.02259391	0.00979	0.0354	76	"Ontario"	0	"HV.1*"
"HK.26"	0.02244361	0.01123	0.03366	81	"Canada"	0	"HV.1*"
"JG.3*"	0.02241882	0.00706	0.03778	80	"Nova Scotia"	0	"HV.1"
"HV.1.3"	0.02235755	0	0.04865	14	"Canada"	0	"HV.1*"
"KB*"	0.02224729	0.01157	0.03292	87	"Canada"	0	"HV.1"
"KL.1*"	0.02191924	0.01533	0.02851	257	"Canada"	0	"HV.1"
"HK.3.2"	0.02188519	0.00409	0.03968	39	"Ontario"	0	"HV.1*"
"HK*"	0.0218291	0.0092	0.03446	179	"New Brunswick"	0	"HV.1"
"HV.1.6*"	0.02144128	0.00196	0.04093	25	"British Columbia"	0	"HV.1"
"JE.1.1.1"	0.02129244	0.00367	0.03891	32	"Canada"	0	"HV.1*"
"GK*"	0.02121241	0	0.0487	12	"Quebec"	0	"HV.1"
"JN.2"	0.02007849	0.01391	0.02624	312	"Canada"	0	"HV.1*"
"HV.1.6*"	0.01998996	0.01323	0.02674	349	"Ontario"	0	"HV.1"
"JD.1.1*"	0.01981412	0	0.05473	16	"Newfoundland and Labrador"	0	"HV.1"
"JD.1*"	0.01981412	0	0.05473	16	"Newfoundland and Labrador"	0	"HV.1"
"FL*"	0.01968854	0	0.04302	15	"Nova Scotia"	0	"HV.1"
"GJ.1.2*"	0.01944335	0.00601	0.03288	57	"Canada"	0	"HV.1"
"KL.1"	0.019418	0.01193	0.02691	197	"Canada"	0	"HV.1*"
"JG.3"	0.01914911	0.01386	0.02444	427	"Canada"	0	"HV.1*"
"JD.1.1"	0.01883322	0	0.04402	30	"New Brunswick"	0	"HV.1*"
"FL*"	0.01874156	0.01112	0.02637	274	"Ontario"	0	"HV.1"
"JN.2"	0.01862363	0.00779	0.02946	120	"Ontario"	0	"HV.1*"
"JD.1.1.8"	0.01851228	0.00006	0.03696	38	"Ontario"	0	"HV.1*"
"KK*"	0.01851228	0.00006	0.03696	38	"Ontario"	0	"HV.1"
"JG*"	0.01825551	0.00354	0.03297	85	"Nova Scotia"	0	"HV.1"
"FY.5*"	0.01803956	0	0.04259	14	"Alberta"	0	"HV.1"
"JG.3*"	0.01795346	0	0.04061	17	"Quebec"	0	"HV.1"
"HK.27.1*"	0.01792885	0	0.04551	11	"Alberta"	0	"HV.1"
"JD.1.1.1"	0.01703665	0.00139	0.03268	39	"Alberta"	0	"HV.1*"
"EG.5.1.1"	0.01687167	0	0.04608	19	"New Brunswick"	0	"HV.1*"
"HV.1.1"	0.01680817	0.00907	0.02454	192	"Canada"	0	"HV.1*"
"JE.1.1.1"	0.01662663	0	0.03703	23	"British Columbia"	0	"HV.1*"
"GJ*"	0.0164996	0.00328	0.02972	62	"Canada"	0	"HV.1"
"KL*"	0.01608158	0	0.03929	18	"British Columbia"	0	"HV.1"
"XBB.2.3*"	0.01600626	0	0.03378	31	"British Columbia"	0	"HV.1"
"HK*"	0.01561414	0	0.051	23	"Newfoundland and Labrador"	0	"HV.1"
"HK.13*"	0.01530119	0	0.03446	24	"Alberta"	0	"HV.1"
"JG*"	0.01514308	0	0.03761	18	"Quebec"	0	"HV.1"
"HV.1.2"	0.0147876	0	0.04816	12	"Ontario"	0	"HV.1*"
"HK.3.7"	0.01465911	0	0.04285	17	"Ontario"	0	"HV.1*"
"HV.1.1"	0.0146188	0.00006	0.02918	47	"Alberta"	0	"HV.1*"
"HK.13"	0.01461369	0	0.03428	23	"Alberta"	0	"HV.1*"
"JD.1.1*"	0.01454967	0	0.03931	32	"New Brunswick"	0	"HV.1"
"JD.1*"	0.01454967	0	0.03931	32	"New Brunswick"	0	"HV.1"
"KB.1"	0.01446888	0	0.03453	22	"Alberta"	0	"HV.1*"
"XCH"	0.01429944	0	0.03812	24	"Ontario"	0	"HV.1*"
"GW.5*"	0.01420099	0	0.0423	14	"Canada"	0	"HV.1"
"FY.5*"	0.01404525	0	0.04903	11	"Ontario"	0	"HV.1"
"FY*"	0.01404525	0	0.04903	11	"Ontario"	0	"HV.1"
"HK.27.1"	0.01393534	0	0.0405	27	"New Brunswick"	0	"HV.1*"
"HK.27.1*"	0.01393534	0	0.0405	27	"New Brunswick"	0	"HV.1"
"GK.1.8"	0.01361025	0	0.03371	34	"Ontario"	0	"HV.1*"
"GK.1.8*"	0.01361025	0	0.03371	34	"Ontario"	0	"HV.1"
"KL*"	0.01301579	0.00695	0.01909	349	"Canada"	0	"HV.1"
"XCH.1"	0.01298562	0	0.03207	27	"Alberta"	0	"HV.1*"
"JD.1.1"	0.01284537	0	0.02874	38	"Alberta"	0	"HV.1*"
"KK*"	0.01272742	0	0.02611	65	"Canada"	0	"HV.1"
"HV.1.5"	0.01257296	0.00259	0.02255	119	"Canada"	0	"HV.1*"
"HK.3.7"	0.01252346	0	0.03761	18	"Canada"	0	"HV.1*"
"XCH.1"	0.01227876	0	0.02948	39	"Canada"	0	"HV.1*"
"XBB.1.16"	0.0122516	0	0.03042	35	"Canada"	0	"HV.1*"
"JD.1.1"	0.01196724	0.00284	0.0211	193	"Ontario"	0	"HV.1*"
"HK.3*"	0.0117112	0	0.0515	15	"Newfoundland and Labrador"	0	"HV.1"
"GK.1.1"	0.01146449	0	0.04167	11	"British Columbia"	0	"HV.1*"
"XCH*"	0.01139514	0	0.03045	28	"Alberta"	0	"HV.1"
"KK*"	0.01121707	0	0.03452	18	"Alberta"	0	"HV.1"
"JF.1.1*"	0.0111452	0	0.02588	55	"Canada"	0	"HV.1"
"HV.1.2"	0.01096482	0	0.02842	39	"Canada"	0	"HV.1*"
"XCH*"	0.01072523	0	0.03228	31	"Ontario"	0	"HV.1"
"XCH*"	0.01041682	0	0.02405	65	"Canada"	0	"HV.1"
"JG.3"	0.01029131	0	0.0309	29	"Nova Scotia"	0	"HV.1*"
"HK.3.2*"	0.01027711	0	0.03962	13	"Quebec"	0	"HV.1"
"JG.3"	0.01025573	0	0.02399	61	"British Columbia"	0	"HV.1*"
"HV.1.6*"	0.01018649	0.00438	0.016	403	"Canada"	0	"HV.1"
"JD.1.1.8"	0.00979469	0	0.0247	55	"Canada"	0	"HV.1*"
"EG.5.1.6"	0.00975403	0	0.02673	37	"Alberta"	0	"HV.1*"
"GK.1.8"	0.00939025	0	0.02637	42	"Canada"	0	"HV.1*"
"KB*"	0.00929631	0	0.02929	25	"Alberta"	0	"HV.1"
"XBB.1.5*"	0.00913811	0	0.02733	69	"New Brunswick"	0	"HV.1"
"JD.1.1*"	0.00898839	0.00308	0.0149	573	"Ontario"	0	"HV.1"
"JD.1*"	0.00897831	0.00307	0.01488	574	"Ontario"	0	"HV.1"
"GK.2*"	0.00889446	0	0.04367	15	"New Brunswick"	0	"HV.1"
"JN.2"	0.00879123	0	0.01908	119	"Alberta"	0	"HV.1*"
"FU*"	0.0087607	0	0.03547	17	"Canada"	0	"HV.1"
"JG.3"	0.00852698	0	0.03667	14	"Quebec"	0	"HV.1*"
"HK.13*"	0.0084935	0	0.01861	123	"Canada"	0	"HV.1"
"FL.1.5*"	0.00843683	0.0022	0.01467	351	"Canada"	0	"HV.1"
"GK.1.8*"	0.00842863	0	0.02518	44	"Canada"	0	"HV.1"
"GK.1*"	0.00836926	0	0.03799	12	"British Columbia"	0	"HV.1"
"GK.1.1*"	0.00836926	0	0.03799	12	"British Columbia"	0	"HV.1"
"JJ*"	0.00796536	0.00054	0.01539	229	"Canada"	0	"HV.1"
"EG.5.1.4"	0.0078108	0.00036	0.01526	228	"Canada"	0	"HV.1*"
"JD.1.1*"	0.00769333	0	0.01809	113	"Alberta"	0	"HV.1"
"JD.1*"	0.00769333	0	0.01809	113	"Alberta"	0	"HV.1"
