"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"
"BQ.1.9"	11.058216	7.609	14.507	26	"Canada"
"BQ.1.9"	10.710683	7.171	14.25	26	"Ontario"
"XBB.1.5"	10.433838	9.345	11.523	1934	"Quebec"
"XBB.1*"	9.827505	8.836	10.819	2046	"Quebec"
"XBB*"	9.348672	8.423	10.274	2059	"Quebec"
"BQ.1.1.8"	8.890222	2.724	15.057	19	"Manitoba"
"BQ.1.1"	8.695526	4.69	12.701	114	"Manitoba"
"CH.1.1.1"	8.14028	6.353	9.928	75	"Quebec"
"XBB.1.5"	7.881616	7.542	8.221	5672	"Canada"
"XBB.1.5"	7.585458	6.673	8.498	483	"Alberta"
"XBF"	7.573321	5.439	9.708	31	"Quebec"
"BQ.1.1.13"	7.305713	4.277	10.335	30	"New Brunswick"
"XBB.1.5"	7.180257	6.748	7.613	2867	"Ontario"
"CH.1.1*"	7.129186	5.924	8.334	187	"Quebec"
"XBB.1*"	6.983018	6.69	7.276	6162	"Canada"
"BA.2*"	6.861116	6.237	7.485	2347	"Quebec"
"XBB.1"	6.745529	5.475	8.016	111	"Quebec"
"BM*"	6.690531	5.574	7.807	197	"Quebec"
"XBB*"	6.658894	6.38	6.938	6246	"Canada"
"BQ.1.12"	6.530756	2.652	10.41	12	"New Brunswick"
"BQ.1.15"	6.355963	5.018	7.694	86	"Quebec"
"CH.1.1"	6.304269	4.782	7.827	59	"Quebec"
"XBB.1*"	6.239558	5.865	6.614	3131	"Ontario"
"BA.2*"	6.239132	2.765	9.713	33	"Newfoundland and Labrador"
"XBB.1*"	6.232874	5.53	6.936	576	"Alberta"
"CH.1.1.2"	6.227489	4.716	7.739	53	"Quebec"
"CH.1.1.1"	6.002342	5.046	6.959	104	"Canada"
"XBB*"	5.921697	5.564	6.28	3176	"Ontario"
"XBB*"	5.860383	5.204	6.517	600	"Alberta"
"XBB.1.5"	5.701832	2.264	9.139	25	"Newfoundland and Labrador"
"XBB*"	5.701832	2.264	9.139	25	"Newfoundland and Labrador"
"XBB.1*"	5.701832	2.264	9.139	25	"Newfoundland and Labrador"
"BM*"	5.573476	2.574	8.573	18	"New Brunswick"
"BQ.1.25"	5.538427	3.377	7.7	19	"Alberta"
"BQ.1.1.9"	5.344788	3.465	7.224	22	"Canada"
"BQ.1.1.9"	4.991971	3.083	6.901	22	"Ontario"
"BQ.1.1.10"	4.949941	3.334	6.566	25	"Quebec"
"BM.1.1.1"	4.930646	3.052	6.809	20	"Canada"
"CH.1.1.2"	4.840992	3.811	5.871	67	"Canada"
"BQ.1.1.13"	4.839882	3.049	6.631	19	"Quebec"
"BA.2*"	4.785594	3.368	6.203	139	"New Brunswick"
"BA.5.3.1"	4.678277	2.646	6.711	18	"Quebec"
"BW.1*"	4.409171	2.57	6.248	74	"New Brunswick"
"BA.2.75*"	4.373021	3.632	5.114	259	"Quebec"
"BA.5.2.13"	4.335813	1.902	6.77	14	"Alberta"
"BW.1.1"	4.312541	2.465	6.161	72	"New Brunswick"
"CH.1.1*"	4.286508	3.88	4.693	576	"Canada"
"BQ.1.1.13"	4.263275	3.032	5.494	47	"Ontario"
"BQ.1.1.3"	4.263081	2.144	6.382	53	"New Brunswick"
"CJ*"	4.234016	3.016	5.452	43	"Canada"
"BA.2*"	4.224695	4.036	4.413	7958	"Canada"
"BQ.1.15"	4.192394	3.395	4.989	103	"Canada"
"CH.1.1.1"	4.041983	2.31	5.774	22	"Ontario"
"BM*"	3.990426	3.612	4.369	644	"Canada"
"CQ.2"	3.977348	1.776	6.179	12	"Canada"
"XBF"	3.974598	3.303	4.647	148	"Canada"
"BQ.1.1.13"	3.953366	3.251	4.655	133	"Canada"
"BQ.1.10"	3.944723	2.5	5.39	32	"Alberta"
"CH.1.1*"	3.915638	0.878	6.954	11	"New Brunswick"
"BA.2.75*"	3.908271	1.79	6.027	28	"New Brunswick"
"CH.1.1"	3.795972	3.351	4.241	405	"Canada"
"BQ.1.1.15"	3.783492	2.209	5.358	26	"Quebec"
"BQ.1.3"	3.780434	2.468	5.093	40	"Alberta"
"CH.1.1.2"	3.751477	NA	NA	13	"Ontario"
"XBB.1.5"	3.723641	1.957	5.491	71	"Nova Scotia"
"XBB*"	3.723641	1.957	5.491	71	"Nova Scotia"
"XBB.1*"	3.723641	1.957	5.491	71	"Nova Scotia"
"CH.1.1*"	3.68939	3.154	4.224	327	"Ontario"
"CJ.1"	3.627581	2.061	5.194	23	"Canada"
"CH.1.1"	3.584451	3.033	4.136	292	"Ontario"
"BA.2*"	3.560858	3.311	3.811	4258	"Ontario"
"BE.4*"	3.553225	1.642	5.464	15	"Canada"
"XBF"	3.532849	2.272	4.794	39	"Ontario"
"BQ.1.10*"	3.418958	2.145	4.693	37	"Alberta"
"CK.1"	3.416817	1.682	5.151	18	"Quebec"
"CL.1"	3.318085	1.208	5.428	12	"Canada"
"BN.1"	3.300681	1.192	5.41	12	"Quebec"
"BQ.1.1.5"	3.296245	1.68	4.912	56	"New Brunswick"
"BM*"	3.295033	2.802	3.788	371	"Ontario"
"BQ.1.1.2"	3.255375	2.134	4.376	49	"Ontario"
"XBB.1"	3.234783	2.385	4.085	93	"Alberta"
