"Date"	"Lineage"	"Frequency"	"% Frequency"
2022-11-21	" other lineages"	679	"29%"
2022-11-21	"BA.4.6"	66	"3%"
2022-11-21	"BA.5.1"	68	"3%"
2022-11-21	"BA.5.2"	103	"4%"
2022-11-21	"BA.5.2.1"	141	"6%"
2022-11-21	"BA.5.2.13"	52	"2%"
2022-11-21	"BF.7"	125	"5%"
2022-11-21	"BQ.1"	197	"8%"
2022-11-21	"BQ.1.1"	440	"19%"
2022-11-21	"BQ.1.1.1"	30	"1%"
2022-11-21	"BQ.1.1.18"	15	"1%"
2022-11-21	"BQ.1.1.3"	9	"0%"
2022-11-21	"BQ.1.1.4"	46	"2%"
2022-11-21	"BQ.1.1.5"	12	"1%"
2022-11-21	"BQ.1.1.7"	23	"1%"
2022-11-21	"BQ.1.10.1"	36	"2%"
2022-11-21	"BQ.1.12"	64	"3%"
2022-11-21	"BQ.1.13"	23	"1%"
2022-11-21	"BQ.1.14"	18	"1%"
2022-11-21	"BQ.1.2"	112	"5%"
2022-11-21	"BQ.1.25"	4	"0%"
2022-11-21	"BQ.1.3"	12	"1%"
2022-11-21	"BQ.1.5"	36	"2%"
2022-11-21	"CH.1.1"	9	"0%"
2022-11-21	"XBB.1"	4	"0%"
2022-11-21	"XBB.1.5"	2	"0%"
2022-11-28	" other lineages"	518	"25%"
2022-11-28	"BA.4.6"	53	"3%"
2022-11-28	"BA.5.1"	45	"2%"
2022-11-28	"BA.5.2"	69	"3%"
2022-11-28	"BA.5.2.1"	102	"5%"
2022-11-28	"BA.5.2.13"	31	"2%"
2022-11-28	"BF.7"	113	"6%"
2022-11-28	"BQ.1"	190	"9%"
2022-11-28	"BQ.1.1"	507	"25%"
2022-11-28	"BQ.1.1.1"	30	"1%"
2022-11-28	"BQ.1.1.18"	17	"1%"
2022-11-28	"BQ.1.1.3"	17	"1%"
2022-11-28	"BQ.1.1.4"	41	"2%"
2022-11-28	"BQ.1.1.5"	19	"1%"
2022-11-28	"BQ.1.1.7"	6	"0%"
2022-11-28	"BQ.1.10.1"	14	"1%"
