"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"	"Highlight"	"lineType"	"reference"
"MC.1*"	0.03139411	0.02134	0.04145	74	"Quebec"	0	"dashed"	"KP.3*"
"MC.1"	0.03107185	0.02101	0.04113	73	"Quebec"	0	"dashed"	"KP.3.1.1"
"NL.3"	0.03016297	0.00436	0.05597	13	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEL"	0.02984799	0.01572	0.04397	44	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.1"	0.02980373	0.02304	0.03656	204	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.1"	0.02979746	0.02733	0.03227	1468	"Canada"	0	"dashed"	"KP.3.1.1"
"XEC.2"	0.02963371	0.00348	0.05579	11	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.1*"	0.02960546	0.02716	0.03205	1496	"Canada"	0	"dashed"	"KP.3*"
"KP.2.5"	0.02954614	0	0.06059	11	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.13.1"	0.02906067	0.01955	0.03857	95	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.1*"	0.02884927	0.0222	0.0355	206	"British Columbia"	0	"dashed"	"KP.3*"
"MC.11"	0.02880183	0.00724	0.05036	16	"Nova Scotia"	0	"dashed"	"KP.3.1.1"
"MC.11*"	0.02880183	0.00724	0.05036	16	"Nova Scotia"	0	"dashed"	"KP.3*"
"XEC.2"	0.02817348	0.02091	0.03544	141	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.1"	0.02776646	0.02329	0.03224	457	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.14"	0.02750856	0.01571	0.03931	60	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.11"	0.02743341	0.01297	0.0419	36	"New Brunswick"	0	"dashed"	"KP.3.1.1"
"MC.11*"	0.02743341	0.01297	0.0419	36	"New Brunswick"	0	"dashed"	"KP.3*"
"MC.1*"	0.02731785	0.02288	0.03176	459	"Alberta"	0	"dashed"	"KP.3*"
"MC.10.1"	0.02695362	0.00538	0.04853	13	"Quebec"	0	"dashed"	"KP.3.1.1"
"MC.1*"	0.02676437	0.02251	0.03102	516	"Ontario"	0	"dashed"	"KP.3*"
"MC.1"	0.02673259	0.02241	0.03105	496	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.8*"	0.02663474	0.01695	0.03632	88	"Ontario"	0	"dashed"	"KP.3*"
"MC.10.1"	0.02626696	0.00983	0.04271	26	"New Brunswick"	0	"dashed"	"KP.3.1.1"
"XEC.2"	0.0258157	0.00202	0.04961	14	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.1.1"	0.02473175	0.00501	0.04445	20	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.8.1"	0.0247291	0.01546	0.034	80	"Canada"	0	"dashed"	"KP.3.1.1"
"XEC.2"	0.02464895	0.01571	0.03359	99	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.19"	0.02455948	0.00258	0.04654	14	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.4"	0.02442382	0.0091	0.03974	33	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.10.1"	0.02432135	0.0121	0.03654	52	"Ontario"	0	"dashed"	"KP.3.1.1"
"LF.7*"	0.02426819	0.0078	0.04074	25	"Alberta"	0	"dashed"	"KP.3*"
"JN.1.18.6"	0.02351626	0.00549	0.04155	20	"Canada"	0	"dashed"	"KP.3.1.1"
"NH.2"	0.02247152	0.00158	0.04336	15	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.10*"	0.02201436	0.0086	0.03543	39	"New Brunswick"	0	"dashed"	"KP.3*"
"MC.8*"	0.02183203	0.01515	0.02851	146	"Canada"	0	"dashed"	"KP.3*"
"LP.9"	0.02145566	0	0.04524	11	"Canada"	0	"dashed"	"KP.3.1.1"
"KP.3.3.1"	0.02082516	0.00759	0.03406	36	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.8"	0.02027477	0.00641	0.03414	37	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.14"	0.02019885	0.01135	0.02905	80	"Canada"	0	"dashed"	"KP.3.1.1"
"XEC.3"	0.01949377	0.0024	0.03658	20	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.1.1"	0.01942764	0.00475	0.03411	28	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.8"	0.01851407	0.00893	0.02809	66	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.16"	0.0183855	0	0.0388	15	"Nova Scotia"	0	"dashed"	"KP.3.1.1"
"MC.2"	0.01827224	0	0.03771	13	"Quebec"	0	"dashed"	"KP.3.1.1"
"MV.2"	0.01811869	0	0.03669	17	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.22"	0.0180186	0.00343	0.0326	28	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.2*"	0.01638197	0	0.03416	15	"Quebec"	0	"dashed"	"KP.3*"
"MC.13"	0.01638134	0.0089	0.02386	120	"British Columbia"	0	"dashed"	"KP.3.1.1"
"XEC.1"	0.01627987	0.00372	0.02884	37	"Canada"	0	"dashed"	"KP.3.1.1"
"KP.3.2.7"	0.01564082	0.00397	0.02731	42	"Canada"	0	"dashed"	"KP.3.1.1"
"XEL"	0.01535359	0.0056	0.02511	60	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.13*"	0.01524338	0.00796	0.02253	124	"British Columbia"	0	"dashed"	"KP.3*"
"MC.8*"	0.01501301	0	0.03424	17	"British Columbia"	0	"dashed"	"KP.3*"
"NH*"	0.01474408	0	0.03383	15	"Alberta"	0	"dashed"	"KP.3*"
"NH.2"	0.01474408	0	0.03383	15	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.13.1"	0.01444901	0.00854	0.02036	161	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.9"	0.01430337	0.00381	0.0248	63	"New Brunswick"	0	"dashed"	"KP.3.1.1"
"MC.10*"	0.0140907	0.00769	0.02049	140	"Alberta"	0	"dashed"	"KP.3*"
"MC.8.1"	0.01359243	0	0.03561	11	"Alberta"	0	"dashed"	"KP.3.1.1"
"MK.1"	0.01340571	0.00471	0.0221	83	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.9"	0.01335858	0	0.03159	16	"Alberta"	0	"dashed"	"KP.3.1.1"
"XEM"	0.01309449	0.00155	0.02464	41	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.10"	0.01290593	0	0.03432	13	"New Brunswick"	0	"dashed"	"KP.3.1.1"
"MC.10*"	0.01280278	0	0.02999	15	"Quebec"	0	"dashed"	"KP.3*"
"MC.19"	0.01256296	0.00343	0.02169	65	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.18"	0.01249793	0	0.02699	29	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.10*"	0.01249203	0.00923	0.01575	533	"Canada"	0	"dashed"	"KP.3*"
"LY*"	0.01230683	0.00024	0.02437	42	"Ontario"	0	"dashed"	"KP.3*"
"XEC.1"	0.0121603	0	0.0283	20	"Alberta"	0	"dashed"	"KP.3.1.1"
"NH*"	0.01208182	0	0.02674	25	"Canada"	0	"dashed"	"KP.3*"
"MC.1"	0.01196226	0	0.0339	12	"Newfoundland and Labrador"	0	"dashed"	"KP.3.1.1"
"MC.1*"	0.01196226	0	0.0339	12	"Newfoundland and Labrador"	0	"dashed"	"KP.3*"
"KP.3.1.6"	0.01192741	0	0.02651	28	"British Columbia"	0	"dashed"	"KP.3.1.1"
"NP*"	0.01160611	0.0054	0.01781	145	"Alberta"	0	"dashed"	"KP.3*"
"NP*"	0.01034225	0.00614	0.01454	304	"Canada"	0	"dashed"	"KP.3*"
"KP.3.2.7"	0.01023668	0	0.02208	42	"Ontario"	0	"dashed"	"KP.3.1.1"
"LF.7*"	0.01018589	0.00327	0.0171	109	"Canada"	0	"dashed"	"KP.3*"
"KP.3.2.9"	0.00988326	0	0.0205	46	"Canada"	0	"dashed"	"KP.3.1.1"
"KW.1.1*"	0.00981284	0	0.03113	11	"Alberta"	0	"dashed"	"KP.3*"
"MC.13"	0.00977534	0.00368	0.01587	141	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.6"	0.00969389	0.00294	0.01645	130	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MK.1"	0.00959277	0.0023	0.01688	97	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.16"	0.00954444	0	0.02266	34	"New Brunswick"	0	"dashed"	"KP.3.1.1"
"MC.13*"	0.008549	0.00281	0.01429	157	"Alberta"	0	"dashed"	"KP.3*"
"MK*"	0.00844676	0	0.02191	31	"British Columbia"	0	"dashed"	"KP.3*"
"MV.1"	0.00817574	0	0.02637	17	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.10*"	0.0081608	0.00312	0.0132	233	"Ontario"	0	"dashed"	"KP.3*"
"MU.1"	0.0081406	0	0.02812	12	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.3"	0.00749694	0	0.01896	43	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.11"	0.00741448	0	0.02665	15	"Newfoundland and Labrador"	0	"dashed"	"KP.3.1.1"
"MC.11*"	0.00741448	0	0.02665	15	"Newfoundland and Labrador"	0	"dashed"	"KP.3*"
"MC.13*"	0.00689571	0.00434	0.00945	803	"Canada"	0	"dashed"	"KP.3*"
"MG.2"	0.00681114	0	0.02896	11	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.19"	0.00673582	0	0.01866	39	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.10*"	0.00634298	0	0.01479	78	"British Columbia"	0	"dashed"	"KP.3*"
"MC.16"	0.00595612	0	0.01448	76	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.2"	0.00591247	0	0.01661	41	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.13*"	0.00574431	0.00192	0.00957	391	"Ontario"	0	"dashed"	"KP.3*"
"KP.1.1.3"	0.00573627	0	0.02842	11	"New Brunswick"	0	"dashed"	"KP.3.1.1"
"KP.3.3.2"	0.00551265	0.00109	0.00994	253	"Canada"	0	"dashed"	"KP.3.1.1"
"LB.1.4.3"	0.0054958	0	0.0252	15	"Canada"	0	"dashed"	"KP.3.1.1"
"LY*"	0.00534884	0	0.01417	62	"Canada"	0	"dashed"	"KP.3*"
"KP.4.2*"	0.00484845	0	0.02573	12	"Canada"	0	"dashed"	"KP.3*"
"MC.13"	0.0047731	0.00196	0.00759	636	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.8*"	0.00475866	0	0.02273	14	"Alberta"	0	"dashed"	"KP.3*"
"MC.4"	0.00416537	0	0.01286	63	"Canada"	0	"dashed"	"KP.3.1.1"
"KP.3.3.2"	0.00372416	0	0.01032	110	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.2*"	0.00370234	0	0.01342	48	"Alberta"	0	"dashed"	"KP.3*"
"MC.10"	0.00350781	0	0.00716	364	"Canada"	0	"dashed"	"KP.3.1.1"
"MV.1"	0.00305371	0	0.0146	35	"Canada"	0	"dashed"	"KP.3.1.1"
"LB.1.4.3"	0.00300391	0	0.02072	14	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.10"	0.00246846	0	0.01128	68	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.14"	0.00198988	0	0.02025	13	"Alberta"	0	"dashed"	"KP.3.1.1"
"LY.1"	0.00180385	0	0.01605	25	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.16"	0.0017375	0	0.01253	34	"Quebec"	0	"dashed"	"KP.3.1.1"
"LB.1.4*"	0.00161194	0	0.01655	23	"British Columbia"	0	"dashed"	"KP.3*"
"MU.1"	0.0013871	0	0.01921	16	"British Columbia"	0	"dashed"	"KP.3.1.1"
"LB.1.4"	0.00138615	0	0.01777	19	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.10"	0.00133294	0	0.0082	96	"Alberta"	0	"dashed"	"KP.3.1.1"
"LB.1.2.2"	0.00131759	0	0.00966	74	"Ontario"	0	"dashed"	"KP.3.1.1"
"KS.1.1"	0.00106384	0	0.03092	15	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.10"	0.0001985	0	0.00593	157	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.16"	0.00008768	0	0.00305	533	"Canada"	0	"dashed"	"KP.3.1.1"
