"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"
"FL.1.5"	0.06323007	0.04514	0.08132	19	"Canada"
"XBB.2.3.6"	0.06314516	0.04601	0.08028	21	"Canada"
"XBB.1.16.3"	0.0628689	0.04241	0.08333	18	"Quebec"
"XBL"	0.06245051	0.04796	0.07695	30	"Canada"
"XBB.1.16.8"	0.06202705	0.04379	0.08026	18	"Canada"
"FL.15"	0.06179102	0.04447	0.07911	22	"Ontario"
"CH.1.1.29"	0.06155638	0.03313	0.08998	21	"Newfoundland and Labrador"
"FL.1.5*"	0.06121676	0.04469	0.07775	27	"Quebec"
"XCF"	0.06001174	0.04151	0.07852	17	"Canada"
"XBB.1.5.77"	0.0597879	0.04352	0.07606	24	"Ontario"
"XBB.1.16*"	0.05969614	0.04493	0.07446	89	"Nova Scotia"
"EG*"	0.05957717	0.02091	0.09824	21	"Nova Scotia"
"FU*"	0.05919691	0.04267	0.07572	41	"British Columbia"
"FL.1*"	0.05785785	0.04986	0.06586	94	"Canada"
"XBB.1.9.2"	0.05780786	0.04376	0.07185	40	"Alberta"
"GJ*"	0.05776302	0.04358	0.07195	34	"Quebec"
"FU.2*"	0.05768393	0.03338	0.08199	11	"Quebec"
"FL*"	0.05758619	0.0404	0.07478	50	"Nova Scotia"
"GJ*"	0.05752896	0.04059	0.07447	20	"Ontario"
"XBB.1.16.9"	0.05747657	0.04245	0.0725	25	"Canada"
"XBB.1.5.28"	0.05696439	0.0443	0.06963	35	"Canada"
"XBB.1.42"	0.05685853	0.04429	0.06943	36	"Canada"
"XBB.1.9*"	0.05625205	0.04164	0.07087	71	"Nova Scotia"
"FU.2*"	0.05608601	0.042	0.07018	28	"Canada"
"FY.2"	0.05587105	0.03934	0.0724	20	"Canada"
"XBB.1.16.11"	0.05585881	0.03557	0.07614	13	"Canada"
"EG.5*"	0.05574199	0.04791	0.06357	105	"Ontario"
"XBB.1.19.1"	0.05553914	0.0474	0.06368	84	"Canada"
"XCF"	0.05537868	0.03441	0.07635	14	"Quebec"
"XBB.1.5.44"	0.05492744	0.04408	0.06578	49	"Ontario"
"FL.7"	0.054814	0.038	0.07163	19	"Canada"
"GN*"	0.05477377	0.04682	0.06272	85	"Canada"
"FU.1"	0.05442075	NA	NA	12	"Alberta"
"XBB.1.5.28"	0.05413883	0.03536	0.07292	17	"Quebec"
"XBB.1.5.44"	0.05411518	0.04406	0.06417	54	"Canada"
"XBB.1.16*"	0.05401718	0.01935	0.08869	11	"New Brunswick"
"FL.7"	0.05385817	0.03425	0.07347	14	"Ontario"
"FU.2"	0.05365577	0.03847	0.06884	23	"Canada"
"FE.1.1"	0.05325609	0.03947	0.06704	28	"Canada"
"XBB.1.5.73"	0.05323542	0.04521	0.06126	81	"Canada"
"XBB.1.5.10"	0.05323028	0.04203	0.06443	43	"Ontario"
"FL.15"	0.05274388	0.03299	0.0725	15	"Quebec"
"XBB.1.5.59"	0.05274045	0.03355	0.07193	14	"Canada"
"GS*"	0.05244619	0.04316	0.06173	63	"Canada"
"FU.1"	0.05238022	0.03942	0.06534	31	"Canada"
"GR.1"	0.05233165	0.03446	0.0702	16	"Canada"
"XBB.1.16*"	0.05212783	0.04553	0.05872	378	"Alberta"
"EG.6*"	0.05182439	0.04259	0.06106	63	"Canada"
"EG.6.1"	0.05180712	0.04251	0.06111	62	"Canada"
"XBB.1.5.10"	0.05175268	0.0432	0.06031	72	"Canada"
"EG.7"	0.0516044	0.0326	0.07061	14	"Canada"
"XBB.1.16"	0.05146375	0.04421	0.05872	269	"Alberta"
"XBB.2.3.11"	0.05141409	0.04161	0.06122	55	"Canada"
"CH.1.1.14"	0.0513296	0.03231	0.07035	14	"Canada"
"FL.1.5"	0.05129096	0.03389	0.0687	19	"Quebec"
"XBB.1.5.75"	0.05122474	0.02339	0.07906	13	"British Columbia"
"XBB.1.16.2"	0.05085746	0.03223	0.06949	30	"British Columbia"
"EG*"	0.05067298	0.04056	0.06079	75	"Alberta"
"XBB.2.3*"	0.05031932	0.04407	0.05657	159	"Ontario"
"GS*"	0.05031081	0.0272	0.07343	19	"British Columbia"
"EG.1"	0.05014086	0.03857	0.06171	39	"Ontario"
"XBB.1.16"	0.04997714	0.04574	0.05421	491	"Ontario"
"XBB.2*"	0.04978581	0.04359	0.05598	160	"Ontario"
"XBB.1.16.9"	0.04956203	0.03292	0.0662	20	"Quebec"
"EY.1"	0.04878634	0.03005	0.06752	29	"British Columbia"
"FE.1.1"	0.04858998	0.03275	0.06443	22	"Quebec"
"XBB.1.9.2"	0.04844635	0.02793	0.06896	24	"British Columbia"
"FL.2*"	0.04824207	0.04101	0.05548	99	"Canada"
"FL.2"	0.04819123	0.04046	0.05592	86	"Canada"
"EG.5.2"	0.04813553	0.03965	0.05662	70	"Canada"
"EG.1.3"	0.0480992	0.03456	0.06164	27	"Ontario"
"XBB.2.3.2"	0.04801416	0.03185	0.06418	18	"Ontario"
"XBB.2.3*"	0.04785925	0.03927	0.05645	111	"Alberta"
"XBB.2*"	0.04785925	0.03927	0.05645	111	"Alberta"
"EG*"	0.04757107	0.04264	0.0525	284	"Ontario"
"XBB.1.16.1"	0.04685922	0.02786	0.06586	27	"British Columbia"
"EG.1*"	0.04685859	0.03819	0.05553	69	"Ontario"
"GB*"	0.04670229	0.02999	0.06342	17	"Ontario"
"FL.1.3"	0.04660656	0.03114	0.06207	20	"Canada"
"XBB.1.16*"	0.04657044	0.04193	0.05121	420	"Quebec"
"XBB.1.16*"	0.0465473	0.04011	0.05299	357	"British Columbia"
"DV*"	0.04650695	0.03379	0.05922	30	"Ontario"
"XBB.1.16.1"	0.04634372	0.03766	0.05503	78	"Quebec"
"XBB.1.9.1"	0.04557541	0.02462	0.06653	22	"Nova Scotia"
"FL.1*"	0.04552205	0.03465	0.0564	46	"Quebec"
"FU*"	0.04548117	0.03747	0.0535	93	"Quebec"
"FL.5"	0.04521929	0.03682	0.05361	76	"Ontario"
"EU.1.1*"	0.04490424	0.0341	0.05571	41	"Ontario"
"XBB.1.16"	0.04473174	0.03768	0.05178	277	"British Columbia"
"XBB.1.16.2"	0.04458686	0.03216	0.05701	44	"Alberta"
"XBB.1.9.1"	0.04455549	0.03899	0.05012	184	"Ontario"
"XBB.1.16"	0.0444973	0.04203	0.04696	1417	"Canada"
"FL.2"	0.04446348	0.03361	0.05531	45	"Quebec"
"XBL*"	0.0444432	0.03318	0.0557	38	"Canada"
"GJ*"	0.04394537	0.038	0.04989	142	"Canada"
"FL.1"	0.04372355	0.02843	0.05902	20	"Canada"
"FL.2*"	0.04360439	0.03336	0.05385	50	"Quebec"
"EG.5.2"	0.04356789	0.03446	0.05268	58	"Ontario"
"XBB.1.16*"	0.04343942	0.04133	0.04555	2191	"Canada"
"XBB.1.16"	0.04339949	0.01732	0.06948	17	"Manitoba"
"XBB.1.16"	0.04313575	0.03781	0.04847	248	"Quebec"
"BQ.1.1.1"	0.04310124	0.03077	0.05544	31	"Ontario"
"FL.4"	0.04304748	0.03711	0.04899	154	"Ontario"
"FL.4*"	0.04304748	0.03711	0.04899	154	"Ontario"
"XBB.1.16*"	0.04276174	0.03948	0.04604	849	"Ontario"
"EU.1.1"	0.04275471	0.03183	0.05368	39	"Ontario"
"FU*"	0.04272097	0.03068	0.05476	41	"Alberta"
"XBB.1.5.73"	0.04266627	0.02803	0.0573	23	"Quebec"
"GN*"	0.04266627	0.02803	0.0573	23	"Quebec"
"FL.3"	0.04265574	0.033	0.05231	51	"Canada"
"EU*"	0.04263763	0.03225	0.05303	43	"Ontario"
"XBB.2.3"	0.04255869	0.02843	0.05669	27	"Alberta"
"GJ*"	0.04251251	0.03216	0.05286	61	"Alberta"
"FY.5"	0.04222089	NA	NA	16	"Ontario"
"XBB.2.3.11"	0.04211106	0.01774	0.06648	16	"British Columbia"
"XBB.1.9*"	0.04200794	0.03893	0.04509	898	"Ontario"
"XBB.1.5.25"	0.04175652	0.02908	0.05443	29	"Canada"
"XBB.2.3.4"	0.04114138	0.02241	0.05987	13	"Canada"
"EG*"	0.04109187	0.03828	0.04391	802	"Canada"
"FL.2"	0.041024	0.02779	0.05426	27	"Ontario"
"FU*"	0.04072837	0.03677	0.04469	351	"Canada"
"XBB.1.9*"	0.04061309	0.02568	0.05555	51	"New Brunswick"
"CH.1.1.14"	0.04030723	0.02203	0.05859	14	"Quebec"
"XBB.1.16*"	0.04026396	0.01662	0.06391	20	"Manitoba"
"XBB.2.3.2"	0.04012523	0.02154	0.05871	28	"British Columbia"
"FE.1"	0.03962598	0.02001	0.05924	12	"Quebec"
"FL*"	0.03922821	0.03588	0.04258	614	"Ontario"
"XBB.1.9.1"	0.03882651	0.02979	0.04786	84	"Alberta"
"FD.1.1"	0.03854718	0.0178	0.05929	12	"Alberta"
"XBB.2.3*"	0.03840303	0.03528	0.04153	594	"Canada"
"XBB.2.3*"	0.03825436	0.0314	0.04511	112	"Quebec"
"XBB.2.3.5"	0.03816489	0.02739	0.04894	39	"Ontario"
"XBB.2*"	0.03815986	0.03505	0.04127	598	"Canada"
"XBB.1.16.1"	0.03798703	0.03376	0.04222	292	"Canada"
"XBB.1.16.3"	0.03783271	0.03055	0.04512	89	"Canada"
"EU.1.1*"	0.03771626	0.03008	0.04535	80	"Canada"
"XBB.1.5.86"	0.0377101	0.02699	0.04843	39	"Ontario"
"XBB.1.5.25"	0.03746195	0.02384	0.05108	25	"Quebec"
"EU.1.1"	0.03737654	0.02929	0.04546	71	"Canada"
"XBB.1.5.10"	0.03736953	0.02342	0.05132	23	"Quebec"
"XBB.2*"	0.03730138	0.03057	0.04403	115	"Quebec"
"XBB.1.9.2"	0.03715591	0.03209	0.04222	195	"Canada"
"EG.1.3"	0.03709767	0.02814	0.04605	57	"Canada"
"FL.3"	0.03689557	0.02409	0.0497	28	"Quebec"
"FU*"	0.03684122	0.0311	0.04258	153	"Ontario"
"FD.2"	0.03676925	0.02095	0.05259	38	"British Columbia"
"FL*"	0.03674547	0.03055	0.04294	338	"British Columbia"
"XBB.2.3.5"	0.03665323	0.02621	0.04709	42	"Canada"
"EU.1.1"	0.03662872	0.0174	0.05585	12	"Quebec"
"FE.1.1*"	0.03660176	0.03077	0.04244	140	"Canada"
"XBB.1.5.37"	0.03640577	0.0253	0.04752	35	"Ontario"
"XBB.1.9*"	0.03634448	0.03454	0.03814	2676	"Canada"
"XBB.1.5.30"	0.03591777	0.02069	0.05114	22	"Ontario"
"FH.1"	0.03588612	0.02173	0.05004	22	"Canada"
"XBB.1.16.1"	0.03580766	0.02984	0.04177	141	"Ontario"
"XBB.1.9*"	0.03579154	0.0299	0.04168	298	"Alberta"
"XBB.1.17.1"	0.03554902	0.0215	0.0496	22	"Quebec"
"XBB.1.9.1"	0.03554276	0.02749	0.0436	181	"British Columbia"
"XBB.2.3.12"	0.03533932	0.01705	0.05363	13	"Canada"
"XBB.1.17.1"	0.03522177	0.02328	0.04717	31	"Canada"
"FL.4"	0.03520415	0.03162	0.03879	409	"Canada"
"FD.1.1"	0.03520333	0.02694	0.04346	65	"Ontario"
"FL.4*"	0.0351588	0.0316	0.03872	417	"Canada"
"FE.1*"	0.0350357	0.02754	0.04253	90	"Quebec"
"XBB.1.9*"	0.03501234	0.02954	0.04049	487	"British Columbia"
"XBB.1.5.63"	0.03496119	0.02542	0.04451	50	"Canada"
"XBB.2.3.3"	0.03493904	0.02382	0.04606	49	"Alberta"
"FE*"	0.03492422	0.02754	0.04231	93	"Quebec"
"FL.3*"	0.03489943	0.02492	0.04488	47	"Quebec"
"EG*"	0.03480106	0.02984	0.03976	229	"Quebec"
"XBB.2.3"	0.03456295	0.02148	0.04764	26	"Quebec"
"FK.1"	0.03450654	0.02029	0.04873	22	"Canada"
"EG.6.1"	0.03408698	0.02307	0.0451	36	"Ontario"
"EG.6*"	0.03408698	0.02307	0.0451	36	"Ontario"
"FL*"	0.03404015	0.01874	0.04934	43	"New Brunswick"
"FL*"	0.0340263	0.03203	0.03602	1866	"Canada"
"FE.1.1*"	0.03391757	0.02582	0.04201	74	"Quebec"
"XBB.1.9.2"	0.03362625	0.0251	0.04215	66	"Quebec"
"XBB.1.16.3"	0.03347871	0.0253	0.04166	69	"Ontario"
"EU*"	0.0334429	0.02651	0.04038	96	"Canada"
"FL.1.5.1"	0.03317198	0.00306	0.06329	12	"Ontario"
"FL.1.5*"	0.03317198	0.00306	0.06329	12	"Ontario"
"XBB.2.3.2"	0.0330859	0.00841	0.05776	16	"Manitoba"
"XBB.1.16.6"	0.03299334	0.01415	0.05183	12	"Quebec"
"FL.3*"	0.03279471	0.01639	0.0492	34	"British Columbia"
"XBB.2.3.2"	0.03274634	0.02598	0.03952	101	"Canada"
"FE.1.1.1"	0.03262303	0.0262	0.03905	112	"Canada"
"FD.1.1"	0.03248991	0.03009	0.03489	1140	"Canada"
"XBB.1.5.4"	0.03231538	0.01821	0.04642	22	"Quebec"
"GF*"	0.03217707	0.01814	0.04622	23	"Alberta"
"XBB.1.5.37"	0.03212909	0.02556	0.0387	106	"Canada"
"FL.3*"	0.03211758	0.02528	0.03896	99	"Canada"
"XBB.1.5.12"	0.03182802	0.01179	0.05187	13	"Alberta"
"XBB.1.5.37"	0.03180438	0.02227	0.04134	49	"Quebec"
"FL.5"	0.03176919	0.02667	0.03687	189	"Canada"
"XBB.2.3*"	0.03174594	0.02371	0.03978	170	"British Columbia"
"XBB.2*"	0.03174594	0.02371	0.03978	170	"British Columbia"
"XBB.1.5.13"	0.03173933	0.02111	0.04237	93	"British Columbia"
"FE.1.1*"	0.03104791	0.02242	0.03967	57	"Ontario"
"EG.1.4"	0.03097932	0.01544	0.04652	40	"British Columbia"
"XBB.1.9*"	0.03093252	0.02777	0.0341	790	"Quebec"
"FE.1.1.1"	0.0307498	0.02182	0.03968	53	"Ontario"
"XBB.1.9.1"	0.03057498	0.02767	0.03348	661	"Canada"
"FL*"	0.03056598	0.02418	0.03696	221	"Alberta"
"FL.3.1"	0.02990854	0.01361	0.04621	16	"Quebec"
"XBB.1.9.2"	0.02987466	0.02049	0.03926	49	"Ontario"
"XBB.1.5.13"	0.02985057	0.00893	0.05078	12	"Alberta"
"XBB.2.3.3"	0.02962787	0.0116	0.04765	13	"Quebec"
"FL.10*"	0.02924699	0.01562	0.04287	24	"Canada"
"EG.1"	0.02917754	0.024	0.03436	177	"Canada"
"FD.1.1"	0.02910467	0.01722	0.04099	75	"New Brunswick"
"FD*"	0.02909138	0.02689	0.0313	1376	"Canada"
"EG*"	0.02907807	0.02056	0.0376	147	"British Columbia"
"XBB.1.5.77"	0.02902655	0.02103	0.03702	71	"Canada"
"FL.3"	0.02893978	0.01099	0.04689	13	"Ontario"
"CH.1.1.29"	0.02892131	0.01651	0.04133	29	"Canada"
"EG.1*"	0.02885434	0.02476	0.03295	296	"Canada"
"FL*"	0.02868393	0.02518	0.03219	557	"Quebec"
"XBB.1.5.50"	0.02859655	0.01822	0.03897	54	"Alberta"
"FL.10"	0.02858026	0.01469	0.04247	23	"Canada"
"FE.1*"	0.02843086	0.02379	0.03308	222	"Canada"
"FE*"	0.02831523	0.02375	0.03288	231	"Canada"
"XBB.1.16.2"	0.02817379	0.01361	0.04274	20	"Quebec"
"EE.1"	0.02806547	0.00687	0.04926	20	"British Columbia"
"EU.1.1*"	0.02787952	0.01256	0.0432	18	"Quebec"
"FE.1.1.1"	0.02774964	0.0185	0.037	52	"Quebec"
"XBB.1.5.30"	0.02767887	0.01251	0.04285	42	"Newfoundland and Labrador"
"XBB.1.5.30"	0.02764068	0.01989	0.03539	75	"Canada"
"XBB.2.3.3"	0.02749284	0.02009	0.0349	84	"Canada"
"FL.3*"	0.02696376	0.0114	0.04253	17	"Ontario"
"FL.5"	0.02692365	0.01304	0.04081	30	"Alberta"
"XBB.2.3"	0.02679385	0.01156	0.04202	18	"Ontario"
"FL.4"	0.02670391	0.02059	0.03282	127	"Quebec"
"FL.4*"	0.02670391	0.02059	0.03282	127	"Quebec"
"FU*"	0.02650869	0.00304	0.04998	11	"Nova Scotia"
"FE.1*"	0.0264655	0.01918	0.03375	82	"Ontario"
"XBB.2.3"	0.0264462	0.02124	0.03165	175	"Canada"
"FL.13"	0.02641695	0.01192	0.04092	20	"Quebec"
"FD*"	0.02629868	0.02055	0.03204	143	"Ontario"
"EG.1*"	0.02614889	0.01621	0.03609	101	"British Columbia"
"XBB.2.3*"	0.02599057	0.00361	0.04837	18	"Manitoba"
"XBB.2*"	0.02599057	0.00361	0.04837	18	"Manitoba"
"FE*"	0.02570119	0.01856	0.03284	86	"Ontario"
"FD*"	0.02567168	0.0143	0.03705	79	"New Brunswick"
"EG.1*"	0.02543769	0.00516	0.04571	13	"Alberta"
"EY.1"	0.02538198	0.01288	0.03788	29	"Canada"
"XBB.1.5.1"	0.02501012	0.01596	0.03406	83	"Alberta"
"FD.1.1"	0.02427491	0.02132	0.02723	971	"Quebec"
"XBB.1.5.49"	0.02412423	0.01789	0.03036	118	"Quebec"
"GF*"	0.02406849	0.01053	0.0376	23	"Ontario"
"XBB.2.3"	0.0239909	0.01386	0.03412	94	"British Columbia"
"FK.1*"	0.02394556	0.01567	0.03222	67	"Canada"
"XBB.1.5.62"	0.02393154	0.01531	0.03256	62	"Canada"
"XBB.2.3.2"	0.02340176	0.01146	0.03534	30	"Quebec"
"FD*"	0.02321416	0.02034	0.02609	1045	"Quebec"
"EG.1"	0.02318322	0.01511	0.03126	69	"Quebec"
"XBB.1.16.2"	0.02316737	0.01841	0.02793	213	"Canada"
"GJ*"	0.02306141	0.00073	0.04539	18	"British Columbia"
"FK.1"	0.02292212	0.00352	0.04232	11	"Ontario"
"XBB.1.5.62"	0.02268807	0.01142	0.03396	34	"Ontario"
"FD*"	0.0224686	0.00941	0.03553	54	"British Columbia"
"XBB.1.5.86"	0.0219892	0.01285	0.03113	56	"Canada"
"GB.1"	0.02186916	0.0118	0.03194	46	"Canada"
"FL.5"	0.02182802	0.01256	0.0311	52	"Quebec"
"EG.1*"	0.02175016	0.01524	0.02826	109	"Quebec"
"BQ.1.1.1"	0.02173052	0.01205	0.03141	50	"Canada"
"FL.4"	0.02159648	0.00414	0.03905	27	"New Brunswick"
"FL.4*"	0.02159648	0.00414	0.03905	27	"New Brunswick"
"XBB.1.5.62"	0.02139313	0.00842	0.03436	25	"Quebec"
"XBB.1.5.78"	0.02137171	0.00343	0.03932	13	"Quebec"
"FD.2"	0.02092406	0.00447	0.03738	16	"Ontario"
"EG.1.4"	0.02081889	0.01099	0.03065	49	"Canada"
"XBB.1.16.1"	0.02072481	0.00542	0.03603	24	"Alberta"
"FK.1.1"	0.02072299	0.00918	0.03227	35	"Canada"
"FL.3.1"	0.02070344	0.00973	0.03168	39	"Canada"
"EG.1"	0.0205118	0.00794	0.03308	58	"British Columbia"
"FL.8"	0.02026369	0.00145	0.03908	13	"Canada"
"EU*"	0.01974988	0.00794	0.03156	31	"Quebec"
"XBB.1.5.61"	0.0196031	0.00451	0.03469	42	"British Columbia"
"GB*"	0.01937441	0.01005	0.0287	55	"Canada"
"FL.13"	0.01908393	-0.00341	0.04157	18	"British Columbia"
"XBB.1.5.31"	0.0181595	0.00903	0.02729	55	"Ontario"
"EG.1.3"	0.01812738	0.00558	0.03068	27	"Quebec"
"XBB.1.9*"	0.0180015	-0.00835	0.04435	11	"Manitoba"
"XBB.1.5.47"	0.01793614	0.01031	0.02556	83	"Ontario"
"BF*"	0.01774797	0.00382	0.03168	25	"Canada"
"FL.4*"	0.01771776	0.00604	0.02939	44	"Alberta"
"XBB.1.5.49"	0.01743741	0.01355	0.02132	344	"Canada"
"FL.3.1"	0.01701215	-0.00442	0.03844	20	"British Columbia"
"XBB.1.5.4"	0.01672217	0.00109	0.03236	39	"British Columbia"
"FL.13"	0.01655496	0.00431	0.0288	42	"Alberta"
"FD.2"	0.01632701	0.00724	0.02541	60	"Canada"
"XBB.1.5.1"	0.01621602	0.00682	0.02562	115	"British Columbia"
"FL.4"	0.01599837	0.00376	0.02824	40	"Alberta"
"XBB.1.5.13"	0.01597189	0.01146	0.02048	256	"Canada"
"FE.1.2"	0.01582446	0.00164	0.03001	23	"Ontario"
"XBB.1.5.16"	0.01573227	0.00079	0.03068	22	"Canada"
"XBB.1.5.67"	0.01527244	0.00557	0.02497	51	"Ontario"
"FE.1.2"	0.01517362	0.00316	0.02719	34	"Canada"
"XBB.1.5.24"	0.01511287	-0.00258	0.0328	18	"Alberta"
"XBB.1.9.1"	0.01493353	0.00952	0.02035	169	"Quebec"
"FK.1*"	0.01473078	-0.00349	0.03295	14	"Ontario"
"CH.1.1"	0.01421832	0.00723	0.02121	97	"Ontario"
"FP*"	0.01413488	-0.00034	0.02861	24	"Canada"
"XBB.1.16.2"	0.01397901	0.00727	0.02068	106	"Ontario"
"XBB.1.5.4"	0.01371159	0.00666	0.02076	104	"Canada"
"GF*"	0.01356096	0.00512	0.022	71	"Canada"
"XBB.1.5.2"	0.01331474	0.00095	0.02568	64	"British Columbia"
"EG.1.2"	0.0131297	-0.00673	0.03299	13	"Canada"
"XBB.1.5.49"	0.0127996	-0.00284	0.02844	26	"Alberta"
"XBB.1.5.49"	0.01269552	0.0033	0.02209	116	"British Columbia"
"XBB.1.5.49"	0.01247221	0.00394	0.021	69	"Ontario"
"FP.4"	0.01238755	-0.00406	0.02883	19	"Canada"
"XBB.1.5.19"	0.01236657	-0.00252	0.02725	43	"British Columbia"
"XBB.1.5.15"	0.01233741	0.0023	0.02237	49	"Ontario"
"FE.1"	0.01221801	0.00185	0.02259	48	"Canada"
"XBB.1.5.66"	0.01218001	0.00129	0.02307	42	"Ontario"
"XBB.1.5.47"	0.01174857	0.00434	0.01916	97	"Canada"
"FD*"	0.01174448	-0.0028	0.02629	29	"Alberta"
"CH.1.1.11"	0.01137402	-0.00333	0.02608	30	"Alberta"
"XBB.1.5.61"	0.01136309	0.00092	0.0218	48	"Canada"
"XBB.1.5.3"	0.01113162	-0.00573	0.028	16	"Quebec"
"XBB.1.5.78"	0.01105848	-0.00309	0.02521	26	"Canada"
"XBB.1.5.26"	0.01105645	-0.00724	0.02935	15	"Canada"
"BA.2.75*"	0.01086687	-0.00396	0.02569	48	"Newfoundland and Labrador"
"CH.1.1*"	0.01086687	-0.00396	0.02569	48	"Newfoundland and Labrador"
"EE.1"	0.01082997	-0.00435	0.02601	23	"Canada"
"XBB.1.5.77"	0.01075241	-0.0004	0.02191	37	"Quebec"
"XBB.1.5.24"	0.01069919	-0.00594	0.02734	18	"Ontario"
"XBB.1.5.15"	0.0106595	0.00466	0.01666	150	"Canada"
"XBB.1.5.50"	0.01050135	-0.00233	0.02333	59	"British Columbia"
"XBB.1.5.13"	0.01030469	0.00293	0.01768	88	"Quebec"
"CH.1.1*"	0.00997931	0.00497	0.01499	207	"Ontario"
"XBB.1.5.2"	0.00989523	-0.00012	0.01991	75	"Alberta"
"FL.13"	0.00959731	0.0036	0.01559	151	"Canada"
"BA.2.75*"	0.00951712	0.00466	0.01437	224	"Ontario"
"FG*"	0.00941779	0.00029	0.01854	65	"Canada"
"XBB.1.5.56"	0.00905269	-0.00207	0.02018	44	"Canada"
