"Date"	"Lineage"	"Frequency"	"% Frequency"
2023-07-03	"DV.7.1"	0	"0%"
2023-07-03	"EG.5.1"	14	"2%"
2023-07-03	"EG.5.1.1"	26	"5%"
2023-07-03	"EG.5.1.3"	1	"0%"
2023-07-03	"EG.5.1.4"	2	"0%"
2023-07-03	"EG.5.1.6"	1	"0%"
2023-07-03	"EG.5.2"	4	"1%"
2023-07-03	"EG.6.1"	5	"1%"
2023-07-03	"EG.7"	2	"0%"
2023-07-03	"FD.1.1"	23	"4%"
2023-07-03	"FL.1.5.1"	12	"2%"
2023-07-03	"FL.1.5.2"	0	"0%"
2023-07-03	"FL.10.1"	1	"0%"
2023-07-03	"FL.15"	5	"1%"
2023-07-03	"FL.20"	1	"0%"
2023-07-03	"FU.1"	6	"1%"
2023-07-03	"FU.2.1"	0	"0%"
2023-07-03	"FY.5"	10	"2%"
2023-07-03	"GE.1"	3	"1%"
2023-07-03	"GJ.1.2"	18	"3%"
2023-07-03	"GK.1.1"	0	"0%"
2023-07-03	"GK.2"	2	"0%"
2023-07-03	"GK.3.1"	0	"0%"
2023-07-03	"HK.1"	0	"0%"
2023-07-03	"HK.3"	0	"0%"
2023-07-03	"HR.1"	1	"0%"
2023-07-03	"HV.1"	0	"0%"
2023-07-03	"JD.1.1"	1	"0%"
2023-07-03	"JF.1"	0	"0%"
2023-07-03	"JG.3"	0	"0%"
2023-07-03	"JN.2"	0	"0%"
2023-07-03	"other lineages"	266	"46%"
2023-07-03	"XBB.1.16"	55	"10%"
2023-07-03	"XBB.1.16.1"	10	"2%"
2023-07-03	"XBB.1.16.11"	6	"1%"
2023-07-03	"XBB.1.16.15"	0	"0%"
2023-07-03	"XBB.1.16.2"	2	"0%"
2023-07-03	"XBB.1.16.23"	2	"0%"
2023-07-03	"XBB.1.16.6"	18	"3%"
2023-07-03	"XBB.1.16.8"	6	"1%"
2023-07-03	"XBB.1.16.9"	2	"0%"
2023-07-03	"XBB.1.5"	33	"6%"
2023-07-03	"XBB.1.5.10"	15	"3%"
2023-07-03	"XBB.1.5.72"	4	"1%"
2023-07-03	"XBB.1.9.1"	4	"1%"
2023-07-03	"XBB.1.9.2"	3	"1%"
2023-07-03	"XBB.2.3"	9	"2%"
2023-07-03	"XBB.2.3.2"	3	"1%"
2023-07-10	"DV.7.1"	0	"0%"
2023-07-10	"EG.5.1"	14	"3%"
2023-07-10	"EG.5.1.1"	54	"12%"
2023-07-10	"EG.5.1.3"	4	"1%"
