"Date"	"Lineage"	"Frequency"	"% Frequency"
2023-01-30	"BQ.1"	100	"4%"
2023-01-30	"BQ.1.1"	547	"22%"
2023-01-30	"BQ.1.1.35"	17	"1%"
2023-01-30	"BQ.1.1.40"	75	"3%"
2023-01-30	"CH.1.1"	45	"2%"
2023-01-30	"DV.1.1"	11	"0%"
2023-01-30	"FD.1.1"	4	"0%"
2023-01-30	"FT.1"	35	"1%"
2023-01-30	"other lineages"	1033	"41%"
2023-01-30	"XBB.1.16"	0	"0%"
2023-01-30	"XBB.1.5"	482	"19%"
2023-01-30	"XBB.1.5.1"	3	"0%"
2023-01-30	"XBB.1.5.17"	10	"0%"
2023-01-30	"XBB.1.5.2"	1	"0%"
2023-01-30	"XBB.1.5.20"	3	"0%"
2023-01-30	"XBB.1.5.31"	14	"1%"
2023-01-30	"XBB.1.5.32"	35	"1%"
2023-01-30	"XBB.1.5.33"	8	"0%"
2023-01-30	"XBB.1.5.39"	22	"1%"
2023-01-30	"XBB.1.5.48"	12	"0%"
2023-01-30	"XBB.1.5.49"	5	"0%"
2023-01-30	"XBB.1.5.50"	4	"0%"
2023-01-30	"XBB.1.5.67"	4	"0%"
2023-01-30	"XBB.1.5.7"	12	"0%"
2023-01-30	"XBB.1.9.1"	2	"0%"
2023-01-30	"XBF"	22	"1%"
2023-02-06	"BQ.1"	89	"3%"
2023-02-06	"BQ.1.1"	536	"20%"
2023-02-06	"BQ.1.1.35"	40	"1%"
2023-02-06	"BQ.1.1.40"	61	"2%"
2023-02-06	"CH.1.1"	36	"1%"
2023-02-06	"DV.1.1"	7	"0%"
2023-02-06	"FD.1.1"	4	"0%"
2023-02-06	"FT.1"	21	"1%"
2023-02-06	"other lineages"	1074	"40%"
2023-02-06	"XBB.1.16"	0	"0%"
2023-02-06	"XBB.1.5"	662	"24%"
2023-02-06	"XBB.1.5.1"	2	"0%"
2023-02-06	"XBB.1.5.17"	13	"0%"
2023-02-06	"XBB.1.5.2"	8	"0%"
2023-02-06	"XBB.1.5.20"	4	"0%"
2023-02-06	"XBB.1.5.31"	17	"1%"
2023-02-06	"XBB.1.5.32"	21	"1%"
2023-02-06	"XBB.1.5.33"	18	"1%"
