"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"	"Highlight"	"lineType"	"reference"
"MC.10.1*"	0.06199369	0.02849	0.0955	12	"Newfoundland and Labrador"	0	"dashed"	"KP.3*"
"NY*"	0.06177562	0.04169	0.08186	33	"Quebec"	0	"dashed"	"KP.3*"
"MC.31"	0.06162982	0.055466838	0.067792802	12	"British Columbia"	0	"solid"	"KP.3.1.1"
"LP.8.1.1"	0.06050229	0.03783	0.08318	31	"Quebec"	0	"dashed"	"KP.3.1.1"
"LP.8.1.1"	0.06033073	0.05454	0.06612	401	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEC"	0.06030106	0.03876	0.08184	73	"Newfoundland and Labrador"	0	"dashed"	"KP.3.1.1"
"LP.8.1.5"	0.06021616	0.04125	0.07919	15	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.10.1.7"	0.06012993	0.02678	0.09348	11	"Newfoundland and Labrador"	0	"dashed"	"KP.3.1.1"
"NF.1*"	0.0600497	0.04295	0.07715	31	"Alberta"	0	"dashed"	"KP.3*"
"NF*"	0.0600497	0.04295	0.07715	31	"Alberta"	0	"dashed"	"KP.3*"
"NY*"	0.05964279	0.05409	0.06519	440	"Ontario"	0	"dashed"	"KP.3*"
"NF.1.3"	0.05938733	0.04173	0.07705	30	"Alberta"	0	"dashed"	"KP.3.1.1"
"LP.8.1.1"	0.05887948	0.03806	0.0797	17	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.1*"	0.058034	0.03924	0.07682	62	"Nova Scotia"	0	"dashed"	"KP.3*"
"KP.3.3.5"	0.05784691	0.04625	0.06944	44	"Canada"	0	"dashed"	"KP.3.1.1"
"LP.8.1.1"	0.0578102	0.05328	0.06234	501	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.10.2.1"	0.05742625	0.03899	0.07587	17	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEC.4.1"	0.05668035	0.04517	0.06819	45	"Canada"	0	"dashed"	"KP.3.1.1"
"XEK.1"	0.05661663	0.04052	0.07271	20	"Canada"	0	"dashed"	"KP.3.1.1"
"NB.1"	0.05651426	0.03056	0.08247	15	"British Columbia"	0	"dashed"	"KP.3.1.1"
"NB.1*"	0.05651426	0.03056	0.08247	15	"British Columbia"	0	"dashed"	"KP.3*"
"KP.3.3.5"	0.05638333	0.04198	0.07079	31	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.10.2*"	0.05627649	0.03527	0.07728	40	"Nova Scotia"	0	"dashed"	"KP.3*"
"XEC.2.2"	0.05578939	0.04389	0.06769	42	"Ontario"	0	"dashed"	"KP.3.1.1"
"KP.3.3.2"	0.05541284	0.04571	0.06512	72	"Ontario"	0	"dashed"	"KP.3.1.1"
"LP.8.1"	0.05507079	0.04648	0.06366	94	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEC.2.1"	0.05447637	0.03521	0.07374	15	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.10.2"	0.05433853	0.03337	0.07531	38	"Nova Scotia"	0	"dashed"	"KP.3.1.1"
"XEC.4.1"	0.0540928	0.04094	0.06724	37	"Ontario"	0	"dashed"	"KP.3.1.1"
"NY*"	0.05395584	0.05002	0.05789	653	"Canada"	0	"dashed"	"KP.3*"
"LP.8.1*"	0.05166177	0.0472	0.05613	590	"Ontario"	0	"dashed"	"KP.3*"
"XEC*"	0.05121405	0.0155	0.08692	37	"Manitoba"	0	"dashed"	"KP.3*"
"NY*"	0.05065057	0.04058	0.06072	78	"Alberta"	0	"dashed"	"KP.3*"
"PC*"	0.05056212	0.02992	0.0712	11	"Ontario"	0	"dashed"	"KP.3*"
"XEC.1"	0.05017582	0.02674	0.07361	12	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.21.1"	0.05001873	0.03953	0.06051	44	"Canada"	0	"dashed"	"KP.3.1.1"
"LF*"	0.04999779	0.0392	0.0608	105	"Quebec"	0	"dashed"	"KP.3*"
"NC.1.2.2"	0.04995125	0.03759	0.06231	32	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.10*"	0.04980838	0.03241	0.06721	63	"Nova Scotia"	0	"dashed"	"KP.3*"
"LF.7*"	0.04978352	0.03899	0.06057	103	"Quebec"	0	"dashed"	"KP.3*"
"JN.1.16*"	0.04977063	0.03911	0.06044	108	"Quebec"	0	"dashed"	"KP.3*"
"JN.1.16*"	0.04924207	0.03864	0.05985	53	"Alberta"	0	"dashed"	"KP.3*"
"XEC"	0.0491348	0.02991	0.06836	33	"Nova Scotia"	0	"dashed"	"KP.3.1.1"
"LP.8.1*"	0.04910581	0.02151	0.0767	12	"Newfoundland and Labrador"	0	"dashed"	"KP.3*"
"KP.1.1*"	0.04910581	0.02151	0.0767	12	"Newfoundland and Labrador"	0	"dashed"	"KP.3*"
"LP*"	0.04910581	0.02151	0.0767	12	"Newfoundland and Labrador"	0	"dashed"	"KP.3*"
"XEC.2.2"	0.04871065	0.02856	0.06886	13	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.10.1.7"	0.0485126	0.04294	0.05408	210	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.10.1.7"	0.04811137	0.04128	0.05494	160	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEK.1"	0.04780355	0.02712	0.06849	11	"Ontario"	0	"dashed"	"KP.3.1.1"
"NY.1"	0.04763464	0.03675	0.05852	58	"Alberta"	0	"dashed"	"KP.3.1.1"
"NC.1*"	0.04759347	0.03566	0.05953	33	"Canada"	0	"dashed"	"KP.3*"
"NB.1"	0.04751787	0.03083	0.0642	16	"Canada"	0	"dashed"	"KP.3.1.1"
"KP.1.1*"	0.04735012	0.04326	0.05144	631	"Ontario"	0	"dashed"	"KP.3*"
"LP*"	0.04735012	0.04326	0.05144	631	"Ontario"	0	"dashed"	"KP.3*"
"NC.1.2.2"	0.04731547	0.03429	0.06034	31	"Ontario"	0	"dashed"	"KP.3.1.1"
"NC.1*"	0.04731547	0.03429	0.06034	31	"Ontario"	0	"dashed"	"KP.3*"
"XEC.2.2"	0.0472582	0.03932	0.0552	75	"Canada"	0	"dashed"	"KP.3.1.1"
"NY.2"	0.04722844	0.03363	0.06083	37	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.1*"	0.04715052	0.01837	0.07593	11	"Newfoundland and Labrador"	0	"dashed"	"KP.3*"
"XEC.9"	0.04709733	0.00869	0.0855	24	"Manitoba"	0	"dashed"	"KP.3.1.1"
"NL.4.1.1"	0.04632039	0.02842	0.06422	13	"Canada"	0	"dashed"	"KP.3.1.1"
"XEC.25"	0.04614932	0.02795	0.06435	13	"Canada"	0	"dashed"	"KP.3.1.1"
"PA*"	0.04589589	0.02843	0.06337	15	"Ontario"	0	"dashed"	"KP.3*"
"XEC.4*"	0.04584625	0.03969	0.052	159	"Canada"	0	"dashed"	"KP.3*"
"MC.40.1"	0.0456994	0.03375	0.05765	36	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEC*"	0.04540022	0.03027	0.06053	71	"Nova Scotia"	0	"dashed"	"KP.3*"
"XEC.9"	0.0450695	0.02369	0.06645	14	"Quebec"	0	"dashed"	"KP.3.1.1"
"MC.40.1"	0.04410937	0.03351	0.05471	40	"Canada"	0	"dashed"	"KP.3.1.1"
"XEC.18"	0.04406844	0.03309	0.05505	36	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.40*"	0.04388604	0.03229	0.05548	37	"Ontario"	0	"dashed"	"KP.3*"
"XEK*"	0.04361991	0.02102	0.06622	12	"Quebec"	0	"dashed"	"KP.3*"
"XEC.4*"	0.04342661	0.03655	0.0503	144	"Ontario"	0	"dashed"	"KP.3*"
"MC.10.1*"	0.043331	0.01701	0.06965	15	"Nova Scotia"	0	"dashed"	"KP.3*"
"XEK.1*"	0.04317823	0.03701	0.04935	138	"Canada"	0	"dashed"	"KP.3*"
"NB.1*"	0.04311774	0.02819	0.05805	19	"Canada"	0	"dashed"	"KP.3*"
"LP.8.1*"	0.04296676	0.0401	0.04583	1094	"Canada"	0	"dashed"	"KP.3*"
"MC.40*"	0.04274033	0.03237	0.05311	41	"Canada"	0	"dashed"	"KP.3*"
"MC.10.1.1"	0.04240049	0.02464	0.06016	14	"Ontario"	0	"dashed"	"KP.3.1.1"
"LF.7.2.1"	0.04149856	0.02971	0.05329	29	"Canada"	0	"dashed"	"KP.3.1.1"
"LP*"	0.04144709	0.03867	0.04423	1140	"Canada"	0	"dashed"	"KP.3*"
"PC*"	0.04142261	0.02981	0.05303	30	"Canada"	0	"dashed"	"KP.3*"
"LB.1.3*"	0.04120139	0.02704	0.05537	20	"Alberta"	0	"dashed"	"KP.3*"
"LB.1.3.1"	0.04113587	0.03145	0.05083	54	"Ontario"	0	"dashed"	"KP.3.1.1"
"NL*"	0.04102636	0.02662	0.05543	19	"Alberta"	0	"dashed"	"KP.3*"
"KP.1.1*"	0.04092114	0.03442	0.04743	266	"Alberta"	0	"dashed"	"KP.3*"
"LP*"	0.04092114	0.03442	0.04743	266	"Alberta"	0	"dashed"	"KP.3*"
"LP.8.1*"	0.04090882	0.0344	0.04741	265	"Alberta"	0	"dashed"	"KP.3*"
"LF.7*"	0.04077687	0.03663	0.04492	294	"Canada"	0	"dashed"	"KP.3*"
"KP.1.1*"	0.04077299	0.03803	0.04352	1151	"Canada"	0	"dashed"	"KP.3*"
"XEK.1.1"	0.04064501	0.03418	0.04711	118	"Canada"	0	"dashed"	"KP.3.1.1"
"NP*"	0.04009688	0.03551	0.04468	348	"Ontario"	0	"dashed"	"KP.3*"
"LP.8.1.8"	0.0400762	0.02762	0.05253	27	"Canada"	0	"dashed"	"KP.3.1.1"
"LF.7.2*"	0.03982373	0.02387	0.05577	16	"Ontario"	0	"dashed"	"KP.3*"
"XEF"	0.03971033	0.02709	0.05233	26	"Canada"	0	"dashed"	"KP.3.1.1"
"XEC.4"	0.03969852	0.03308	0.04632	114	"Canada"	0	"dashed"	"KP.3.1.1"
"XEC"	0.03961644	0.02566	0.05357	74	"New Brunswick"	0	"dashed"	"KP.3.1.1"
"LB.1.3.1"	0.03939961	0.03194	0.04686	83	"Canada"	0	"dashed"	"KP.3.1.1"
"NY.1"	0.03930496	0.03191	0.0467	79	"Canada"	0	"dashed"	"KP.3.1.1"
"XEC.2"	0.038978	0.02898	0.04898	55	"Alberta"	0	"dashed"	"KP.3.1.1"
"XEN"	0.03889603	0.02017	0.05762	11	"Canada"	0	"dashed"	"KP.3.1.1"
"LP.8.1.2"	0.03882364	0.02034	0.0573	15	"British Columbia"	0	"dashed"	"KP.3.1.1"
"XEK.1*"	0.03853575	0.03174	0.04533	121	"Ontario"	0	"dashed"	"KP.3*"
"XEC*"	0.0383608	0.02577	0.05096	103	"New Brunswick"	0	"dashed"	"KP.3*"
"MC.10.1*"	0.03829453	0.034	0.04259	408	"Ontario"	0	"dashed"	"KP.3*"
"XEC.2"	0.03827905	0.02223	0.05433	23	"Quebec"	0	"dashed"	"KP.3.1.1"
"LP.8.1.8"	0.03793597	0.02484	0.05103	26	"Ontario"	0	"dashed"	"KP.3.1.1"
"NY.2"	0.03773681	0.02728	0.0482	38	"Canada"	0	"dashed"	"KP.3.1.1"
"XEC.4"	0.03759285	0.03037	0.04482	107	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEF"	0.03744111	0.02421	0.05067	25	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEK.1.1"	0.03713991	0.03017	0.04411	110	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.10.1.5"	0.03711782	0.0205	0.05374	14	"Canada"	0	"dashed"	"KP.3.1.1"
"NW*"	0.03693886	0.01902	0.05485	16	"British Columbia"	0	"dashed"	"KP.3*"
"XEC.11.1*"	0.03691145	0.02999	0.04384	92	"Canada"	0	"dashed"	"KP.3*"
"KP.3.3*"	0.03689251	0.03274	0.04105	422	"Ontario"	0	"dashed"	"KP.3*"
"LF.7.2*"	0.03685089	0.02656	0.04715	37	"Canada"	0	"dashed"	"KP.3*"
"XEC.11*"	0.0363534	0.03057	0.04214	136	"Canada"	0	"dashed"	"KP.3*"
"XEC.11.1"	0.03616914	0.0292	0.04313	90	"Canada"	0	"dashed"	"KP.3.1.1"
"NP.1"	0.03608104	0.03132	0.04084	276	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEC.2*"	0.03602729	0.02349	0.04857	34	"British Columbia"	0	"dashed"	"KP.3*"
"MC.10.1*"	0.03554581	0.0236	0.04749	53	"Quebec"	0	"dashed"	"KP.3*"
"MC.10*"	0.03545339	0.02365	0.04725	56	"Quebec"	0	"dashed"	"KP.3*"
"LF.7*"	0.03543668	0.02285	0.04803	22	"Alberta"	0	"dashed"	"KP.3*"
"LF*"	0.03543668	0.02285	0.04803	22	"Alberta"	0	"dashed"	"KP.3*"
"MC.1.2"	0.03536224	0.02933	0.04139	146	"Ontario"	0	"dashed"	"KP.3.1.1"
"LF*"	0.03530731	0.03153	0.03908	323	"Canada"	0	"dashed"	"KP.3*"
"XEC.11"	0.03505546	0.0256	0.04451	44	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.1.2"	0.03502789	0.03119	0.03887	363	"Canada"	0	"dashed"	"KP.3.1.1"
"XEK"	0.03482018	0.02763	0.04201	84	"Canada"	0	"dashed"	"KP.3.1.1"
"LF.7.3*"	0.03476619	0.01969	0.04985	17	"Canada"	0	"dashed"	"KP.3*"
"XEC.8*"	0.03474121	0.01768	0.0518	17	"British Columbia"	0	"dashed"	"KP.3*"
"XEC.9"	0.03464484	0.03101	0.03828	450	"Canada"	0	"dashed"	"KP.3.1.1"
"XEC.6"	0.03456044	0.02181	0.04731	24	"Canada"	0	"dashed"	"KP.3.1.1"
"KS.1.1*"	0.03454687	0.02509	0.044	46	"Canada"	0	"dashed"	"KP.3*"
"XEC.8"	0.03438647	0.01689	0.05188	16	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.1"	0.03414945	0.00642	0.06188	13	"Nova Scotia"	0	"dashed"	"KP.3.1.1"
"LP.8.1"	0.03412194	0.02738	0.04087	180	"Alberta"	0	"dashed"	"KP.3.1.1"
"XEC.2*"	0.03411023	0.0261	0.04212	89	"Alberta"	0	"dashed"	"KP.3*"
"KS.1*"	0.03404888	0.02497	0.04313	50	"Canada"	0	"dashed"	"KP.3*"
"JN.1.16*"	0.03392398	0.01844	0.0494	22	"British Columbia"	0	"dashed"	"KP.3*"
"XEC.15"	0.03389745	0.02512	0.04267	55	"Canada"	0	"dashed"	"KP.3.1.1"
"KS.1.1*"	0.03380709	0.02335	0.04427	40	"Ontario"	0	"dashed"	"KP.3*"
"LF.7*"	0.03378001	0.01738	0.05018	19	"British Columbia"	0	"dashed"	"KP.3*"
"LF*"	0.03378001	0.01738	0.05018	19	"British Columbia"	0	"dashed"	"KP.3*"
"NW*"	0.03365755	0.02	0.04731	21	"Canada"	0	"dashed"	"KP.3*"
"XEC.9"	0.03359221	0.0291	0.03809	317	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEC.5"	0.03358978	0.02286	0.04432	38	"Ontario"	0	"dashed"	"KP.3.1.1"
"NY*"	0.03353424	0.0245	0.04256	86	"British Columbia"	0	"dashed"	"KP.3*"
"XEK"	0.03345121	0.02383	0.04307	48	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEC.8"	0.0333925	0.02807	0.03872	162	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEC.15"	0.03336622	0.02359	0.04315	48	"Ontario"	0	"dashed"	"KP.3.1.1"
"LF.7*"	0.03302984	0.02738	0.03868	133	"Ontario"	0	"dashed"	"KP.3*"
"MC.31"	0.03302692	0.02809	0.03796	190	"Canada"	0	"dashed"	"KP.3.1.1"
"NP*"	0.03300968	0.02971	0.03631	557	"Canada"	0	"dashed"	"KP.3*"
"LF.7.1"	0.03297672	0.00545	0.06051	12	"New Brunswick"	0	"dashed"	"KP.3.1.1"
"LF.7.1*"	0.03297672	0.00545	0.06051	12	"New Brunswick"	0	"dashed"	"KP.3*"
"NL*"	0.03296633	0.02824	0.03769	216	"Canada"	0	"dashed"	"KP.3*"
"XEC.2*"	0.03293439	0.02966	0.03621	535	"Canada"	0	"dashed"	"KP.3*"
"NP.1"	0.03290283	0.02923	0.03658	416	"Canada"	0	"dashed"	"KP.3.1.1"
"KP.3.3.2"	0.03286844	0.02736	0.03837	141	"Canada"	0	"dashed"	"KP.3.1.1"
"LB.1.3*"	0.03273602	0.02804	0.03744	218	"Canada"	0	"dashed"	"KP.3*"
"KS.1*"	0.03262409	0.02234	0.0429	41	"Ontario"	0	"dashed"	"KP.3*"
"LP.8.1*"	0.03262241	0.0248	0.04044	142	"British Columbia"	0	"dashed"	"KP.3*"
"NP*"	0.03257119	0.02478	0.04037	135	"Alberta"	0	"dashed"	"KP.3*"
"MC.10.2*"	0.03245377	0.02698	0.03793	145	"Canada"	0	"dashed"	"KP.3*"
"JN.1.16*"	0.03238509	0.02901	0.03576	407	"Canada"	0	"dashed"	"KP.3*"
"XEV"	0.03238207	0.01935	0.04541	24	"Ontario"	0	"dashed"	"KP.3.1.1"
"KP.3.3*"	0.03212692	0.01339	0.05087	12	"Quebec"	0	"dashed"	"KP.3*"
"LP*"	0.03200358	0.02425	0.03976	143	"British Columbia"	0	"dashed"	"KP.3*"
"XEC.8"	0.03197041	0.02747	0.03647	211	"Canada"	0	"dashed"	"KP.3.1.1"
"XEC.2"	0.03195708	0.02824	0.03567	390	"Canada"	0	"dashed"	"KP.3.1.1"
"LP.8.1.2"	0.03194081	0.01688	0.047	17	"Canada"	0	"dashed"	"KP.3.1.1"
"NL*"	0.03191177	0.02598	0.03784	144	"Ontario"	0	"dashed"	"KP.3*"
"LP.8.1"	0.03186309	0.0281	0.03562	348	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.10.1.7"	0.03186286	0.01819	0.04554	33	"Quebec"	0	"dashed"	"KP.3.1.1"
"MC.1.7"	0.03185298	0.02129	0.04241	34	"Canada"	0	"dashed"	"KP.3.1.1"
"XEC.14"	0.03184327	0.01366	0.05003	17	"Quebec"	0	"dashed"	"KP.3.1.1"
"MC.10*"	0.03180571	0.02817	0.03544	576	"Ontario"	0	"dashed"	"KP.3*"
"MC.10.1"	0.03166397	0.02629	0.03704	171	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEC.2*"	0.0315914	0.02742	0.03576	337	"Ontario"	0	"dashed"	"KP.3*"
"MC.1.1"	0.03156802	0.02196	0.04118	43	"Canada"	0	"dashed"	"KP.3.1.1"
"XEC.9"	0.03155957	0.02007	0.04305	30	"Alberta"	0	"dashed"	"KP.3.1.1"
"LB.1.3*"	0.03150294	0.02561	0.0374	145	"Ontario"	0	"dashed"	"KP.3*"
"MC.24"	0.03138883	0.01073	0.05205	18	"New Brunswick"	0	"dashed"	"KP.3.1.1"
"MC.24*"	0.03138883	0.01073	0.05205	18	"New Brunswick"	0	"dashed"	"KP.3*"
"MC.10.1*"	0.0311883	0.02816	0.03421	659	"Canada"	0	"dashed"	"KP.3*"
"XEC.5"	0.03105985	0.02186	0.04026	48	"Canada"	0	"dashed"	"KP.3.1.1"
"XEK*"	0.03100289	0.02702	0.03499	336	"Canada"	0	"dashed"	"KP.3*"
"MC.1.7"	0.03097195	0.01982	0.04212	31	"Ontario"	0	"dashed"	"KP.3.1.1"
"NP.1"	0.03086096	0.02257	0.03915	105	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.10.1.5"	0.0304884	0.01248	0.04849	12	"Ontario"	0	"dashed"	"KP.3.1.1"
"KP.3.3*"	0.03045141	0.02744	0.03347	677	"Canada"	0	"dashed"	"KP.3*"
"XEM"	0.02997247	0.02184	0.03811	61	"Canada"	0	"dashed"	"KP.3.1.1"
"KP.3.3.2"	0.02952413	0.01749	0.04156	30	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.9"	0.0288514	0.01744	0.04027	32	"Ontario"	0	"dashed"	"KP.3.1.1"
"KP.1.1*"	0.02880379	0.02145	0.03616	154	"British Columbia"	0	"dashed"	"KP.3*"
"XEC.11*"	0.02870094	0.0209	0.0365	72	"Ontario"	0	"dashed"	"KP.3*"
"MC.1"	0.02864113	0.02443	0.03285	370	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEK*"	0.02853429	0.02385	0.03322	269	"Ontario"	0	"dashed"	"KP.3*"
"MC.13.2.1"	0.02839295	0.01785	0.03893	35	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.1*"	0.02831907	0.01164	0.04499	43	"New Brunswick"	0	"dashed"	"KP.3*"
"LF.7*"	0.02820647	0.00235	0.05407	13	"New Brunswick"	0	"dashed"	"KP.3*"
"LF*"	0.02820647	0.00235	0.05407	13	"New Brunswick"	0	"dashed"	"KP.3*"
"JN.1.16*"	0.02820647	0.00235	0.05407	13	"New Brunswick"	0	"dashed"	"KP.3*"
"MC.10.2"	0.02807864	0.02227	0.03389	124	"Canada"	0	"dashed"	"KP.3.1.1"
"XEC.2"	0.02804242	0.02361	0.03248	280	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEC.2"	0.02800633	0.01196	0.04405	18	"British Columbia"	0	"dashed"	"KP.3.1.1"
"XEC.11.1*"	0.02795504	0.01973	0.03618	64	"Ontario"	0	"dashed"	"KP.3*"
"KP.3.3*"	0.02794389	0.02076	0.03513	160	"Alberta"	0	"dashed"	"KP.3*"
"XEC.9"	0.02790597	0.01443	0.04138	30	"British Columbia"	0	"dashed"	"KP.3.1.1"
"LF.7.1*"	0.02789215	0.01268	0.0431	15	"Alberta"	0	"dashed"	"KP.3*"
"MC.31"	0.02777904	0.02238	0.03318	165	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEC.2.1"	0.02775245	0.01996	0.03555	66	"Canada"	0	"dashed"	"KP.3.1.1"
"XEV"	0.02772259	0.01697	0.03847	34	"Canada"	0	"dashed"	"KP.3.1.1"
"LB.1*"	0.02754531	0.01676	0.03833	35	"Alberta"	0	"dashed"	"KP.3*"
"XEC*"	0.02745166	0.02062	0.03428	393	"Quebec"	0	"dashed"	"KP.3*"
"XEC*"	0.0274366	0.0226	0.03227	1509	"Alberta"	0	"dashed"	"KP.3*"
"LF.7.2.1"	0.02725269	0.0108	0.04371	17	"Quebec"	0	"dashed"	"KP.3.1.1"
"PC*"	0.02725269	0.0108	0.04371	17	"Quebec"	0	"dashed"	"KP.3*"
"XEC.11*"	0.02713812	0.01532	0.03896	37	"Quebec"	0	"dashed"	"KP.3*"
"XEC.8*"	0.02707256	0.02346	0.03068	350	"Canada"	0	"dashed"	"KP.3*"
"MC.10*"	0.02701063	0.02441	0.02962	968	"Canada"	0	"dashed"	"KP.3*"
"XEC"	0.02672976	0.01925	0.03421	226	"Quebec"	0	"dashed"	"KP.3.1.1"
"XEC.11.1"	0.02670328	0.01838	0.03503	62	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEC.2*"	0.02661554	0.01475	0.03848	38	"Quebec"	0	"dashed"	"KP.3*"
"XEC"	0.02647496	0.02156	0.03139	1298	"Alberta"	0	"dashed"	"KP.3.1.1"
"XEK"	0.02636615	0.01054	0.04219	20	"British Columbia"	0	"dashed"	"KP.3.1.1"
"XEF*"	0.02632024	0.01738	0.03526	51	"Canada"	0	"dashed"	"KP.3*"
"LB.1*"	0.02627805	0.02204	0.03052	261	"Canada"	0	"dashed"	"KP.3*"
"XEC.11"	0.02618194	0.01427	0.03809	36	"Quebec"	0	"dashed"	"KP.3.1.1"
"MC.10.1.2"	0.02611682	0.01674	0.0355	46	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.10.1.2"	0.02573064	0.01827	0.03319	73	"Canada"	0	"dashed"	"KP.3.1.1"
"NL.4*"	0.02571945	0.01617	0.03527	43	"Canada"	0	"dashed"	"KP.3*"
"LB.1*"	0.02568723	0.02027	0.03111	164	"Ontario"	0	"dashed"	"KP.3*"
"MC.13.2*"	0.02557151	0.01714	0.034	56	"Canada"	0	"dashed"	"KP.3*"
"MC.9*"	0.02556787	0.01466	0.03647	34	"Ontario"	0	"dashed"	"KP.3*"
"NF.1*"	0.02549192	0.01817	0.03282	73	"Canada"	0	"dashed"	"KP.3*"
"NL.3"	0.02542947	0.01788	0.03298	72	"Canada"	0	"dashed"	"KP.3.1.1"
"LP.8.1.1"	0.02540162	0.01381	0.037	38	"British Columbia"	0	"dashed"	"KP.3.1.1"
"NF*"	0.02532164	0.0184	0.03224	83	"Canada"	0	"dashed"	"KP.3*"
"NL.4.1*"	0.02521997	0.01544	0.035	41	"Canada"	0	"dashed"	"KP.3*"
"PA*"	0.02517275	0.01597	0.03438	46	"Canada"	0	"dashed"	"KP.3*"
"XEC.8*"	0.02511842	0.02107	0.02917	295	"Ontario"	0	"dashed"	"KP.3*"
"MC.10.1"	0.02498145	0.02093	0.02903	275	"Canada"	0	"dashed"	"KP.3.1.1"
"XEC.2.1"	0.02473212	0.01318	0.03628	28	"Alberta"	0	"dashed"	"KP.3.1.1"
"LF.7.2*"	0.02459367	0.00877	0.04042	18	"Quebec"	0	"dashed"	"KP.3*"
"MC.21*"	0.02454907	0.0156	0.0335	48	"Ontario"	0	"dashed"	"KP.3*"
"NV.1"	0.02454657	0.00835	0.04075	15	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.1.5"	0.02432874	0.01858	0.03008	140	"Ontario"	0	"dashed"	"KP.3.1.1"
"LF*"	0.02407185	0.01912	0.02902	160	"Ontario"	0	"dashed"	"KP.3*"
"XEL*"	0.02401284	0.01062	0.03741	22	"Canada"	0	"dashed"	"KP.3*"
