"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"
"FL.15"	0.06641862	0.05521	0.07763	58	"Ontario"
"GY.5"	0.06628048	0.04332	0.08924	11	"Ontario"
"GK*"	0.06616706	0.04834	0.084	19	"Ontario"
"FY*"	0.06562375	0.03907	0.09218	13	"Nova Scotia"
"XBB.1.22*"	0.06562375	0.03907	0.09218	13	"Nova Scotia"
"XBB.1.5.72"	0.06520955	0.05635	0.07407	82	"Canada"
"HH.1"	0.06457911	0.04447	0.08469	13	"Canada"
"FU*"	0.06399184	0.05078	0.0772	68	"British Columbia"
"FT.3"	0.06375064	0.04326	0.08424	24	"British Columbia"
"FT.3*"	0.06375064	0.04326	0.08424	24	"British Columbia"
"XBB.1.9*"	0.06369303	0.04883	0.07856	116	"Nova Scotia"
"FL.4*"	0.06368825	0.04881	0.07857	52	"British Columbia"
"GK.1.3"	0.06338361	0.0437	0.08307	14	"Ontario"
"FY*"	0.06323741	0.04292	0.08356	23	"British Columbia"
"GK.1*"	0.06301285	0.045	0.08103	17	"Ontario"
"FL.1*"	0.06292203	0.05044	0.0754	41	"Ontario"
"FL.2.3"	0.0626707	0.04135	0.08399	11	"Canada"
"FL.1.5*"	0.0625358	0.04845	0.07662	39	"Quebec"
"GJ.1*"	0.062443	0.0541	0.07078	92	"Canada"
"GW*"	0.06236444	0.05145	0.07328	66	"Ontario"
"FU.2.1"	0.06169644	0.04563	0.07776	20	"Canada"
"XBB.1.42.2"	0.06168358	0.04506	0.07831	18	"Canada"
"GJ.1.2"	0.06140714	0.05281	0.07	83	"Canada"
"FL.10*"	0.06096835	0.05019	0.07175	44	"Canada"
"EG*"	0.06080759	0.04677	0.07484	71	"Alberta"
"FY*"	0.06078614	0.0416	0.07997	19	"Quebec"
"FK.1*"	0.06055221	0.0366	0.08451	12	"Quebec"
"FL.15"	0.06048612	0.04146	0.07951	19	"Quebec"
"XBB.1.5.72"	0.06048226	0.04983	0.07113	57	"Ontario"
"GY.5"	0.06033975	0.04735	0.07332	30	"Canada"
"FY.5"	0.0602107	0.04117	0.07926	49	"Ontario"
"XBB.1.42*"	0.05863842	0.04284	0.07444	20	"Ontario"
"EG.4*"	0.05803232	NA	NA	20	"Ontario"
"GW*"	0.05778665	0.0491	0.06647	76	"Canada"
"XBB.2.3*"	0.05772759	0.03296	0.0825	15	"Nova Scotia"
"HL*"	0.05754866	0.04519	0.06991	32	"Canada"
"EG.5*"	0.05742818	0.05138	0.06348	237	"Ontario"
"GJ*"	0.0572675	0.04475	0.06978	47	"Quebec"
"XBB.1.5.30"	0.0569898	0.03692	0.07706	21	"Nova Scotia"
"HM*"	0.0569898	0.03692	0.07706	21	"Nova Scotia"
"FL.3"	0.05634885	0.0291	0.0836	12	"British Columbia"
"FU*"	0.05623312	0.03942	0.07305	36	"Alberta"
"XBB.1.5.89"	0.05615264	0.03919	0.07312	16	"Canada"
"HL*"	0.0561176	0.04002	0.07221	18	"Ontario"
"GD.1"	0.05580963	0.03632	0.0753	12	"Canada"
"FT*"	0.05575279	0.03762	0.07389	29	"British Columbia"
"XBB.1.22*"	0.05545287	0.03774	0.07317	20	"Quebec"
"FL*"	0.05528908	0.03871	0.07187	62	"Nova Scotia"
"HF*"	0.05500301	0.04629	0.06371	67	"Canada"
"XBB.1.16.8"	0.05480045	0.04156	0.06804	26	"Canada"
"FL.10*"	0.05463978	NA	NA	16	"Quebec"
"GN*"	0.05333522	0.04307	0.0636	54	"Ontario"
"XBB.1.5.10"	0.05302146	0.04496	0.06108	80	"Canada"
"GJ*"	0.05292029	0.03439	0.07145	24	"British Columbia"
"FL.18"	0.05273943	0.04154	0.06394	44	"Ontario"
"FL.18*"	0.05273943	0.04154	0.06394	44	"Ontario"
"FL.1*"	0.05272337	0.04626	0.05918	130	"Canada"
"XBB.1.16"	0.05253328	0.03619	0.06888	74	"Nova Scotia"
"XBB.1.16.3"	0.05253188	0.035	0.07006	20	"Quebec"
"XBB.2.3*"	0.05223031	0.04104	0.06343	111	"Alberta"
"EG.5.1.4"	0.05207474	NA	NA	13	"Ontario"
"FK.1.1*"	0.05179998	0.02747	0.07613	13	"British Columbia"
"DV.7*"	0.05161142	0.03663	0.06659	20	"Canada"
"HQ*"	0.05158376	0.03676	0.06641	20	"Canada"
"FL.10*"	0.05156992	0.03405	0.06909	14	"Ontario"
"DV.7"	0.05152503	0.03579	0.06726	18	"Canada"
"HL.1"	0.05147756	0.03379	0.06916	14	"Canada"
"EG.2"	0.05144863	0.03777	0.06512	24	"Canada"
"XBB.1.5.10"	0.05128113	0.03587	0.06669	25	"Quebec"
"DV.7"	0.0509228	0.03467	0.06717	17	"Ontario"
"XBB.1.5.30"	0.05066165	0.0405	0.06082	42	"Canada"
"XBB.1.16*"	0.05010716	0.04118	0.05904	367	"Alberta"
"XBB.2.3"	0.05009484	0.02857	0.07162	17	"Ontario"
"XBB.1.16*"	0.04986127	0.03748	0.06225	131	"Nova Scotia"
"XBB.1.5.72"	0.04964829	0.01771	0.08158	13	"Quebec"
"DV.7*"	0.04963539	0.03392	0.06536	18	"Ontario"
"EG*"	0.04939996	0.04466	0.05414	435	"Ontario"
"EG.6.1"	0.04930846	0.04183	0.05679	86	"Canada"
"FU.2*"	0.04928327	0.03897	0.0596	44	"Canada"
"FY.5"	0.04924087	0.02241	0.07607	11	"British Columbia"
"XBB.1.16"	0.04911316	0.03899	0.05924	235	"Alberta"
"GY*"	0.04861738	0.03294	0.06429	35	"British Columbia"
"GJ*"	0.04857301	0.03512	0.06202	59	"Alberta"
"FL.18"	0.04856545	0.02334	0.07379	12	"Alberta"
"FL.18*"	0.04856545	0.02334	0.07379	12	"Alberta"
"XBB.1.9*"	0.04851376	0.04443	0.0526	1016	"Ontario"
"FL.14"	0.04851009	0.03636	0.06066	30	"Canada"
"FL.1*"	0.0483427	0.03791	0.05878	56	"Quebec"
"FD.1.1"	0.04829972	0.01775	0.07885	11	"Newfoundland and Labrador"
"FD*"	0.04829972	0.01775	0.07885	11	"Newfoundland and Labrador"
"FD*"	0.04829704	0.03341	0.06319	41	"British Columbia"
"XBB.1.5.28"	0.04825132	0.02904	0.06746	15	"Quebec"
"XBB.1.5.10"	0.04807876	0.03743	0.05872	44	"Ontario"
"FU.1"	0.04806353	0.03823	0.05789	48	"Canada"
"FY.2"	0.04798894	0.03586	0.06012	30	"Canada"
"GJ.1.2"	0.04782667	0.03016	0.0655	15	"Ontario"
"XBB.1.16.12"	0.04764984	0.0308	0.0645	15	"Canada"
"FU*"	0.047504	0.03182	0.06318	30	"Nova Scotia"
"FL.4"	0.04713529	0.02875	0.06552	25	"British Columbia"
"XBB.1.42*"	0.04704989	0.03722	0.05688	46	"Canada"
"HL.1"	0.04680267	0.02959	0.06401	14	"Ontario"
"GN*"	0.0466495	0.03923	0.05407	88	"Canada"
"XCF*"	0.0466388	0.03209	0.06119	20	"Canada"
"EG.7"	0.04659828	0.03369	0.05951	26	"Canada"
"HF*"	0.04644637	0.02663	0.06626	21	"British Columbia"
"EG.1*"	0.04641765	0.03843	0.05441	81	"Ontario"
"FL.18*"	0.04636686	0.03839	0.05435	76	"Canada"
"XBB.2.3.2"	0.04635314	0.02057	0.07213	11	"British Columbia"
"XBB.1.16*"	0.0463247	0.03092	0.06173	35	"New Brunswick"
"XBL*"	0.04627169	0.03559	0.05695	40	"Canada"
"GJ.1*"	0.04623115	0.03123	0.06124	18	"Ontario"
"EG*"	0.04619789	0.04334	0.04905	1064	"Canada"
"XBB.1.16.1"	0.04609011	0.02915	0.06303	23	"Nova Scotia"
"GB.1"	0.04606619	0.028	0.06413	18	"Quebec"
"FL.18"	0.04590423	0.03789	0.05392	75	"Canada"
"EG.2"	0.0456478	0.03007	0.06123	17	"Ontario"
"XBB.2.3.11"	0.04551146	0.0336	0.05742	33	"Ontario"
"FL.1.5"	0.04527909	0.0316	0.05896	23	"Canada"
"XCF.2"	0.04527589	0.0264	0.06415	15	"Quebec"
"XCF*"	0.04527589	0.0264	0.06415	15	"Quebec"
"GS*"	0.04497526	0.03361	0.05634	37	"Ontario"
"FL*"	0.04475368	0.04017	0.04933	581	"Ontario"
"EG*"	0.04463841	0.03918	0.0501	272	"Quebec"
"CH.1.1.14"	0.04461177	0.02969	0.05953	19	"Canada"
"FU.2*"	0.04427096	0.02249	0.06605	11	"Quebec"
"FK.1.1"	0.04414971	0.01799	0.07031	11	"British Columbia"
"XBB.2.3"	0.04414735	0.02671	0.06158	26	"Alberta"
"EG*"	0.04395382	0.02444	0.06347	18	"New Brunswick"
"FL.13.3*"	0.04390644	0.02695	0.06086	14	"Ontario"
"HH*"	0.04339603	0.03037	0.05642	24	"Ontario"
"XBB.2.3.6"	0.04336946	0.03	0.05674	24	"Canada"
"FL.2*"	0.04323164	0.03588	0.05058	89	"Canada"
"GJ*"	0.04320927	0.0304	0.05602	25	"Ontario"
"FK.1*"	0.04279515	0.02307	0.06252	20	"British Columbia"
"FL.7"	0.04278657	0.02703	0.05854	17	"Canada"
"XBB.1.16.19"	0.04269126	0.02329	0.06209	11	"Canada"
"GJ*"	0.04264864	0.03708	0.04822	169	"Canada"
"GR.1"	0.04262482	0.02786	0.05739	19	"Canada"
"DV*"	0.04259074	0.03023	0.05495	28	"Ontario"
"XBB.1.9*"	0.04239481	0.03327	0.05152	254	"Alberta"
"CH.1.1.14"	0.04237609	0.02587	0.05888	19	"Quebec"
"XBB.1.5.44"	0.04208186	0.03318	0.05098	57	"Canada"
"EG.1.3"	0.04202535	0.02474	0.05931	19	"Quebec"
"FK.1.1*"	0.04174852	0.02888	0.05462	26	"Canada"
"FL.1.5"	0.04160928	0.02544	0.05778	20	"Quebec"
"HA.1"	0.04155424	0.02935	0.05375	29	"Canada"
"XBB.1.5.59"	0.04142031	0.02616	0.05668	18	"Canada"
"XBB.1.5.92"	0.04141967	0.02208	0.06076	11	"Canada"
"XCF.2"	0.04132615	0.02603	0.05662	18	"Canada"
"EG.1"	0.04131662	0.0292	0.05344	30	"Ontario"
"HT.1"	0.04125222	0.01953	0.06298	17	"British Columbia"
"FL.2*"	0.04120893	0.03012	0.05229	46	"Quebec"
"FL.2*"	0.0411983	0.02894	0.05345	28	"Ontario"
"HE"	0.0410269	0.02769	0.05437	24	"Ontario"
"GY*"	0.04081788	0.0249	0.05673	43	"Alberta"
"XBL"	0.04077493	0.02871	0.05284	30	"Canada"
"XBB.1.16.9"	0.04055885	0.02796	0.05315	27	"Canada"
"XBB.1.16.9"	0.04033351	0.02472	0.05595	21	"Quebec"
"XBB.1.16*"	0.04023993	0.03389	0.04659	436	"British Columbia"
"EG.7"	0.04005389	0.01708	0.06303	11	"New Brunswick"
"FL.7"	0.03987254	0.02182	0.05793	12	"Ontario"
"FL.2"	0.03986702	0.0281	0.05164	40	"Quebec"
"XBB.1.16*"	0.03982509	0.03497	0.04468	449	"Quebec"
"XBB.1.16.20"	0.03978657	0.02453	0.05504	18	"Canada"
"HH*"	0.03967117	0.02597	0.05337	42	"British Columbia"
"FL.4"	0.03964421	0.03244	0.04685	125	"Ontario"
"XBB.1.5.73"	0.03942077	0.02795	0.05089	32	"Ontario"
"GB.1"	0.03935698	0.02133	0.05739	12	"Ontario"
"FK.1.1"	0.03917107	0.02523	0.05312	22	"Canada"
"XBB.1.16"	0.03911844	0.03466	0.04358	500	"Ontario"
"FD.2"	0.03907496	0.021	0.05715	27	"British Columbia"
"FL.4*"	0.03905727	0.03198	0.04614	130	"Ontario"
"FL.22"	0.03900908	0.02323	0.05479	17	"Canada"
"FL.4.6"	0.03893852	0.02626	0.05162	27	"Canada"
"XBB.1.5.44"	0.03888341	0.02933	0.04843	51	"Ontario"
"EG.5.2*"	0.03887817	0.03138	0.04637	81	"Canada"
"XBB.1.9*"	0.03873101	0.03658	0.04088	2937	"Canada"
"FE.1.1"	0.03863459	0.0236	0.05366	23	"Quebec"
"FU.2"	0.03853404	0.02514	0.05193	24	"Canada"
"FE.1.1"	0.03848606	0.02604	0.05093	28	"Canada"
"FD.1.1"	0.03844835	0.01149	0.06541	11	"Alberta"
"FU*"	0.03837142	0.0304	0.04634	99	"Quebec"
"HH.1*"	0.03837064	0.02252	0.05422	31	"British Columbia"
"XBB.1.16.6"	0.03830152	0.02108	0.05553	16	"Quebec"
"XBB.1.16.1"	0.03817662	0.0297	0.04665	84	"Quebec"
"XBB.2.3*"	0.03811743	0.03214	0.0441	175	"Ontario"
"XBB.1.5.77"	0.03805901	0.02451	0.0516	24	"Ontario"
"HR*"	0.03805901	0.02451	0.0516	24	"Ontario"
"EG.4"	0.03800893	0.02703	0.04899	35	"Canada"
"FD*"	0.03761218	0.01413	0.06109	15	"Alberta"
"XBL"	0.03748341	0.02539	0.04957	30	"Ontario"
"XBB.1.16.2"	0.03742373	0.02015	0.05469	36	"Alberta"
"XBB.1.5.73"	0.03722295	0.02865	0.0458	61	"Canada"
"XBB.2.3.2"	0.03720502	0.02272	0.05169	19	"Ontario"
"XBL*"	0.03707916	0.02516	0.049	31	"Ontario"
"XBB.1.16*"	0.03701259	0.0166	0.05743	21	"Newfoundland and Labrador"
"FL.3"	0.0369287	0.02794	0.04592	56	"Canada"
"XBB.2.3*"	0.03670333	0.02961	0.04379	123	"Quebec"
"FL.2"	0.03656157	0.02822	0.0449	67	"Canada"
"XBB.1.16*"	0.03651547	0.0342	0.03883	2399	"Canada"
"FL.12"	0.03638275	0.02054	0.05223	17	"Canada"
"XBB.1.16"	0.03630823	0.01565	0.05697	12	"New Brunswick"
"FL.4*"	0.03626418	0.0323	0.04023	421	"Canada"
"GS*"	0.0361882	0.02773	0.04464	65	"Canada"
"EG.5.2"	0.03608495	0.02833	0.04384	76	"Canada"
"XBB.2.3.11"	0.03570648	0.02674	0.04468	57	"Canada"
"FL.4"	0.03560139	0.0315	0.0397	375	"Canada"
"FU*"	0.03532836	0.03139	0.03926	395	"Canada"
"FL.1.3"	0.03527288	0.02207	0.04847	25	"Canada"
"XBB.1.5.28"	0.03525073	0.02235	0.04815	26	"Canada"
"EG.1.3"	0.0351796	0.0254	0.04496	47	"Canada"
"XBB.1.16.13"	0.03511572	0.0131	0.05713	17	"British Columbia"
"HA.1"	0.03506824	0.02249	0.04764	27	"Ontario"
"HM*"	0.03479334	0.02736	0.04223	78	"Canada"
"FL*"	0.03469728	0.02473	0.04466	181	"Alberta"
"HH.1.1"	0.03466292	0.01798	0.05135	28	"British Columbia"
"XBB.1.16*"	0.03466162	0.03094	0.03838	894	"Ontario"
"XBB.1.16.1"	0.03458443	0.01295	0.05622	17	"Alberta"
"XBB.2.3*"	0.03440036	0.03113	0.03768	654	"Canada"
"HR*"	0.0342544	0.02507	0.04344	54	"Canada"
"FL*"	0.0342324	0.03183	0.03664	1861	"Canada"
"HH.1*"	0.03417826	0.02383	0.04452	41	"Canada"
"XBB.2.3*"	0.03417288	0.02637	0.04197	187	"British Columbia"
"EU.1.1"	0.03412023	0.01567	0.05257	14	"Quebec"
"XBB.1.9*"	0.03392947	0.03023	0.03763	838	"Quebec"
"XBB.1.17.1"	0.0339254	0.01789	0.04996	19	"Quebec"
"GA*"	0.0339254	0.01789	0.04996	19	"Quebec"
"XBB.1.17.1"	0.03383532	0.02012	0.04756	23	"Canada"
"XBB.1.5.50"	0.03372765	0.0186	0.04886	43	"Alberta"
"FL.3"	0.03369955	0.01563	0.05177	12	"Ontario"
"BA.5.2*"	0.03365359	0.01901	0.0483	20	"Canada"
"HM*"	0.03359808	0.01773	0.04946	16	"Ontario"
"XBB.1.16"	0.03358899	0.03092	0.03625	1382	"Canada"
"XBB.1.5.100"	0.03342424	0.02098	0.04586	28	"Ontario"
"HY*"	0.03342424	0.02098	0.04586	28	"Ontario"
"XBB.1.16"	0.03339405	0.0276	0.03919	225	"Quebec"
"XBB.1.5.73"	0.03326869	0.0167	0.04984	18	"Quebec"
"XBB.1.5.30"	0.03323301	0.01667	0.0498	15	"Ontario"
"XBB.1.9*"	0.0331675	0.0219	0.04443	106	"New Brunswick"
"FL.4*"	0.03314886	0.01502	0.05128	29	"Alberta"
"XBB.1.5.49"	0.03266217	0.01866	0.04667	43	"British Columbia"
"XBB.1.5.37"	0.03259444	0.01188	0.05331	18	"British Columbia"
"GJ.3"	0.03233482	0.01843	0.04624	23	"Canada"
"XBB.1.5.77"	0.0321846	0.02275	0.04162	52	"Canada"
"GZ*"	0.03212026	0.01388	0.05036	13	"Canada"
"EU.1.1*"	0.03210064	0.02409	0.04011	74	"Canada"
"XBB.1.16.2"	0.03177513	0.01366	0.04989	27	"British Columbia"
"FL.3*"	0.03167008	0.01479	0.04855	14	"Ontario"
"GA*"	0.0316015	0.01879	0.04441	27	"Canada"
"FL.13*"	0.03151739	0.00559	0.05745	12	"British Columbia"
"XBB.1.5.100"	0.03136851	0.02203	0.04071	54	"Canada"
"BF*"	0.03128321	0.01568	0.04689	18	"Canada"
"HY*"	0.03127338	0.02231	0.04024	59	"Canada"
"EU.1.1*"	0.03108203	0.01471	0.04745	18	"Quebec"
"XBB.2.3"	0.03104183	0.01665	0.04543	24	"Quebec"
"FT.3*"	0.03102198	0.0187	0.04334	30	"Canada"
"FL*"	0.03100317	0.02439	0.03762	349	"British Columbia"
"GF*"	0.03095064	0.02091	0.04099	45	"Canada"
"EU.1.1"	0.03094506	0.02253	0.03936	67	"Canada"
"GN*"	0.03085428	0.01609	0.04562	23	"Quebec"
"BQ.1.1.1"	0.03070475	0.01799	0.04342	27	"Ontario"
"HE"	0.03065081	0.02281	0.03849	79	"Canada"
"XBB.1.16"	0.03053789	0.02344	0.03764	284	"British Columbia"
"FL.5"	0.03051969	0.01	0.05104	24	"Alberta"
"XBB.1.16.1"	0.03011603	0.0257	0.03453	277	"Canada"
"FL.26"	0.03010823	0.01092	0.0493	12	"Canada"
"BQ.1.1.1"	0.02994359	0.01774	0.04215	31	"Canada"
"HP*"	0.02993066	0.01386	0.046	15	"Ontario"
"FT.3"	0.0299	0.01685	0.04295	27	"Canada"
"FL.10"	0.02976312	0.0148	0.04473	20	"Canada"
"FL.3"	0.02974275	0.0163	0.04319	28	"Quebec"
"FL*"	0.02970782	0.01816	0.04126	88	"New Brunswick"
"XBB.1.9.2"	0.02970358	0.01027	0.04914	23	"British Columbia"
"FK.1*"	0.02960588	0.02033	0.03888	55	"Canada"
"EU.1.1*"	0.02958212	0.01854	0.04062	37	"Ontario"
"XBB.1.9.1"	0.02951651	0.0227	0.03633	126	"Ontario"
"GS*"	0.02931834	0.00867	0.04997	20	"British Columbia"
"XBB.1.5.62"	0.02930128	0.02004	0.03856	54	"Canada"
"EG.4*"	0.02929399	0.0194	0.03919	46	"Canada"
"XBB.1.5.25"	0.02928184	0.01559	0.04297	27	"Quebec"
"FL.4*"	0.02916775	0.02268	0.03565	139	"Quebec"
"XBB.1.16.13"	0.02911697	0.01713	0.0411	32	"Canada"
"FL.4"	0.02904492	0.02255	0.03554	138	"Quebec"
"EG.1*"	0.0289835	0.02455	0.03342	273	"Canada"
"HA*"	0.0288572	0.01908	0.03864	49	"Canada"
"XBB.1.16.1"	0.02877231	0.01017	0.04738	25	"British Columbia"
"FL*"	0.02861578	0.02457	0.03266	559	"Quebec"
"XBB.1.9*"	0.02855979	0.02258	0.03454	498	"British Columbia"
"XBB.1.16"	0.02841062	-0.00747	0.06429	16	"Manitoba"
"XBB.2.3.3"	0.02839992	0.01197	0.04483	39	"Alberta"
"XBB.1.5.75"	0.02837764	0.00474	0.05202	15	"British Columbia"
"FL.13*"	0.02804135	0.01048	0.0456	16	"Quebec"
"XBB.1.5.62"	0.02796966	0.01577	0.04017	32	"Quebec"
"GY*"	0.02794527	0.01912	0.03677	58	"Ontario"
"XBB.1.5.37"	0.02774907	0.02048	0.03502	95	"Canada"
"XBB.1.9.2"	0.02769788	0.02199	0.03341	168	"Canada"
"FL.5"	0.02765082	0.01879	0.03651	65	"Ontario"
"FE.1"	0.02762931	0.00745	0.04781	12	"Quebec"
"FD.1.1"	0.02757627	0.0194	0.03575	69	"Ontario"
"HH*"	0.02750405	0.02113	0.03388	122	"Canada"
"EU.1.1"	0.02747395	0.01607	0.03888	35	"Ontario"
"GY*"	0.02742104	0.02196	0.03288	174	"Canada"
"EG.1*"	0.02735565	0.01938	0.03533	90	"Quebec"
"XBB.2.3"	0.02713607	0.01665	0.03762	88	"British Columbia"
"GB.1"	0.02708124	0.01737	0.0368	50	"Canada"
"EG.5.2"	0.02687281	0.01823	0.03552	64	"Ontario"
"EG.5.2*"	0.02687281	0.01823	0.03552	64	"Ontario"
"FE.1*"	0.02649889	0.01833	0.03467	88	"Quebec"
"EG.1"	0.0264224	0.02028	0.03257	141	"Canada"
"FE.1.1*"	0.02618061	0.01732	0.03505	72	"Quebec"
"HR*"	0.02614753	0.01233	0.03996	26	"Quebec"
"EG.1"	0.02613005	0.01128	0.04098	42	"British Columbia"
"FL.13*"	0.0260924	0.01281	0.03938	25	"Ontario"
"XBB.1.9.1"	0.02604696	0.01078	0.04132	40	"Alberta"
"XBB.1.5.37"	0.02578461	0.01329	0.03828	29	"Ontario"
"XBB.1.5.49"	0.02563918	0.01793	0.03335	95	"Quebec"
"FL.4"	0.02561579	0.00342	0.04781	18	"Alberta"
"XBB.1.5.1"	0.02559763	0.01177	0.03943	65	"Alberta"
"XBB.2.3"	0.02544254	0.01982	0.03106	169	"Canada"
"XBB.1.5.37"	0.02532383	0.01475	0.0359	47	"Quebec"
"FL.3*"	0.02532203	0.01463	0.03602	47	"Quebec"
"FL.1"	0.02493779	0.00939	0.04048	20	"Canada"
"XBB.2.3.11"	0.02488633	0.00224	0.04754	17	"British Columbia"
"FE.1.1*"	0.02438321	0.01815	0.03061	137	"Canada"
"FD.1.1"	0.02436027	0.02153	0.02719	1061	"Canada"
"FL.2"	0.0241346	0.0075	0.04077	16	"Ontario"
"FL.3*"	0.02403758	0.01681	0.03126	100	"Canada"
"XBB.1.5.16"	0.02378638	0.00292	0.04465	12	"Canada"
"EG.1"	0.0237525	0.01396	0.03354	57	"Quebec"
"XBB.1.9.2"	0.02363421	0.01245	0.03482	38	"Ontario"
"EG.1.3"	0.02354382	0.01019	0.0369	26	"Ontario"
"FD*"	0.02346462	0.02073	0.0262	1209	"Canada"
"HT.1"	0.02320384	0.00787	0.03854	21	"Canada"
"HT*"	0.02307263	0.01572	0.03043	106	"Quebec"
"EG*"	0.02280407	0.01411	0.0315	146	"British Columbia"
"XBB.2.3.2"	0.02278969	0.01474	0.03084	80	"Canada"
"FL.13"	0.02266364	0.0101	0.03523	32	"Canada"
"XBB.1.5.25"	0.02228688	0.01054	0.03404	37	"Canada"
"FL.4*"	0.02228394	0.00927	0.0353	50	"New Brunswick"
"XBB.1.9.1"	0.02217206	0.00104	0.04331	13	"Nova Scotia"
"GF*"	0.02212613	0.00474	0.03952	15	"Ontario"
"XBB.1.16"	0.02189562	-0.00202	0.04582	12	"Newfoundland and Labrador"
"FD*"	0.0218588	0.01512	0.0286	121	"Ontario"
