"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"	"Highlight"	"reference"
"JN.1.13*"	0.08180477	0.07199	0.09162	138	"Canada"	0	"JN.1"
"JN.1.16*"	0.08179751	0.01423	0.14936	14	"Newfoundland and Labrador"	0	"JN.1"
"KP*"	0.08172558	0.07638	0.08707	725	"Canada"	0	"JN.1"
"KP.4*"	0.08157474	0.05793	0.10522	18	"Canada"	0	"JN.1"
"JN.1.7"	0.08119757	0.03032	0.13207	12	"Newfoundland and Labrador"	0	"JN.1*"
"JN.1.7*"	0.08119757	0.03032	0.13207	12	"Newfoundland and Labrador"	0	"JN.1"
"KP.1.1*"	0.08076447	0.06821	0.09332	70	"Canada"	0	"JN.1"
"KP.1.1"	0.08012442	0.06643	0.09382	56	"Canada"	0	"JN.1*"
"KP.2*"	0.08001455	0.06263	0.0974	51	"Ontario"	0	"JN.1"
"JN.1.11*"	0.07595414	0.07108	0.08083	743	"Canada"	0	"JN.1"
"KP.2"	0.07396989	0.05691	0.09103	43	"Ontario"	0	"JN.1*"
"KP*"	0.07333058	0.04336	0.1033	27	"Nova Scotia"	0	"JN.1"
"JN.1.11*"	0.07333058	0.04336	0.1033	27	"Nova Scotia"	0	"JN.1"
"XDP"	0.0718083	0.04859	0.09502	31	"British Columbia"	0	"JN.1*"
"XDP*"	0.0718083	0.04859	0.09502	31	"British Columbia"	0	"JN.1"
"KP.2.1"	0.07122817	0.04868	0.09378	16	"Canada"	0	"JN.1*"
"JN.1.16*"	0.06766031	0.05855	0.07677	105	"Canada"	0	"JN.1"
"JN.1.18*"	0.06571761	0.03976	0.09167	13	"Alberta"	0	"JN.1"
"KP.1*"	0.06477188	0.04234	0.0872	17	"Alberta"	0	"JN.1"
"KW.1*"	0.06460914	0.0458	0.08342	20	"Canada"	0	"JN.1"
"KP*"	0.06408273	0.05761	0.07056	323	"Ontario"	0	"JN.1"
"JN.1.11*"	0.06408273	0.05761	0.07056	323	"Ontario"	0	"JN.1"
"KR*"	0.0640718	0.03633	0.09181	11	"Alberta"	0	"JN.1"
"JN.1.7.2"	0.06374293	0.049	0.07849	73	"British Columbia"	0	"JN.1*"
"XDK.1"	0.06373304	0.03415	0.09332	16	"British Columbia"	0	"JN.1*"
"JN.1.11.1"	0.06224697	0.05383	0.07066	114	"Canada"	0	"JN.1*"
"KW*"	0.0620943	0.03533	0.08886	19	"British Columbia"	0	"JN.1"
"JN.1.18"	0.06097191	0.03543	0.08652	12	"Alberta"	0	"JN.1*"
"XDK*"	0.05945551	0.05137	0.06754	111	"Canada"	0	"JN.1"
"KW.1"	0.05944604	0.04051	0.07838	18	"Canada"	0	"JN.1*"
"JN.1.11.1"	0.05935279	0.03229	0.08641	19	"Nova Scotia"	0	"JN.1*"
"JN.1.18*"	0.05910649	0.04335	0.07486	57	"British Columbia"	0	"JN.1"
"JN.1.13.1"	0.05868033	0.04759	0.06977	56	"Canada"	0	"JN.1*"
"JN.1.32"	0.0575422	0.02941	0.08567	16	"British Columbia"	0	"JN.1*"
"KP.1"	0.05747858	0.03341	0.08154	13	"Alberta"	0	"JN.1*"
"KP.1*"	0.05747393	NA	NA	11	"Quebec"	0	"JN.1"
"JN.1.7"	0.05667487	0.03623	0.07712	30	"Nova Scotia"	0	"JN.1*"
"JN.1.7*"	0.05667487	0.03623	0.07712	30	"Nova Scotia"	0	"JN.1"
"JN.1.11*"	0.05627484	0.04291	0.06964	74	"British Columbia"	0	"JN.1"
"KW*"	0.05621628	0.04224	0.07019	32	"Canada"	0	"JN.1"
"JN.1.13.1"	0.05586159	0.03703	0.0747	19	"Ontario"	0	"JN.1*"
"JN.1.18"	0.05532682	0.03943	0.07123	52	"British Columbia"	0	"JN.1*"
"JN.1.16"	0.05528055	0.045	0.06557	61	"Canada"	0	"JN.1*"
"JN.1.7*"	0.05485464	0.0455	0.0642	174	"British Columbia"	0	"JN.1"
"JN.1.28*"	0.05466955	0.03807	0.07127	47	"British Columbia"	0	"JN.1"
"LA*"	0.05456096	0.03312	0.076	13	"Canada"	0	"JN.1"
"KP.1*"	0.05276045	0.04523	0.06029	111	"Canada"	0	"JN.1"
"KV.2"	0.05223787	0.03523	0.06925	20	"Canada"	0	"JN.1*"
"KZ*"	0.05114004	0.03093	0.07135	14	"Canada"	0	"JN.1"
"JN.1.16*"	0.05084301	NA	NA	39	"Ontario"	0	"JN.1"
"XDK"	0.04986379	0.02836	0.07137	25	"Nova Scotia"	0	"JN.1*"
"XDK*"	0.04986379	0.02836	0.07137	25	"Nova Scotia"	0	"JN.1"
"JN.1.13.1"	0.04956861	NA	NA	13	"Alberta"	0	"JN.1*"
"JN.1.28"	0.04894622	0.02884	0.06905	28	"British Columbia"	0	"JN.1*"
"JN.1.46"	0.04872578	0.01269	0.08476	21	"New Brunswick"	0	"JN.1*"
"JN.1.7"	0.04843492	0.0374	0.05947	101	"British Columbia"	0	"JN.1*"
"XDK*"	0.04764083	0.02579	0.06949	23	"British Columbia"	0	"JN.1"
"JQ.2.1"	0.04468782	0.02475	0.06463	13	"Canada"	0	"JN.1*"
"JN.1.7*"	0.044632	0.03773	0.05153	120	"Ontario"	0	"JN.1"
"JN.1.8.1"	0.04423074	0.03564	0.05282	71	"Ontario"	0	"JN.1*"
"JN.1.28.1"	0.04368441	0.02287	0.0645	12	"Canada"	0	"JN.1*"
"JN.1.7"	0.04360884	0.03659	0.05063	111	"Ontario"	0	"JN.1*"
"JN.1.38"	0.04345519	0	0.09168	13	"New Brunswick"	0	"JN.1*"
"JN.1.11.1"	0.0425284	0.02821	0.05684	23	"Ontario"	0	"JN.1*"
"KU*"	0.04251968	0.02409	0.06095	15	"Canada"	0	"JN.1"
"JN.1.7*"	0.04165145	0.0378	0.04551	474	"Canada"	0	"JN.1"
"JN.1.32"	0.04156755	0.01897	0.06416	13	"Quebec"	0	"JN.1*"
"JQ*"	0.04128948	0.02236	0.06022	14	"Canada"	0	"JN.1"
"JN.1.18*"	0.04127925	0.03431	0.04825	113	"Canada"	0	"JN.1"
"JN.1.7.2"	0.04062172	0.03309	0.04815	99	"Canada"	0	"JN.1*"
"JN.1.7"	0.04060449	0.03644	0.04476	371	"Canada"	0	"JN.1*"
"KR*"	0.04013101	0.02216	0.0581	15	"Canada"	0	"JN.1"
"JN.1.31"	0.03992916	0	0.08464	13	"New Brunswick"	0	"JN.1*"
"JN.1.18"	0.03947391	0.03235	0.0466	105	"Canada"	0	"JN.1*"
"KP.1*"	0.03924171	0.03033	0.04815	55	"Ontario"	0	"JN.1"
"JN.1.7*"	0.03803181	0.022	0.05407	26	"Quebec"	0	"JN.1"
"JN.1.32"	0.03796781	0.03017	0.04576	88	"Canada"	0	"JN.1*"
"JN.1.7"	0.03759013	0.00536	0.06982	25	"New Brunswick"	0	"JN.1*"
"JN.1.7*"	0.03759013	0.00536	0.06982	25	"New Brunswick"	0	"JN.1"
"JN.1.30.1"	0.03688669	0.0175	0.05627	13	"Canada"	0	"JN.1*"
"XDK"	0.03653613	0.02621	0.04687	47	"Canada"	0	"JN.1*"
"JN.1.7"	0.03597706	0.01727	0.05469	16	"Quebec"	0	"JN.1*"
"JQ.2.1"	0.03570073	0.01811	0.05329	13	"Ontario"	0	"JN.1*"
"JQ*"	0.03570073	0.01811	0.05329	13	"Ontario"	0	"JN.1"
"JN.1.7"	0.03563465	0.02663	0.04464	73	"Alberta"	0	"JN.1*"
"JN.1.7*"	0.03562487	0.02708	0.04417	83	"Alberta"	0	"JN.1"
"JN.1.18*"	0.03553922	0.02383	0.04725	30	"Ontario"	0	"JN.1"
"JN.1.28*"	0.03463263	0.02673	0.04253	81	"Canada"	0	"JN.1"
"JN.1.32"	0.03419534	0.01907	0.04932	24	"Alberta"	0	"JN.1*"
"JN.1.18"	0.03346577	0.02156	0.04537	28	"Ontario"	0	"JN.1*"
"JN.1.8.1"	0.03331581	0.02574	0.04089	108	"Alberta"	0	"JN.1*"
"JN.1.8*"	0.03304572	0.02624	0.03985	92	"Ontario"	0	"JN.1"
"JN.1.20"	0.03131211	0.01756	0.04506	25	"Canada"	0	"JN.1*"
"JN.1.8*"	0.03065732	0.02376	0.03755	131	"Alberta"	0	"JN.1"
"KQ*"	0.03010373	0.0109	0.0493	13	"Canada"	0	"JN.1"
"JN.1.32"	0.02995917	0.01883	0.04109	33	"Ontario"	0	"JN.1*"
"JN.1.8.1"	0.02953732	0.0171	0.04198	33	"Quebec"	0	"JN.1*"
"JN.1.8*"	0.02861324	0.01663	0.0406	35	"Quebec"	0	"JN.1"
"JN.1.30*"	0.02708783	0.01205	0.04212	21	"Canada"	0	"JN.1"
"JN.1.8.1"	0.026954	0.0235	0.03041	482	"Canada"	0	"JN.1*"
"JN.1.28*"	0.02574754	0.01321	0.03828	23	"Ontario"	0	"JN.1"
"JN.1.4"	0.02532894	0.01928	0.03138	173	"Alberta"	0	"JN.1*"
"JN.1.4"	0.02471225	0.01947	0.02996	415	"British Columbia"	0	"JN.1*"
"JN.1.8*"	0.02401823	0.02081	0.02723	563	"Canada"	0	"JN.1"
"JN.1.4.5"	0.02354004	0.00827	0.03881	33	"Nova Scotia"	0	"JN.1*"
"KV*"	0.02354004	0.00827	0.03881	33	"Nova Scotia"	0	"JN.1"
"JN.1.39"	0.0233767	0.00153	0.04523	11	"Alberta"	0	"JN.1*"
"JN.1.4*"	0.02333862	0.01823	0.02845	269	"Alberta"	0	"JN.1"
"XDP"	0.02313114	0.01612	0.03015	102	"Canada"	0	"JN.1*"
"JN.1.4"	0.02287542	0.00653	0.03922	66	"Newfoundland and Labrador"	0	"JN.1*"
"XDP*"	0.02249679	0.01551	0.02948	103	"Canada"	0	"JN.1"
"JN.1.4*"	0.02229424	0.00594	0.03865	70	"Newfoundland and Labrador"	0	"JN.1"
"JN.1.46"	0.02217852	0	0.04451	16	"British Columbia"	0	"JN.1*"
"JN.1.28"	0.02184967	0.01183	0.03187	49	"Canada"	0	"JN.1*"
"KV*"	0.02080824	0.01189	0.02972	73	"Alberta"	0	"JN.1"
"JN.1.8.1"	0.0204708	0.01425	0.02669	250	"British Columbia"	0	"JN.1*"
"JN.1.31"	0.02016511	0.01171	0.02862	87	"Alberta"	0	"JN.1*"
"JN.1.8"	0.02004873	0.00485	0.03525	23	"Alberta"	0	"JN.1*"
"JN.1.47.2"	0.01988366	0.00358	0.03619	18	"Canada"	0	"JN.1*"
"JN.1.39"	0.01982384	0.00965	0.03	37	"Ontario"	0	"JN.1*"
"JN.1.8*"	0.01979732	0.01365	0.02595	256	"British Columbia"	0	"JN.1"
"KP.1"	0.01971701	0.00859	0.03085	40	"Canada"	0	"JN.1*"
"JN.1.4*"	0.01888784	0.00858	0.0292	88	"Nova Scotia"	0	"JN.1"
"JN.1.5"	0.01887414	0.00603	0.03172	23	"Ontario"	0	"JN.1*"
"JN.1.4*"	0.01843003	0.01396	0.0229	597	"British Columbia"	0	"JN.1"
"JN.1.4.5"	0.01806764	0.00882	0.02731	68	"Alberta"	0	"JN.1*"
"JN.1.46"	0.01778472	0.00722	0.02835	45	"Canada"	0	"JN.1*"
"JN.1.4"	0.01702746	0.01491	0.01914	1670	"Canada"	0	"JN.1*"
"XDP"	0.01669743	0.007	0.0264	62	"Alberta"	0	"JN.1*"
"XDP*"	0.01573787	0.00609	0.02539	63	"Alberta"	0	"JN.1"
"JN.1.4"	0.01564004	0.0127	0.01858	728	"Ontario"	0	"JN.1*"
"JN.1.8*"	0.01560205	0	0.04963	18	"New Brunswick"	0	"JN.1"
"FL.1.5.1"	0.01541295	0	0.03583	12	"Canada"	0	"JN.1*"
"JN.1.43"	0.01539092	0	0.03429	14	"Canada"	0	"JN.1*"
"JN.1.4*"	0.01414055	0.01224	0.01604	2286	"Canada"	0	"JN.1"
"HN*"	0.01389148	0	0.03369	13	"Canada"	0	"JN.1"
"JN.1.9"	0.0133789	0	0.02697	42	"British Columbia"	0	"JN.1*"
"JN.1.9*"	0.0133789	0	0.02697	42	"British Columbia"	0	"JN.1"
"JN.1.22"	0.01294895	0	0.02863	56	"Newfoundland and Labrador"	0	"JN.1*"
"JN.1.4*"	0.01200245	0.00927	0.01473	926	"Ontario"	0	"JN.1"
"JN.1.4.7"	0.01198674	0.00162	0.02235	37	"Ontario"	0	"JN.1*"
"JN.1.4.2"	0.01174443	0	0.02679	23	"Canada"	0	"JN.1*"
"JN.1.19"	0.0115344	0	0.02734	16	"Ontario"	0	"JN.1*"
"JN.1.20"	0.01141467	0	0.02839	14	"Ontario"	0	"JN.1*"
"JN.1.4"	0.0113892	0	0.02449	48	"Nova Scotia"	0	"JN.1*"
"JN.1.21"	0.01117965	0	0.03114	13	"Canada"	0	"JN.1*"
"JN.1.9*"	0.01046968	0.0045	0.01644	149	"Canada"	0	"JN.1"
"JN.2.5"	0.01007094	0	0.0232	36	"Alberta"	0	"JN.1*"
"JN.1.8"	0.01000973	0	0.04863	12	"New Brunswick"	0	"JN.1*"
"JG.3.2"	0.00997853	0.00194	0.01802	97	"Alberta"	0	"JN.1*"
"XDD"	0.00948609	0	0.02736	19	"Alberta"	0	"JN.1*"
"JN.1.4.4"	0.00902531	0	0.02163	34	"Canada"	0	"JN.1*"
"JN.1.9*"	0.00847901	0.00062	0.01634	67	"Ontario"	0	"JN.1"
"JN.1.9*"	0.00830231	0	0.02219	32	"Alberta"	0	"JN.1"
"JN.1.39"	0.00733948	0.00154	0.01314	171	"Canada"	0	"JN.1*"
"JN.1.4.4"	0.00720503	0	0.03458	28	"New Brunswick"	0	"JN.1*"
"XDD*"	0.00680973	0	0.02456	20	"Alberta"	0	"JN.1"
"JN.1.38"	0.00669301	0	0.02076	28	"Canada"	0	"JN.1*"
"JN.1.8"	0.00654702	0	0.01494	80	"Canada"	0	"JN.1*"
"JN.1.45"	0.00592918	0	0.02649	15	"Alberta"	0	"JN.1*"
"JN.1.22"	0.00512	0	0.01938	32	"Alberta"	0	"JN.1*"
"JG*"	0.00469882	0	0.01235	115	"Alberta"	0	"JN.1"
"KP.1"	0.00428663	0	0.01788	25	"Ontario"	0	"JN.1*"
"JN.1.4*"	0.00414566	0	0.01132	166	"Quebec"	0	"JN.1"
"JN.1.4.7"	0.0041091	0	0.02938	12	"British Columbia"	0	"JN.1*"
"KV*"	0.0040278	0	0.01127	163	"British Columbia"	0	"JN.1"
"JG.3*"	0.00384793	0	0.01159	114	"Alberta"	0	"JN.1"
"JN.1.4"	0.00380614	0	0.01181	120	"Quebec"	0	"JN.1*"
"KV*"	0.00306496	0	0.00675	474	"Canada"	0	"JN.1"
"JN.1.4.5"	0.00250394	0	0.00986	158	"British Columbia"	0	"JN.1*"
"JN.1.9"	0.00236631	0	0.01743	30	"Alberta"	0	"JN.1*"
"JN.1.19"	0.00230186	0	0.0166	29	"Canada"	0	"JN.1*"
"JN.1.47.2"	0.00190478	0	0.02672	11	"Alberta"	0	"JN.1*"
"JN.1.31"	0.00171175	0	0.01133	89	"British Columbia"	0	"JN.1*"
"JN.1.47*"	0.00169874	0	0.02461	13	"Alberta"	0	"JN.1"
"KV*"	0.0014058	0	0.01376	35	"Quebec"	0	"JN.1"
"JN.1.4.5"	0.00044894	0	0.0043	452	"Canada"	0	"JN.1*"
"JN.1.43*"	0.00041562	0	0.01197	46	"Canada"	0	"JN.1"
