"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"
"XBB.1.19*"	0.25756193	0.13738	0.37774	11	"Canada"
"XBB.1.16"	0.15734562	0.11944	0.19525	65	"Ontario"
"XBB.1.16"	0.15590097	0.12442	0.18738	71	"Canada"
"XBB.1.16*"	0.14572169	0.11221	0.17924	74	"Ontario"
"XBB.1.16*"	0.14407206	0.11658	0.17157	84	"Canada"
"XBB.1.5.12"	0.10351911	0.04725	0.15979	15	"Ontario"
"XBB.1.5.21"	0.06875491	0.03697	0.10054	32	"Alberta"
"XBB.1.5.31"	0.05497738	0.03403	0.07592	61	"Alberta"
"XBB.1.5.3"	0.05392784	0.02679	0.08106	26	"Canada"
"XBB.1.5.3"	0.04906457	0.02201	0.07612	25	"Ontario"
"XBB.1.5.17"	0.04741792	0.01176	0.08308	17	"Alberta"
"XBB.1.5.1"	0.04488996	0.03151	0.05827	92	"Canada"
"XBB.1.9.2"	0.04046998	0.01906	0.06188	33	"Canada"
"XBB.1.5.1"	0.03901111	0.02518	0.05284	78	"Ontario"
"XBB.2.3*"	0.03796131	0.00708	0.06884	15	"Canada"
"XBB.1.9.1"	0.037246	0.02723	0.04727	146	"Ontario"
"XBB.1.9*"	0.03515259	0.01676	0.05355	53	"Alberta"
"XBB.1.9.1"	0.03391247	0.01555	0.05227	52	"Alberta"
"XBB.1.9*"	0.03376197	0.02475	0.04278	168	"Ontario"
"CH.1.1*"	0.03358524	0.00432	0.06285	15	"Nova Scotia"
"XBB.1.5.12"	0.03353457	0.01719	0.04988	50	"Canada"
"XBB.1.9.2"	0.03329677	0.0071	0.05949	19	"Ontario"
"BQ.1.1.45"	0.03241003	0.00576	0.05907	18	"Ontario"
"XBB.1.9.1"	0.03082185	0.02395	0.0377	278	"Canada"
"XBB.1.9*"	0.03039729	0.02394	0.03685	314	"Canada"
"XBB.1.5.32"	0.03006652	0.00609	0.05404	27	"Alberta"
"BM*"	0.02863432	0.00207	0.0552	16	"Nova Scotia"
"XBB.1.9*"	0.02685127	0.01312	0.04058	76	"Quebec"
"XBB.1.9.1"	0.0265176	0.01227	0.04076	70	"Quebec"
"BQ.1.1.45"	0.02643732	0.00514	0.04773	26	"Canada"
"XBB.1.5.23"	0.02631815	0.009	0.04363	39	"Canada"
"CH.1.1"	0.02582411	-0.01954	0.07119	22	"Newfoundland and Labrador"
"CH.1.1*"	0.02582411	-0.01954	0.07119	22	"Newfoundland and Labrador"
"BM*"	0.02582411	-0.01954	0.07119	22	"Newfoundland and Labrador"
"XBB.1.5.17"	0.02411737	0.0053	0.04294	38	"Quebec"
"XBB.1.5.12"	0.02385139	-0.00492	0.05262	17	"Alberta"
"BQ.1.1.8"	0.02033648	-0.01363	0.0543	14	"New Brunswick"
"XBB.1.5.34"	0.01928181	-0.01045	0.04901	14	"Quebec"
"DV*"	0.0187714	-0.00915	0.0467	16	"Alberta"
"BQ.1.1.39"	0.01767574	0.00061	0.03474	44	"Alberta"
"DV.1.1"	0.0168628	0.00639	0.02733	113	"Quebec"
"XBB.1.5.39"	0.01624374	0.00548	0.02701	107	"Quebec"
"XBB.1.5.17"	0.01595403	0.00563	0.02628	86	"Ontario"
"DR.2"	0.01589405	-0.00938	0.04117	14	"Ontario"
"EY*"	0.01581366	0.00397	0.02765	70	"Canada"
"EF.1.1.1"	0.01539013	0.00343	0.02735	68	"Canada"
"XBB.1.5.17"	0.01476174	0.00675	0.02277	151	"Canada"
"XBB.1.22"	0.01198706	-0.0152	0.03918	15	"Quebec"
"XBB.1.22*"	0.01198706	-0.0152	0.03918	15	"Quebec"
"XBB.1.5.4"	0.01177217	-0.00214	0.02568	47	"Canada"
"XBB.1.5.2"	0.01045517	0.00067	0.02024	94	"Canada"
"EF.1.1.1"	0.01025233	-0.00093	0.02143	66	"Ontario"
"EY*"	0.01025233	-0.00093	0.02143	66	"Ontario"
"BA.2.75*"	0.0097202	-0.02846	0.0479	24	"Newfoundland and Labrador"
"XBB.1.5.24"	0.00871143	-0.00528	0.02271	44	"Canada"
"DV.1.1"	0.00840139	0.00035	0.01646	135	"Canada"
"DV*"	0.00805547	-0.00138	0.01749	122	"Quebec"
"XBB.1.5.2"	0.00788704	-0.00831	0.02409	41	"Alberta"
"XBB.1.5.4"	0.00703482	-0.00739	0.02145	37	"Ontario"
"XBB.1.5.5"	0.00588979	-0.01075	0.02253	37	"Quebec"
"XBB.1.5.15"	0.00560604	-0.00459	0.0158	73	"Ontario"
"XBB.1.5.20"	0.00492989	-0.00351	0.01337	115	"Canada"
"XBB.1.5.20"	0.00443073	-0.00483	0.01369	86	"Ontario"
"XBB.1.17.1"	0.00391601	-0.0191	0.02693	15	"Canada"
"CH.1.1.1"	0.00382351	-0.02407	0.03171	12	"Alberta"
"XBB.1.5.18"	0.00377988	-0.00639	0.01395	78	"Canada"
"DV.1.1"	0.00368073	-0.01632	0.02368	18	"Ontario"
"XBB.1.5.16"	0.00361981	-0.02071	0.02795	12	"Ontario"
"XBB.1.5.15"	0.00325689	-0.00478	0.0113	125	"Canada"
"BA.2.75*"	0.00265788	-0.01413	0.01944	20	"Nova Scotia"
"XBB.1.5.34"	0.00234209	-0.01415	0.01883	29	"Canada"
"XBB.1.22*"	0.00212672	-0.01123	0.01548	44	"Canada"
"XBB.1.5.18"	0.00127061	-0.00896	0.0115	67	"Ontario"
"XBB.1.5.31"	0.00098152	-0.00558	0.00754	184	"Canada"
"XBB.1.5.15"	0.0008771	-0.01666	0.01842	31	"Quebec"
"EF.1.1*"	0.00075481	-0.00891	0.01042	83	"Canada"
"CH.1.1.2"	0.00068151	-0.01356	0.01492	34	"Ontario"
"XBB.1.5.13"	0.00022637	-0.01292	0.01337	40	"Ontario"
"XBB.1.5.34"	0.00021717	-0.0224	0.02284	14	"Ontario"
