"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"	"Highlight"	"lineType"	"reference"
"MC.11*"	0.1446393	0.13017537	0.15910323	34	"British Columbia"	0	"solid"	"JN.1*"
"KW.1.1*"	0.14397985	0.0455	0.24246	18	"British Columbia"	0	"dashed"	"JN.1*"
"XEE.50*"	0.14264879	0.05119	0.23411	27	"Ontario"	0	"dashed"	"JN.1*"
"LG.1"	0.14258961	0.03545	0.24973	12	"British Columbia"	0	"dashed"	"JN.1"
"LG*"	0.14258961	0.03545	0.24973	12	"British Columbia"	0	"dashed"	"JN.1*"
"KP.3.5"	0.14024316	0.05994	0.22055	28	"British Columbia"	0	"dashed"	"JN.1"
"MC.16"	0.14007049	0.126063441	0.154077539	86	"Ontario"	0	"solid"	"JN.1"
"KP.3.3"	0.1389921	0.06761	0.21038	108	"Ontario"	0	"dashed"	"JN.1"
"LB.1.3.1"	0.13667604	0.03481	0.23854	67	"Ontario"	0	"dashed"	"JN.1"
"ML*"	0.13615427	0.04845	0.22386	30	"Ontario"	0	"dashed"	"JN.1*"
"JN.1.65.1"	0.13613816	0.04524	0.22703	11	"Ontario"	0	"dashed"	"JN.1"
"MF*"	0.13613816	0.04524	0.22703	11	"Ontario"	0	"dashed"	"JN.1*"
"KP.4.1*"	0.13595809	0.06034	0.21158	40	"Ontario"	0	"dashed"	"JN.1*"
"MC.13"	0.13552342	0.03716	0.23389	96	"Ontario"	0	"dashed"	"JN.1"
"KP.2.2"	0.13540327	0.08525	0.18556	175	"British Columbia"	0	"dashed"	"JN.1"
"KP.3.3.3"	0.13538554	0.04683	0.22394	27	"Ontario"	0	"dashed"	"JN.1"
"XDY"	0.135241	0.1217169	0.1487651	21	"British Columbia"	0	"solid"	"JN.1"
"LF.2"	0.13463129	0.05733	0.21193	20	"British Columbia"	0	"dashed"	"JN.1"
"KP.1.1*"	0.13427404	0.03703	0.23152	79	"Quebec"	0	"dashed"	"JN.1*"
"MC.3"	0.13357121	0	0.31809	28	"Ontario"	0	"dashed"	"JN.1"
"KP.2.3*"	0.1330237	0.07163	0.19442	410	"Ontario"	0	"dashed"	"JN.1*"
"MC.13*"	0.13183495	0.04144	0.22223	115	"Ontario"	0	"dashed"	"JN.1*"
"KP.4*"	0.13081363	0.06311	0.19851	59	"Ontario"	0	"dashed"	"JN.1*"
"MK*"	0.1307111	0.07746	0.18396	79	"British Columbia"	0	"dashed"	"JN.1*"
"KP.3.1.5"	0.1306155	0	0.31885	11	"Ontario"	0	"dashed"	"JN.1"
"LB.1.7*"	0.13027327	0.05495	0.2056	42	"British Columbia"	0	"dashed"	"JN.1*"
"KP.3.1.6"	0.13005793	0.07668	0.18343	75	"British Columbia"	0	"dashed"	"JN.1"
"KP.2.3"	0.13004511	0.06816	0.19193	372	"Ontario"	0	"dashed"	"JN.1"
"KP.3.1"	0.1292271	0	0.41532	17	"Newfoundland and Labrador"	0	"dashed"	"JN.1"
"MU.1"	0.12907047	0.03058	0.22756	22	"Ontario"	0	"dashed"	"JN.1"
"MC.9"	0.12877671	0.115899039	0.141654381	24	"British Columbia"	0	"solid"	"JN.1"
"MB.1.1*"	0.128611	0.1157499	0.1414721	12	"Ontario"	0	"solid"	"JN.1*"
"KP.1.1.3"	0.12796537	0.06707	0.18886	57	"British Columbia"	0	"dashed"	"JN.1"
"LZ*"	0.12784249	0	0.28707	30	"Ontario"	0	"dashed"	"JN.1*"
"MB.1.1*"	0.12702898	0	0.26679	17	"British Columbia"	0	"dashed"	"JN.1*"
"XEE.49*"	0.12702898	0	0.26679	17	"British Columbia"	0	"dashed"	"JN.1*"
"KP.2.19"	0.12615023	0.113535207	0.138765253	27	"Ontario"	0	"solid"	"JN.1"
"LZ.1*"	0.12575852	0	0.26915	27	"Ontario"	0	"dashed"	"JN.1*"
"LB.1.7"	0.12556391	0.05297	0.19816	40	"British Columbia"	0	"dashed"	"JN.1"
"MK.1"	0.12533603	0	0.30001	15	"Ontario"	0	"dashed"	"JN.1"
"KP.2.3.3"	0.1241706	0.02889	0.21945	11	"Ontario"	0	"dashed"	"JN.1"
"KP.3.3*"	0.12390503	0	0.2774	13	"Quebec"	0	"dashed"	"JN.1*"
"KP.3.2.4"	0.12366382	0.02941	0.21792	15	"Ontario"	0	"dashed"	"JN.1"
"MC.16"	0.12281861	0.00679	0.23885	166	"Canada"	0	"dashed"	"JN.1"
"LB.1.7"	0.12215051	0.03406	0.21024	27	"Ontario"	0	"dashed"	"JN.1"
"LB.1.7*"	0.12215051	0.03406	0.21024	27	"Ontario"	0	"dashed"	"JN.1*"
"KP.1*"	0.12140312	0.03029	0.21252	83	"Quebec"	0	"dashed"	"JN.1*"
"LY*"	0.12131966	0.03039	0.21225	13	"British Columbia"	0	"dashed"	"JN.1*"
"MC.6"	0.1210983	0.03696	0.20523	113	"Canada"	0	"dashed"	"JN.1"
"LA.1"	0.11974505	0.03585	0.20364	12	"British Columbia"	0	"dashed"	"JN.1"
"LA*"	0.11974505	0.03585	0.20364	12	"British Columbia"	0	"dashed"	"JN.1*"
"KP.3.3.1"	0.11858624	0.07916	0.15801	95	"Canada"	0	"dashed"	"JN.1"
"KP.2.3"	0.11839216	0.06979	0.167	330	"British Columbia"	0	"dashed"	"JN.1"
"LW*"	0.11772923	0.07004	0.16542	119	"British Columbia"	0	"dashed"	"JN.1*"
"KP.3.2.3"	0.11771574	0.07	0.16543	116	"British Columbia"	0	"dashed"	"JN.1"
"LB.1.3*"	0.11722033	0.05959	0.17485	234	"Ontario"	0	"dashed"	"JN.1*"
"KP.2.3*"	0.11705338	0.06927	0.16483	351	"British Columbia"	0	"dashed"	"JN.1*"
"LZ.1"	0.11684324	0.105158916	0.128527564	25	"Ontario"	0	"solid"	"JN.1"
"MC.1"	0.11678013	0	0.28174	37	"Ontario"	0	"dashed"	"JN.1"
"MC.11"	0.11619815	0	0.36353	26	"Ontario"	0	"dashed"	"JN.1"
"MC.11*"	0.11619815	0	0.36353	26	"Ontario"	0	"dashed"	"JN.1*"
"LB.1.3*"	0.11525303	0.01611	0.2144	20	"Quebec"	0	"dashed"	"JN.1*"
"KP.3.4*"	0.11422904	0	0.23359	12	"Ontario"	0	"dashed"	"JN.1*"
"LZ*"	0.11229856	0.00333	0.22127	15	"Quebec"	0	"dashed"	"JN.1*"
"MC.13*"	0.11212847	0.07815	0.14611	213	"Canada"	0	"dashed"	"JN.1*"
"LF.1.1*"	0.11182906	0.03069	0.19297	16	"Ontario"	0	"dashed"	"JN.1*"
"LF.1.1.1"	0.11071952	0.03024	0.1912	15	"Ontario"	0	"dashed"	"JN.1"
"MC.9"	0.11066303	0.099596727	0.121729333	57	"Ontario"	0	"solid"	"JN.1"
"KP.2.3.4"	0.11044637	0.03661	0.18429	38	"Canada"	0	"dashed"	"JN.1"
"KP.3.1"	0.11043638	0.06994	0.15094	276	"British Columbia"	0	"dashed"	"JN.1"
"KP*"	0.10999057	NA	NA	275	"Newfoundland and Labrador"	0	"dashed"	"JN.1*"
"MC.3"	0.10971737	0.06305	0.15639	34	"Canada"	0	"dashed"	"JN.1"
"XEC"	0.10941349	0.098472141	0.120354839	57	"Ontario"	0	"solid"	"JN.1"
"XEC*"	0.10941349	0.098472141	0.120354839	57	"Ontario"	0	"solid"	"JN.1*"
"MC.10"	0.10926073	0.07291	0.14561	133	"Canada"	0	"dashed"	"JN.1"
"LF.7"	0.10921455	0.098293095	0.120136005	25	"Ontario"	0	"solid"	"JN.1"
"MC.1"	0.10910883	0.098197947	0.120019713	100	"Canada"	0	"solid"	"JN.1"
"KP.2.19"	0.10904181	0.05993	0.15815	33	"Canada"	0	"dashed"	"JN.1"
"KP.3.2.4"	0.10860593	0.07378	0.14344	64	"Canada"	0	"dashed"	"JN.1"
"LB.1.3.2"	0.10856737	0.097710633	0.119424107	16	"Ontario"	0	"solid"	"JN.1"
"KP.3.4"	0.10802411	0.097221699	0.118826521	11	"Ontario"	0	"solid"	"JN.1"
"LW.1"	0.10792682	0.03226	0.1836	13	"Ontario"	0	"dashed"	"JN.1"
"MC.2*"	0.10778375	0.00244	0.21312	26	"Ontario"	0	"dashed"	"JN.1*"
"KP.2.2"	0.107496	0.01062	0.20437	18	"Quebec"	0	"dashed"	"JN.1"
"LZ.1"	0.10705231	0	0.21976	12	"Quebec"	0	"dashed"	"JN.1"
"LZ.1*"	0.10705231	0	0.21976	12	"Quebec"	0	"dashed"	"JN.1*"
"MC.13"	0.10691713	0.07384	0.14	178	"Canada"	0	"dashed"	"JN.1"
"MH*"	0.10666026	0.00409	0.20923	20	"Ontario"	0	"dashed"	"JN.1*"
"MC.9"	0.10655648	0.06665	0.14646	97	"Canada"	0	"dashed"	"JN.1"
"KP.3*"	0.10568574	NA	NA	248	"Newfoundland and Labrador"	0	"dashed"	"JN.1*"
"KP.3.3.2"	0.1056705	0.0666	0.14474	70	"Canada"	0	"dashed"	"JN.1"
"KP.4.1"	0.1056415	0.04013	0.17115	15	"Ontario"	0	"dashed"	"JN.1"
"MC.11*"	0.1055972	0.06935	0.14185	96	"Canada"	0	"dashed"	"JN.1*"
"LP.1*"	0.10558044	0.04911	0.16205	70	"Ontario"	0	"dashed"	"JN.1*"
"LB.1.3"	0.10527002	0.04904	0.1615	144	"Ontario"	0	"dashed"	"JN.1"
"MC.11"	0.10518607	0.06856	0.14181	93	"Canada"	0	"dashed"	"JN.1"
"MU*"	0.10502506	0.05129	0.15876	46	"Ontario"	0	"dashed"	"JN.1*"
"KW.1*"	0.10468298	0.03625	0.17312	19	"British Columbia"	0	"dashed"	"JN.1*"
"KP.3"	0.10458322	0.05303	0.15614	182	"Ontario"	0	"dashed"	"JN.1"
"LB.1.3*"	0.10444159	0.05941	0.14948	125	"British Columbia"	0	"dashed"	"JN.1*"
"KP.3.2.1"	0.10435666	0.01733	0.19139	11	"British Columbia"	0	"dashed"	"JN.1"
"LP.1"	0.1041575	0.04721	0.1611	62	"Ontario"	0	"dashed"	"JN.1"
"KS.1.3"	0.10326231	0.06452	0.142	38	"Canada"	0	"dashed"	"JN.1"
"KP.3.3*"	0.10245458	0.08221	0.1227	835	"Canada"	0	"dashed"	"JN.1*"
"LB.1.2.3"	0.1023105	0.05619	0.14843	24	"Canada"	0	"dashed"	"JN.1"
"MB.1.1*"	0.10222686	0.05333	0.15112	38	"Canada"	0	"dashed"	"JN.1*"
"LB.1.3"	0.10188566	0.05582	0.14795	104	"British Columbia"	0	"dashed"	"JN.1"
"KP.3.1.7"	0.10170859	0.06722	0.1362	80	"Canada"	0	"dashed"	"JN.1"
"KP.2.3*"	0.10118273	0.01777	0.18459	94	"Quebec"	0	"dashed"	"JN.1*"
"KP.3.2*"	0.10038241	NA	NA	116	"Newfoundland and Labrador"	0	"dashed"	"JN.1*"
"KP.4.2"	0.10012949	0.03419	0.16607	18	"Ontario"	0	"dashed"	"JN.1"
"KP.3.1.5"	0.10008892	0.04977	0.15041	14	"Canada"	0	"dashed"	"JN.1"
"KP.4.2*"	0.09939498	0.03295	0.16584	19	"Ontario"	0	"dashed"	"JN.1*"
"KP.3.2.1"	0.09920356	0.02248	0.17593	11	"Ontario"	0	"dashed"	"JN.1"
"KP.3.3"	0.09909154	0.07804	0.12014	585	"Canada"	0	"dashed"	"JN.1"
"LF.2"	0.09872347	0.02967	0.16777	13	"Ontario"	0	"dashed"	"JN.1"
"LB.1"	0.09851215	0.03238	0.16465	192	"Ontario"	0	"dashed"	"JN.1"
"KP.2.3"	0.09802893	0.01414	0.18192	86	"Quebec"	0	"dashed"	"JN.1"
"LB.1.3.1"	0.09774023	0.06542	0.13006	76	"Canada"	0	"dashed"	"JN.1"
"LB.1.3"	0.09722193	0.00409	0.19036	12	"Quebec"	0	"dashed"	"JN.1"
"KP.5"	0.09719091	0.03678	0.1576	15	"Ontario"	0	"dashed"	"JN.1"
"KP.3.2.3"	0.0971183	NA	NA	96	"Newfoundland and Labrador"	0	"dashed"	"JN.1"
"LW*"	0.0971183	NA	NA	96	"Newfoundland and Labrador"	0	"dashed"	"JN.1*"
"KP.3.2"	0.09705126	0.00183	0.19227	18	"Quebec"	0	"dashed"	"JN.1"
"LF.7"	0.09671336	0.087042024	0.106384696	28	"Canada"	0	"solid"	"JN.1"
"KP.2*"	0.09666449	0.04793	0.1454	681	"Ontario"	0	"dashed"	"JN.1*"
"XEC*"	0.09618602	0.05929	0.13308	104	"Canada"	0	"dashed"	"JN.1*"
"LP*"	0.09521108	0.04263	0.14779	204	"Ontario"	0	"dashed"	"JN.1*"
"KP.3.1*"	0.09499203	0.05832	0.13166	1850	"Ontario"	0	"dashed"	"JN.1*"
"KP.3"	0.09477768	0	0.19622	23	"Quebec"	0	"dashed"	"JN.1"
"KP.1.1.5"	0.09471538	0.04235	0.14708	24	"Ontario"	0	"dashed"	"JN.1"
"KP.2*"	0.09451038	0.05846	0.13056	752	"British Columbia"	0	"dashed"	"JN.1*"
"LB.1.2.2"	0.09447648	0	0.21594	13	"Canada"	0	"dashed"	"JN.1"
"MC.13.1"	0.09418245	0.084764205	0.103600695	35	"Canada"	0	"solid"	"JN.1"
"KP.3.5"	0.09357846	0.06453	0.12263	73	"Canada"	0	"dashed"	"JN.1"
"MC.2*"	0.09315721	0.05953	0.12679	63	"Canada"	0	"dashed"	"JN.1*"
"XDY"	0.09275304	0.05242	0.13309	37	"Canada"	0	"dashed"	"JN.1"
"LB.1*"	0.09230866	0.0598	0.12482	874	"British Columbia"	0	"dashed"	"JN.1*"
"LB*"	0.09230866	0.0598	0.12482	874	"British Columbia"	0	"dashed"	"JN.1*"
"KP.3.3.4"	0.09209914	0.0281	0.1561	15	"Canada"	0	"dashed"	"JN.1"
"MC.8*"	0.09208334	0	0.31094	16	"Canada"	0	"dashed"	"JN.1*"
"KP.3.1.1"	0.09173634	0.06524	0.11823	685	"Alberta"	0	"dashed"	"JN.1"
"XEE.48*"	0.09150101	0.03273	0.15028	23	"British Columbia"	0	"dashed"	"JN.1*"
"LW*"	0.09146646	0.04863	0.13431	380	"Ontario"	0	"dashed"	"JN.1*"
"KP.3"	0.09100709	0.04914	0.13287	379	"British Columbia"	0	"dashed"	"JN.1"
"KP.4.1*"	0.09080325	0.04266	0.13895	32	"British Columbia"	0	"dashed"	"JN.1*"
"LB.1.2*"	0.09066884	0.03247	0.14887	26	"Ontario"	0	"dashed"	"JN.1*"
"KP.3.2.3"	0.09064682	0.04776	0.13354	367	"Ontario"	0	"dashed"	"JN.1"
"KP.3*"	0.09055967	0.05785	0.12327	2427	"British Columbia"	0	"dashed"	"JN.1*"
"LF.1*"	0.09045445	0.0324	0.14851	17	"Ontario"	0	"dashed"	"JN.1*"
"MB.1.1"	0.09042882	0.04651	0.13435	19	"Canada"	0	"dashed"	"JN.1"
"LB.1"	0.09042334	0.05729	0.12355	606	"British Columbia"	0	"dashed"	"JN.1"
"MC.1"	0.08984769	0.0304	0.14929	34	"Alberta"	0	"dashed"	"JN.1"
"KP.2.2"	0.0896163	0.04311	0.13612	63	"Ontario"	0	"dashed"	"JN.1"
"KP.3*"	0.08958164	0.05222	0.12695	2908	"Ontario"	0	"dashed"	"JN.1*"
"KP*"	0.08854271	NA	NA	4064	"Ontario"	0	"dashed"	"JN.1*"
"MC.2"	0.08835907	0.05596	0.12076	52	"Canada"	0	"dashed"	"JN.1"
"LB.1.2.1"	0.0877314	0.03907	0.13639	18	"Canada"	0	"dashed"	"JN.1"
"XEC*"	0.08757842	0.078820578	0.096336262	43	"Alberta"	0	"solid"	"JN.1*"
"MC.16"	0.08750469	0.03809	0.13692	44	"Alberta"	0	"dashed"	"JN.1"
"LP.4"	0.08749724	0.01759	0.1574	11	"Ontario"	0	"dashed"	"JN.1"
"MW*"	0.08695418	0.04585	0.12806	17	"Canada"	0	"dashed"	"JN.1*"
"MV*"	0.08661893	0.03743	0.13581	19	"Canada"	0	"dashed"	"JN.1*"
"KP.4*"	0.08657768	0.03994	0.13322	42	"British Columbia"	0	"dashed"	"JN.1*"
"KP.3.1*"	0.08637736	0.05821	0.11454	1400	"British Columbia"	0	"dashed"	"JN.1*"
"MC.13*"	0.08624048	0.04191	0.13057	45	"Alberta"	0	"dashed"	"JN.1*"
"LF.1*"	0.08601976	0.02191	0.15013	15	"British Columbia"	0	"dashed"	"JN.1*"
"LF.1"	0.08601647	0.02226	0.14977	13	"British Columbia"	0	"dashed"	"JN.1"
"KP.2.3*"	0.08587599	0.06672	0.10503	1210	"Canada"	0	"dashed"	"JN.1*"
"MK.1"	0.08559487	0.05292	0.11827	27	"Canada"	0	"dashed"	"JN.1"
"MH.1"	0.08523862	0.04305	0.12743	16	"Canada"	0	"dashed"	"JN.1"
"KP.2.2"	0.08515834	0.06611	0.10421	387	"Canada"	0	"dashed"	"JN.1"
"LB.1.7*"	0.08514051	0.06294	0.10734	141	"Canada"	0	"dashed"	"JN.1*"
"KS.1*"	0.08508992	0.03589	0.13429	70	"British Columbia"	0	"dashed"	"JN.1*"
"KP.3.1"	0.08505411	0.00596	0.16414	21	"Quebec"	0	"dashed"	"JN.1"
"KP.2.3"	0.08475384	0.06551	0.104	1119	"Canada"	0	"dashed"	"JN.1"
"LB.1.7"	0.08472361	0.06259	0.10686	135	"Canada"	0	"dashed"	"JN.1"
"KP*"	0.08471142	NA	NA	3500	"British Columbia"	0	"dashed"	"JN.1*"
"XEC"	0.08465093	0.076185837	0.093116023	39	"Alberta"	0	"solid"	"JN.1"
"KS.1*"	0.08445441	0.0003	0.16861	29	"Quebec"	0	"dashed"	"JN.1*"
"KS*"	0.08445441	0.0003	0.16861	29	"Quebec"	0	"dashed"	"JN.1*"
"MC.10"	0.08424481	0.0201	0.14839	29	"Alberta"	0	"dashed"	"JN.1"
"KP.3.1"	0.08385806	0.03934	0.12838	196	"Ontario"	0	"dashed"	"JN.1"
"LB.1.2"	0.08382458	0.02194	0.14571	12	"Ontario"	0	"dashed"	"JN.1"
"MC.13"	0.08365892	0.03734	0.12998	40	"Alberta"	0	"dashed"	"JN.1"
"KP.1.1.5"	0.08354133	0.05403	0.11305	35	"Canada"	0	"dashed"	"JN.1"
"MK*"	0.08353397	0.06159	0.10548	151	"Canada"	0	"dashed"	"JN.1*"
"KR.1*"	0.08295623	0.02178	0.14413	19	"British Columbia"	0	"dashed"	"JN.1*"
"KP.2.15"	0.08272648	0.04435	0.1211	47	"British Columbia"	0	"dashed"	"JN.1"
"KP.2.15*"	0.08272648	0.04435	0.1211	47	"British Columbia"	0	"dashed"	"JN.1*"
"LF*"	0.08255585	0.03931	0.1258	116	"Ontario"	0	"dashed"	"JN.1*"
"MU*"	0.08255327	0.05815	0.10695	69	"Canada"	0	"dashed"	"JN.1*"
"KS.1"	0.08234766	0	0.16915	23	"Quebec"	0	"dashed"	"JN.1"
"MC.7"	0.08230528	0.03802	0.12659	11	"Canada"	0	"dashed"	"JN.1"
"KP.3.2*"	0.08221852	0.00207	0.16237	84	"Quebec"	0	"dashed"	"JN.1*"
"KP.1.1.3"	0.0818341	0.0322	0.13147	123	"Ontario"	0	"dashed"	"JN.1"
"KR.1*"	0.08177204	0.02455	0.139	14	"Ontario"	0	"dashed"	"JN.1*"
"XEE.16*"	0.0817412	0.03979	0.12369	129	"Ontario"	0	"dashed"	"JN.1*"
"KP.3.2*"	0.08171998	0.04824	0.1152	312	"British Columbia"	0	"dashed"	"JN.1*"
"LB.1.7"	0.08124283	0	0.16624	12	"Quebec"	0	"dashed"	"JN.1"
"LB.1.7*"	0.08124283	0	0.16624	12	"Quebec"	0	"dashed"	"JN.1*"
"KP.2*"	0.08044809	0.0055	0.1554	149	"Quebec"	0	"dashed"	"JN.1*"
"XDK.5"	0.08020284	0.04971	0.11069	29	"Canada"	0	"dashed"	"JN.1"
"KP.3.2*"	0.08019199	0.03988	0.1205	610	"Ontario"	0	"dashed"	"JN.1*"
"KP.1.1"	0.07997203	0	0.16642	15	"Quebec"	0	"dashed"	"JN.1"
"MC.2.1"	0.07988602	0.03502	0.12476	11	"Canada"	0	"dashed"	"JN.1"
"KP.3.1.6"	0.079728	0.05753	0.10193	120	"Canada"	0	"dashed"	"JN.1"
"LB.1.2*"	0.07956923	0.05664	0.1025	110	"Canada"	0	"dashed"	"JN.1*"
"JN.1.18.6"	0.07942616	0.03813	0.12072	12	"Canada"	0	"dashed"	"JN.1"
"ML*"	0.0788016	0.05542	0.10219	70	"Canada"	0	"dashed"	"JN.1*"
"LF.9*"	0.07877626	0.02345	0.1341	11	"Ontario"	0	"dashed"	"JN.1*"
"KP.3.3.2"	0.07837159	0.02552	0.13123	20	"Alberta"	0	"dashed"	"JN.1"
"LD*"	0.07807923	0.01725	0.1389	15	"British Columbia"	0	"dashed"	"JN.1*"
"KP.2.3.4"	0.07778835	0.02611	0.12947	13	"Alberta"	0	"dashed"	"JN.1"
"LB.1*"	0.07778531	0.01878	0.13679	90	"Quebec"	0	"dashed"	"JN.1*"
"LB*"	0.07778531	0.01878	0.13679	90	"Quebec"	0	"dashed"	"JN.1*"
"MC.6"	0.07774314	0.03177	0.12371	19	"Alberta"	0	"dashed"	"JN.1"
"LF*"	0.07772488	0.03951	0.11594	105	"British Columbia"	0	"dashed"	"JN.1*"
"KP.3.3.3"	0.07771148	0.0543	0.10112	67	"Canada"	0	"dashed"	"JN.1"
"LB.1*"	0.07770782	0	0.20059	29	"Newfoundland and Labrador"	0	"dashed"	"JN.1*"
"LB*"	0.07770782	0	0.20059	29	"Newfoundland and Labrador"	0	"dashed"	"JN.1*"
"LZ.1.1"	0.07768266	0.04068	0.11468	14	"Canada"	0	"dashed"	"JN.1"
"LF.9*"	0.0775798	0.04456	0.1106	21	"Canada"	0	"dashed"	"JN.1*"
"LB.1.8"	0.0774353	0.04373	0.11114	17	"Canada"	0	"dashed"	"JN.1"
"LB.1.1"	0.07722302	0.03915	0.11529	31	"British Columbia"	0	"dashed"	"JN.1"
"MU.1"	0.0772165	0.04892	0.10551	34	"Canada"	0	"dashed"	"JN.1"
"KR.1"	0.07693459	0.02207	0.1318	12	"Ontario"	0	"dashed"	"JN.1"
"XEE.49*"	0.07662973	0.02524	0.12801	14	"Ontario"	0	"dashed"	"JN.1*"
"XEE.18*"	0.07641088	0.00189	0.15093	27	"Quebec"	0	"dashed"	"JN.1*"
"JN.1.50"	0.07630973	0.05023	0.10239	41	"Canada"	0	"dashed"	"JN.1"
"KP.2"	0.07609776	0.03027	0.12193	109	"Ontario"	0	"dashed"	"JN.1"
"MF*"	0.07525751	0.04369	0.10683	26	"Canada"	0	"dashed"	"JN.1*"
"LY*"	0.07513312	0.04537	0.1049	27	"Canada"	0	"dashed"	"JN.1*"
"LB.1.3*"	0.07464166	0.05847	0.09081	462	"Canada"	0	"dashed"	"JN.1*"
"XEE.50*"	0.07459989	0.05046	0.09874	51	"Canada"	0	"dashed"	"JN.1*"
"LW*"	0.07459268	0	0.15009	64	"Quebec"	0	"dashed"	"JN.1*"
"KR.1"	0.07433757	0.01194	0.13673	13	"British Columbia"	0	"dashed"	"JN.1"
"LW.1"	0.07428122	0.04431	0.10425	19	"Canada"	0	"dashed"	"JN.1"
