"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"
"FT.3.1.1"	0.24068663	0.12491	0.35647	18	"British Columbia"
"FT*"	0.24068663	0.12491	0.35647	18	"British Columbia"
"JD.1.1.1"	0.21541666	0.14732	0.28351	37	"Ontario"
"FL.1.5.2"	0.18113403	0.12261	0.23966	38	"Alberta"
"JN.1"	0.16875989	0.11988	0.21764	32	"Canada"
"FL.20.2"	0.13658482	0.09079	0.18238	28	"Ontario"
"BA.2.86.1"	0.12954697	0.0748	0.18429	17	"Ontario"
"JD.1.1"	0.12873761	0.07016	0.18732	34	"British Columbia"
"JD.1*"	0.12873761	0.07016	0.18732	34	"British Columbia"
"JD.1.1*"	0.12873761	0.07016	0.18732	34	"British Columbia"
"JJ.1"	0.12077551	0.06665	0.1749	15	"Ontario"
"JD.1.1.1"	0.12069433	0.0912	0.15019	48	"Canada"
"HK.2"	0.11450593	0.06085	0.16816	12	"Canada"
"EG.5.1.9"	0.10799458	0.0705	0.14549	26	"Ontario"
"EG.6.1"	0.10775223	0	0.30207	11	"Manitoba"
"EG.6.1*"	0.10775223	0	0.30207	11	"Manitoba"
"JD.1.1"	0.10363482	0.05245	0.15482	13	"Quebec"
"JD.1*"	0.10363482	0.05245	0.15482	13	"Quebec"
"JD.1.1*"	0.10363482	0.05245	0.15482	13	"Quebec"
"EG.5.1.8"	0.10042993	0.07461	0.12625	51	"Ontario"
"JN*"	0.09951164	0.07302	0.12601	47	"Ontario"
"JG.3"	0.09783832	0.0834	0.11228	196	"Ontario"
"BA.2.86*"	0.09733984	0.07159	0.12308	48	"Ontario"
"HV.1"	0.09363643	0.06915	0.11812	164	"British Columbia"
"JD.1.1*"	0.09344429	0.07663	0.11026	119	"Ontario"
"BA.2.86.1"	0.09082012	0.06819	0.11345	48	"Canada"
"HK.8"	0.09056037	0.04376	0.13736	12	"Ontario"
"XCH.1"	0.08940706	0.06452	0.1143	44	"Ontario"
"JD.1*"	0.0880573	0.07387	0.10224	158	"Ontario"
"FL.1.5.2"	0.08567327	0.07249	0.09886	137	"Canada"
"BA.2.86.1"	0.08476116	0.04665	0.12287	21	"Alberta"
"HK.3.2"	0.08405658	0.06789	0.10022	86	"Canada"
"GK.1"	0.08253998	0.06365	0.10143	71	"Ontario"
"HK.3.2"	0.0818529	0.06151	0.10219	60	"Ontario"
"JG.3"	0.08142846	0.07137	0.09149	257	"Canada"
"EG.5.1.8"	0.0803417	0.06515	0.09553	93	"Canada"
"FL.1.5.2"	0.07902218	0.06308	0.09497	97	"Ontario"
"XBB.1.41.1"	0.07863501	0.04077	0.1165	15	"Ontario"
"XCH*"	0.07848648	0.0591	0.09787	61	"Ontario"
"EG.5.1.8"	0.07808856	0.03963	0.11655	18	"Alberta"
"JD.1.1"	0.07780602	0.06022	0.0954	79	"Ontario"
"FL.20.2"	0.07380635	0.05086	0.09675	34	"Canada"
"FY.3.1"	0.07281957	0.04067	0.10497	19	"Ontario"
"HK.3*"	0.07263808	0.04912	0.09616	36	"Quebec"
"JN*"	0.07063642	0.06038	0.08089	177	"Canada"
"BA.2.86*"	0.06930454	0.05925	0.07935	180	"Canada"
"HK.3"	0.06866932	0.04495	0.09239	30	"Quebec"
"JG.3"	0.06797829	0.03606	0.0999	22	"Alberta"
"HK.3"	0.06789589	0.03218	0.10361	31	"Nova Scotia"
"HK.3*"	0.06789589	0.03218	0.10361	31	"Nova Scotia"
"JN.2"	0.06702547	0.03696	0.09709	20	"Ontario"
"XCH.1"	0.06638457	0.05086	0.08191	67	"Canada"
"HV.1"	0.06503186	0.05944	0.07062	1216	"Ontario"
"JD.1.2"	0.06398325	0.03987	0.0881	30	"Ontario"
"JG.3"	0.06372985	0.03677	0.09069	18	"Quebec"
"HK.8"	0.06259331	0.03175	0.09344	15	"Canada"
"JF.1"	0.06230369	0.04209	0.08252	36	"Quebec"
"JD.1.1"	0.06179218	0.02026	0.10333	14	"Nova Scotia"
"JD.1*"	0.06120027	0.00932	0.11308	17	"Nova Scotia"
"JD.1.1*"	0.06120027	0.00932	0.11308	17	"Nova Scotia"
"GA.4.1"	0.06111584	0.04262	0.07961	41	"Canada"
"HK.3*"	0.05932172	0.05276	0.06588	630	"Ontario"
"HK.6"	0.05915367	0.03653	0.08177	31	"Ontario"
"EG.5.2.1"	0.05882534	NA	NA	31	"New Brunswick"
"EG.5.2*"	0.05882534	NA	NA	31	"New Brunswick"
"HK.3.1"	0.05879332	0.03078	0.0868	17	"Canada"
"XCH"	0.05824406	0.02805	0.08844	17	"Ontario"
"HV*"	0.0575993	0.05258	0.06262	1340	"Ontario"
"JD.1.1*"	0.05738188	0.05043	0.06434	332	"Canada"
"JD.1*"	0.05724518	0.05062	0.06387	373	"Canada"
"HV.1"	0.0566616	0.05331	0.06001	2660	"Canada"
"HK.3"	0.05655772	0.04995	0.06317	563	"Ontario"
"GK.1"	0.0553424	0.04281	0.06788	85	"Canada"
"HK.3*"	0.05396721	0.04941	0.05853	956	"Canada"
"GA.4*"	0.05384011	0.0367	0.07098	42	"Canada"
"GJ.1.2*"	0.05361532	0.01368	0.09355	13	"Nova Scotia"
"HV.1"	0.05301654	0.04097	0.06507	98	"Quebec"
"GK.1.1"	0.05250065	0.0138	0.09121	26	"British Columbia"
"DV.7.1.2"	0.05224652	0.03171	0.07278	34	"Ontario"
"JD.1.1"	0.05185003	0.04447	0.05923	252	"Canada"
"HV*"	0.05168529	0.03719	0.06618	255	"British Columbia"
"HK.3"	0.05112336	0.04646	0.05579	825	"Canada"
"HK.3.3"	0.05104109	0.0305	0.07158	28	"Canada"
"HV.1"	0.05100745	0.04464	0.05737	859	"Alberta"
"JD.1.2"	0.05008167	0.03069	0.06947	31	"Canada"
"JN.2"	0.04991753	0.03859	0.06125	94	"Canada"
"EG.5.1.9"	0.0498952	0.03443	0.06537	49	"Canada"
"JG.3"	0.04988717	NA	NA	13	"New Brunswick"
"EG.5.2.1"	0.04972562	0.03549	0.06396	57	"Canada"
"XCH*"	0.04920244	0.03828	0.06012	101	"Canada"
"XBB.1.41*"	0.04854585	0.02136	0.07573	18	"Ontario"
"HV*"	0.0482928	0.03765	0.05894	118	"Quebec"
"FY.1.2"	0.04818911	0.01475	0.08163	13	"Alberta"
"FY.1*"	0.04818911	0.01475	0.08163	13	"Alberta"
"JE.1"	0.04679516	0.02555	0.06804	24	"Canada"
"GK.1.1"	0.04678452	0.02714	0.06643	21	"Quebec"
"HV.1"	0.04604942	0.02782	0.06428	69	"Nova Scotia"
"HV*"	0.04577178	0.04297	0.04857	3183	"Canada"
"FY.3*"	0.04543319	0.02195	0.06892	23	"Ontario"
"JN*"	0.04530197	0.03307	0.05753	106	"Alberta"
"BA.2.86*"	0.04528641	0.0331	0.05747	107	"Alberta"
"GK.2"	0.04504869	0.02063	0.06947	13	"Quebec"
"JD.1.1.2"	0.04492312	0.02634	0.06351	31	"Canada"
"HY.1"	0.04439458	0	0.09138	15	"British Columbia"
"JD.1.1*"	0.04435824	0.03243	0.05629	112	"Alberta"
"HK.3*"	0.04377339	0.03236	0.05518	123	"Alberta"
"JD.1.1"	0.04246045	0.02943	0.05549	85	"Alberta"
"GK.2.1"	0.04199463	0.01442	0.06957	16	"Ontario"
