"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"
"FL.2*"	0.04423147	0.03271	0.05576	34	"Ontario"
"FU.2"	0.04407773	0.02979	0.05837	22	"Canada"
"EG*"	0.04407385	0.04129	0.04686	964	"Canada"
"FE.1.1"	0.04402261	0.02845	0.0596	23	"Quebec"
"FU.1"	0.0439904	0.03188	0.0561	31	"Canada"
"XBB.1.16.9"	0.04399012	0.03057	0.05741	25	"Canada"
"XBB.1.5.44"	0.04398398	0.03432	0.05365	52	"Ontario"
"EG*"	0.04388789	0.02553	0.06224	18	"New Brunswick"
"GJ*"	0.04383848	0.03813	0.04954	158	"Canada"
"FL.2*"	0.04381858	0.03276	0.05487	48	"Quebec"
"FL.2"	0.04331317	0.03185	0.05478	44	"Quebec"
"XBB.1.16"	0.04313252	0.03893	0.04733	565	"Ontario"
"EG.5.2"	0.04310693	0.03544	0.05077	80	"Canada"
"XBB.1.16.9"	0.04287318	0.02639	0.05936	20	"Quebec"
"FL.1*"	0.0428719	0.0318	0.05395	47	"Quebec"
"XBB.2.3*"	0.04261516	0.03657	0.04866	171	"Ontario"
"GS*"	0.04211396	0.03343	0.0508	63	"Canada"
"FL.4"	0.04199989	0.03516	0.04884	136	"Ontario"
"XBB.1.16*"	0.04189531	0.03717	0.04662	436	"Quebec"
"XBB.1.16.1"	0.04181951	0.0332	0.05044	82	"Quebec"
"XBB.1.9.1"	0.04179081	0.02247	0.06111	18	"New Brunswick"
"FL.7"	0.04171535	0.02375	0.05968	13	"Ontario"
"FU*"	0.04169942	0.0336	0.0498	96	"Quebec"
"FL.3"	0.04160933	0.03215	0.05106	52	"Canada"
"XBB.2.3.11"	0.04148986	0.03227	0.05071	55	"Canada"
"XBB.1.16*"	0.04110039	0.0213	0.0609	21	"Newfoundland and Labrador"
"XBB.1.16*"	0.04052116	0.03302	0.04802	345	"British Columbia"
"EY.1"	0.04025425	0.01908	0.06143	29	"British Columbia"
"FL.2"	0.04014624	0.02747	0.05282	28	"Ontario"
"EG.7"	0.03999033	0.01822	0.06176	11	"New Brunswick"
"XBB.1.9.2"	0.03984842	0.01666	0.06304	24	"British Columbia"
"XBB.1.5.10"	0.03882122	0.02459	0.05305	26	"Quebec"
"XBB.1.16"	0.03876643	0.03334	0.0442	258	"Quebec"
"XBB.1.5.12"	0.03864136	0.0139	0.06338	11	"Alberta"
"XBB.2.3.4"	0.03861938	0.0203	0.05694	13	"Canada"
"FL.3"	0.03858729	0.01938	0.0578	11	"Ontario"
"XBB.2.3"	0.03855407	0.02345	0.05366	28	"Alberta"
"XBB.2.3*"	0.03837733	0.03134	0.04542	121	"Quebec"
"XBB.1.16.2"	0.03835352	0.02481	0.0519	44	"Alberta"
"FD.1.1"	0.03831245	0.01397	0.06265	11	"Alberta"
"XBB.1.5.25"	0.03830517	0.02585	0.05076	29	"Canada"
"XBB.1.16"	0.03821265	0.02059	0.05583	17	"New Brunswick"
"FL.4"	0.03819765	0.03427	0.04212	403	"Canada"
"XBB.1.9*"	0.03785803	0.03582	0.03989	2783	"Canada"
"BQ.1.1.1"	0.03746891	0.02463	0.05031	27	"Ontario"
"XBB.1.9*"	0.03745947	0.03018	0.04474	271	"Alberta"
"XBB.1.16"	0.03739528	0.03491	0.03988	1510	"Canada"
"XBB.1.9.1"	0.0373156	0.03146	0.04317	180	"Ontario"
"XBB.1.16*"	0.03729824	0.03509	0.0395	2291	"Canada"
"EG*"	0.03714403	0.03191	0.04238	246	"Quebec"
"XBB.1.16"	0.03681694	0.01642	0.05722	16	"Newfoundland and Labrador"
"FL*"	0.03661301	0.02881	0.04441	306	"British Columbia"
"XBB.1.16"	0.03610208	0.02796	0.04425	271	"British Columbia"
"XBB.1.5.73"	0.03591542	0.02104	0.05079	23	"Quebec"
"GN*"	0.03591542	0.02104	0.05079	23	"Quebec"
"XBB.1.16*"	0.03578266	0.03232	0.03924	915	"Ontario"
"XBB.1.17.1"	0.03542246	0.01973	0.05111	20	"Quebec"
"FL.3*"	0.0353138	0.01758	0.05305	13	"Ontario"
"XBB.1.5.77"	0.03529909	0.02608	0.04451	55	"Canada"
"FL.3"	0.03474246	0.02127	0.04821	28	"Quebec"
"XBB.2.3"	0.03471678	0.02013	0.0493	19	"Ontario"
"EU.1.1*"	0.03469293	0.02377	0.04562	38	"Ontario"
"FL.1.3"	0.03463727	0.01967	0.04961	20	"Canada"
"FU*"	0.03438965	0.03031	0.03847	350	"Canada"
"FL*"	0.03437778	0.03208	0.03667	1810	"Canada"
"XBB.2.3*"	0.03429731	0.03109	0.0375	620	"Canada"
"XBB.1.5.25"	0.0342944	0.02059	0.048	27	"Quebec"
"XBB.1.9.1"	0.03418821	0.02394	0.04443	81	"Alberta"
"FL.5"	0.03368177	0.02528	0.04208	73	"Ontario"
"EG.4"	0.03348167	0.0239	0.04306	48	"Canada"
"XBB.1.5.30"	0.03338436	0.01806	0.04871	18	"Ontario"
"EG.5.2"	0.03333057	0.02481	0.04185	64	"Ontario"
"XBB.1.9*"	0.03322866	0.02629	0.04017	442	"British Columbia"
"XBB.2.3.3"	0.03278761	0.01968	0.04589	45	"Alberta"
"FL.13"	0.03269336	0.01955	0.04583	25	"Ontario"
"FE.1"	0.03269245	0.01251	0.05288	12	"Quebec"
"EU.1.1"	0.03257538	0.02137	0.04378	36	"Ontario"
"FL.4"	0.03245773	0.01603	0.04888	26	"Alberta"
"EU.1.1*"	0.03210901	0.02398	0.04024	73	"Canada"
"XBB.1.9.2"	0.03195704	0.02656	0.03735	183	"Canada"
"EG.1.3"	0.03191527	0.01913	0.0447	27	"Ontario"
"XBB.1.9*"	0.03184261	0.02189	0.04179	110	"New Brunswick"
"EG.1"	0.03180693	0.02641	0.03721	168	"Canada"
"XBB.1.16"	0.03178508	0.00199	0.06158	17	"Manitoba"
"FL.1"	0.03177053	0.01664	0.0469	20	"Canada"
"XBB.1.16.1"	0.03167094	0.02731	0.03604	292	"Canada"
"FK.1.1"	0.03160437	0.0175	0.04571	23	"Canada"
"GB.1"	0.03145371	0.02205	0.04085	52	"Canada"
"FD.1.1"	0.03135745	0.02332	0.0394	70	"Ontario"
"FL*"	0.03134434	0.02333	0.03936	194	"Alberta"
"XBB.1.9.1"	0.03100372	0.02103	0.04098	167	"British Columbia"
"XBB.1.5.68"	0.03097487	0.01082	0.05113	11	"Canada"
"FL.10"	0.03069824	0.01633	0.04507	22	"Canada"
"BF*"	0.03064415	0.0147	0.04659	18	"Canada"
"XBB.1.5.37"	0.03060428	0.01842	0.04279	30	"Ontario"
"FL.3*"	0.03039296	0.01988	0.04091	47	"Quebec"
"FL.4"	0.03036236	0.02385	0.03687	132	"Quebec"
"XBB.1.5.37"	0.03031125	0.01991	0.04071	47	"Quebec"
"XBB.1.9*"	0.03028051	0.02679	0.03377	797	"Quebec"
"EU.1.1"	0.03022403	0.02165	0.03879	66	"Canada"
"XBB.2.3"	0.03009596	0.01603	0.04416	25	"Quebec"
"FL.13"	0.02999147	-0.00015	0.06013	14	"British Columbia"
"XBB.1.5.1"	0.02975297	0.01642	0.04309	86	"British Columbia"
"XBB.1.5.37"	0.02957063	0.02229	0.03685	93	"Canada"
"EU.1.1"	0.02948877	0.00943	0.04955	12	"Quebec"
"FE.1*"	0.02944022	0.0216	0.03728	91	"Quebec"
"FE.1.1*"	0.02929005	0.02332	0.03526	142	"Canada"
"EG.1.3"	0.02925255	0.02024	0.03827	59	"Canada"
"FL.3*"	0.02924183	0.00892	0.04957	31	"British Columbia"
"FE*"	0.02922557	0.0215	0.03695	94	"Quebec"
"XBB.1.9.2"	0.02918443	0.01847	0.0399	40	"Ontario"
"FD*"	0.02912175	0.00981	0.04843	18	"Alberta"
"FL.13"	0.02910424	0.01216	0.04605	17	"Quebec"
"FL.3*"	0.02903325	0.0218	0.03626	95	"Canada"
"XBB.1.5.63"	0.02880625	0.01867	0.03894	47	"Canada"
"FE.1.1*"	0.02872181	0.02023	0.03721	75	"Quebec"
"XBB.2.3.2"	0.02865897	0.00689	0.05043	28	"British Columbia"
"BQ.1.1.1"	0.02864413	0.0171	0.04019	36	"Canada"
"EU.1.1*"	0.02844968	0.01099	0.0459	16	"Quebec"
"FL*"	0.02842809	0.01824	0.03862	92	"New Brunswick"
"GJ*"	0.02818509	-0.00097	0.05734	15	"British Columbia"
"XBB.1.9.2"	0.02806182	0.01904	0.03708	66	"Quebec"
"FK.1"	0.02797833	0.01332	0.04264	22	"Canada"
"XBB.1.5.13"	0.02790428	0.00332	0.05249	11	"Alberta"
"XBB.2.3.12"	0.02784368	0.0097	0.04598	14	"Canada"
"XBB.1.16.3"	0.02773059	0.02026	0.0352	90	"Canada"
"FK.1*"	0.02765888	0.01802	0.0373	52	"Canada"
"XBB.1.5.50"	0.02748662	0.01496	0.04001	48	"Alberta"
"CH.1.1.29"	0.02743361	0.00862	0.04625	24	"Newfoundland and Labrador"
"FL.12"	0.02743313	0.01164	0.04322	19	"Canada"
"XBB.1.16*"	0.02739833	0.00011	0.05468	20	"Manitoba"
"FD.1.1"	0.02731414	0.02464	0.02999	1095	"Canada"
"XBB.1.5.24"	0.02701815	0.00413	0.04991	12	"Alberta"
"EG.1"	0.02700811	0.01017	0.04384	46	"British Columbia"
"EG.1*"	0.02699628	0.02265	0.03134	284	"Canada"
"FU*"	0.0269556	0.00203	0.05188	12	"Nova Scotia"
"FL*"	0.02679264	0.0229	0.03068	546	"Quebec"
"XBB.2.3*"	0.02672743	0.01673	0.03673	157	"British Columbia"
"XBB.1.16.1"	0.02637436	0.00858	0.04417	21	"Alberta"
"XBB.2.3.2"	0.02590189	0.01898	0.03283	105	"Canada"
"XBB.2.3.5"	0.02588263	0.01491	0.03686	41	"Canada"
"FD*"	0.02584894	0.0233	0.0284	1266	"Canada"
"XBB.1.5.77"	0.02563422	0.01129	0.03998	24	"Quebec"
"XBB.1.16.6"	0.02550473	0.00551	0.0455	12	"Quebec"
"FU*"	0.02517047	0.01912	0.03122	152	"Ontario"
"EG.1*"	0.02504453	0.01219	0.0379	88	"British Columbia"
"FD*"	0.02501146	0.01859	0.03144	127	"Ontario"
"FE.1.1.1"	0.02498718	0.01829	0.03169	114	"Canada"
"XBB.1.5.86"	0.02481482	0.01347	0.03616	37	"Ontario"
"GF*"	0.02474712	0.01511	0.03438	53	"Canada"
"XBB.1.5.4"	0.02458083	0.00956	0.0396	22	"Quebec"
"FL.5"	0.02424446	0.0074	0.04109	27	"Alberta"
"FL.5"	0.02417255	0.01856	0.02979	176	"Canada"
"XBB.1.9.1"	0.02408611	0.02089	0.02728	639	"Canada"
"CH.1.1*"	0.02395394	0.00607	0.04184	29	"Newfoundland and Labrador"
"BA.2.75*"	0.02395394	0.00607	0.04184	29	"Newfoundland and Labrador"
"EG.1"	0.02384547	0.01485	0.03284	65	"Quebec"
"XBB.1.16.1"	0.02369189	0.01741	0.02998	141	"Ontario"
"EG*"	0.02367541	0.01292	0.03443	134	"British Columbia"
"FL.13"	0.02332844	0.0161	0.03056	100	"Canada"
"XBB.1.5.13"	0.02312914	0.00997	0.03629	88	"British Columbia"
"XBB.1.5.30"	0.02312863	0.01466	0.0316	71	"Canada"
"GF*"	0.02270662	0.00625	0.03916	17	"Ontario"
"XBB.2.3.3"	0.02204582	0.01392	0.03017	80	"Canada"
"FL.3.1"	0.02184964	0.00426	0.03944	16	"Quebec"
"XBB.2.3.5"	0.02170879	0.01041	0.03301	39	"Ontario"
"FE.1.1.1"	0.0216861	0.01168	0.03169	52	"Quebec"
"XBB.2.3.3"	0.02156061	0.00208	0.04104	13	"Quebec"
"XBB.1.5.49"	0.02135704	0.01442	0.02829	113	"Quebec"
"EG.1*"	0.02128315	0.01405	0.02851	104	"Quebec"
"EG.6.1"	0.02122953	0.00956	0.0329	36	"Ontario"
"XBB.2.3"	0.02113142	0.0155	0.02676	172	"Canada"
"XBB.1.16.2"	0.02077273	0.01547	0.02607	195	"Canada"
"FE.1.1.1"	0.02042808	0.01093	0.02993	54	"Ontario"
"FD.1.1"	0.02038724	0.01697	0.0238	911	"Quebec"
"XBB.1.5.86"	0.02024983	0.00974	0.03076	48	"Canada"
"FL.4"	0.02024759	0.00888	0.03162	54	"New Brunswick"
"XBB.1.5.62"	0.01989801	0.01041	0.02939	59	"Canada"
"XBB.1.16.2"	0.01983981	0.00399	0.03569	20	"Quebec"
"XBB.1.5.62"	0.0198173	0.00651	0.03312	28	"Quebec"
"XBB.1.5.1"	0.01978659	0.00874	0.03083	75	"Alberta"
"FD*"	0.01915868	0.01582	0.0225	976	"Quebec"
"FE*"	0.01913885	0.01415	0.02412	230	"Canada"
"CH.1.1*"	0.01887795	0.01229	0.02547	123	"Ontario"
"FE.1*"	0.0188466	0.01379	0.02391	223	"Canada"
"FD.2"	0.01864668	0.0075	0.02979	44	"Canada"
"EG.1*"	0.01859106	-0.00614	0.04333	12	"Alberta"
"EG.1.4"	0.01845035	-0.00074	0.03764	39	"British Columbia"
"XBB.1.5.2"	0.01830419	0.00128	0.03533	50	"British Columbia"
"XBB.2.3.2"	0.01815018	-0.01106	0.04736	16	"Manitoba"
"XBB.2.3.2"	0.01666747	0.00325	0.03008	29	"Quebec"
"XBB.2.3"	0.01612957	0.00323	0.02903	86	"British Columbia"
"BA.2.75*"	0.01600299	0.00963	0.02237	137	"Ontario"
"FD.1.1"	0.01595731	0.00577	0.02614	86	"New Brunswick"
"XBB.1.16.3"	0.01582176	0.00672	0.02492	69	"Ontario"
"FD*"	0.0158076	0.00564	0.02597	87	"New Brunswick"
"CH.1.1"	0.01443396	0.00543	0.02343	67	"Ontario"
"FE*"	0.01354485	0.0054	0.02169	84	"Ontario"
"XBB.1.16.2"	0.01353734	0.00581	0.02126	88	"Ontario"
"FE.1*"	0.01338292	0.00514	0.02163	82	"Ontario"
"XBB.1.5.15"	0.01338177	0.00023	0.02653	32	"Ontario"
"EG.1.3"	0.01333602	-0.00009	0.02676	29	"Quebec"
"FK.1*"	0.01302437	-0.01541	0.04146	17	"British Columbia"
"FL.5"	0.01290409	0.00237	0.02344	51	"Quebec"
"XBB.1.5.16"	0.01290006	-0.00576	0.03156	17	"Canada"
"XBB.1.5.11"	0.01267989	-0.00279	0.02815	25	"Canada"
"XBB.1.5.31"	0.01261244	0.00087	0.02435	41	"Ontario"
"XBB.1.5.62"	0.0121433	-0.00176	0.02605	29	"Ontario"
"FH*"	0.01208802	-0.00213	0.0263	27	"Quebec"
"CH.1.1*"	0.01174768	-0.00131	0.02481	53	"Alberta"
"FL.13"	0.01082694	-0.0048	0.02646	36	"Alberta"
"EY.1"	0.01064619	-0.00399	0.02528	29	"Canada"
"XBB.1.5.49"	0.01026043	0.00564	0.01489	312	"Canada"
"XBB.1.5.51"	0.01021983	-0.01118	0.03162	12	"Quebec"
"CH.1.1*"	0.00932448	0.0057	0.01295	542	"Canada"
"XBB.1.5.15"	0.00915056	0.00148	0.01682	112	"Canada"
"FL.3.1"	0.00906067	-0.00433	0.02245	36	"Canada"
"XBB.1.9.1"	0.00890484	0.00264	0.01517	160	"Quebec"
"FH*"	0.00883231	-0.00177	0.01944	54	"Ontario"
"CH.1.1"	0.00873265	0.00023	0.01723	90	"Canada"
"XBB.1.5.4"	0.00844437	-0.00773	0.02462	23	"Ontario"
"BA.2.75*"	0.0080344	-0.00457	0.02064	61	"Alberta"
"XBB.2.3*"	0.00786788	-0.01932	0.03506	18	"Manitoba"
"BA.2.75*"	0.00786683	0.00429	0.01144	572	"Canada"
"XBB.1.5.13"	0.00780561	-0.00116	0.01678	74	"Quebec"
"XBB.1.5.30"	0.0075985	-0.00671	0.02191	39	"Newfoundland and Labrador"
"XBB.1.5.19"	0.00731826	-0.01322	0.02786	35	"British Columbia"
"XBB.1.5.24"	0.00726158	-0.01532	0.02985	12	"Ontario"
"XBB.1.5.13"	0.00725295	0.00161	0.01289	221	"Canada"
"FD.2"	0.00682356	-0.01419	0.02784	14	"Ontario"
"EG.1.4"	0.00679644	-0.00521	0.0188	47	"Canada"
"XBB.1.5.17"	0.00612729	-0.01064	0.02289	21	"Quebec"
"XBB.1.5.18"	0.0050597	-0.01638	0.0265	14	"Ontario"
"CH.1.1.2"	0.00454602	-0.01306	0.02215	23	"Canada"
"XBB.1.5.17"	0.00452151	-0.00692	0.01597	51	"Ontario"
"XBB.1.5.4"	0.00387257	-0.00518	0.01293	89	"Canada"
"XBB.1.5.49"	0.00375091	-0.01663	0.02414	23	"Alberta"
"XBB.1.5.7"	0.00351634	-0.00598	0.01301	77	"Ontario"
"XBB.1.5.24"	0.00330519	-0.0107	0.01731	37	"Canada"
"DV*"	0.00304618	-0.00235	0.00844	262	"Canada"
"XBB.1.5.32"	0.00300336	-0.00656	0.01257	210	"British Columbia"
"XBB.1.5.50"	0.00288177	-0.01486	0.02062	49	"British Columbia"
"XBB.1.5.32"	0.00252488	-0.01299	0.01804	73	"Manitoba"
"XBB.1.5.49"	0.00142676	-0.00983	0.01269	57	"Ontario"
"XBB.1.5.2"	0.00122621	-0.01221	0.01466	62	"Alberta"
"XBB.1.5.32"	0.00107384	-0.01188	0.01403	67	"Alberta"
"FH*"	0.00103772	-0.00623	0.0083	148	"Canada"
"XBB.1.5.39"	0.00082769	-0.00632	0.00797	153	"Canada"
"XBB.1.5.49"	0.00077547	-0.01205	0.0136	102	"British Columbia"
"XBB.1.5.39"	0.00065604	-0.00907	0.01038	71	"Quebec"
"CH.1.1*"	0.00054817	-0.00487	0.00597	256	"Quebec"
"BA.2.75*"	0.00054817	-0.00487	0.00597	256	"Quebec"
"XBB.1.5.15"	0.00013662	-0.01016	0.01043	64	"Quebec"
