"Date"	"Lineage"	"Frequency"	"% Frequency"
2022-11-28	" other lineages"	767	"37%"
2022-11-28	"BA.5.2"	66	"3%"
2022-11-28	"BA.5.2.1"	100	"5%"
2022-11-28	"BF.7"	71	"3%"
2022-11-28	"BQ.1"	186	"9%"
2022-11-28	"BQ.1.1"	401	"20%"
2022-11-28	"BQ.1.1.1"	28	"1%"
2022-11-28	"BQ.1.1.10"	0	"0%"
2022-11-28	"BQ.1.1.3"	17	"1%"
2022-11-28	"BQ.1.1.35"	5	"0%"
2022-11-28	"BQ.1.1.40"	53	"3%"
2022-11-28	"BQ.1.1.5"	19	"1%"
2022-11-28	"BQ.1.1.55"	28	"1%"
2022-11-28	"BQ.1.1.65"	0	"0%"
2022-11-28	"BQ.1.1.7"	6	"0%"
2022-11-28	"BQ.1.10.1"	14	"1%"
2022-11-28	"BQ.1.12"	62	"3%"
2022-11-28	"BQ.1.13"	22	"1%"
2022-11-28	"BQ.1.14"	19	"1%"
2022-11-28	"BQ.1.2"	108	"5%"
2022-11-28	"BQ.1.3"	13	"1%"
2022-11-28	"BQ.1.5"	35	"2%"
2022-11-28	"CH.1.1"	2	"0%"
2022-11-28	"EE.3"	19	"1%"
2022-11-28	"XBB.1"	9	"0%"
2022-11-28	"XBB.1.5"	2	"0%"
2022-12-05	" other lineages"	910	"36%"
2022-12-05	"BA.5.2"	48	"2%"
2022-12-05	"BA.5.2.1"	114	"4%"
2022-12-05	"BF.7"	91	"4%"
2022-12-05	"BQ.1"	219	"9%"
2022-12-05	"BQ.1.1"	551	"22%"
2022-12-05	"BQ.1.1.1"	28	"1%"
2022-12-05	"BQ.1.1.10"	9	"0%"
2022-12-05	"BQ.1.1.3"	50	"2%"
2022-12-05	"BQ.1.1.35"	13	"1%"
2022-12-05	"BQ.1.1.40"	75	"3%"
2022-12-05	"BQ.1.1.5"	16	"1%"
2022-12-05	"BQ.1.1.55"	26	"1%"
2022-12-05	"BQ.1.1.65"	0	"0%"
2022-12-05	"BQ.1.1.7"	24	"1%"
2022-12-05	"BQ.1.10.1"	31	"1%"
2022-12-05	"BQ.1.12"	47	"2%"
2022-12-05	"BQ.1.13"	41	"2%"
2022-12-05	"BQ.1.14"	39	"2%"
2022-12-05	"BQ.1.2"	101	"4%"
2022-12-05	"BQ.1.3"	23	"1%"
2022-12-05	"BQ.1.5"	26	"1%"
2022-12-05	"CH.1.1"	2	"0%"
2022-12-05	"EE.3"	42	"2%"
2022-12-05	"XBB.1"	22	"1%"
2022-12-05	"XBB.1.5"	0	"0%"
2022-12-12	" other lineages"	1051	"35%"
2022-12-12	"BA.5.2"	38	"1%"
2022-12-12	"BA.5.2.1"	70	"2%"
2022-12-12	"BF.7"	77	"3%"
2022-12-12	"BQ.1"	211	"7%"
2022-12-12	"BQ.1.1"	869	"29%"
2022-12-12	"BQ.1.1.1"	51	"2%"
2022-12-12	"BQ.1.1.10"	64	"2%"
2022-12-12	"BQ.1.1.3"	29	"1%"
2022-12-12	"BQ.1.1.35"	17	"1%"
2022-12-12	"BQ.1.1.40"	58	"2%"
2022-12-12	"BQ.1.1.5"	21	"1%"
2022-12-12	"BQ.1.1.55"	17	"1%"
2022-12-12	"BQ.1.1.65"	0	"0%"
2022-12-12	"BQ.1.1.7"	28	"1%"
2022-12-12	"BQ.1.10.1"	23	"1%"
2022-12-12	"BQ.1.12"	64	"2%"
2022-12-12	"BQ.1.13"	65	"2%"
2022-12-12	"BQ.1.14"	34	"1%"
2022-12-12	"BQ.1.2"	113	"4%"
2022-12-12	"BQ.1.3"	24	"1%"
2022-12-12	"BQ.1.5"	34	"1%"
2022-12-12	"CH.1.1"	8	"0%"
2022-12-12	"EE.3"	31	"1%"
2022-12-12	"XBB.1"	28	"1%"
2022-12-12	"XBB.1.5"	17	"1%"
2022-12-19	" other lineages"	996	"33%"
2022-12-19	"BA.5.2"	44	"1%"
2022-12-19	"BA.5.2.1"	38	"1%"
2022-12-19	"BF.7"	60	"2%"
2022-12-19	"BQ.1"	238	"8%"
2022-12-19	"BQ.1.1"	850	"28%"
2022-12-19	"BQ.1.1.1"	46	"2%"
2022-12-19	"BQ.1.1.10"	46	"2%"
2022-12-19	"BQ.1.1.3"	30	"1%"
2022-12-19	"BQ.1.1.35"	15	"1%"
2022-12-19	"BQ.1.1.40"	78	"3%"
2022-12-19	"BQ.1.1.5"	22	"1%"
2022-12-19	"BQ.1.1.55"	13	"0%"
2022-12-19	"BQ.1.1.65"	0	"0%"
2022-12-19	"BQ.1.1.7"	16	"1%"
2022-12-19	"BQ.1.10.1"	43	"1%"
2022-12-19	"BQ.1.12"	62	"2%"
2022-12-19	"BQ.1.13"	38	"1%"
2022-12-19	"BQ.1.14"	41	"1%"
2022-12-19	"BQ.1.2"	123	"4%"
2022-12-19	"BQ.1.3"	26	"1%"
2022-12-19	"BQ.1.5"	59	"2%"
2022-12-19	"CH.1.1"	16	"1%"
2022-12-19	"EE.3"	52	"2%"
2022-12-19	"XBB.1"	14	"0%"
2022-12-19	"XBB.1.5"	27	"1%"
2022-12-26	" other lineages"	1060	"34%"
2022-12-26	"BA.5.2"	17	"1%"
2022-12-26	"BA.5.2.1"	36	"1%"
2022-12-26	"BF.7"	80	"3%"
2022-12-26	"BQ.1"	202	"7%"
2022-12-26	"BQ.1.1"	875	"28%"
2022-12-26	"BQ.1.1.1"	40	"1%"
2022-12-26	"BQ.1.1.10"	48	"2%"
2022-12-26	"BQ.1.1.3"	28	"1%"
2022-12-26	"BQ.1.1.35"	28	"1%"
2022-12-26	"BQ.1.1.40"	62	"2%"
2022-12-26	"BQ.1.1.5"	27	"1%"
2022-12-26	"BQ.1.1.55"	29	"1%"
2022-12-26	"BQ.1.1.65"	1	"0%"
2022-12-26	"BQ.1.1.7"	27	"1%"
2022-12-26	"BQ.1.10.1"	46	"1%"
2022-12-26	"BQ.1.12"	57	"2%"
2022-12-26	"BQ.1.13"	29	"1%"
2022-12-26	"BQ.1.14"	43	"1%"
2022-12-26	"BQ.1.2"	107	"3%"
2022-12-26	"BQ.1.3"	40	"1%"
2022-12-26	"BQ.1.5"	56	"2%"
2022-12-26	"CH.1.1"	22	"1%"
2022-12-26	"EE.3"	27	"1%"
2022-12-26	"XBB.1"	23	"1%"
2022-12-26	"XBB.1.5"	87	"3%"
2023-01-02	" other lineages"	991	"31%"
2023-01-02	"BA.5.2"	13	"0%"
2023-01-02	"BA.5.2.1"	32	"1%"
2023-01-02	"BF.7"	77	"2%"
2023-01-02	"BQ.1"	193	"6%"
2023-01-02	"BQ.1.1"	935	"29%"
2023-01-02	"BQ.1.1.1"	67	"2%"
2023-01-02	"BQ.1.1.10"	40	"1%"
2023-01-02	"BQ.1.1.3"	51	"2%"
2023-01-02	"BQ.1.1.35"	22	"1%"
2023-01-02	"BQ.1.1.40"	85	"3%"
2023-01-02	"BQ.1.1.5"	34	"1%"
2023-01-02	"BQ.1.1.55"	29	"1%"
2023-01-02	"BQ.1.1.65"	8	"0%"
2023-01-02	"BQ.1.1.7"	37	"1%"
2023-01-02	"BQ.1.10.1"	36	"1%"
2023-01-02	"BQ.1.12"	70	"2%"
2023-01-02	"BQ.1.13"	36	"1%"
2023-01-02	"BQ.1.14"	39	"1%"
2023-01-02	"BQ.1.2"	126	"4%"
2023-01-02	"BQ.1.3"	36	"1%"
2023-01-02	"BQ.1.5"	76	"2%"
2023-01-02	"CH.1.1"	29	"1%"
2023-01-02	"EE.3"	39	"1%"
2023-01-02	"XBB.1"	31	"1%"
2023-01-02	"XBB.1.5"	116	"4%"
2023-01-09	" other lineages"	903	"31%"
2023-01-09	"BA.5.2"	8	"0%"
2023-01-09	"BA.5.2.1"	36	"1%"
2023-01-09	"BF.7"	67	"2%"
2023-01-09	"BQ.1"	176	"6%"
2023-01-09	"BQ.1.1"	764	"27%"
2023-01-09	"BQ.1.1.1"	45	"2%"
2023-01-09	"BQ.1.1.10"	21	"1%"
2023-01-09	"BQ.1.1.3"	36	"1%"
2023-01-09	"BQ.1.1.35"	16	"1%"
2023-01-09	"BQ.1.1.40"	63	"2%"
2023-01-09	"BQ.1.1.5"	25	"1%"
2023-01-09	"BQ.1.1.55"	17	"1%"
2023-01-09	"BQ.1.1.65"	10	"0%"
2023-01-09	"BQ.1.1.7"	25	"1%"
2023-01-09	"BQ.1.10.1"	31	"1%"
2023-01-09	"BQ.1.12"	59	"2%"
2023-01-09	"BQ.1.13"	29	"1%"
2023-01-09	"BQ.1.14"	28	"1%"
2023-01-09	"BQ.1.2"	73	"3%"
2023-01-09	"BQ.1.3"	52	"2%"
2023-01-09	"BQ.1.5"	57	"2%"
2023-01-09	"CH.1.1"	36	"1%"
2023-01-09	"EE.3"	38	"1%"
2023-01-09	"XBB.1"	33	"1%"
2023-01-09	"XBB.1.5"	221	"8%"
2023-01-16	" other lineages"	732	"29%"
2023-01-16	"BA.5.2"	1	"0%"
2023-01-16	"BA.5.2.1"	11	"0%"
2023-01-16	"BF.7"	25	"1%"
2023-01-16	"BQ.1"	152	"6%"
2023-01-16	"BQ.1.1"	609	"24%"
2023-01-16	"BQ.1.1.1"	33	"1%"
2023-01-16	"BQ.1.1.10"	13	"1%"
2023-01-16	"BQ.1.1.3"	33	"1%"
2023-01-16	"BQ.1.1.35"	13	"1%"
2023-01-16	"BQ.1.1.40"	77	"3%"
2023-01-16	"BQ.1.1.5"	28	"1%"
2023-01-16	"BQ.1.1.55"	19	"1%"
2023-01-16	"BQ.1.1.65"	17	"1%"
2023-01-16	"BQ.1.1.7"	37	"1%"
2023-01-16	"BQ.1.10.1"	28	"1%"
2023-01-16	"BQ.1.12"	42	"2%"
2023-01-16	"BQ.1.13"	19	"1%"
2023-01-16	"BQ.1.14"	30	"1%"
2023-01-16	"BQ.1.2"	57	"2%"
2023-01-16	"BQ.1.3"	36	"1%"
2023-01-16	"BQ.1.5"	38	"1%"
2023-01-16	"CH.1.1"	46	"2%"
2023-01-16	"EE.3"	46	"2%"
2023-01-16	"XBB.1"	45	"2%"
2023-01-16	"XBB.1.5"	348	"14%"
2023-01-23	" other lineages"	594	"28%"
2023-01-23	"BA.5.2"	5	"0%"
2023-01-23	"BA.5.2.1"	4	"0%"
2023-01-23	"BF.7"	17	"1%"
2023-01-23	"BQ.1"	112	"5%"
2023-01-23	"BQ.1.1"	512	"24%"
2023-01-23	"BQ.1.1.1"	31	"1%"
2023-01-23	"BQ.1.1.10"	9	"0%"
2023-01-23	"BQ.1.1.3"	22	"1%"
2023-01-23	"BQ.1.1.35"	17	"1%"
2023-01-23	"BQ.1.1.40"	76	"4%"
2023-01-23	"BQ.1.1.5"	16	"1%"
2023-01-23	"BQ.1.1.55"	36	"2%"
2023-01-23	"BQ.1.1.65"	14	"1%"
2023-01-23	"BQ.1.1.7"	8	"0%"
2023-01-23	"BQ.1.10.1"	14	"1%"
2023-01-23	"BQ.1.12"	33	"2%"
2023-01-23	"BQ.1.13"	19	"1%"
2023-01-23	"BQ.1.14"	13	"1%"
2023-01-23	"BQ.1.2"	47	"2%"
2023-01-23	"BQ.1.3"	22	"1%"
2023-01-23	"BQ.1.5"	18	"1%"
2023-01-23	"CH.1.1"	53	"2%"
2023-01-23	"EE.3"	18	"1%"
2023-01-23	"XBB.1"	18	"1%"
2023-01-23	"XBB.1.5"	431	"20%"
2023-01-30	" other lineages"	551	"25%"
2023-01-30	"BA.5.2"	0	"0%"
2023-01-30	"BA.5.2.1"	14	"1%"
2023-01-30	"BF.7"	7	"0%"
2023-01-30	"BQ.1"	87	"4%"
2023-01-30	"BQ.1.1"	471	"21%"
2023-01-30	"BQ.1.1.1"	31	"1%"
2023-01-30	"BQ.1.1.10"	8	"0%"
2023-01-30	"BQ.1.1.3"	17	"1%"
2023-01-30	"BQ.1.1.35"	17	"1%"
2023-01-30	"BQ.1.1.40"	70	"3%"
2023-01-30	"BQ.1.1.5"	10	"0%"
2023-01-30	"BQ.1.1.55"	34	"2%"
2023-01-30	"BQ.1.1.65"	24	"1%"
2023-01-30	"BQ.1.1.7"	17	"1%"
2023-01-30	"BQ.1.10.1"	16	"1%"
2023-01-30	"BQ.1.12"	32	"1%"
2023-01-30	"BQ.1.13"	17	"1%"
2023-01-30	"BQ.1.14"	8	"0%"
2023-01-30	"BQ.1.2"	36	"2%"
2023-01-30	"BQ.1.3"	22	"1%"
2023-01-30	"BQ.1.5"	9	"0%"
2023-01-30	"CH.1.1"	47	"2%"
2023-01-30	"EE.3"	21	"1%"
2023-01-30	"XBB.1"	18	"1%"
2023-01-30	"XBB.1.5"	652	"29%"
2023-02-06	" other lineages"	488	"21%"
2023-02-06	"BA.5.2"	1	"0%"
2023-02-06	"BA.5.2.1"	9	"0%"
2023-02-06	"BF.7"	17	"1%"
2023-02-06	"BQ.1"	86	"4%"
2023-02-06	"BQ.1.1"	432	"19%"
2023-02-06	"BQ.1.1.1"	22	"1%"
2023-02-06	"BQ.1.1.10"	10	"0%"
2023-02-06	"BQ.1.1.3"	30	"1%"
2023-02-06	"BQ.1.1.35"	38	"2%"
2023-02-06	"BQ.1.1.40"	48	"2%"
2023-02-06	"BQ.1.1.5"	30	"1%"
2023-02-06	"BQ.1.1.55"	26	"1%"
2023-02-06	"BQ.1.1.65"	45	"2%"
2023-02-06	"BQ.1.1.7"	15	"1%"
2023-02-06	"BQ.1.10.1"	4	"0%"
2023-02-06	"BQ.1.12"	40	"2%"
2023-02-06	"BQ.1.13"	10	"0%"
2023-02-06	"BQ.1.14"	13	"1%"
2023-02-06	"BQ.1.2"	30	"1%"
2023-02-06	"BQ.1.3"	15	"1%"
2023-02-06	"BQ.1.5"	10	"0%"
2023-02-06	"CH.1.1"	42	"2%"
2023-02-06	"EE.3"	23	"1%"
2023-02-06	"XBB.1"	12	"1%"
2023-02-06	"XBB.1.5"	828	"36%"
2023-02-13	" other lineages"	512	"23%"
2023-02-13	"BA.5.2"	1	"0%"
2023-02-13	"BA.5.2.1"	6	"0%"
2023-02-13	"BF.7"	7	"0%"
2023-02-13	"BQ.1"	67	"3%"
2023-02-13	"BQ.1.1"	389	"17%"
2023-02-13	"BQ.1.1.1"	51	"2%"
2023-02-13	"BQ.1.1.10"	6	"0%"
2023-02-13	"BQ.1.1.3"	9	"0%"
2023-02-13	"BQ.1.1.35"	28	"1%"
2023-02-13	"BQ.1.1.40"	26	"1%"
2023-02-13	"BQ.1.1.5"	18	"1%"
2023-02-13	"BQ.1.1.55"	16	"1%"
2023-02-13	"BQ.1.1.65"	64	"3%"
2023-02-13	"BQ.1.1.7"	12	"1%"
2023-02-13	"BQ.1.10.1"	6	"0%"
2023-02-13	"BQ.1.12"	36	"2%"
2023-02-13	"BQ.1.13"	10	"0%"
2023-02-13	"BQ.1.14"	9	"0%"
2023-02-13	"BQ.1.2"	39	"2%"
2023-02-13	"BQ.1.3"	7	"0%"
2023-02-13	"BQ.1.5"	4	"0%"
2023-02-13	"CH.1.1"	42	"2%"
2023-02-13	"EE.3"	18	"1%"
2023-02-13	"XBB.1"	12	"1%"
2023-02-13	"XBB.1.5"	869	"38%"
2023-02-20	" other lineages"	455	"22%"
2023-02-20	"BA.5.2"	3	"0%"
2023-02-20	"BA.5.2.1"	5	"0%"
2023-02-20	"BF.7"	8	"0%"
2023-02-20	"BQ.1"	48	"2%"
2023-02-20	"BQ.1.1"	320	"15%"
2023-02-20	"BQ.1.1.1"	9	"0%"
2023-02-20	"BQ.1.1.10"	1	"0%"
2023-02-20	"BQ.1.1.3"	13	"1%"
2023-02-20	"BQ.1.1.35"	24	"1%"
2023-02-20	"BQ.1.1.40"	27	"1%"
2023-02-20	"BQ.1.1.5"	20	"1%"
2023-02-20	"BQ.1.1.55"	12	"1%"
2023-02-20	"BQ.1.1.65"	26	"1%"
2023-02-20	"BQ.1.1.7"	12	"1%"
2023-02-20	"BQ.1.10.1"	4	"0%"
2023-02-20	"BQ.1.12"	14	"1%"
2023-02-20	"BQ.1.13"	11	"1%"
2023-02-20	"BQ.1.14"	6	"0%"
2023-02-20	"BQ.1.2"	41	"2%"
2023-02-20	"BQ.1.3"	1	"0%"
2023-02-20	"BQ.1.5"	10	"0%"
2023-02-20	"CH.1.1"	29	"1%"
2023-02-20	"EE.3"	6	"0%"
2023-02-20	"XBB.1"	3	"0%"
2023-02-20	"XBB.1.5"	978	"47%"
2023-02-27	" other lineages"	334	"18%"
2023-02-27	"BA.5.2"	0	"0%"
2023-02-27	"BA.5.2.1"	6	"0%"
2023-02-27	"BF.7"	1	"0%"
2023-02-27	"BQ.1"	84	"5%"
2023-02-27	"BQ.1.1"	183	"10%"
2023-02-27	"BQ.1.1.1"	9	"0%"
2023-02-27	"BQ.1.1.10"	2	"0%"
2023-02-27	"BQ.1.1.3"	4	"0%"
2023-02-27	"BQ.1.1.35"	9	"0%"
2023-02-27	"BQ.1.1.40"	17	"1%"
2023-02-27	"BQ.1.1.5"	7	"0%"
2023-02-27	"BQ.1.1.55"	6	"0%"
2023-02-27	"BQ.1.1.65"	18	"1%"
2023-02-27	"BQ.1.1.7"	6	"0%"
2023-02-27	"BQ.1.10.1"	2	"0%"
2023-02-27	"BQ.1.12"	19	"1%"
2023-02-27	"BQ.1.13"	0	"0%"
2023-02-27	"BQ.1.14"	3	"0%"
2023-02-27	"BQ.1.2"	25	"1%"
2023-02-27	"BQ.1.3"	1	"0%"
2023-02-27	"BQ.1.5"	4	"0%"
2023-02-27	"CH.1.1"	31	"2%"
2023-02-27	"EE.3"	6	"0%"
2023-02-27	"XBB.1"	3	"0%"
2023-02-27	"XBB.1.5"	1047	"57%"
2023-03-06	" other lineages"	295	"18%"
2023-03-06	"BA.5.2"	0	"0%"
2023-03-06	"BA.5.2.1"	1	"0%"
2023-03-06	"BF.7"	1	"0%"
2023-03-06	"BQ.1"	29	"2%"
2023-03-06	"BQ.1.1"	107	"6%"
2023-03-06	"BQ.1.1.1"	4	"0%"
2023-03-06	"BQ.1.1.10"	3	"0%"
2023-03-06	"BQ.1.1.3"	12	"1%"
2023-03-06	"BQ.1.1.35"	5	"0%"
2023-03-06	"BQ.1.1.40"	16	"1%"
2023-03-06	"BQ.1.1.5"	5	"0%"
2023-03-06	"BQ.1.1.55"	4	"0%"
2023-03-06	"BQ.1.1.65"	29	"2%"
2023-03-06	"BQ.1.1.7"	1	"0%"
2023-03-06	"BQ.1.10.1"	0	"0%"
2023-03-06	"BQ.1.12"	6	"0%"
2023-03-06	"BQ.1.13"	0	"0%"
2023-03-06	"BQ.1.14"	2	"0%"
2023-03-06	"BQ.1.2"	10	"1%"
2023-03-06	"BQ.1.3"	2	"0%"
2023-03-06	"BQ.1.5"	4	"0%"
2023-03-06	"CH.1.1"	34	"2%"
2023-03-06	"EE.3"	5	"0%"
2023-03-06	"XBB.1"	7	"0%"
2023-03-06	"XBB.1.5"	1092	"65%"
2023-03-13	" other lineages"	254	"18%"
2023-03-13	"BA.5.2"	0	"0%"
2023-03-13	"BA.5.2.1"	0	"0%"
2023-03-13	"BF.7"	0	"0%"
2023-03-13	"BQ.1"	8	"1%"
2023-03-13	"BQ.1.1"	81	"6%"
2023-03-13	"BQ.1.1.1"	6	"0%"
2023-03-13	"BQ.1.1.10"	6	"0%"
2023-03-13	"BQ.1.1.3"	9	"1%"
2023-03-13	"BQ.1.1.35"	4	"0%"
2023-03-13	"BQ.1.1.40"	16	"1%"
2023-03-13	"BQ.1.1.5"	4	"0%"
2023-03-13	"BQ.1.1.55"	2	"0%"
2023-03-13	"BQ.1.1.65"	17	"1%"
2023-03-13	"BQ.1.1.7"	0	"0%"
2023-03-13	"BQ.1.10.1"	0	"0%"
2023-03-13	"BQ.1.12"	4	"0%"
2023-03-13	"BQ.1.13"	1	"0%"
2023-03-13	"BQ.1.14"	0	"0%"
2023-03-13	"BQ.1.2"	25	"2%"
2023-03-13	"BQ.1.3"	1	"0%"
2023-03-13	"BQ.1.5"	1	"0%"
2023-03-13	"CH.1.1"	38	"3%"
2023-03-13	"EE.3"	9	"1%"
2023-03-13	"XBB.1"	10	"1%"
2023-03-13	"XBB.1.5"	954	"66%"
2023-03-20	" other lineages"	41	"17%"
2023-03-20	"BA.5.2"	0	"0%"
2023-03-20	"BA.5.2.1"	0	"0%"
2023-03-20	"BF.7"	0	"0%"
2023-03-20	"BQ.1"	0	"0%"
2023-03-20	"BQ.1.1"	10	"4%"
2023-03-20	"BQ.1.1.1"	0	"0%"
2023-03-20	"BQ.1.1.10"	0	"0%"
2023-03-20	"BQ.1.1.3"	1	"0%"
2023-03-20	"BQ.1.1.35"	0	"0%"
2023-03-20	"BQ.1.1.40"	3	"1%"
2023-03-20	"BQ.1.1.5"	0	"0%"
2023-03-20	"BQ.1.1.55"	0	"0%"
2023-03-20	"BQ.1.1.65"	1	"0%"
2023-03-20	"BQ.1.1.7"	0	"0%"
2023-03-20	"BQ.1.10.1"	0	"0%"
2023-03-20	"BQ.1.12"	0	"0%"
2023-03-20	"BQ.1.13"	0	"0%"
2023-03-20	"BQ.1.14"	0	"0%"
2023-03-20	"BQ.1.2"	1	"0%"
2023-03-20	"BQ.1.3"	0	"0%"
2023-03-20	"BQ.1.5"	0	"0%"
2023-03-20	"CH.1.1"	10	"4%"
2023-03-20	"EE.3"	0	"0%"
2023-03-20	"XBB.1"	2	"1%"
2023-03-20	"XBB.1.5"	167	"71%"
