"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"
"XBB.1.9.1"	0.0627461	0.04588	0.07961	98	"Ontario"
"XBB.1.9.2"	0.0572805	0.01365	0.10091	13	"Ontario"
"XBB.1.9*"	0.05485986	0.04041	0.06931	115	"Ontario"
"EF.1.1.1"	0.04571319	0.02798	0.06344	64	"Canada"
"XBB.1.9.2"	0.04385553	0.016	0.07171	25	"Canada"
"XBB.1.9.1"	0.04311692	0.03278	0.05346	182	"Canada"
"XBB.1.9*"	0.04078817	0.03135	0.05022	211	"Canada"
"BQ.1.1.45"	0.03716151	-0.0019	0.07622	11	"Ontario"
"XBB.1.5.1"	0.03633999	0.01725	0.05543	47	"Canada"
"EF.1.1.1"	0.03607349	0.0197	0.05244	62	"Ontario"
"XBB.1.5.1"	0.03569665	0.01495	0.05644	38	"Ontario"
"BQ.1.12"	0.0326666	-0.04181	0.10714	11	"New Brunswick"
"XBB.1.9*"	0.03179089	0.01175	0.05183	52	"Quebec"
"XBB.1.9.1"	0.02878824	0.00727	0.05031	43	"Quebec"
"BQ.1.1.45"	0.02799567	-0.00159	0.05758	17	"Canada"
"XBB.1.5.3"	0.02492007	-0.01109	0.06093	11	"Canada"
"XBB.1.5.3"	0.01991333	-0.01341	0.05324	11	"Ontario"
"XBB.1.9*"	0.01934544	-0.00092	0.03961	39	"Alberta"
"XBB.1.5.2"	0.01868929	0.00428	0.0331	62	"Canada"
"DV.1"	0.01829465	-0.00875	0.04534	16	"Ontario"
"XBB.1.9.1"	0.01823	-0.00205	0.03851	38	"Alberta"
"BQ.1.1.39"	0.01669773	-0.00261	0.03601	40	"Alberta"
"EF.1.1*"	0.01517505	0.0027	0.02765	73	"Ontario"
"EF.1.1*"	0.01388891	0.00151	0.02627	78	"Canada"
"BQ.1.9"	0.01061947	-0.00691	0.02814	37	"Canada"
"DV*"	0.00909879	-0.02158	0.03978	13	"Alberta"
"XBB.1.5.5"	0.00876281	-0.01505	0.03257	26	"Quebec"
"BQ.1.9"	0.00661677	-0.00972	0.02295	37	"Ontario"
"XBB.1.5.7"	0.00597776	-0.01625	0.0282	29	"Quebec"
"DV.1"	0.00526068	-0.00949	0.02001	66	"Quebec"
"XBB.1.5.4"	0.00514355	-0.01002	0.02031	46	"Canada"
"CH.1.1.2"	0.00470148	-0.01285	0.02225	31	"Ontario"
"XBB.1.5.2"	0.0031876	-0.01441	0.02079	37	"Alberta"
"DV.1"	0.00196365	-0.009	0.01292	84	"Canada"
"EF.1*"	0.00189918	-0.00867	0.01246	83	"Ontario"
"XBF"	0.00184087	-0.00846	0.01214	87	"Ontario"
"XBB.1.5.4"	0.00071117	-0.01476	0.01619	38	"Ontario"
