"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"	"Highlight"	"lineType"	"reference"
"NL.3"	0.04569872	0.03692	0.05448	65	"Canada"	0	"dashed"	"KP.3.1.1"
"XEF"	0.04526218	0.03528	0.05525	49	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.10.2"	0.04480189	0.03778	0.05183	100	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.1*"	0.04415872	0.02629	0.06203	25	"New Brunswick"	0	"dashed"	"KP.3*"
"XEK"	0.04339055	0.03769	0.04909	190	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.11"	0.04336841	0.01354	0.0732	14	"Nova Scotia"	0	"dashed"	"KP.3.1.1"
"MC.11*"	0.04336841	0.01354	0.0732	14	"Nova Scotia"	0	"dashed"	"KP.3*"
"MC.1"	0.04294504	0.02361	0.06228	21	"New Brunswick"	0	"dashed"	"KP.3.1.1"
"MC.10.1"	0.04268427	0.03284	0.05252	74	"Alberta"	0	"dashed"	"KP.3.1.1"
"XEC.5"	0.04228142	0.02581	0.05875	20	"Ontario"	0	"dashed"	"KP.3.1.1"
"LF*"	0.04208142	0.01795	0.06621	13	"Quebec"	0	"dashed"	"KP.3*"
"LF.7*"	0.04208142	0.01795	0.06621	13	"Quebec"	0	"dashed"	"KP.3*"
"KP.1.1*"	0.0419272	0.03523	0.04862	164	"Alberta"	0	"dashed"	"KP.3*"
"MC.10.1"	0.0407773	0.03599	0.04557	249	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.13.2"	0.04016782	0.02286	0.05747	17	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEC.1"	0.03958807	0.02372	0.05545	20	"Ontario"	0	"dashed"	"KP.3.1.1"
"NP*"	0.03865109	0.03367	0.04363	219	"Ontario"	0	"dashed"	"KP.3*"
"XEC*"	0.03821184	0.03514	0.04129	1393	"Alberta"	0	"dashed"	"KP.3*"
"XEC.1"	0.0381744	0.02479	0.05155	35	"Alberta"	0	"dashed"	"KP.3.1.1"
"XEC"	0.03815558	0.03501	0.0413	1300	"Alberta"	0	"dashed"	"KP.3.1.1"
"XEC*"	0.03719698	0.0251	0.04929	51	"New Brunswick"	0	"dashed"	"KP.3*"
"MC.10.1"	0.03719275	0.02546	0.04892	46	"British Columbia"	0	"dashed"	"KP.3.1.1"
"XEF"	0.03699092	0.02693	0.04705	47	"Ontario"	0	"dashed"	"KP.3.1.1"
"LB.1.2.2"	0.03678751	0.01443	0.05915	12	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.10.1"	0.03665976	0.03339	0.03993	429	"Canada"	0	"dashed"	"KP.3.1.1"
"XEK"	0.03614628	0.02083	0.05146	26	"British Columbia"	0	"dashed"	"KP.3.1.1"
"JN.1.16*"	0.0353595	0.0137	0.05701	14	"Quebec"	0	"dashed"	"KP.3*"
"NL.3"	0.03441803	0.02606	0.04278	65	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.20"	0.03433976	0.02027	0.04841	20	"Canada"	0	"dashed"	"KP.3.1.1"
"XEC.2"	0.03405243	0.03044	0.03767	331	"Canada"	0	"dashed"	"KP.3.1.1"
"XEC"	0.03390665	0.02104	0.04678	41	"New Brunswick"	0	"dashed"	"KP.3.1.1"
"KP.2.3"	0.03384834	0.00502	0.06267	12	"Newfoundland and Labrador"	0	"dashed"	"KP.3.1.1"
"LF.7.2*"	0.03382941	0.02068	0.04698	23	"Canada"	0	"dashed"	"KP.3*"
"MC.10.2"	0.03367381	0.02694	0.04041	99	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEC"	0.03245221	0.02461	0.0403	138	"Quebec"	0	"dashed"	"KP.3.1.1"
"KP.2.3.4"	0.03241076	0.02426	0.04057	59	"Canada"	0	"dashed"	"KP.3.1.1"
"NF*"	0.03223237	0.02343	0.04103	51	"Canada"	0	"dashed"	"KP.3*"
"MC.10.1"	0.03155444	0.01894	0.04417	42	"New Brunswick"	0	"dashed"	"KP.3.1.1"
"XEC*"	0.03120972	0.02384	0.03858	160	"Quebec"	0	"dashed"	"KP.3*"
"KP.4.2*"	0.03085498	0.01913	0.04258	28	"Canada"	0	"dashed"	"KP.3*"
"XEC*"	0.03073352	0.02949	0.03197	5444	"Canada"	0	"dashed"	"KP.3*"
"MC.19"	0.03062194	0.02575	0.03549	169	"Canada"	0	"dashed"	"KP.3.1.1"
"KP.3.5"	0.03040652	0.01947	0.04134	34	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEC"	0.03033324	0.02906	0.03161	4907	"Canada"	0	"dashed"	"KP.3.1.1"
"NM*"	0.03033203	0.02151	0.03916	52	"Ontario"	0	"dashed"	"KP.3*"
"MC.8"	0.03020264	0.00978	0.05063	14	"British Columbia"	0	"dashed"	"KP.3.1.1"
"LB.1.2*"	0.02999602	0.00919	0.0508	13	"Alberta"	0	"dashed"	"KP.3*"
"MC.20"	0.02954934	0.01384	0.04526	16	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.10*"	0.02944776	0.02252	0.03637	137	"British Columbia"	0	"dashed"	"KP.3*"
"NH.2"	0.02904244	0.01201	0.04607	19	"Alberta"	0	"dashed"	"KP.3.1.1"
"NH*"	0.02904244	0.01201	0.04607	19	"Alberta"	0	"dashed"	"KP.3*"
"MC.17"	0.02897547	0.01944	0.03851	42	"Canada"	0	"dashed"	"KP.3.1.1"
"XEC"	0.02820747	0.02435	0.03207	663	"British Columbia"	0	"dashed"	"KP.3.1.1"
"XEC*"	0.02818451	0.02442	0.03195	702	"British Columbia"	0	"dashed"	"KP.3*"
"LF.7.2.1"	0.0280893	0.01226	0.04392	15	"Canada"	0	"dashed"	"KP.3.1.1"
"XEC.2"	0.02793046	0.0237	0.03216	231	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEC.2"	0.0279194	0.01258	0.04326	25	"British Columbia"	0	"dashed"	"KP.3.1.1"
"XEC*"	0.02788979	0.02627	0.02951	2996	"Ontario"	0	"dashed"	"KP.3*"
"MC.1*"	0.02786067	0.0199	0.03582	120	"Quebec"	0	"dashed"	"KP.3*"
"LF.7.1*"	0.02737909	0.02071	0.03405	86	"Canada"	0	"dashed"	"KP.3*"
"XEC"	0.02734305	0.02567	0.02902	2641	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.1"	0.02724405	0.01924	0.03525	117	"Quebec"	0	"dashed"	"KP.3.1.1"
"MC.8*"	0.02717497	0.01207	0.04228	26	"British Columbia"	0	"dashed"	"KP.3*"
"LF.7.1"	0.02717032	0.02018	0.03416	78	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.17"	0.0269874	0.01167	0.04231	16	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEC.2"	0.02639935	0.00805	0.04475	17	"Quebec"	0	"dashed"	"KP.3.1.1"
"XEC"	0.02626687	0.0104	0.04213	34	"Newfoundland and Labrador"	0	"dashed"	"KP.3.1.1"
"LF.7*"	0.02620694	0.01935	0.03306	81	"Ontario"	0	"dashed"	"KP.3*"
"MC.8.1"	0.02618154	0.02084	0.03153	132	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.19"	0.0260825	0.02081	0.03136	141	"Ontario"	0	"dashed"	"KP.3.1.1"
"LF.7.1"	0.02551345	0.01703	0.03399	52	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.10"	0.0254083	0.0172	0.03362	91	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.8*"	0.02517781	0.02118	0.02918	238	"Canada"	0	"dashed"	"KP.3*"
"MA.1"	0.02505584	0.01081	0.0393	18	"Canada"	0	"dashed"	"KP.3.1.1"
"LF.7.1*"	0.02492911	0.01664	0.03322	54	"Ontario"	0	"dashed"	"KP.3*"
"KP.3.5"	0.02474033	0.01574	0.03374	46	"Canada"	0	"dashed"	"KP.3.1.1"
"KP.3.3*"	0.02469352	0.02121	0.02818	328	"Ontario"	0	"dashed"	"KP.3*"
"MC.1*"	0.02463067	0.02118	0.02808	665	"Alberta"	0	"dashed"	"KP.3*"
"NF.1"	0.02462631	0.01501	0.03424	40	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.8.1"	0.02456196	0.0073	0.04182	21	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.8.1"	0.02456029	0.01824	0.03088	92	"Ontario"	0	"dashed"	"KP.3.1.1"
"XEC.3"	0.02452543	0.01562	0.03343	47	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.1"	0.0244819	0.02102	0.02794	661	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.8*"	0.02432215	0.00825	0.04039	22	"Alberta"	0	"dashed"	"KP.3*"
"MC.8"	0.02426281	0.01833	0.0302	106	"Canada"	0	"dashed"	"KP.3.1.1"
"XEC*"	0.02406294	0.00868	0.03944	35	"Newfoundland and Labrador"	0	"dashed"	"KP.3*"
"MA.1"	0.02388047	0.00849	0.03927	15	"Ontario"	0	"dashed"	"KP.3.1.1"
"LF.7.1*"	0.02387837	0.00688	0.04087	19	"Alberta"	0	"dashed"	"KP.3*"
"MC.10*"	0.02370844	0.01295	0.03447	55	"New Brunswick"	0	"dashed"	"KP.3*"
"MC.10*"	0.02351121	0.02073	0.0263	528	"Ontario"	0	"dashed"	"KP.3*"
"MC.8.1"	0.02347463	0.00136	0.04559	12	"British Columbia"	0	"dashed"	"KP.3.1.1"
"NF*"	0.02344389	0.01477	0.03212	48	"Ontario"	0	"dashed"	"KP.3*"
"NP*"	0.02342244	0.02068	0.02616	530	"Canada"	0	"dashed"	"KP.3*"
"LF.7*"	0.02314078	0.01815	0.02813	152	"Canada"	0	"dashed"	"KP.3*"
"XEC.1"	0.02303715	0.01607	0.03001	77	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.8*"	0.02297373	0.01829	0.02766	167	"Ontario"	0	"dashed"	"KP.3*"
"LP*"	0.02283101	0.01437	0.03129	86	"British Columbia"	0	"dashed"	"KP.3*"
"XEM"	0.022713	0.01576	0.02967	77	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.9"	0.02233788	0.00499	0.03969	18	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.10*"	0.02231292	0.0202	0.02443	938	"Canada"	0	"dashed"	"KP.3*"
"LP*"	0.02217697	0.01969	0.02467	645	"Canada"	0	"dashed"	"KP.3*"
"NL*"	0.0218244	0.01717	0.02648	174	"Canada"	0	"dashed"	"KP.3*"
"MC.8"	0.02135526	0.01452	0.02819	75	"Ontario"	0	"dashed"	"KP.3.1.1"
"NM*"	0.02054467	0.01377	0.02732	80	"Canada"	0	"dashed"	"KP.3*"
"MC.1"	0.02041282	0.01892	0.02191	2385	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.1"	0.02035497	0.0182	0.02251	979	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.1*"	0.02032881	0.01884	0.02182	2420	"Canada"	0	"dashed"	"KP.3*"
"NH.2"	0.01988201	0.00594	0.03383	19	"Canada"	0	"dashed"	"KP.3.1.1"
"LB.1*"	0.0198375	0	0.05042	11	"Nova Scotia"	0	"dashed"	"KP.3*"
"MC.1*"	0.01980501	0.01767	0.02194	1002	"Ontario"	0	"dashed"	"KP.3*"
"MC.19"	0.01966723	0.0025	0.03684	18	"Alberta"	0	"dashed"	"KP.3.1.1"
"NP*"	0.01966202	0.01013	0.0292	70	"British Columbia"	0	"dashed"	"KP.3*"
"MC.1"	0.01918975	0.01412	0.02425	283	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.1*"	0.01918975	0.01412	0.02425	283	"British Columbia"	0	"dashed"	"KP.3*"
"MC.22"	0.01912638	0.01083	0.02742	54	"Canada"	0	"dashed"	"KP.3.1.1"
"ND.1.1"	0.01908429	0.00849	0.02967	33	"Canada"	0	"dashed"	"KP.3.1.1"
"XEC.3"	0.01837582	0.00914	0.02761	40	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.21*"	0.01828669	0.0114	0.02517	79	"Canada"	0	"dashed"	"KP.3*"
"KP.4*"	0.01788818	0.00712	0.02865	29	"Ontario"	0	"dashed"	"KP.3*"
"KP.1.1*"	0.01766071	0.01533	0.02	727	"Canada"	0	"dashed"	"KP.3*"
"MC.22"	0.01694003	0.00653	0.02735	31	"Ontario"	0	"dashed"	"KP.3.1.1"
"NF.1"	0.01632298	0.00677	0.02587	37	"Ontario"	0	"dashed"	"KP.3.1.1"
"KP.2.3*"	0.01610674	0	0.03814	15	"Newfoundland and Labrador"	0	"dashed"	"KP.3*"
"LF.7*"	0.01596311	0	0.03692	12	"New Brunswick"	0	"dashed"	"KP.3*"
"MC.21"	0.01595752	0.00873	0.02319	72	"Canada"	0	"dashed"	"KP.3.1.1"
"LF.7.1"	0.0159239	0	0.03486	15	"Alberta"	0	"dashed"	"KP.3.1.1"
"XEM"	0.01572257	0.00891	0.02254	73	"Ontario"	0	"dashed"	"KP.3.1.1"
"KP.3.3.2"	0.01560273	0.00567	0.02553	66	"British Columbia"	0	"dashed"	"KP.3.1.1"
"LP*"	0.01554654	0.01246	0.01863	370	"Ontario"	0	"dashed"	"KP.3*"
"MC.11"	0.01538349	0.00289	0.02788	39	"New Brunswick"	0	"dashed"	"KP.3.1.1"
"MC.11*"	0.01538349	0.00289	0.02788	39	"New Brunswick"	0	"dashed"	"KP.3*"
"NP*"	0.01516679	0.00966	0.02068	189	"Alberta"	0	"dashed"	"KP.3*"
"NL*"	0.01516088	0.01023	0.02009	141	"Ontario"	0	"dashed"	"KP.3*"
"KP.3.2.9"	0.0150968	0.00607	0.02412	46	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.10*"	0.01457541	0.00872	0.02043	172	"Alberta"	0	"dashed"	"KP.3*"
"KP.3.3.1"	0.01436505	0.00611	0.02262	49	"Ontario"	0	"dashed"	"KP.3.1.1"
"NQ*"	0.01436505	0.00611	0.02262	49	"Ontario"	0	"dashed"	"KP.3*"
"JN.1.16*"	0.01422865	0.01	0.01846	196	"Ontario"	0	"dashed"	"KP.3*"
"LF*"	0.0140741	0.00898	0.01917	132	"Ontario"	0	"dashed"	"KP.3*"
"LF*"	0.01388324	0	0.03408	13	"New Brunswick"	0	"dashed"	"KP.3*"
"MC.9"	0.01309298	0	0.03337	12	"Quebec"	0	"dashed"	"KP.3.1.1"
"KP.1.1*"	0.01308631	0.0101	0.01607	390	"Ontario"	0	"dashed"	"KP.3*"
"LF.7*"	0.01294438	0	0.03748	11	"British Columbia"	0	"dashed"	"KP.3*"
"MC.1.1"	0.01259564	0.00214	0.02305	35	"Canada"	0	"dashed"	"KP.3.1.1"
"KP.2*"	0.01245041	0	0.03206	19	"Newfoundland and Labrador"	0	"dashed"	"KP.3*"
"MC.16"	0.01244116	0	0.0254	31	"Quebec"	0	"dashed"	"KP.3.1.1"
"ND*"	0.01235271	0.00249	0.02222	39	"Canada"	0	"dashed"	"KP.3*"
"MC.16"	0.01222776	0.00339	0.02106	84	"British Columbia"	0	"dashed"	"KP.3.1.1"
"KP.1.1*"	0.01218455	0.00509	0.01928	130	"British Columbia"	0	"dashed"	"KP.3*"
"JN.1.16*"	0.01193238	0	0.03148	14	"New Brunswick"	0	"dashed"	"KP.3*"
"MC.9"	0.01188306	0	0.03148	18	"Newfoundland and Labrador"	0	"dashed"	"KP.3.1.1"
"KP.3.3*"	0.01168443	0.00953	0.01384	880	"Canada"	0	"dashed"	"KP.3*"
"MC.13.1"	0.01166876	0.00604	0.01729	109	"Ontario"	0	"dashed"	"KP.3.1.1"
"JN.1.16*"	0.0116124	0.00808	0.01515	318	"Canada"	0	"dashed"	"KP.3*"
"MC.13*"	0.01141044	0.00871	0.01411	532	"Ontario"	0	"dashed"	"KP.3*"
"LF.7*"	0.01116698	0	0.02468	30	"Alberta"	0	"dashed"	"KP.3*"
"KP.3.3*"	0.01115263	0.0064	0.0159	266	"Alberta"	0	"dashed"	"KP.3*"
"NH*"	0.01103483	0	0.02263	29	"Canada"	0	"dashed"	"KP.3*"
"ND.1.1"	0.01048779	0.00043	0.02055	33	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.10.1"	0.0103726	0	0.02748	17	"Quebec"	0	"dashed"	"KP.3.1.1"
"MC.10*"	0.0103726	0	0.02748	17	"Quebec"	0	"dashed"	"KP.3*"
"MC.13*"	0.01033389	0.00817	0.0125	937	"Canada"	0	"dashed"	"KP.3*"
"MC.13"	0.01010609	0.00709	0.01312	406	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.2"	0.01007154	0.00336	0.01678	74	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.13.1"	0.00973205	0.00479	0.01468	164	"Canada"	0	"dashed"	"KP.3.1.1"
"LF*"	0.00920285	0.00516	0.01324	246	"Canada"	0	"dashed"	"KP.3*"
"KP.3.3.1"	0.00914257	0	0.02077	41	"Alberta"	0	"dashed"	"KP.3.1.1"
"NQ*"	0.00914257	0	0.02077	41	"Alberta"	0	"dashed"	"KP.3*"
"MC.2*"	0.00910028	0	0.02627	17	"Quebec"	0	"dashed"	"KP.3*"
"NL.4"	0.00906593	0	0.02367	19	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.16"	0.00903668	0	0.02221	34	"New Brunswick"	0	"dashed"	"KP.3.1.1"
"MC.13*"	0.0087819	0	0.01826	60	"Quebec"	0	"dashed"	"KP.3*"
"MC.13"	0.00871876	0.0063	0.01114	738	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.2"	0.00857519	0	0.01976	44	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.2"	0.00855838	0	0.02621	16	"Quebec"	0	"dashed"	"KP.3.1.1"
"XEL"	0.00852664	0.00056	0.01649	63	"Canada"	0	"dashed"	"KP.3.1.1"
"MU*"	0.00852157	0	0.0254	23	"British Columbia"	0	"dashed"	"KP.3*"
"LB.1.3.1"	0.00845776	0.00147	0.01544	82	"Canada"	0	"dashed"	"KP.3.1.1"
"MU.1"	0.00751692	0	0.02518	21	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.2*"	0.00750193	0.00097	0.01403	79	"Ontario"	0	"dashed"	"KP.3*"
"MC.6"	0.00711753	0	0.01454	128	"British Columbia"	0	"dashed"	"KP.3.1.1"
"KP.4*"	0.00696373	0	0.01604	49	"Canada"	0	"dashed"	"KP.3*"
"MC.21*"	0.0068048	0	0.01558	44	"Ontario"	0	"dashed"	"KP.3*"
"MC.2*"	0.00677686	0	0.01746	49	"Alberta"	0	"dashed"	"KP.3*"
"MC.14"	0.0065717	0	0.01369	81	"Canada"	0	"dashed"	"KP.3.1.1"
"ND*"	0.0062062	0	0.01579	37	"Ontario"	0	"dashed"	"KP.3*"
"LF.7"	0.00556578	0	0.01673	33	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.2"	0.00489425	0.0002	0.00959	189	"Canada"	0	"dashed"	"KP.3.1.1"
"KP.3.1.6"	0.00481734	0	0.02326	20	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.21"	0.00473501	0	0.01379	42	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.16"	0.00459569	0.00098	0.00821	284	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.13"	0.00449431	0	0.01191	131	"British Columbia"	0	"dashed"	"KP.3.1.1"
"MC.16"	0.00445273	0.00162	0.00728	558	"Canada"	0	"dashed"	"KP.3.1.1"
"MC.14"	0.00443451	0	0.01172	66	"Ontario"	0	"dashed"	"KP.3.1.1"
"KP.3"	0.00429127	0	0.02522	13	"Alberta"	0	"dashed"	"KP.3.1.1"
"LF.7"	0.00406506	0	0.02067	12	"Ontario"	0	"dashed"	"KP.3.1.1"
"LB.1.3*"	0.00405633	0	0.02036	21	"Alberta"	0	"dashed"	"KP.3*"
"MK*"	0.00399817	0	0.02209	21	"British Columbia"	0	"dashed"	"KP.3*"
"MC.13*"	0.0037713	0	0.01113	134	"British Columbia"	0	"dashed"	"KP.3*"
"MC.2*"	0.00342086	0	0.008	206	"Canada"	0	"dashed"	"KP.3*"
"MC.11"	0.0032699	0	0.0201	20	"Alberta"	0	"dashed"	"KP.3.1.1"
"MC.11*"	0.0032699	0	0.0201	20	"Alberta"	0	"dashed"	"KP.3*"
"MC.10"	0.00290685	0	0.0062	409	"Canada"	0	"dashed"	"KP.3.1.1"
"JN.1.16*"	0.00288599	0	0.01487	40	"Alberta"	0	"dashed"	"KP.3*"
"MC.4"	0.00240831	0	0.01191	39	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.13"	0.00231069	0	0.00893	140	"Alberta"	0	"dashed"	"KP.3.1.1"
"XDY"	0.00221729	0	0.02042	12	"Ontario"	0	"dashed"	"KP.3.1.1"
"XDY*"	0.00221729	0	0.02042	12	"Ontario"	0	"dashed"	"KP.3*"
"MC.9"	0.00216988	0	0.01262	63	"New Brunswick"	0	"dashed"	"KP.3.1.1"
"LB.1.4"	0.0019993	0	0.02602	12	"British Columbia"	0	"dashed"	"KP.3.1.1"
"KP.3.3.2"	0.00196198	0	0.01063	47	"Ontario"	0	"dashed"	"KP.3.1.1"
"KS.1.1"	0.00190043	0	0.02691	14	"Canada"	0	"dashed"	"KP.3.1.1"
"XEL"	0.00183236	0	0.01011	52	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.11"	0.00153488	0	0.01805	23	"Newfoundland and Labrador"	0	"dashed"	"KP.3.1.1"
"MC.11*"	0.00153488	0	0.01805	23	"Newfoundland and Labrador"	0	"dashed"	"KP.3*"
"MC.13*"	0.00147744	0	0.00768	161	"Alberta"	0	"dashed"	"KP.3*"
"MC.16"	0.00096785	0	0.02985	15	"Nova Scotia"	0	"dashed"	"KP.3.1.1"
"KP.2*"	0.00096004	0	0.0242	11	"New Brunswick"	0	"dashed"	"KP.3*"
"LF*"	0.00085841	0	0.0131	39	"Alberta"	0	"dashed"	"KP.3*"
"KS.1.1*"	0.00083136	0	0.00978	45	"Ontario"	0	"dashed"	"KP.3*"
"LB.1.3.1"	0.00076874	0	0.00852	60	"Ontario"	0	"dashed"	"KP.3.1.1"
"MC.10"	0.00073414	0	0.00526	180	"Ontario"	0	"dashed"	"KP.3.1.1"
"MY*"	0.0006565	0	0.0209	12	"Canada"	0	"dashed"	"KP.3*"
"MC.4"	0.00049423	0	0.0092	59	"Canada"	0	"dashed"	"KP.3.1.1"
"LB.1.3*"	0.00018467	0	0.00436	210	"Ontario"	0	"dashed"	"KP.3*"
