"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"	"Highlight"	"reference"
"JN.1.13.1"	0.03132779	0.02415	0.0385	149	"Canada"	0	"JN.1"
"XDK.1"	0.03099326	0.01809	0.04389	43	"British Columbia"	0	"JN.1"
"KP.3"	0.03090199	0.02375	0.03805	145	"Ontario"	0	"JN.1"
"KP.4.1"	0.03068573	0.01841	0.04296	42	"British Columbia"	0	"JN.1"
"XDP*"	0.03038511	0.02356	0.03721	177	"Canada"	0	"JN.1*"
"JN.1.7"	0.03020244	0	0.08771	29	"New Brunswick"	0	"JN.1"
"JN.1.7*"	0.03020244	0	0.08771	29	"New Brunswick"	0	"JN.1*"
"JN.1.7"	0.03016465	0.01755	0.04278	61	"Alberta"	0	"JN.1"
"XDK.1*"	0.02985391	0.02201	0.0377	109	"Canada"	0	"JN.1*"
"LK.1"	0.02933773	0.01178	0.0469	15	"Canada"	0	"JN.1"
"XDK*"	0.02854724	0.02202	0.03508	174	"Canada"	0	"JN.1*"
"XDK.1"	0.0282088	0.02027	0.03615	105	"Canada"	0	"JN.1"
"XBB.1*"	0.02742457	0.01886	0.03599	158	"British Columbia"	0	"JN.1*"
"JN.1.7*"	0.0270894	0.015	0.03918	69	"Alberta"	0	"JN.1*"
"XDP*"	0.02695325	0.01115	0.04276	25	"Alberta"	0	"JN.1*"
"JN.1.28*"	0.02666608	0.01811	0.03522	74	"Canada"	0	"JN.1*"
"JN.1.1.6"	0.02638878	0.00736	0.04542	13	"Canada"	0	"JN.1"
"JN.1.18*"	0.02549636	0.00623	0.04476	31	"Quebec"	0	"JN.1*"
"JN.1.4.6"	0.02496004	0.00418	0.04574	11	"Canada"	0	"JN.1"
"JN.1.18"	0.02485021	0.00726	0.04244	16	"Alberta"	0	"JN.1"
"JN.1.7*"	0.0247894	0.0154	0.03418	122	"Ontario"	0	"JN.1*"
"XDK.1"	0.02478402	0.01092	0.03865	43	"Ontario"	0	"JN.1"
"XDK.1*"	0.02478402	0.01092	0.03865	43	"Ontario"	0	"JN.1*"
"JN.1.11.1"	0.02464357	0.01822	0.03106	177	"Canada"	0	"JN.1"
"KW.1"	0.02450827	0.00663	0.04238	15	"Canada"	0	"JN.1"
"JN.1.7"	0.0242987	0.0151	0.0335	92	"British Columbia"	0	"JN.1"
"XDK*"	0.02411087	0.01072	0.03751	50	"Ontario"	0	"JN.1*"
"JN.1.7"	0.02410266	0.01894	0.02926	363	"Canada"	0	"JN.1"
"KP*"	0.02407118	0	0.06438	57	"Newfoundland and Labrador"	0	"JN.1*"
"JN.1.32*"	0.02386176	0.0119	0.03583	54	"British Columbia"	0	"JN.1*"
"KP.1.1.3"	0.02336617	0.00626	0.04047	18	"British Columbia"	0	"JN.1"
"JN.1.7"	0.02325343	0.01255	0.03396	88	"Ontario"	0	"JN.1"
"XDP"	0.02293326	0.00645	0.03942	21	"Alberta"	0	"JN.1"
"XBB.1*"	0.0229125	0.01702	0.02881	243	"Canada"	0	"JN.1*"
"JN.1.4*"	0.02273562	0.01261	0.03286	145	"Alberta"	0	"JN.1*"
"JN.1.32"	0.0226099	0.01053	0.03469	52	"British Columbia"	0	"JN.1"
"LK*"	0.02188526	0.00634	0.03743	20	"Ontario"	0	"JN.1*"
"KV.2"	0.02170411	0.00757	0.03584	25	"Canada"	0	"JN.1"
"JN.1.8.1"	0.02144396	0.00974	0.03315	69	"Ontario"	0	"JN.1"
"JN.1.8*"	0.02127028	0.00999	0.03255	79	"Ontario"	0	"JN.1*"
"JN.1.18"	0.02084826	0.01337	0.02832	113	"Canada"	0	"JN.1"
"KV*"	0.02015997	0.00704	0.03328	33	"Ontario"	0	"JN.1*"
"JN.1.4.5"	0.01991943	0.00489	0.03495	38	"Alberta"	0	"JN.1"
"JN.1.20"	0.01991742	0.00089	0.03894	14	"Canada"	0	"JN.1"
"KP.2.1"	0.01864613	0	0.0383	15	"British Columbia"	0	"JN.1"
"JN.1.7*"	0.01854603	0.01412	0.02297	572	"Canada"	0	"JN.1*"
"JN.1.4*"	0.01715298	0.00947	0.02484	284	"Ontario"	0	"JN.1*"
"JN.1.1.8"	0.01585852	0.00227	0.02945	30	"Canada"	0	"JN.1"
"JN.1.32*"	0.0158082	0.00766	0.02396	100	"Canada"	0	"JN.1*"
"JN.1.32"	0.01567562	0	0.03636	13	"Alberta"	0	"JN.1"
"JN.1.32*"	0.01567562	0	0.03636	13	"Alberta"	0	"JN.1*"
"JN.1.28*"	0.01541507	0.00306	0.02777	40	"British Columbia"	0	"JN.1*"
"JN.1.7.5"	0.01541336	0	0.03268	18	"Ontario"	0	"JN.1"
"KV*"	0.01526502	0.0008	0.02973	42	"Alberta"	0	"JN.1*"
"JN.1.47*"	0.01491048	0	0.0361	12	"Canada"	0	"JN.1*"
"JN.1.32"	0.01470753	0.00643	0.02299	97	"Canada"	0	"JN.1"
"JN.1.1.8"	0.01380114	0	0.02848	30	"British Columbia"	0	"JN.1"
"XDK"	0.01369407	0.00287	0.02452	52	"Canada"	0	"JN.1"
"JN.1.16.2"	0.01335739	0	0.0357	11	"Canada"	0	"JN.1"
"JN.1.4"	0.01309392	0.00117	0.02502	73	"Alberta"	0	"JN.1"
"JN.1.58*"	0.01249854	0	0.02596	31	"Canada"	0	"JN.1*"
"XDP.2"	0.01172919	0	0.02698	25	"Canada"	0	"JN.1"
"LJ*"	0.01140715	0	0.02825	20	"Canada"	0	"JN.1*"
"JN.1.13.1"	0.01121849	0	0.02395	45	"British Columbia"	0	"JN.1"
"XBB.1*"	0.01116282	0	0.02377	56	"Alberta"	0	"JN.1*"
"JN.1.1*"	0.01106256	0.00209	0.02003	89	"British Columbia"	0	"JN.1*"
"JN.1.4*"	0.01076173	0.0067	0.01482	922	"Canada"	0	"JN.1*"
"LK*"	0.01060194	0.00179	0.01941	82	"Canada"	0	"JN.1*"
"JN.1.18*"	0.00989581	0	0.02067	51	"British Columbia"	0	"JN.1*"
"KZ*"	0.00978675	0	0.02613	22	"Canada"	0	"JN.1*"
"JN.1.8.1"	0.00945273	0	0.0237	49	"Alberta"	0	"JN.1"
"JN.1.4"	0.00932438	0.00068	0.01797	217	"Ontario"	0	"JN.1"
"JN.1.58"	0.00893185	0	0.02318	30	"Canada"	0	"JN.1"
"JN.1.58"	0.00868798	0	0.02389	28	"British Columbia"	0	"JN.1"
"JN.1.58*"	0.00868798	0	0.02389	28	"British Columbia"	0	"JN.1*"
"JN.1.4.7"	0.00853814	0	0.0319	11	"Canada"	0	"JN.1"
"JN.1.7"	0.00818945	0	0.03301	14	"Quebec"	0	"JN.1"
"JN.1.8*"	0.00798897	0	0.02207	52	"Alberta"	0	"JN.1*"
"JN.1.52"	0.00714031	0	0.02555	22	"Ontario"	0	"JN.1"
"JN.1.4"	0.00694567	0.00239	0.0115	668	"Canada"	0	"JN.1"
"JN.1.9.1"	0.00646483	0	0.02778	14	"Canada"	0	"JN.1"
"XDP.2"	0.00631768	0	0.02387	22	"British Columbia"	0	"JN.1"
"JN.1.4.5"	0.00611799	0	0.02293	24	"Ontario"	0	"JN.1"
"JN.1.7.5"	0.00539529	0	0.0155	67	"Canada"	0	"JN.1"
"JN.1.7*"	0.00519949	0	0.01245	200	"British Columbia"	0	"JN.1*"
"JN.1.52"	0.00489468	0	0.01611	57	"Canada"	0	"JN.1"
"KP.1"	0.00438657	0	0.02228	20	"Canada"	0	"JN.1"
"JN.1.8*"	0.00415781	0	0.01021	268	"Canada"	0	"JN.1*"
"JN.1.8.1"	0.00412619	0	0.01034	247	"Canada"	0	"JN.1"
"JN.1.8"	0.0039298	0	0.02186	21	"Canada"	0	"JN.1"
"JN.1.9.1"	0.00380891	0	0.02606	14	"British Columbia"	0	"JN.1"
"KV*"	0.00312253	0	0.01063	140	"Canada"	0	"JN.1*"
"JN.1.4*"	0.00250106	0	0.00962	266	"British Columbia"	0	"JN.1*"
"JN.1.39*"	0.0023146	0	0.0142	51	"Canada"	0	"JN.1*"
"JN.1.7*"	0.00177473	0	0.02062	27	"Quebec"	0	"JN.1*"
"JN.1.4"	0.00141077	0	0.00915	211	"British Columbia"	0	"JN.1"
"JN.1.8*"	0.00083774	0	0.02454	20	"Quebec"	0	"JN.1*"
"EG.5.1*"	0.00075264	0	0.0144	39	"Canada"	0	"JN.1*"
"JN.1.2"	0.0002588	0	0.01974	19	"Canada"	0	"JN.1"
"KP.1"	0.00006469	0	0.02138	15	"Alberta"	0	"JN.1"
